date,wins,npxG,deep,ppda_allowed,missed,ppda,h_a,pts,xG,xpts,result,npxGD,npxGA,xGA,deep_allowed,scored,loses,draws
2022-10-22 15:30:00,0,0.4412059999999999870823330638813786208629608154296875,3,"{att:212,def:13}",1,"{att:240,def:15}",h,1,1.2023800000000000043343106881366111338138580322265625,1.86240000000000005542233338928781449794769287109375,d,-0.28972900000000001430322527085081674158573150634765625,0.73093500000000000138555833473219536244869232177734375,0.73093500000000000138555833473219536244869232177734375,8,1,0,1
2022-10-29 14:00:00,0,1.0755399999999999405275730168796144425868988037109375,8,"{att:295,def:13}",4,"{att:200,def:16}",a,0,1.0755399999999999405275730168796144425868988037109375,0.295999999999999985345056074947933666408061981201171875,l,-1.8054599999999998427568925762898288667201995849609375,2.880999999999999783284465593169443309307098388671875,2.880999999999999783284465593169443309307098388671875,5,1,1,0
2022-11-06 12:00:00,0,0.278814999999999979518605641715112142264842987060546875,5,"{att:185,def:31}",1,"{att:248,def:29}",h,0,0.278814999999999979518605641715112142264842987060546875,0.1101999999999999924060745115639292635023593902587890625,l,-2.099645000000000205631067728972993791103363037109375,2.378460000000000018616219676914624869823455810546875,2.378460000000000018616219676914624869823455810546875,3,0,1,0
2022-11-12 17:30:00,0,0.359105000000000007531752999057061970233917236328125,2,"{att:297,def:35}",1,"{att:235,def:22}",a,0,0.359105000000000007531752999057061970233917236328125,0.461000000000000020872192862952942959964275360107421875,l,-1.000995000000000079154460763675160706043243408203125,1.36010000000000008668621376273222267627716064453125,1.36010000000000008668621376273222267627716064453125,7,0,1,0
2022-12-27 17:30:00,1,1.91378000000000003666400516522116959095001220703125,7,"{att:367,def:24}",0,"{att:178,def:17}",h,3,1.91378000000000003666400516522116959095001220703125,2.499099999999999877076106713502667844295501708984375,w,1.470709999999999961772800816106610000133514404296875,0.443070000000000019380053117856732569634914398193359375,0.443070000000000019380053117856732569634914398193359375,4,2,0,0
2023-01-01 16:30:00,0,1.37305000000000010373923942097462713718414306640625,6,"{att:463,def:24}",1,"{att:135,def:22}",a,1,1.37305000000000010373923942097462713718414306640625,1.722300000000000164135371960583142936229705810546875,d,0.38783100000000014784262702960404567420482635498046875,0.98521899999999995589661239137058146297931671142578125,0.98521899999999995589661239137058146297931671142578125,10,1,0,1
2023-01-05 20:00:00,0,0.49357600000000001472244548494927585124969482421875,5,"{att:332,def:26}",1,"{att:326,def:24}",h,0,0.49357600000000001472244548494927585124969482421875,0.387500000000000011102230246251565404236316680908203125,l,-1.2261439999999999006519146860227920114994049072265625,1.7197199999999999153743601709720678627490997314453125,1.7197199999999999153743601709720678627490997314453125,10,0,1,0
2023-01-12 19:00:00,0,2.399109999999999853770304980571381747722625732421875,7,"{att:321,def:22}",2,"{att:227,def:26}",a,0,2.399109999999999853770304980571381747722625732421875,2.555899999999999838706798982457257807254791259765625,l,1.6878439999999998999413719502626918256282806396484375,0.7112659999999999538289330303086899220943450927734375,0.7112659999999999538289330303086899220943450927734375,2,1,1,0
2023-01-15 14:00:00,1,2.129869999999999929940486254054121673107147216796875,9,"{att:322,def:28}",0,"{att:132,def:23}",h,3,2.129869999999999929940486254054121673107147216796875,2.339399999999999923971927273669280111789703369140625,w,1.2925039999999998752144847458112053573131561279296875,0.8373660000000000547260015082429163157939910888671875,0.8373660000000000547260015082429163157939910888671875,3,1,0,0
2023-01-21 12:30:00,0,1.8446700000000000319033688356284983456134796142578125,7,"{att:338,def:32}",0,"{att:265,def:27}",a,1,1.8446700000000000319033688356284983456134796142578125,1.7712999999999998745892071383423171937465667724609375,d,0.5434200000000000141398004416259936988353729248046875,1.301250000000000017763568394002504646778106689453125,1.301250000000000017763568394002504646778106689453125,7,0,0,1
2023-02-03 20:00:00,0,1.414709999999999912034809312899596989154815673828125,5,"{att:434,def:22}",0,"{att:141,def:33}",h,1,1.414709999999999912034809312899596989154815673828125,2.154199999999999892708046900224871933460235595703125,d,0.921368999999999882533074924140237271785736083984375,0.493340999999999973990583157501532696187496185302734375,0.493340999999999973990583157501532696187496185302734375,5,0,0,1
2023-02-11 12:30:00,0,0.90046499999999995988986256634234450757503509521484375,10,"{att:384,def:18}",1,"{att:113,def:20}",a,1,0.90046499999999995988986256634234450757503509521484375,1.167100000000000026290081223123706877231597900390625,d,-0.17568499999999998006927626192918978631496429443359375,1.0761499999999999399591388282715342938899993896484375,1.0761499999999999399591388282715342938899993896484375,6,1,0,1
2023-02-18 15:00:00,0,1.6172299999999999453592636200482957065105438232421875,11,"{att:299,def:42}",1,"{att:170,def:29}",h,0,1.6172299999999999453592636200482957065105438232421875,2.222300000000000164135371960583142936229705810546875,l,0.9976979999999999737525513410218991339206695556640625,0.619531999999999971606712279026396572589874267578125,0.619531999999999971606712279026396572589874267578125,3,0,1,0
2023-02-26 13:30:00,0,0.2622809999999999863717903281212784349918365478515625,5,"{att:287,def:25}",2,"{att:241,def:30}",a,0,0.2622809999999999863717903281212784349918365478515625,0.5469999999999999307220832633902318775653839111328125,l,-0.66403200000000006664180318693979643285274505615234375,0.92631300000000005301359351506107486784458160400390625,0.92631300000000005301359351506107486784458160400390625,5,0,1,0
2023-03-04 15:00:00,1,1.86779999999999990478727340814657509326934814453125,8,"{att:340,def:19}",0,"{att:211,def:25}",h,3,1.86779999999999990478727340814657509326934814453125,2.322200000000000041922021409845910966396331787109375,w,1.233804999999999818527385286870412528514862060546875,0.63399499999999997523758565876050852239131927490234375,0.63399499999999997523758565876050852239131927490234375,4,1,0,0
2023-03-11 15:00:00,1,1.494779999999999997584154698415659368038177490234375,6,"{att:331,def:31}",1,"{att:290,def:22}",a,3,1.494779999999999997584154698415659368038177490234375,0.74350000000000004973799150320701301097869873046875,w,-0.866610000000000102460262496606446802616119384765625,2.361390000000000100044417195022106170654296875,2.361390000000000100044417195022106170654296875,6,3,0,0
2023-03-18 17:30:00,0,1.13910000000000000142108547152020037174224853515625,9,"{att:311,def:24}",2,"{att:107,def:15}",h,1,1.90026999999999990365040503093041479587554931640625,1.5467999999999999527489080719533376395702362060546875,d,-0.5076499999999999346300683100707828998565673828125,1.64674999999999993605115378159098327159881591796875,1.64674999999999993605115378159098327159881591796875,1,2,0,1
2023-04-01 16:30:00,0,2.380240000000000133439925775746814906597137451171875,19,"{att:295,def:24}",2,"{att:159,def:35}",h,0,2.380240000000000133439925775746814906597137451171875,2.4489999999999998436805981327779591083526611328125,l,1.61444600000000004769162842421792447566986083984375,0.76579399999999997472599488901323638856410980224609375,0.76579399999999997472599488901323638856410980224609375,2,0,1,0
2023-04-04 19:00:00,0,2.18902999999999980929032972198911011219024658203125,12,"{att:323,def:31}",0,"{att:315,def:20}",h,1,2.18902999999999980929032972198911011219024658203125,2.7888000000000001676880856393836438655853271484375,d,1.9868129999999997181703292881138622760772705078125,0.2022170000000000078532735869885073043406009674072265625,0.2022170000000000078532735869885073043406009674072265625,8,0,0,1
2023-04-08 14:00:00,0,0.81530800000000003269207127232220955193042755126953125,14,"{att:281,def:28}",1,"{att:173,def:17}",a,0,0.81530800000000003269207127232220955193042755126953125,1.49249999999999971578290569595992565155029296875,l,0.21415499999999998426147840291378088295459747314453125,0.601153000000000048430592869408428668975830078125,0.601153000000000048430592869408428668975830078125,3,0,1,0
2023-04-15 14:00:00,0,0.46330999999999999960920149533194489777088165283203125,6,"{att:249,def:24}",2,"{att:311,def:20}",h,0,0.46330999999999999960920149533194489777088165283203125,0.2154999999999999971134201359745929948985576629638671875,l,-2.0577600000000000335376171278767287731170654296875,2.5210699999999999221245161606930196285247802734375,2.5210699999999999221245161606930196285247802734375,11,1,1,0
2023-04-26 18:45:00,0,1.211240000000000094360075308941304683685302734375,10,"{att:288,def:20}",2,"{att:125,def:15}",h,0,1.211240000000000094360075308941304683685302734375,1.8124999999999997779553950749686919152736663818359375,l,0.515896000000000132246213979669846594333648681640625,0.695343999999999962113861329271458089351654052734375,0.695343999999999962113861329271458089351654052734375,3,0,1,0
