transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
-13315,Newcastle,0,3,10,1,0,2023-05-07T15:30:00Z,0,1.3,2,35.0,5,0,8949,3.4,0.0,0.0,1,48,1218415,15,0,False,32,90,0,0,Arsenal,346,0.0,0.0,22264,35,Aaron Ramsdale,0.0,GK,3.5,0,0
-167774,Newcastle,0,1,7,1,0,2023-05-07T15:30:00Z,0,1.3,2,11.6,0,0,4786,1.7,0.0,0.2,1,52,1486463,16,0,False,27,90,0,0,Arsenal,346,0.0,0.0,172560,35,Gabriel,0.0,DEF,1.2,0,0
0,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,765,17,0,False,0,0,0,0,Arsenal,346,0.0,0.0,0,35,Nuno Tavares,0.0,DEF,0.0,0,0
-155455,Newcastle,0,0,6,1,0,2023-05-07T15:30:00Z,0,1.24,2,14.0,0,1,42284,4.4,0.08,22.3,1,67,4457030,19,0,False,24,79,0,0,Arsenal,346,0.35,0.43,197739,35,Gabriel Martinelli,39.0,MID,7.5,0,0
-2,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,1736,20,0,False,0,0,0,0,Arsenal,346,0.0,0.0,2,35,Pablo Marí Villar,0.0,DEF,0.0,0,0
-18,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,8725,22,0,False,0,0,0,0,Arsenal,346,0.0,0.0,18,35,Lucas Torreira di Pascua,0.0,MID,0.0,0,0
-7,Newcastle,0,0,1,0,0,2023-05-07T15:30:00Z,0,0.06,2,2.0,0,0,110,1.6,0.0,0.0,0,47,4368,23,0,False,4,3,0,0,Arsenal,346,0.0,0.0,117,35,Reiss Nelson,0.0,MID,0.2,0,0
3241,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,5044,0.0,0.0,0.0,0,38,154598,24,0,False,0,0,0,0,Arsenal,346,0.0,0.0,1803,35,Matt Turner,0.0,GK,0.0,0,0
-64,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,40,0.4,0.0,0.0,0,56,15335,25,0,False,0,0,0,0,Arsenal,346,0.0,0.0,104,35,Fábio Vieira,0.0,MID,0.0,0,0
-64157,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,228,0.0,0.0,0.0,0,49,1859111,26,0,False,0,0,0,0,Arsenal,346,0.0,0.0,64385,35,William Saliba,0.0,DEF,0.0,0,0
-22,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,46,7573,27,0,False,0,0,0,0,Arsenal,346,0.0,0.0,22,35,Marquinhos,0.0,MID,0.0,0,0
-2087,Newcastle,0,0,2,1,0,2023-05-07T15:30:00Z,0,1.24,2,5.2,0,0,44354,4.0,0.06,13.1,1,81,3188179,28,0,False,1,86,0,0,Arsenal,346,0.08,0.14,46441,35,Gabriel Jesus,28.0,FWD,4.6,0,0
-20727,Newcastle,0,0,1,0,0,2023-05-07T15:30:00Z,0,0.06,2,2.0,0,0,4868,1.6,0.0,0.0,0,66,804197,111,0,False,4,10,0,0,Arsenal,346,0.0,0.0,25595,35,Leandro Trossard,0.0,MID,0.2,0,0
-680,Newcastle,0,0,6,1,0,2023-05-07T15:30:00Z,0,1.3,2,31.4,0,1,343,2.0,0.03,24.4,1,57,216577,130,0,False,24,90,0,0,Arsenal,346,0.0,0.03,1023,35,Jorginho,0.0,MID,5.6,0,0
-25909,Newcastle,0,0,6,1,0,2023-05-07T15:30:00Z,0,1.14,2,8.2,0,0,12496,1.6,0.01,1.4,1,51,1245938,313,0,False,24,60,0,0,Arsenal,346,0.0,0.01,38405,35,Oleksandr Zinchenko,0.0,DEF,1.0,0,0
32,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,124,0.0,0.0,0.0,0,44,8428,607,0,False,0,0,0,0,Arsenal,346,0.0,0.0,92,35,Matthew Smith,0.0,MID,0.0,0,0
13,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,55,0.0,0.0,0.0,0,45,1154,630,0,False,0,0,0,0,Arsenal,346,0.0,0.0,42,35,Ethan Nwaneri,0.0,MID,0.0,0,0
40,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,146,0.0,0.0,0.0,0,40,8161,631,0,False,0,0,0,0,Arsenal,346,0.0,0.0,106,35,Lino Sousa,0.0,DEF,0.0,0,0
4,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,30,0.0,0.0,0.0,0,39,1843,655,0,False,0,0,0,0,Arsenal,346,0.0,0.0,26,35,Karl Hein,0.0,GK,0.0,0,0
12,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,16,0.0,0.0,0.0,0,45,351,668,0,False,0,0,0,0,Arsenal,346,0.0,0.0,4,35,Amario Cozier-Duberry,0.0,MID,0.0,0,0
-8,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,581,685,0,False,0,0,0,0,Arsenal,346,0.0,0.0,8,35,Nathan Butler-Oyedeji,0.0,FWD,0.0,0,0
2510,Newcastle,0,0,6,1,0,2023-05-07T15:30:00Z,0,1.3,2,18.4,0,0,2656,1.6,0.0,0.3,1,40,4368,710,0,False,25,90,0,0,Arsenal,346,0.0,0.0,146,35,Jakub Kiwior,0.0,DEF,1.9,0,0
44,Newcastle,0,0,0,0,0,2023-05-07T15:30:00Z,0,0.0,2,0.0,0,0,80,0.0,0.0,0.0,0,40,766,751,0,False,0,0,0,0,Arsenal,346,0.0,0.0,36,35,Reuell Walters,0.0,DEF,0.0,0,0
-938,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,63,0.0,0.0,0.0,0,66,329614,29,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,1001,35,Philippe Coutinho,0.0,MID,0.0,1,0
33465,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,12.4,1,0,44575,3.4,0.0,0.0,1,50,787071,31,0,False,16,90,0,0,Aston Villa,350,0.0,0.0,11110,35,Emiliano Martínez,0.0,GK,1.2,1,0
123,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,281,0.8,0.0,0.0,0,42,18390,32,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,158,35,Calum Chambers,0.0,DEF,0.0,1,0
-600,Wolves,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.0,0,4.4,0,0,1464,0.8,0.0,0.3,0,45,140410,33,0,False,4,5,0,0,Aston Villa,350,0.0,0.0,2064,35,Lucas Digne,0.0,DEF,0.5,1,0
-159,Wolves,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.2,0,6.0,0,0,205,0.6,0.03,5.9,1,49,7858,34,0,False,1,45,0,0,Aston Villa,350,0.09,0.12,364,35,Bertrand Traoré,24.0,MID,3.6,1,0
-810,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,547,0.2,0.0,0.0,0,39,162831,35,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,1357,35,Robin Olsen,0.0,GK,0.0,1,0
-98,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,43,21834,36,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,98,35,Morgan Sanson,0.0,MID,0.0,1,0
547,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,9.2,0,0,2379,3.0,0.04,5.5,1,51,67762,37,0,False,9,90,0,0,Aston Villa,350,0.0,0.04,1832,35,John McGinn,0.0,MID,1.5,1,0
-1,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,44,1018,38,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,1,35,Kortney Hause,0.0,DEF,0.0,1,0
104454,Wolves,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.69,0,13.0,0,0,129807,5.2,0.02,2.8,1,47,1573743,39,0,False,7,90,0,1,Aston Villa,350,0.41,0.43,25353,35,Tyrone Mings,4.0,DEF,2.0,1,0
-106016,Wolves,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.69,0,5.4,0,0,93846,4.6,0.02,12.6,1,76,2234137,40,0,False,-3,90,0,1,Aston Villa,350,0.5,0.52,199862,35,Ollie Watkins,32.0,FWD,5.0,1,0
-55,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,43,12725,41,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,55,35,Marvelous Nakamba,0.0,MID,0.0,1,0
-3023,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,12.2,0,0,6414,3.0,0.02,24.4,1,57,100192,42,0,False,9,80,0,0,Aston Villa,350,0.4,0.42,9437,35,Emiliano Buendía,45.0,MID,8.2,1,0
-5840,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,93,0.0,0.0,0.0,0,46,353617,43,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,5933,35,Matty Cash,0.0,DEF,0.0,1,0
19093,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,20.4,0,0,23825,4.0,0.01,1.8,1,44,124552,44,0,False,17,90,0,0,Aston Villa,350,0.0,0.01,4732,35,Ezri Konsa Ngoyo,0.0,DEF,2.2,1,0
-5886,Wolves,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.49,0,7.0,0,0,719,0.2,0.04,24.7,0,43,298018,45,0,False,3,45,0,0,Aston Villa,350,0.04,0.08,6605,35,Leon Bailey,6.0,MID,3.8,1,0
5211,Wolves,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.69,0,0.2,0,0,9992,3.4,0.17,17.9,1,48,84082,46,0,False,9,84,0,1,Aston Villa,350,0.02,0.19,4781,35,Douglas Luiz,2.0,MID,2.0,1,0
-3410,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,9.0,0,0,9228,4.4,0.12,27.5,1,52,147197,47,0,False,13,90,0,0,Aston Villa,350,0.03,0.15,12638,35,Jacob Ramsey,13.0,MID,5.0,1,0
-4,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,1828,49,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,4,35,Tim Iroegbunam,0.0,MID,0.0,1,0
13,Wolves,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.0,0,1.8,0,0,622,0.2,0.09,10.4,0,47,26057,50,0,False,3,25,0,0,Aston Villa,350,0.0,0.09,609,35,Diego Carlos,0.0,DEF,1.2,1,0
-7,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,48,3299,51,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,7,35,Anwar El Ghazi,0.0,MID,0.0,1,0
-6,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,54,3906,52,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,6,35,Keinan Davis,0.0,FWD,0.0,1,0
-40,Wolves,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.4,0,0,7,0.2,0.0,0.0,0,48,9788,53,0,False,3,5,0,0,Aston Villa,350,0.0,0.0,47,35,Boubacar Kamara,0.0,MID,0.0,1,0
-1180,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,42,198184,54,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,1180,35,Cameron Archer,0.0,FWD,0.0,1,0
-1,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,215,55,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,1,35,Jaden Philogene-Bidace,0.0,MID,0.0,1,0
-398,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,39,66610,56,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,398,35,Frédéric Guilbert,0.0,DEF,0.0,1,0
84,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,148,2.0,0.0,0.0,0,47,7398,479,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,64,35,Leander Dendoncker,0.0,MID,0.0,1,0
-17,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,43,4352,525,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,17,35,Ludwig Augustinsson,0.0,DEF,0.0,1,0
-12,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,4867,537,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,12,35,Kaine Kesler Hayden,0.0,DEF,0.0,1,0
5328,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,5.0,0,0,8424,3.2,0.03,12.4,1,43,103163,538,0,False,13,64,0,0,Aston Villa,350,0.07,0.1,3096,35,Ashley Young,8.0,DEF,2.5,1,0
-29,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,4158,638,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,29,35,Lamare Bogarde,0.0,DEF,0.0,1,0
-13,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,572,670,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,13,35,Filip Marschall,0.0,GK,0.0,1,0
40,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,83,0.0,0.0,0.0,0,45,701,672,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,43,35,Kadan Young,0.0,MID,0.0,1,0
22625,Wolves,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.69,0,13.0,0,0,34692,4.6,0.06,16.3,1,45,351955,694,0,False,11,84,0,0,Aston Villa,350,0.0,0.06,12067,35,Álex Moreno,6.0,DEF,3.5,1,0
36,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,111,0.0,0.0,0.0,0,40,1507,707,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,75,35,Viljami Sinisalo,0.0,GK,0.0,1,0
56,Wolves,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.0,0,4.2,0,0,249,0.4,0.0,10.1,0,55,2134,711,0,False,6,9,0,0,Aston Villa,350,0.0,0.0,193,35,Jhon Durán,0.0,FWD,1.4,1,0
158,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,259,0.0,0.0,0.0,0,40,2202,744,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,101,35,Sil Swinkels,0.0,DEF,0.0,1,0
11,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,44,0.0,0.0,0.0,0,40,775,745,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,33,35,Oliwier Zych,0.0,GK,0.0,1,0
16,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,37,0.0,0.0,0.0,0,40,299,753,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,21,35,James Wright,0.0,GK,0.0,1,0
107,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,165,0.0,0.0,0.0,0,40,736,754,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,58,35,Sebastian Revan,0.0,DEF,0.0,1,0
26,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,47,0.0,0.0,0.0,0,45,152,755,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,21,35,Travis Patterson,0.0,MID,0.0,1,0
30,Wolves,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,0,0.0,0,0,40,0.0,0.0,0.0,0,45,76,761,0,False,0,0,0,0,Aston Villa,350,0.0,0.0,10,35,Tommi O'Reilly,0.0,MID,0.0,1,0
1147,Chelsea,0,0,1,0,3,2023-05-06T14:00:00Z,0,1.39,3,7.2,0,0,2501,0.5,0.01,0.6,1,43,23726,57,0,True,9,90,0,0,Bournemouth,341,0.0,0.01,1354,35,Adam Smith,0.0,DEF,0.8,1,0
9,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,27,0.0,0.0,0.0,0,48,2194,58,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,18,35,Junior Stanislas,0.0,MID,0.0,1,0
-8,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,28,0.0,0.0,0.0,0,44,2683,59,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,36,35,Ryan Fredericks,0.0,DEF,0.0,1,0
35,Chelsea,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.02,3,0.2,0,0,86,-0.3,0.0,0.1,0,53,1575,60,0,True,3,1,0,0,Bournemouth,341,0.0,0.0,51,35,David Brooks,0.0,MID,0.0,1,0
-3,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,52,2619,61,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,3,35,Jamal Lowe,0.0,MID,0.0,1,0
-3421,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,401,0.0,0.0,0.0,0,49,83347,62,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,3822,35,Kieffer Moore,0.0,FWD,0.0,1,0
-5,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,47,1686,63,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,5,35,Emiliano Marcondes,0.0,MID,0.0,1,0
11797,Chelsea,0,0,2,0,3,2023-05-06T14:00:00Z,0,1.39,3,10.2,0,0,12802,4.1,0.5,12.3,1,47,56169,64,0,True,14,90,0,0,Bournemouth,341,0.03,0.53,1005,35,Jefferson Lerma,3.0,MID,2.6,1,0
32,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,79,-0.3,0.0,0.0,0,42,4742,65,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,47,35,Jack Stacey,0.0,DEF,0.0,1,0
54494,Chelsea,0,0,2,0,3,2023-05-06T14:00:00Z,0,1.36,3,3.8,0,0,80687,5.9,0.14,11.3,1,56,502863,66,0,True,4,89,0,0,Bournemouth,341,0.0,0.14,26193,35,Dominic Solanke,4.0,FWD,1.9,1,0
31,Chelsea,0,0,1,0,2,2023-05-06T14:00:00Z,0,0.95,3,5.6,0,0,83,0.1,0.1,5.3,0,49,6215,67,0,True,3,31,0,0,Bournemouth,341,0.0,0.1,52,35,Lewis Cook,0.0,MID,1.1,1,0
-51,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,44,14362,68,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,51,35,Ben Pearson,0.0,MID,0.0,1,0
-99,Chelsea,0,0,5,0,2,2023-05-06T14:00:00Z,0,1.23,3,17.2,0,1,306,2.1,0.16,28.8,1,53,5989,69,0,True,16,83,0,0,Bournemouth,341,0.29,0.45,405,35,Ryan Christie,10.0,MID,5.6,1,0
3647,Chelsea,0,0,2,0,2,2023-05-06T14:00:00Z,0,1.23,3,7.4,0,0,17264,2.3,0.35,12.1,1,52,144723,70,0,True,8,82,0,0,Bournemouth,341,0.07,0.42,13617,35,Philip Billing,11.0,MID,3.1,1,0
-962,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,313,0.9,0.0,0.0,0,43,12311,71,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,1275,35,Chris Mepham,0.0,DEF,0.0,1,0
-56,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,436,-0.5,0.0,0.0,0,42,40686,72,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,492,35,Mark Travers,0.0,GK,0.0,1,0
1426,Chelsea,0,0,1,0,3,2023-05-06T14:00:00Z,0,1.39,3,17.6,0,0,3312,2.1,0.0,10.6,1,43,59616,73,0,True,16,90,0,0,Bournemouth,341,0.0,0.0,1886,35,Lloyd Kelly,4.0,DEF,3.2,1,0
-26,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,47,7226,74,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,26,35,Siriki Dembélé,0.0,MID,0.0,1,0
21,Chelsea,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.16,3,3.0,0,0,194,0.9,0.0,0.1,0,52,8487,75,0,True,1,7,0,0,Bournemouth,341,0.04,0.04,173,35,Jaidon Anthony,9.0,MID,1.2,1,0
38,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,260,-0.5,0.0,0.0,0,42,13957,76,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,222,35,Jordan Zemura,0.0,DEF,0.0,1,0
-387,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,39,41836,77,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,387,35,Will Dennis,0.0,GK,0.0,1,0
-167,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,58,-0.5,0.0,0.0,0,43,5641,404,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,225,35,Jack Stephens,0.0,DEF,0.0,1,0
-23,Chelsea,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.44,3,1.8,0,0,34,1.3,0.01,1.3,1,49,871,505,0,True,3,58,0,0,Bournemouth,341,0.0,0.01,57,35,Joe Rothwell,0.0,MID,0.3,1,0
-2059,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,256,0.0,0.0,0.0,0,47,20757,535,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,2315,35,Marcus Tavernier,0.0,MID,0.0,1,0
-6,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,44,3785,539,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,6,35,James Hill,0.0,DEF,0.0,1,0
75,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,187,-0.5,0.0,0.0,0,40,16367,571,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,112,35,Darren Randolph,0.0,GK,0.0,1,0
3135,Chelsea,0,0,1,0,3,2023-05-06T14:00:00Z,0,1.39,3,17.2,2,0,7261,2.7,0.0,0.0,1,45,69595,574,0,True,14,90,0,0,Bournemouth,341,0.0,0.0,4126,35,Neto,0.0,GK,1.7,1,0
