name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Aleksandar Mitrović,FWD,Fulham,1.0,0,0,0,0,0.2,210,0.0,0.0,0.0,0.0,84,2,0,0.0,0.0,2022-10-01T14:00:00Z,36,0,0,0,0,9,0,3413332,0,4,1,0.0,0,214220,382406,168186,69,True,1,Newcastle,Mitrović
Christian Eriksen,MID,Man Utd,3.5,1,0,22,0,22.8,519,0.0,0.0,0.0,0.0,88,6,0,7.3,33.2,2022-10-02T13:00:00Z,90,0,0,0,0,9,0,355400,0,3,6,17.0,5,30170,47476,17306,63,False,0,Man City,Eriksen
Joe Willock,MID,Newcastle,6.0,2,2,33,0,44.8,373,0.0,0.0,0.0,0.0,84,1,0,17.9,48.4,2022-10-01T14:00:00Z,90,0,0,0,0,9,0,50442,0,4,1,86.0,10,-1878,4084,5962,49,False,0,Fulham,Willock
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2022-10-01T16:30:00Z,0,0,0,0,0,9,0,118561,0,0,2,0.0,0,8845,14503,5658,39,False,0,West Ham,Mosquera
Roméo Lavia,MID,Southampton,0.0,0,0,0,0,0.0,321,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,37432,0,2,1,0.0,0,-5654,482,6136,45,True,0,Everton,Lavia
Kristoffer Ajer,DEF,Brentford,4.0,0,0,25,1,3.3,84,0.0,0.0,0.0,0.0,82,0,0,1.7,4.2,2022-10-01T14:00:00Z,60,0,0,0,0,9,0,5323,0,0,0,9.0,6,1106,1564,458,45,False,0,Bournemouth,Ajer
Emmanuel Dennis,FWD,Nott'm Forest,0.5,0,0,4,0,14.7,585,0.0,0.0,0.0,0.0,86,1,0,2.3,2.4,2022-10-03T19:00:00Z,28,0,0,0,0,9,0,11023,0,0,4,6.0,1,-2239,515,2754,58,False,0,Leicester,Dennis
Will Hughes,MID,Crystal Palace,0.5,0,0,2,0,0.2,163,0.0,0.0,0.0,0.0,83,1,0,0.0,0.2,2022-10-01T14:00:00Z,6,0,0,0,0,9,0,3156,0,2,1,0.0,1,-28,97,125,48,True,0,Chelsea,Hughes
Joe Ayodele-Aribo,MID,Southampton,5.0,0,2,31,0,12.5,512,0.0,0.0,0.0,0.0,89,2,1,9.8,50.0,2022-10-01T14:00:00Z,90,0,0,0,0,9,0,49368,0,2,1,35.0,9,-5803,1030,6833,54,True,0,Everton,Aribo
Orel Mangala,MID,Nott'm Forest,0.0,0,0,3,0,0.9,536,0.0,0.0,0.0,0.0,86,1,0,0.3,2.0,2022-10-03T19:00:00Z,21,0,0,0,0,9,0,2324,0,0,4,0.0,1,-96,71,167,49,False,0,Leicester,Mangala
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,44192,0,2,1,0.0,0,-5891,0,5891,45,True,0,Chelsea,Plange
Cristian Romero,DEF,Spurs,1.0,0,0,8,0,0.4,443,0.0,0.0,0.0,0.0,81,3,0,1.7,15.0,2022-10-01T11:30:00Z,90,0,0,0,0,9,0,137981,0,1,3,2.0,1,-2272,6042,8314,49,False,0,Arsenal,Romero
Jack Harrison,MID,Leeds,3.0,0,0,3,1,0.7,233,0.0,0.0,0.0,0.0,85,0,0,0.1,0.0,2022-10-02T15:30:00Z,78,0,0,0,0,9,0,485857,0,0,0,2.0,3,-20459,43512,63971,62,True,0,Aston Villa,Harrison
Maxwel Cornet,MID,West Ham,1.0,0,0,2,0,0.6,575,0.0,0.0,0.0,0.0,90,0,0,0.3,0.0,2022-10-01T16:30:00Z,33,0,0,0,0,9,0,12722,0,0,2,4.0,1,93,2087,1994,59,True,0,Wolves,Cornet
Luis Sinisterra Lucumí,MID,Leeds,-2.0,0,0,-1,0,1.5,508,0.0,0.0,0.0,0.0,85,0,0,0.8,0.6,2022-10-02T15:30:00Z,47,0,0,0,1,9,0,112294,0,0,0,6.0,-2,34993,46647,11654,65,True,0,Aston Villa,Sinisterra
Nathaniel Clyne,DEF,Crystal Palace,0.5,0,0,3,0,0.4,157,0.0,0.0,0.0,0.0,83,1,0,0.0,0.0,2022-10-01T14:00:00Z,43,0,0,0,0,9,0,18415,0,2,1,0.0,1,-255,580,835,45,True,0,Chelsea,Clyne
Stuart Armstrong,MID,Southampton,1.0,0,0,12,0,32.8,405,0.0,0.0,0.0,0.0,89,2,0,8.7,17.6,2022-10-01T14:00:00Z,88,0,0,0,0,9,0,10602,0,2,1,37.0,1,-653,619,1272,49,True,1,Everton,S.Armstrong
Oriol Romeu Vidal,MID,Southampton,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,4460,0,2,1,0.0,0,-420,0,420,48,True,0,Everton,Romeu
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,0,0,0,0,9,0,68,0,0,0,0.0,0,-2,0,2,50,True,0,Aston Villa,Roberts
Lamare Bogarde,DEF,Aston Villa,1.2,0,0,0,0,0.0,638,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,0,0,40,False,0,Leeds,Bogarde
Harrison Ashby,DEF,West Ham,0.0,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2022-10-01T16:30:00Z,0,0,0,0,0,9,0,34880,0,0,2,0.0,0,-453,870,1323,40,True,0,Wolves,Ashby
Lewis Brunt,DEF,Leicester,0.5,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,0,0,0,0,9,0,33167,0,0,4,0.0,0,1636,2977,1341,39,True,0,Nott'm Forest,Brunt
Matt Ritchie,DEF,Newcastle,0.0,0,0,0,0,0.0,350,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,7822,0,4,1,0.0,0,-186,215,401,43,False,0,Fulham,Ritchie
Jannik Vestergaard,DEF,Leicester,0.5,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,0,0,0,0,9,0,737999,0,0,4,0.0,0,2196,39049,36853,39,True,0,Nott'm Forest,Vestergaard
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,9677,0,3,3,0.0,0,-1136,337,1473,53,False,0,Liverpool,Mwepu
Trevoh Chalobah,DEF,Chelsea,0.5,0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,33244,0,2,1,0.0,0,-595,843,1438,47,False,0,Crystal Palace,Chalobah
Chris Richards,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,530,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,6657,0,2,1,0.0,0,-124,99,223,44,True,0,Chelsea,Richards
Diogo Teixeira da Silva,FWD,Liverpool,2.0,0,0,2,0,0.6,288,0.0,0.0,0.0,0.0,87,1,0,0.5,2.2,2022-10-01T14:00:00Z,15,0,0,0,0,9,0,43811,0,3,3,2.0,1,6864,9365,2501,89,True,0,Brighton,Diogo Jota
Martin Dubravka,GK,Man Utd,-0.8,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2022-10-02T13:00:00Z,0,0,0,0,0,9,0,58124,0,3,6,0.0,0,-4063,392,4455,43,False,0,Man City,Dubravka
Rodrigo Moreno,MID,Leeds,2.0,0,0,1,1,6.1,225,0.0,0.0,0.0,0.0,85,0,0,4.1,4.2,2022-10-02T15:30:00Z,67,0,0,0,0,9,0,624237,0,0,0,31.0,2,4138,91235,87097,63,True,1,Aston Villa,Rodrigo
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2022-10-01T16:30:00Z,0,0,0,0,0,9,0,360,0,0,2,0.0,0,-33,34,67,50,False,0,West Ham,Chiquinho
Mohammed Salisu,DEF,Southampton,1.0,0,0,0,0,0.0,420,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,19352,0,2,1,0.0,0,-5,1451,1456,44,True,0,Everton,Salisu
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.5,1,0,14,0,20.8,331,0.0,0.0,0.0,0.0,88,1,0,4.7,9.6,2022-10-02T13:00:00Z,20,0,0,0,0,9,0,46149,0,3,6,17.0,4,-1365,889,2254,52,False,0,Man City,Fred
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,1961,0,3,3,0.0,0,-78,40,118,44,False,0,Liverpool,Moder
Lucas Tolentino Coelho de Lima,MID,West Ham,2.5,0,0,7,1,3.0,603,0.0,0.0,0.0,0.0,90,0,0,1.2,7.8,2022-10-01T16:30:00Z,73,0,0,0,0,9,0,140315,0,0,2,1.0,3,6371,29960,23589,60,True,0,Wolves,Paquetá
Jean-Philippe Mateta,FWD,Crystal Palace,0.5,0,0,2,0,0.1,168,0.0,0.0,0.0,0.0,83,1,0,0.5,1.0,2022-10-01T14:00:00Z,6,0,0,0,0,9,0,45529,0,2,1,4.0,1,-1029,3577,4606,53,True,0,Chelsea,Mateta
Salomón Rondón,FWD,Everton,1.0,0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,89,0,0,0.2,1.0,2022-10-01T14:00:00Z,1,0,0,0,0,9,0,52413,0,2,1,1.0,1,20,4823,4803,50,False,0,Southampton,Rondón
Liam Cooper,DEF,Leeds,6.0,0,0,23,1,0.2,221,0.0,0.0,0.0,0.0,85,0,0,2.1,17.0,2022-10-02T15:30:00Z,90,0,0,0,0,9,0,3814,0,0,0,4.0,6,17,171,154,44,True,0,Aston Villa,Cooper
Alexander Isak,FWD,Newcastle,1.1,0,0,0,0,0.0,594,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,504830,0,4,1,0.0,0,-247411,127400,374811,70,False,0,Fulham,Isak
Erling Haaland,FWD,Man City,15.5,2,3,102,0,45.5,318,0.0,0.0,0.0,0.0,88,3,3,30.5,135.2,2022-10-02T13:00:00Z,90,0,0,0,0,9,0,8548463,0,3,6,124.0,23,94190,126753,32563,121,True,0,Man Utd,Haaland
Lewis Cook,MID,Bournemouth,2.0,0,0,10,1,2.1,67,0.0,0.0,0.0,0.0,82,0,0,0.7,5.2,2022-10-01T14:00:00Z,90,0,0,0,0,9,0,8649,0,0,0,0.0,3,706,1539,833,49,True,0,Brentford,Cook
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,495,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,2924,0,2,1,0.0,0,-176,0,176,40,True,0,Chelsea,Matthews
Phil Foden,MID,Man City,14.5,0,2,64,0,6.9,314,0.0,0.0,0.0,0.0,88,1,3,19.6,102.6,2022-10-02T13:00:00Z,74,0,0,0,0,9,0,798125,0,3,6,86.0,19,-14020,56920,70940,80,True,0,Man Utd,Foden
Juan Larios López,DEF,Southampton,0.5,0,0,4,0,4.9,622,0.0,0.0,0.0,0.0,89,2,0,1.7,10.4,2022-10-01T14:00:00Z,59,0,0,0,0,9,0,5262,0,2,1,2.0,0,1171,1719,548,40,True,0,Everton,Larios
Calvin Ramsay,DEF,Liverpool,0.0,0,0,0,0,0.0,298,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,16520,0,3,3,0.0,0,-153,777,930,39,True,0,Brighton,Ramsay
Steve Cook,DEF,Nott'm Forest,-1.0,0,0,12,0,0.3,379,0.0,0.0,0.0,0.0,86,4,0,2.6,19.2,2022-10-03T19:00:00Z,90,0,0,0,0,9,0,13149,0,0,4,6.0,-1,-770,251,1021,44,False,1,Leicester,Cook
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,0,0,0,0,9,0,3076,0,0,4,0.0,0,-283,87,370,40,True,0,Nott'm Forest,Bertrand
Sékou Mara,FWD,Southampton,1.0,0,0,6,0,10.6,528,0.0,0.0,0.0,0.0,89,2,0,3.6,0.6,2022-10-01T14:00:00Z,59,0,0,0,0,9,0,9932,0,2,1,25.0,1,-238,766,1004,54,True,0,Everton,Mara
Scott McTominay,MID,Man Utd,0.0,0,0,10,0,2.0,338,0.0,0.0,0.0,0.0,88,4,0,1.8,16.2,2022-10-02T13:00:00Z,58,0,0,0,0,9,0,25869,0,3,6,0.0,1,496,2257,1761,49,False,0,Man City,McTominay
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,0,0,0,0,9,0,524,0,0,4,0.0,0,-23,0,23,50,False,0,Leicester,Xande Silva
Dean Henderson,GK,Nott'm Forest,1.0,0,0,16,0,0.0,398,0.0,0.0,0.0,0.0,86,4,0,2.9,29.2,2022-10-03T19:00:00Z,90,0,0,0,0,9,4,1425648,0,0,4,0.0,1,-10747,59757,70504,47,False,0,Leicester,Henderson
Jack Stacey,DEF,Bournemouth,0.0,0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,4652,0,0,0,0.0,0,-53,149,202,43,True,0,Brentford,Stacey
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,7906,0,2,1,0.0,0,-674,26,700,44,False,0,Southampton,Holgate
Steven Alzate,MID,Brighton,-1.0,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,0,0,0,0,9,0,16427,0,3,3,0.0,0,-521,417,938,44,False,0,Liverpool,Alzate
Mateusz Klich,MID,Leeds,1.0,0,0,0,0,0.0,223,0.0,0.0,0.0,0.0,85,0,0,1.5,0.0,2022-10-02T15:30:00Z,11,0,0,0,0,9,0,7583,0,0,0,18.0,1,-277,232,509,48,True,0,Aston Villa,Klich
Armel Bella-Kotchap,DEF,Southampton,1.5,0,0,10,0,0.3,423,0.0,0.0,0.0,0.0,89,2,0,2.3,17.4,2022-10-01T14:00:00Z,90,0,0,0,0,9,0,29292,0,2,1,5.0,1,699,3814,3115,45,True,0,Everton,Bella-Kotchap
Ainsley Maitland-Niles,MID,Southampton,0.5,0,0,1,0,0.9,21,0.0,0.0,0.0,0.0,89,2,0,0.6,5.0,2022-10-01T14:00:00Z,66,0,0,0,0,9,0,5524,0,2,1,0.0,1,-234,191,425,48,True,1,Everton,Maitland-Niles
James Milner,MID,Liverpool,2.0,0,0,2,0,1.2,274,0.0,0.0,0.0,0.0,87,1,0,0.1,0.0,2022-10-01T14:00:00Z,31,0,0,0,0,9,0,112993,0,3,3,0.0,1,-5282,3475,8757,45,True,0,Brighton,Milner
