name,transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,expected_goal_involvements,expected_goals,fixture,transfers_out,round,position,threat,ict_index,penalties_saved,team_h_score
Malang Sarr,-5,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,50,3663,143,0,0,True,0,0,0,Chelsea,0.0,0.0,302,5,31,DEF,0,0.0,0,1
Callum Hudson-Odoi,-5,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,53,3606,144,0,0,True,0,0,0,Chelsea,0.0,0.0,302,5,31,MID,0,0.0,0,1
Kai Havertz,-96249,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,8071,2.8,0.0,0.0,0,75,484628,145,0,0,True,0,0,0,Chelsea,0.0,0.0,302,104320,31,FWD,0,0.0,0,1
Reece James,10982,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.49,2,5.4,0,0,31470,2.6,0.0,0.5,0,58,1434585,146,0,3,True,33,0,0,Chelsea,0.0,0.0,302,20488,31,DEF,2,0.8,0,1
Edouard Mendy,-1073,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,629,0.0,0.0,0.0,0,48,668471,147,0,0,True,0,0,0,Chelsea,0.0,0.0,302,1702,31,GK,0,0.0,0,1
Conor Gallagher,-201,Brighton,2,0,0,2,8,2023-04-15T14:00:00Z,0,2.28,2,57.6,0,0,393,2.4,0.04,3.6,1,56,52304,148,1,29,True,90,0,1,Chelsea,0.0,0.06,302,594,31,MID,13,7.4,0,1
Armando Broja,-102,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,104,0.0,0.0,0.0,0,52,38103,150,0,0,True,0,0,0,Chelsea,0.0,0.0,302,206,31,FWD,0,0.0,0,1
Ethan Ampadu,-4,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,44,4068,151,0,0,True,0,0,0,Chelsea,0.0,0.0,302,4,31,DEF,0,0.0,0,1
Wesley Fofana,1635,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,1.78,2,13.4,0,0,4795,2.4,0.08,4.2,1,43,123097,272,0,8,True,56,0,0,Chelsea,0.0,0.0,302,3160,31,DEF,2,2.0,0,1
Raheem Sterling,991,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,1.78,2,0.0,0,0,3183,0.6,0.04,4.0,1,97,375700,304,0,0,True,56,0,0,Chelsea,0.0,0.0,302,2192,31,MID,2,0.4,0,1
Kalidou Koulibaly,-41556,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,4060,0.0,0.0,0.0,0,55,719245,520,0,0,True,0,0,0,Chelsea,0.0,0.0,302,45616,31,DEF,0,0.0,0,1
Harvey Vale,0,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,158,606,0,0,True,0,0,0,Chelsea,0.0,0.0,302,0,31,MID,0,0.0,0,1
Denis Zakaria,-34,Brighton,0,0,0,2,2,2023-04-15T14:00:00Z,0,2.11,2,5.4,0,0,25,0.4,0.0,1.0,1,49,4179,616,0,5,True,73,0,0,Chelsea,0.0,0.0,302,59,31,MID,0,0.6,0,1
Pierre-Emerick Aubameyang,-66,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,707,0.2,0.0,0.0,0,84,75884,617,0,0,True,0,0,0,Chelsea,0.0,0.0,302,773,31,FWD,0,0.0,0,1
Marcus Bettinelli,-30,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,49,0.0,0.0,0.0,0,40,3035,635,0,0,True,0,0,0,Chelsea,0.0,0.0,302,79,31,GK,0,0.0,0,1
Omari Hutchinson,33,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,70,0.0,0.0,0.0,0,42,686,653,0,0,True,0,0,0,Chelsea,0.0,0.0,302,37,31,MID,0,0.0,0,1
Lewis Hall,35,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,83,0.0,0.0,0.0,0,43,1495,661,0,0,True,0,0,0,Chelsea,0.0,0.0,302,48,31,MID,0,0.0,0,1
Bashir Humphreys,-1,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,364,673,0,0,True,0,0,0,Chelsea,0.0,0.0,302,1,31,DEF,0,0.0,0,1
David Datro Fofana,-213,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,374,0.0,0.0,0.0,0,50,8529,684,0,0,True,0,0,0,Chelsea,0.0,0.0,302,587,31,FWD,0,0.0,0,1
Benoît Badiashile,-10823,Brighton,0,0,0,2,1,2023-04-15T14:00:00Z,0,2.28,2,19.6,0,0,850,0.4,0.01,0.3,1,50,66291,689,0,16,True,90,0,0,Chelsea,0.0,0.0,302,11673,31,DEF,0,2.0,0,1
João Félix Sequeira,-83336,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.49,2,2.2,0,0,7037,3.0,0.0,0.5,0,75,293249,690,0,3,True,33,0,0,Chelsea,0.0,0.0,302,90373,31,FWD,2,0.5,0,1
Mykhailo Mudryk,-16526,Brighton,0,0,0,2,5,2023-04-15T14:00:00Z,0,2.28,2,17.0,0,1,2146,1.6,0.05,12.0,1,65,117190,699,0,14,True,90,0,0,Chelsea,0.0,0.14,302,18672,31,MID,23,5.2,0,1
Andrey Nascimento dos Santos,-5,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,214,702,0,0,True,0,0,0,Chelsea,0.0,0.0,302,5,31,MID,0,0.0,0,1
Noni Madueke,-249,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,114,0.2,0.0,0.0,0,55,4050,708,0,0,True,0,0,0,Chelsea,0.0,0.0,302,363,31,MID,0,0.0,0,1
Enzo Fernández,-16012,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,1.78,2,1.4,0,0,5598,1.8,0.01,0.5,1,50,151346,724,0,2,True,56,0,0,Chelsea,0.0,0.0,302,21610,31,MID,0,0.2,0,1
Albert Sambi Lokonga,-5,Southampton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.0,2,0.4,0,0,134,0.7,0.0,0.7,0,43,24522,18,0,2,False,5,0,0,Crystal Palace,0.0,0.0,307,139,31,MID,0,0.1,0,0
Vicente Guaita,-14890,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,219,0.0,0.0,0.0,0,44,180087,152,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,15109,31,GK,0,0.0,0,0
James Tomkins,-867,Southampton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,774,0.5,0.0,0.0,0,39,106702,153,0,3,False,1,0,0,Crystal Palace,0.0,0.0,307,1641,31,DEF,0,0.0,0,0
James McArthur,18,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,26,0.7,0.0,0.0,0,48,688,154,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,8,31,MID,0,0.0,0,0
Christian Benteke,-15,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,55,15004,155,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,15,31,FWD,0,0.0,0,0
Joel Ward,423,Southampton,0,0,1,0,6,2023-04-15T14:00:00Z,0,0.78,2,19.0,0,0,673,2.7,0.01,1.2,1,44,26697,156,0,25,False,90,0,0,Crystal Palace,0.0,0.0,307,250,31,DEF,4,2.4,0,0
Nathaniel Clyne,-284,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,321,0.0,0.0,0.0,0,45,17514,157,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,605,31,DEF,0,0.0,0,0
Luka Milivojevic,173,Southampton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.0,2,1.4,0,0,442,1.5,0.0,0.1,0,42,35690,158,0,2,False,5,0,0,Crystal Palace,0.0,0.0,307,269,31,MID,0,0.2,0,0
Jordan Ayew,22608,Southampton,0,0,1,0,3,2023-04-15T14:00:00Z,0,0.78,2,4.6,0,0,23465,6.0,0.04,6.5,1,52,47487,159,0,4,False,90,0,0,Crystal Palace,0.0,0.19,307,857,31,MID,25,3.6,0,0
Wilfried Zaha,-18351,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,261,0.0,0.0,0.0,0,72,784684,160,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,18612,31,MID,0,0.0,0,0
Jeffrey Schlupp,2204,Southampton,0,0,1,0,3,2023-04-15T14:00:00Z,0,0.78,2,14.0,0,0,2564,5.0,0.07,5.4,1,47,14791,161,0,13,False,84,0,0,Crystal Palace,0.0,0.02,307,360,31,MID,6,2.5,0,0
Will Hughes,51,Southampton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.15,2,6.8,0,0,69,2.3,0.01,3.8,0,48,3071,163,0,10,False,16,0,0,Crystal Palace,0.0,0.0,307,18,31,MID,0,1.1,0,0
Jairo Riedewald,82,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,136,0.5,0.0,0.0,0,42,5077,164,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,54,31,MID,0,0.0,0,0
Joachim Andersen,5422,Southampton,0,0,1,0,5,2023-04-15T14:00:00Z,0,0.78,2,10.6,0,0,6837,2.7,0.0,0.1,1,45,166691,165,0,18,False,90,0,1,Crystal Palace,0.0,0.0,307,1415,31,DEF,0,1.1,0,0
Odsonne Edouard,7107,Southampton,0,0,1,0,2,2023-04-15T14:00:00Z,0,0.63,2,5.2,0,0,13812,3.5,0.0,1.7,1,50,205317,166,0,7,False,73,0,0,Crystal Palace,0.0,0.0,307,6705,31,FWD,6,1.3,0,0
Marc Guéhi,31068,Southampton,1,0,1,0,7,2023-04-15T14:00:00Z,0,0.78,2,9.2,0,0,32826,4.5,0.0,0.6,1,44,144768,167,0,27,False,90,0,0,Crystal Palace,0.0,0.0,307,1758,31,DEF,0,1.0,0,0
Jean-Philippe Mateta,781,Southampton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,2040,2.7,0.0,0.0,0,51,41120,168,0,3,False,1,0,0,Crystal Palace,0.0,0.0,307,1259,31,FWD,0,0.0,0,0
Eberechi Eze,69830,Southampton,3,0,1,0,16,2023-04-15T14:00:00Z,0,0.78,2,79.4,0,0,74112,7.7,0.05,6.3,1,54,289045,169,2,49,False,90,0,0,Crystal Palace,0.0,0.38,307,4282,31,MID,29,11.5,0,0
Tyrick Mitchell,7638,Southampton,0,0,1,0,6,2023-04-15T14:00:00Z,0,0.78,2,11.4,0,0,8995,3.0,0.0,1.0,1,44,82217,170,0,25,False,90,0,0,Crystal Palace,0.0,0.0,307,1357,31,DEF,0,1.2,0,0
Michael Olise,303913,Southampton,0,0,1,0,3,2023-04-15T14:00:00Z,0,0.78,2,11.2,0,0,307257,5.7,0.13,13.3,1,55,350944,171,0,10,False,90,0,0,Crystal Palace,0.0,0.05,307,3344,31,MID,3,2.8,0,0
Jesurun Rak-Sakyi,-2,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,1092,172,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,2,31,MID,0,0.0,0,0
Malcolm Ebiowei,-352,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,42,23977,173,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,352,31,MID,0,0.0,0,0
Nathan Ferguson,-85,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,71,0.2,0.0,0.0,0,39,18348,174,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,156,31,DEF,0,0.0,0,0
Sam Johnstone,7012,Southampton,2,0,1,0,9,2023-04-15T14:00:00Z,0,0.78,2,28.2,4,0,7554,3.7,0.0,0.0,1,44,19359,175,0,28,False,90,0,0,Crystal Palace,0.0,0.0,307,542,31,GK,0,2.8,0,0
Remi Matthews,-4,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,1860,495,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,4,31,GK,0,0.0,0,0
Luke Plange,-52,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,27262,496,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,52,31,FWD,0,0.0,0,0
Cheick Doucouré,135,Southampton,0,0,1,0,6,2023-04-15T14:00:00Z,0,0.78,2,20.4,0,1,244,3.5,0.02,11.9,1,50,11594,514,0,18,False,84,0,0,Crystal Palace,0.0,0.16,307,109,31,MID,6,3.8,0,0
Chris Richards,-33,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,27,0.5,0.0,0.0,0,44,5775,530,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,60,31,DEF,0,0.0,0,0
Joseph Whitworth,-50,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,256,0.5,0.0,0.0,0,40,14714,590,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,306,31,GK,0,0.0,0,0
Kaden Rodney,27,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,47,0.5,0.0,0.0,0,45,1950,601,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,20,31,MID,0,0.0,0,0
Killian Phillips,-14,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,2807,604,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,14,31,MID,0,0.0,0,0
John-Kymani Gordon,-144,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,10064,634,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,144,31,FWD,0,0.0,0,0
Kofi Balmer,43,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,169,0.5,0.0,0.0,0,40,5798,642,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,126,31,DEF,0,0.0,0,0
Owen Goodman,66,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,124,0.5,0.0,0.0,0,40,1943,644,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,58,31,GK,0,0.0,0,0
Jack Wells-Morrison,19,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,34,0.5,0.0,0.0,0,45,414,654,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,15,31,MID,0,0.0,0,0
David Ozoh,43,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,67,0.5,0.0,0.0,0,45,332,676,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,24,31,MID,0,0.0,0,0
Naouirou Ahamada,51,Southampton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,89,0.7,0.0,0.0,0,45,606,725,0,0,False,0,0,0,Crystal Palace,0.0,0.0,307,38,31,MID,0,0.0,0,0
Neal Maupay,-1414,Fulham,0,0,0,3,2,2023-04-15T14:00:00Z,0,1.62,3,8.0,0,0,1037,0.8,0.04,13.2,1,57,57783,110,0,1,True,73,0,0,Everton,0.0,0.51,303,2451,31,FWD,36,5.7,0,1
Asmir Begović,-605,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,288,0.0,0.0,0.0,0,39,90395,176,0,0,True,0,0,0,Everton,0.0,0.0,303,893,31,GK,0,0.0,0,1
Salomón Rondón,-163,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,49,38458,177,0,0,True,0,0,0,Everton,0.0,0.0,303,163,31,FWD,0,0.0,0,1
Seamus Coleman,-13805,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,511,0.0,0.0,0.0,0,43,73207,178,0,0,True,0,0,0,Everton,0.0,0.0,303,14316,31,DEF,0,0.0,0,1
Andros Townsend,-11,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,32,0.0,0.0,0.0,0,54,710,179,0,0,True,0,0,0,Everton,0.0,0.0,303,43,31,MID,0,0.0,0,1
Michael Keane,22291,Fulham,0,0,0,3,1,2023-04-15T14:00:00Z,0,1.83,3,12.0,0,0,24044,3.2,0.01,1.0,1,42,66423,180,0,11,True,90,0,0,Everton,0.0,0.02,303,1753,31,DEF,17,3.0,0,1
Dele Alli,-9,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,53,11258,181,0,0,True,0,0,0,Everton,0.0,0.0,303,9,31,MID,0,0.0,0,1
Jordan Pickford,22719,Fulham,0,0,0,3,2,2023-04-15T14:00:00Z,0,1.83,3,19.0,4,0,29787,2.5,0.0,0.0,1,44,661237,182,0,18,True,90,0,0,Everton,0.0,0.0,303,7068,31,GK,0,1.9,0,1
Allan Marques Loureiro,-13,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,48,6169,183,0,0,True,0,0,0,Everton,0.0,0.0,303,13,31,MID,0,0.0,0,1
André Tavares Gomes,-10,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,4863,184,0,0,True,0,0,0,Everton,0.0,0.0,303,10,31,MID,0,0.0,0,1
Abdoulaye Doucouré,-1981,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,43,0.0,0.0,0.0,0,53,10970,185,0,0,True,0,0,0,Everton,0.0,0.0,303,2024,31,MID,0,0.0,0,1
Alex Iwobi,-1285,Fulham,0,0,0,3,2,2023-04-15T14:00:00Z,0,1.83,3,18.2,0,0,5500,2.0,0.08,28.6,1,50,112530,186,0,17,True,90,0,0,Everton,0.0,0.03,303,6785,31,MID,7,5.4,0,1
Jean-Philippe Gbamin,-1,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,2002,187,0,0,True,0,0,0,Everton,0.0,0.0,303,1,31,MID,0,0.0,0,1
Yerry Mina,-46,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,117,0.0,0.0,0.0,0,43,9392,188,0,0,True,0,0,0,Everton,0.0,0.0,303,163,31,DEF,0,0.0,0,1
Demarai Gray,5806,Fulham,0,0,0,3,1,2023-04-15T14:00:00Z,0,1.83,3,0.8,0,0,8044,1.8,0.01,3.3,1,52,73158,189,0,-7,True,90,0,1,Everton,0.0,0.27,303,2238,31,MID,24,2.8,0,1
Tom Davies,-6,Fulham,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.21,3,0.6,0,0,43,0.8,0.01,0.4,0,49,4833,190,0,2,True,21,0,0,Everton,0.0,0.0,303,49,31,MID,2,0.3,0,1
Dominic Calvert-Lewin,-62,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,274,0.0,0.0,0.0,0,79,31078,191,0,0,True,0,0,0,Everton,0.0,0.0,303,336,31,FWD,0,0.0,0,1
Mason Holgate,0,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,51,0.0,0.0,0.0,0,42,7912,192,0,0,True,0,0,0,Everton,0.0,0.0,303,51,31,DEF,0,0.0,0,1
Ben Godfrey,1250,Fulham,0,0,0,2,0,2023-04-15T14:00:00Z,0,0.93,3,5.4,0,0,1648,1.8,0.0,0.5,1,43,7970,193,0,3,True,57,0,0,Everton,0.0,0.06,303,398,31,DEF,6,1.2,0,1
Vitalii Mykolenko,1391,Fulham,0,0,0,3,0,2023-04-15T14:00:00Z,0,1.83,3,14.8,0,0,4034,0.8,0.01,12.2,1,41,76019,194,0,12,True,90,0,1,Everton,0.0,0.04,303,2643,31,DEF,5,3.2,0,1
Jarrad Branthwaite,-4,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,1197,196,0,0,True,0,0,0,Everton,0.0,0.0,303,4,31,DEF,0,0.0,0,1
Nathan Patterson,541,Fulham,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.9,3,5.0,0,0,2670,0.5,0.02,10.5,0,39,262396,197,0,5,True,32,0,0,Everton,0.0,0.0,303,2129,31,DEF,2,1.8,0,1
Niels Nkounkou,-51,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,17916,198,0,0,True,0,0,0,Everton,0.0,0.0,303,51,31,DEF,0,0.0,0,1
James Tarkowski,23236,Fulham,0,0,0,3,1,2023-04-15T14:00:00Z,0,1.83,3,31.4,0,0,37514,2.0,0.17,11.3,1,42,522961,199,0,18,True,90,0,0,Everton,0.0,0.23,303,14278,31,DEF,8,5.1,0,1
Conor Coady,-6529,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,3319,0.0,0.0,0.0,0,48,386835,475,0,0,True,0,0,0,Everton,0.0,0.0,303,9848,31,DEF,0,0.0,0,1
Rúben Nascimento Vinagre,-65,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,7,0.0,0.0,0.0,0,43,5137,531,0,0,True,0,0,0,Everton,0.0,0.0,303,72,31,DEF,0,0.0,0,1
Dwight McNeil,1455,Fulham,3,0,0,3,10,2023-04-15T14:00:00Z,0,1.83,3,50.0,0,0,3050,3.8,0.27,27.0,1,51,24974,534,1,41,True,90,0,0,Everton,0.0,0.15,303,1595,31,MID,11,8.8,0,1
Stanley Mills,-40,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,72,0.0,0.0,0.0,0,43,3270,560,0,0,True,0,0,0,Everton,0.0,0.0,303,112,31,MID,0,0.0,0,1
Lewis Warrington,-18,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,44,6612,561,0,0,True,0,0,0,Everton,0.0,0.0,303,18,31,MID,0,0.0,0,1
James Garner,44,Fulham,0,0,0,3,5,2023-04-15T14:00:00Z,0,1.83,3,24.4,0,1,101,1.8,0.12,27.4,1,45,4312,570,0,19,True,90,0,0,Everton,0.0,0.09,303,57,31,MID,9,6.1,0,1
Amadou Onana,12,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,551,1.2,0.0,0.0,0,48,17754,577,0,0,True,0,0,0,Everton,0.0,0.0,303,539,31,MID,0,0.0,0,1
Reece Welch,-11,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,86,0.0,0.0,0.0,0,40,7984,605,0,0,True,0,0,0,Everton,0.0,0.0,303,97,31,DEF,0,0.0,0,1
Idrissa Gueye,-73,Fulham,0,0,0,3,1,2023-04-15T14:00:00Z,0,1.62,3,14.8,0,0,117,1.2,0.0,2.2,1,48,7151,611,0,5,True,68,0,1,Everton,0.0,0.0,303,190,31,MID,0,1.7,0,1
Eldin Jakupovic,-11,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,1383,627,0,0,True,0,0,0,Everton,0.0,0.0,303,11,31,GK,0,0.0,0,1
Kyle John,-81,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,62,0.0,0.0,0.0,0,40,4850,637,0,0,True,0,0,0,Everton,0.0,0.0,303,143,31,DEF,0,0.0,0,1
Thomas Cannon,-26,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,1569,662,0,0,True,0,0,0,Everton,0.0,0.0,303,26,31,FWD,0,0.0,0,1
Isaac Price,-27,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,42,0.0,0.0,0.0,0,45,399,678,0,0,True,0,0,0,Everton,0.0,0.0,303,69,31,MID,0,0.0,0,1
Ellis Simms,2841,Fulham,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.21,3,2.0,0,0,4362,2.2,0.01,4.3,0,45,14339,686,0,4,True,16,0,0,Everton,0.0,0.0,303,1521,31,FWD,0,0.6,0,1
Ishé Samuels-Smith,0,Fulham,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,1.3,0.0,0.0,0,40,0,757,0,0,True,0,0,0,Everton,0.0,0.0,303,0,31,DEF,0,0.0,0,1
Cédric Soares,222,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,320,1.0,0.0,0.0,0,42,15135,1,0,0,False,0,0,0,Fulham,0.0,0.0,303,98,31,DEF,0,0.0,0,1
Bernd Leno,7345,Everton,0,0,0,1,3,2023-04-15T14:00:00Z,0,1.31,3,42.6,6,0,17247,2.7,0.0,0.0,1,46,387301,2,0,19,False,90,0,1,Fulham,0.0,0.0,303,9902,31,GK,0,4.3,0,1
Shane Duffy,-22,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,53,0.0,0.0,0.0,0,43,13285,105,0,0,False,0,0,0,Fulham,0.0,0.0,303,75,31,DEF,0,0.0,0,1
Tom Cairney,5,Everton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.06,3,0.4,0,0,28,0.7,0.0,2.8,0,47,4259,200,0,3,False,11,0,0,Fulham,0.0,0.0,303,23,31,MID,2,0.5,0,1
Tim Ream,1155,Everton,0,0,0,1,2,2023-04-15T14:00:00Z,0,1.31,3,16.6,0,0,14655,1.7,0.01,10.7,1,46,279830,201,0,13,False,90,0,0,Fulham,0.0,0.0,303,13500,31,DEF,0,2.7,0,1
Anthony Knockaert,-4,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,47,2036,202,0,0,False,0,0,0,Fulham,0.0,0.0,303,4,31,MID,0,0.0,0,1
Nathaniel Chalobah,-43,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,44,7799,203,0,0,False,0,0,0,Fulham,0.0,0.0,303,43,31,MID,0,0.0,0,1
