transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
0,Aston Villa,0,0,1,0,0,2023-04-25T18:45:00Z,0,0.26,0,6.2,0,0,130,0.8,0.00,1.2,0,42,15223,1,0,false,4,22,0,0,Fulham,321,0.00,0.00,130,33,Cédric Alves Soares,2.0,DEF,0.9,1,0
614,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.97,0,14.8,2,0,19189,2.4,0.00,0.0,1,46,413459,2,0,false,12,90,0,0,Fulham,321,0.00,0.00,18575,33,Bernd Leno,0.0,GK,1.5,1,0
-12,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,37,0.0,0.00,0.0,0,43,13285,105,0,false,0,0,0,0,Fulham,321,0.00,0.00,49,33,Shane Duffy,0.0,DEF,0.0,1,0
-3,Aston Villa,0,0,1,0,0,2023-04-25T18:45:00Z,0,0.26,0,7.8,0,0,21,0.8,0.01,4.8,0,47,4300,200,0,false,1,22,0,0,Fulham,321,0.00,0.01,24,33,Tom Cairney,0.0,MID,1.3,1,0
-12866,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.97,0,22.2,0,0,8864,1.8,0.01,1.1,1,46,289896,201,0,false,16,90,0,0,Fulham,321,0.00,0.01,21730,33,Tim Ream,0.0,DEF,2.3,1,0
0,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,47,2031,202,0,false,0,0,0,0,Fulham,321,0.00,0.00,0,33,Anthony Knockaert,0.0,MID,0.0,1,0
-15,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,44,7747,203,0,false,0,0,0,0,Fulham,321,0.00,0.00,15,33,Nathaniel Chalobah,0.0,MID,0.0,1,0
-10,Aston Villa,0,0,1,0,0,2023-04-25T18:45:00Z,0,0.12,0,0.2,0,0,14,0.4,0.00,0.4,0,54,5603,204,0,false,4,7,0,0,Fulham,321,0.00,0.00,24,33,Neeskens Kebano,0.0,MID,0.1,1,0
-326,Aston Villa,0,0,1,0,1,2023-04-25T18:45:00Z,0,0.81,0,2.0,0,0,153,1.4,0.01,3.8,0,54,15124,205,0,false,1,73,0,1,Fulham,321,0.00,0.01,479,33,Bobby De Cordova-Reid,6.0,MID,1.2,1,0
-2,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,44,1270,206,0,false,0,0,0,0,Fulham,321,0.00,0.00,2,33,Joe Bryan,0.0,DEF,0.0,1,0
-531,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,40,141834,207,0,false,0,0,0,0,Fulham,321,0.00,0.00,531,33,Paulo Gazzaniga Farias,0.0,GK,0.0,1,0
-58,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,39,21434,208,0,false,0,0,0,0,Fulham,321,0.00,0.00,58,33,Terence Kongolo,0.0,DEF,0.0,1,0
-29,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.97,0,32.8,0,0,195,1.4,0.06,4.6,1,44,12619,209,0,false,16,90,0,0,Fulham,321,0.00,0.06,224,33,Tosin Adarabioyo,2.0,DEF,3.9,1,0
-15459,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,285,0.0,0.00,0.0,0,66,1380580,210,0,false,0,0,0,0,Fulham,321,0.00,0.00,15744,33,Aleksandar Mitrović,0.0,FWD,0.0,1,0
-634,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.86,0,10.6,0,0,3250,3.6,0.03,17.3,1,43,81840,211,0,false,13,82,0,0,Fulham,321,0.00,0.03,3884,33,Harrison Reed,2.0,MID,3.0,1,0
1685,Aston Villa,0,0,1,0,0,2023-04-25T18:45:00Z,0,0.16,0,0.0,0,0,3638,3.8,0.00,0.3,1,57,16164,212,0,false,3,16,0,0,Fulham,321,0.00,0.00,1953,33,Harry Wilson,0.0,MID,0.0,1,0
-24,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,103,0.0,0.00,0.0,0,43,18163,213,0,false,0,0,0,0,Fulham,321,0.00,0.00,127,33,Marek Rodák,0.0,GK,0.0,1,0
-3,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,48,2677,214,0,false,0,0,0,0,Fulham,321,0.00,0.00,3,33,Ivan Neves Abreu Cavaleiro,0.0,MID,0.0,1,0
-1671,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.72,0,17.2,0,0,1503,1.4,0.01,2.3,1,44,52748,215,0,false,9,67,0,0,Fulham,321,0.00,0.01,3174,33,Kenny Tete,4.0,DEF,2.4,1,0
-29,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,43,7162,216,0,false,0,0,0,0,Fulham,321,0.00,0.00,29,33,Josh Onomah,0.0,MID,0.0,1,0
-2603,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.97,0,13.6,0,0,3516,1.6,0.01,5.2,1,44,61489,217,0,false,11,90,0,0,Fulham,321,0.00,0.01,6119,33,Antonee Robinson,0.0,DEF,1.9,1,0
-1,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,54,3651,218,0,false,0,0,0,0,Fulham,321,0.00,0.00,1,33,Rodrigo Muniz Carvalho,0.0,FWD,0.0,1,0
-154,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,45,76042,219,0,false,0,0,0,0,Fulham,321,0.00,0.00,154,33,Jay Stansfield,0.0,FWD,0.0,1,0
-486,Aston Villa,0,0,1,0,1,2023-04-25T18:45:00Z,0,0.97,0,13.6,0,0,421,1.2,0.01,1.1,1,49,29311,220,0,false,2,90,0,1,Fulham,321,0.00,0.01,907,33,João Palhinha Gonçalves,0.0,MID,1.5,1,0
471,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.97,0,4.4,0,0,933,3.2,0.02,2.0,1,59,19408,231,0,false,7,90,0,0,Fulham,321,0.00,0.02,462,33,Daniel James,8.0,MID,1.4,1,0
13972,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.72,0,0.0,0,0,58760,4.4,0.01,5.4,1,44,1624701,346,0,false,1,67,0,0,Fulham,321,0.10,0.11,44788,33,Andreas Hoelgebaum Pereira,4.0,MID,0.4,1,0
-1529,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,291,0.2,0.00,0.0,0,43,34688,470,0,false,0,0,0,0,Fulham,321,0.00,0.00,1820,33,Issa Diop,0.0,DEF,0.0,1,0
-1,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,44,1606,521,0,false,0,0,0,0,Fulham,321,0.00,0.00,1,33,Tyrese Francois,0.0,MID,0.0,1,0
-35,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,43,14347,532,0,false,0,0,0,0,Fulham,321,0.00,0.00,35,33,Kevin Mbabu,0.0,DEF,0.0,1,0
19,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,60,0.0,0.00,0.0,0,43,4697,546,0,false,0,0,0,0,Fulham,321,0.00,0.00,41,33,Luke Harris,0.0,MID,0.0,1,0
-2775,Aston Villa,0,0,2,0,1,2023-04-25T18:45:00Z,0,0.72,0,0.4,0,0,87,1.2,0.01,1.7,1,49,20251,562,0,false,3,66,0,0,Fulham,321,0.00,0.01,2862,33,Manor Solomon,4.0,MID,0.6,1,0
56,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,267,0.0,0.00,0.0,0,45,16685,591,0,false,0,0,0,0,Fulham,321,0.00,0.00,211,33,Terry Ablade,0.0,FWD,0.0,1,0
24,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,53,0.0,0.00,0.0,0,43,3099,613,0,false,0,0,0,0,Fulham,321,0.00,0.00,29,33,Layvin Kurzawa,0.0,DEF,0.0,1,0
-3063,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,2670,2.4,0.00,0.0,0,55,41422,614,0,false,0,0,0,0,Fulham,321,0.00,0.00,5733,33,Willian Borges da Silva,0.0,MID,0.0,1,0
-1392,Aston Villa,0,0,1,0,0,2023-04-25T18:45:00Z,0,0.26,0,0.0,0,0,2187,1.2,0.00,0.1,0,54,26556,618,0,false,1,23,0,0,Fulham,321,0.00,0.00,3579,33,Carlos Vinícius Alves Morais,0.0,FWD,0.0,1,0
22,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,92,0.0,0.00,0.0,0,40,4849,636,0,false,0,0,0,0,Fulham,321,0.00,0.00,70,33,Stefan Parkes,0.0,DEF,0.0,1,0
11,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,25,0.0,0.00,0.0,0,45,623,641,0,false,0,0,0,0,Fulham,321,0.00,0.00,14,33,Martial Godo,0.0,MID,0.0,1,0
11,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,27,0.0,0.00,0.0,0,45,316,667,0,false,0,0,0,0,Fulham,321,0.00,0.00,16,33,Kristian Sekularac,0.0,MID,0.0,1,0
-2,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,23,0.6,0.00,0.0,0,45,514,726,0,false,0,0,0,0,Fulham,321,0.00,0.00,25,33,Sasa Lukic,0.0,MID,0.0,1,0
67,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,115,0.0,0.00,0.0,0,40,578,747,0,false,0,0,0,0,Fulham,321,0.00,0.00,48,33,George Wickens,0.0,GK,0.0,1,0
85,Aston Villa,0,0,0,0,0,2023-04-25T18:45:00Z,0,0.00,0,0.0,0,0,231,0.0,0.00,0.0,0,40,1429,750,0,false,0,0,0,0,Fulham,321,0.00,0.00,146,33,Charlie Robinson,0.0,DEF,0.0,1,0
-7,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,50,12812,248,0,false,0,0,0,0,Leicester,323,0.00,0.00,7,33,Kasper Schmeichel,0.0,GK,0.0,1,0
-75,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,9,0.0,0.00,0.0,0,44,17015,249,0,false,0,0,0,0,Leicester,323,0.00,0.00,84,33,Jonny Evans,0.0,DEF,0.0,1,0
-4,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,23,0.0,0.00,0.0,0,39,2541,250,0,false,0,0,0,0,Leicester,323,0.00,0.00,27,33,Ryan Bertrand,0.0,DEF,0.0,1,0
-7,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,47,5789,251,0,false,0,0,0,0,Leicester,323,0.00,0.00,7,33,Marc Albrighton,0.0,MID,0.0,1,0
-84,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,149,0.7,0.00,0.0,0,43,45946,252,0,false,0,0,0,0,Leicester,323,0.00,0.00,233,33,Nampalys Mendy,0.0,MID,0.0,1,0
-9023,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,1834,0.0,0.00,0.0,0,38,585444,253,0,false,0,0,0,0,Leicester,323,0.00,0.00,10857,33,Jannik Vestergaard,0.0,DEF,0.0,1,0
-91029,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,7905,0.0,0.00,0.0,0,39,2367283,254,0,false,0,0,0,0,Leicester,323,0.00,0.00,98934,33,Danny Ward,0.0,GK,0.0,1,0
-431,Leeds,0,2,7,0,0,2023-04-25T19:00:00Z,0,0.80,1,37.2,0,0,1551,2.5,0.03,10.3,0,91,222803,255,1,false,25,20,0,0,Leicester,323,0.34,0.37,1982,33,Jamie Vardy,19.0,FWD,6.7,1,0
-1506,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,14,0.0,0.00,0.0,0,42,7781,256,0,false,0,0,0,0,Leicester,323,0.00,0.00,1520,33,Ricardo Barbosa Pereira,0.0,DEF,0.0,1,0
-2492,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,1274,0.3,0.00,0.0,0,40,77124,257,0,false,0,0,0,0,Leicester,323,0.00,0.00,3766,33,Daniel Amartey,0.0,DEF,0.0,1,0
26917,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,1.70,1,16.6,0,0,48223,3.5,0.06,17.4,1,43,714856,258,0,false,16,90,0,0,Leicester,323,0.00,0.06,21306,33,Timothy Castagne,0.0,DEF,3.4,1,0
816,Leeds,0,0,1,0,1,2023-04-25T19:00:00Z,0,1.70,1,18.4,0,0,1832,0.8,0.04,3.8,1,61,130821,259,0,false,11,90,0,1,Leicester,323,0.05,0.09,1016,33,Youri Tielemans,2.0,MID,2.4,1,0
-15,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,47,7818,260,0,false,0,0,0,0,Leicester,323,0.00,0.00,15,33,Ayoze Pérez,0.0,MID,0.0,1,0
-227400,Leeds,0,1,6,0,1,2023-04-25T19:00:00Z,0,1.70,1,31.2,0,1,5107,1.7,0.51,55.2,1,80,688941,261,0,false,20,90,0,0,Leicester,323,0.57,1.08,232507,33,James Maddison,8.0,MID,9.4,1,0
15051,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,0.90,1,11.8,0,0,21704,3.0,0.48,22.3,1,59,137040,262,0,false,5,81,0,0,Leicester,323,0.38,0.86,6653,33,Kelechi Iheanacho,42.0,FWD,7.6,1,0
-1,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,4302,263,0,false,0,0,0,0,Leicester,323,0.00,0.00,1,33,Hamza Choudhury,0.0,MID,0.0,1,0
-11984,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,0.90,1,0.0,0,0,2724,1.7,0.01,4.6,1,67,160590,264,0,false,4,69,0,0,Leicester,323,0.37,0.38,14708,33,Harvey Barnes,29.0,MID,3.3,1,0
-8,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,73,1.3,0.00,0.0,0,48,22682,265,0,false,0,0,0,0,Leicester,323,0.00,0.00,81,33,Wilfred Ndidi,0.0,MID,0.0,1,0
47,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,768,0.5,0.00,0.0,0,49,62070,266,0,false,0,0,0,0,Leicester,323,0.00,0.00,721,33,Kiernan Dewsbury-Hall,0.0,MID,0.0,1,0
420,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,1.70,1,16.2,0,0,563,0.7,0.00,0.7,1,42,25092,267,0,false,9,90,0,0,Leicester,323,0.05,0.05,143,33,Çaglar Söyüncü,6.0,DEF,2.3,1,0
-177,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,28,0.0,0.00,0.0,0,41,47319,268,0,false,0,0,0,0,Leicester,323,0.00,0.00,205,33,James Justin,0.0,DEF,0.0,1,0
-42,Leeds,0,0,1,0,1,2023-04-25T19:00:00Z,0,1.70,1,16.2,0,0,113,0.7,0.01,3.1,1,44,37067,269,0,false,10,90,0,1,Leicester,323,0.00,0.01,155,33,Boubakary Soumaré,0.0,MID,1.9,1,0
47,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,371,0.3,0.00,0.0,0,39,13338,270,0,false,0,0,0,0,Leicester,323,0.00,0.00,324,33,Luke Thomas,0.0,DEF,0.0,1,0
68,Leeds,0,0,1,0,0,2023-04-25T19:00:00Z,0,0.80,1,6.6,0,0,1876,1.3,0.01,21.0,0,56,92754,271,0,false,6,20,0,0,Leicester,323,0.07,0.08,1808,33,Patson Daka,9.0,FWD,3.7,1,0
-23,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,185,0.0,0.00,0.0,0,39,35307,273,0,false,0,0,0,0,Leicester,323,0.00,0.00,208,33,Lewis Brunt,0.0,DEF,0.0,1,0
56452,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,1.70,1,19.6,2,0,68861,2.0,0.00,0.0,1,38,512868,548,0,false,13,90,0,0,Leicester,323,0.00,0.00,12409,33,Daniel Iversen,0.0,GK,2.0,1,0
0,Leeds,0,0,1,0,0,2023-04-25T19:00:00Z,0,0.80,1,0.0,0,0,13,0.7,0.00,0.2,0,48,2305,549,0,false,2,8,0,0,Leicester,323,0.07,0.07,13,33,Dennis Praet,7.0,MID,0.7,1,0
71,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,151,0.0,0.00,0.0,0,39,5928,581,0,false,0,0,0,0,Leicester,323,0.00,0.00,80,33,Alex Smithies,0.0,GK,0.0,1,0
514,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,1.70,1,8.6,0,0,1582,2.2,0.01,0.7,1,42,21032,612,0,false,9,90,0,0,Leicester,323,0.20,0.21,1068,33,Wout Faes,8.0,DEF,1.7,1,0
27,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,47,0.0,0.00,0.0,0,45,552,639,0,false,0,0,0,0,Leicester,323,0.00,0.00,20,33,Sammy Braybrooke,0.0,MID,0.0,1,0
2,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,31,0.0,0.00,0.0,0,40,3031,645,0,false,0,0,0,0,Leicester,323,0.00,0.00,29,33,Joe Wormleighton,0.0,DEF,0.0,1,0
-1,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,89,687,0,false,0,0,0,0,Leicester,323,0.00,0.00,1,33,Kasey McAteer,0.0,MID,0.0,1,0
1179,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,1.70,1,5.6,0,0,1402,1.7,0.00,1.3,1,45,3798,709,0,false,5,90,0,0,Leicester,323,0.00,0.00,223,33,Victor Kristiansen,0.0,DEF,0.7,1,0
-178,Leeds,0,0,2,0,1,2023-04-25T19:00:00Z,0,0.90,1,3.0,0,0,391,1.0,0.06,17.6,1,51,7967,715,0,false,7,69,0,0,Leicester,323,0.00,0.06,569,33,Mateus Cardoso Lemos Martins,2.0,MID,2.3,1,0
-441,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,110,0.3,0.00,0.0,0,45,5702,727,0,false,0,0,0,0,Leicester,323,0.00,0.00,551,33,Harry Souttar,0.0,DEF,0.0,1,0
4,Leeds,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,18,0.0,0.00,0.0,0,45,174,735,0,false,0,0,0,0,Leicester,323,0.00,0.00,14,33,Wanya Marçal-Madivadua,0.0,MID,0.0,1,0
187,Leicester,0,0,1,0,1,2023-04-25T19:00:00Z,0,2.10,1,14.0,0,0,280,0.3,0.00,0.3,1,44,6535,221,0,true,6,90,0,1,Leeds,323,0.00,0.00,93,33,Liam Cooper,2.0,DEF,1.6,1,0
-2545,Leicester,0,0,1,0,1,2023-04-25T19:00:00Z,0,2.10,1,14.6,0,0,615,0.5,0.02,1.8,1,45,31320,222,0,true,7,90,0,1,Leeds,323,0.12,0.14,3160,33,Luke Ayling,8.0,DEF,2.4,1,0
-7,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,46,4890,223,0,true,0,0,0,0,Leeds,323,0.00,0.00,7,33,Mateusz Klich,0.0,MID,0.0,1,0
4,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,31,0.3,0.00,0.0,0,44,3615,224,0,true,0,0,0,0,Leeds,323,0.00,0.00,27,33,Adam Forshaw,0.0,MID,0.0,1,0
-9049,Leicester,0,0,2,1,0,2023-04-25T19:00:00Z,0,1.08,1,5.0,0,0,5663,1.5,0.00,2.1,1,63,460624,225,0,true,-1,67,0,1,Leeds,323,0.22,0.22,14712,33,Rodrigo Moreno,9.0,MID,1.6,1,0
10,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,41,0.0,0.00,0.0,0,49,1398,226,0,true,0,0,0,0,Leeds,323,0.00,0.00,31,33,Stuart Dallas,0.0,DEF,0.0,1,0
3369,Leicester,0,0,2,0,1,2023-04-25T19:00:00Z,0,2.10,1,14.0,0,0,5183,2.3,0.01,4.6,1,71,54463,227,0,true,1,90,0,0,Leeds,323,0.29,0.30,1814,33,Patrick Bamford,13.0,FWD,3.2,1,0
-46,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,44,22934,228,0,true,0,0,0,0,Leeds,323,0.00,0.00,46,33,Diego Llorente,0.0,DEF,0.0,1,0
0,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,50,62,229,0,true,0,0,0,0,Leeds,323,0.00,0.00,0,33,Tyler Roberts,0.0,MID,0.0,1,0
638,Leicester,0,0,2,0,1,2023-04-25T19:00:00Z,0,2.10,1,8.2,0,0,1320,0.7,0.00,0.6,1,45,19485,230,0,true,9,90,0,0,Leeds,323,0.00,0.00,682,33,Robin Koch,0.0,DEF,0.9,1,0
-6,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,70,9607,232,0,true,0,0,0,0,Leeds,323,0.00,0.00,6,33,Raphael Dias Belloli,0.0,MID,0.0,1,0
-26664,Leicester,0,3,8,0,1,2023-04-25T19:00:00Z,0,2.10,1,38.8,0,1,6586,4.0,0.60,59.8,1,57,294923,233,0,true,26,90,0,0,Leeds,323,0.00,0.60,33250,33,Jack Harrison,0.0,MID,9.9,1,0
0,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,234,234,0,true,0,0,0,0,Leeds,323,0.00,0.00,0,33,Jamie Shackleton,0.0,MID,0.0,1,0
-1937,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,796,0.2,0.00,0.0,0,45,63767,235,0,true,0,0,0,0,Leeds,323,0.00,0.00,2733,33,Pascal Struijk,0.0,DEF,0.0,1,0
2098,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,3214,0.0,0.00,0.0,0,38,63051,236,0,true,0,0,0,0,Leeds,323,0.00,0.00,1116,33,Kristoffer Klaesson,0.0,GK,0.0,1,0
15732,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,38073,0.0,0.00,0.0,0,40,1081528,237,0,true,0,0,0,0,Leeds,323,0.00,0.00,22341,33,Sam Greenwood,0.0,FWD,0.0,1,0
-148,Leicester,0,0,2,0,1,2023-04-25T19:00:00Z,0,2.10,1,15.6,2,0,3594,1.0,0.00,0.0,1,45,214306,238,0,true,12,90,0,0,Leeds,323,0.00,0.00,3742,33,Illan Meslier,0.0,GK,1.6,1,0
-769,Leicester,0,0,2,0,1,2023-04-25T19:00:00Z,0,2.10,1,17.2,0,0,324,0.8,0.00,0.2,1,45,10572,239,0,true,12,90,0,0,Leeds,323,0.00,0.00,1093,33,Junior Firpo Adames,0.0,DEF,1.7,1,0
-916,Leicester,0,0,1,0,1,2023-04-25T19:00:00Z,0,1.44,1,12.2,0,0,2857,1.0,0.00,1.7,0,42,68521,240,0,true,8,58,0,0,Leeds,323,0.00,0.00,3773,33,Crysencio Summerville,0.0,MID,1.4,1,0
-2,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,492,241,0,true,0,0,0,0,Leeds,323,0.00,0.00,2,33,Lewis Bate,0.0,MID,0.0,1,0
-68,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,51,19619,242,0,true,0,0,0,0,Leeds,323,0.00,0.00,68,33,Joe Gelhardt,0.0,FWD,0.0,1,0
-80,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,39,20860,243,0,true,0,0,0,0,Leeds,323,0.00,0.00,80,33,Leo Fuhr Hjelde,0.0,DEF,0.0,1,0
363,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,1292,1.2,0.00,0.0,0,47,43007,244,0,true,0,0,0,0,Leeds,323,0.00,0.00,929,33,Rasmus Kristensen,0.0,DEF,0.0,1,0
219,Leicester,0,0,1,0,1,2023-04-25T19:00:00Z,0,2.10,1,14.6,0,0,351,2.5,0.14,26.3,1,48,8383,245,0,true,4,90,0,1,Leeds,323,0.42,0.56,132,33,Marc Roca Junqué,37.0,MID,7.8,1,0
-193,Leicester,0,0,1,0,1,2023-04-25T19:00:00Z,0,1.03,1,6.0,0,0,469,2.2,0.00,0.6,0,53,71408,246,0,true,-2,22,0,0,Leeds,323,0.06,0.06,662,33,Brenden Aaronson,17.0,MID,2.4,1,0
-37,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,52,0.0,0.00,0.0,0,42,10659,247,0,true,0,0,0,0,Leeds,323,0.00,0.00,89,33,Darko Gyabi,0.0,MID,0.0,1,0
-43,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,56,0.0,0.00,0.0,0,49,15620,506,0,true,0,0,0,0,Leeds,323,0.00,0.00,99,33,Tyler Adams,0.0,MID,0.0,1,0
-780,Leicester,0,0,6,0,0,2023-04-25T19:00:00Z,0,0.67,1,30.4,0,0,1784,4.5,0.00,1.2,1,65,34913,508,1,true,19,31,0,0,Leeds,323,0.54,0.54,2564,33,Luis Sinisterra Lucumí,37.0,MID,6.9,1,0
-34,Leicester,0,0,0,0,0,2023-04-25T19:00:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,14503,547,0,true,0,0,0,0,Leeds,323,0.00,0.00,34,33,Cody Drameh,0.0,DEF,0.0,1,0
