name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,season
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,451,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,0,0,0,0,21,0,31674,0,1,0,0.0,0,-132,240,372,39,False,0,Fulham,2022-23
Luka Milivojevic,MID,Crystal Palace,0.3,0,0,0,0,0.0,158,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,39688,0,0,0,0.0,0,-1321,165,1486,43,True,0,Newcastle,2022-23
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,272,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,85923,0,0,0,0.0,0,-1631,148,1779,43,False,0,Liverpool,2022-23
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,87976,0,0,2,0.0,0,-5361,2037,7398,66,True,0,Everton,2022-23
Alisson,GK,Liverpool,4.1,0,3,32,1,0.0,281,0.00028,0.00028,0.0,1.5902,207,0,0,2.1,20.6,2023-01-21T12:30:00Z,90,0,0,0,0,21,2,1552900,1,0,0,0.0,9,-74839,10788,85627,55,True,0,Chelsea,2022-23
Che Adams,FWD,Southampton,4.0,0,0,2,1,12.1,411,0.00997,0.00997,0.0,1.0214,209,0,0,1.1,0.0,2023-01-21T15:00:00Z,60,0,0,0,0,21,0,211030,1,1,0,2.0,2,27002,42141,15139,63,True,0,Aston Villa,2022-23
Sam Greenwood,FWD,Leeds,1.4,0,0,3,0,0.2,237,0.00838,0.00838,0.0,0.0535,205,0,0,0.0,0.2,2023-01-22T14:00:00Z,3,0,0,0,0,21,0,1351936,0,0,0,0.0,1,-75842,26250,102092,42,True,0,Brentford,2022-23
Nathaniel Chalobah,MID,Fulham,-0.3,0,0,0,0,0.0,203,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,0,0,0,0,21,0,9283,0,1,0,0.0,0,-166,78,244,44,True,0,Spurs,2022-23
Nathaniel Phillips,DEF,Liverpool,0.5,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,52736,0,0,0,0.0,0,-715,803,1518,39,True,0,Chelsea,2022-23
Loïc Mbe Soh,DEF,Nott'm Forest,-0.5,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,3835,0,1,1,0.0,0,36,70,34,42,False,0,Bournemouth,2022-23
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,74732,0,2,2,0.0,0,-995,877,1872,39,False,0,Leicester,2022-23
Shola Shoretire,FWD,Man Utd,0.0,0,0,0,0,0.0,660,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,0,0,0,0,21,0,3043,0,2,3,0.0,0,-310,289,599,45,False,0,Arsenal,2022-23
Tosin Adarabioyo,DEF,Fulham,1.0,0,0,0,0,0.0,209,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,0,0,0,0,21,0,12898,0,1,0,0.0,0,-173,158,331,45,True,0,Spurs,2022-23
Kalvin Phillips,MID,Man City,1.3,0,0,0,0,0.5,325,0.00328,0.04368,0.0404,0.4027,208,0,0,0.2,0.0,2023-01-22T14:00:00Z,13,0,0,0,0,21,0,13130,0,0,3,2.0,1,-94,59,153,48,True,0,Wolves,2022-23
Cafú,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,383,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,36809,0,1,1,0.0,0,-856,106,962,43,False,0,Bournemouth,2022-23
Marek Rodák,GK,Fulham,-0.5,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,0,0,0,0,21,0,18370,0,1,0,0.0,0,-114,171,285,43,True,0,Spurs,2022-23
Ryan Fraser,MID,Newcastle,0.0,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,7448,0,0,0,0.0,0,-89,64,153,52,False,0,Crystal Palace,2022-23
Andrey Nascimento dos Santos,MID,Chelsea,0.9,0,0,0,0,0.0,702,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,59,0,0,0,0.0,0,42,56,14,45,False,0,Liverpool,2022-23
Luke Thomas,DEF,Leicester,2.0,1,0,14,0,1.3,270,0.01051,0.07571,0.0652,1.5259,206,2,0,1.3,3.8,2023-01-21T15:00:00Z,90,0,0,0,0,21,0,16999,1,2,2,8.0,4,-579,521,1100,42,True,0,Brighton,2022-23
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,103333,0,0,0,0.0,0,-2346,165,2511,39,False,0,Crystal Palace,2022-23
Rodri,MID,Man City,4.7,0,0,8,1,4.2,315,0.02119,0.04349,0.0223,0.4263,208,0,0,1.2,7.0,2023-01-22T14:00:00Z,76,0,0,0,0,21,0,178394,1,0,3,1.0,2,-2829,3661,6490,56,True,1,Wolves,2022-23
Cristiano Ronaldo,FWD,Man Utd,0.0,0,0,0,0,0.0,326,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,0,0,0,0,21,0,229497,0,2,3,0.0,0,-2707,0,2707,102,False,0,Arsenal,2022-23
Fraser Forster,GK,Spurs,0.8,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,0,0,0,0,21,0,406943,0,1,0,0.0,0,-3735,2147,5882,39,False,0,Fulham,2022-23
Alex Oxlade-Chamberlain,MID,Liverpool,3.5,0,0,0,0,0.0,278,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,2981,0,0,0,0.0,0,-505,404,909,49,True,0,Chelsea,2022-23
Ethan Nwaneri,MID,Arsenal,0.5,0,0,0,0,0.0,630,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,0,0,0,0,21,0,858,0,2,3,0.0,0,-22,14,36,45,True,0,Man Utd,2022-23
Jack Grealish,MID,Man City,5.3,0,0,14,1,30.3,305,0.45911,0.82021,0.3611,0.829,208,0,0,7.9,15.4,2023-01-22T14:00:00Z,90,0,0,0,0,21,0,156896,1,0,3,33.0,3,6422,15236,8814,68,True,0,Wolves,2022-23
James McAtee,MID,Man City,0.0,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,402,0,0,3,0.0,0,-1,0,1,45,True,0,Wolves,2022-23
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,808,0,1,0,0.0,0,-5,0,5,45,True,0,Aston Villa,2022-23
Martial Godo,MID,Fulham,-0.5,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,0,0,0,0,21,0,428,0,1,0,0.0,0,-16,13,29,45,True,0,Spurs,2022-23
Chris Wood,FWD,Nott'm Forest,2.3,0,0,6,0,10.5,354,0.00222,0.00222,0.0,1.1593,202,1,0,2.0,7.4,2023-01-21T15:00:00Z,74,0,0,0,0,21,0,87391,1,1,1,2.0,2,-5244,4023,9267,56,False,0,Bournemouth,2022-23
Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,16091,0,0,2,0.0,0,-67,138,205,40,True,0,Everton,2022-23
Leander Dendoncker,MID,Aston Villa,0.6,0,0,3,0,0.3,479,0.00306,0.00306,0.0,0.1619,209,0,0,0.2,1.6,2023-01-21T15:00:00Z,2,0,0,0,0,21,0,7612,0,1,0,0.0,1,-141,53,194,47,False,0,Southampton,2022-23
Allan,MID,Everton,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,6381,0,0,2,0.0,0,-48,0,48,48,False,0,West Ham,2022-23
Ibrahima Konaté,DEF,Liverpool,1.7,0,0,26,1,0.8,290,0.01088,0.01088,0.0,1.5902,207,0,0,2.3,21.8,2023-01-21T12:30:00Z,90,0,0,0,0,21,0,58952,1,0,0,0.0,6,2821,6651,3830,48,True,0,Chelsea,2022-23
Aleksandar Mitrović,FWD,Fulham,3.2,0,0,-2,0,1.5,210,0.04673,0.20903,0.1623,0.8957,204,1,0,2.0,0.0,2023-01-23T20:15:00Z,90,0,0,0,0,21,0,3441604,1,1,0,20.0,2,-291132,109449,400581,71,True,0,Spurs,2022-23
Christian Eriksen,MID,Man Utd,3.5,0,0,14,0,2.3,519,0.00859,0.05179,0.0432,2.9293,201,3,0,3.4,27.0,2023-01-22T16:30:00Z,90,0,0,0,0,21,0,380078,1,2,3,5.0,2,-14312,16661,30973,63,False,0,Arsenal,2022-23
Joe Willock,MID,Newcastle,3.0,0,0,7,1,25.2,373,0.07982,0.12742,0.0476,0.1966,203,0,0,5.4,14.2,2023-01-21T17:30:00Z,68,0,0,0,0,21,0,64697,1,0,0,15.0,3,-4306,2119,6425,48,False,0,Crystal Palace,2022-23
Yerson Mosquera Valdelamar,DEF,Wolves,-1.0,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,123247,0,0,3,0.0,0,-1480,1099,2579,39,False,0,Man City,2022-23
Roméo Lavia,MID,Southampton,1.4,0,0,5,1,18.7,321,0.05499,0.06859,0.0136,1.0214,209,0,0,3.0,9.0,2023-01-21T15:00:00Z,60,0,0,0,0,21,0,19785,1,1,0,2.0,3,-351,121,472,45,True,0,Aston Villa,2022-23
Ellis Simms,FWD,Everton,0.7,0,0,0,0,0.0,686,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,1359,0,0,2,0.0,0,62,526,464,45,False,0,West Ham,2022-23
Kristoffer Ajer,DEF,Brentford,2.4,0,0,21,1,0.2,84,0.00315,0.00315,0.0,0.5014,205,0,0,1.1,10.4,2023-01-22T14:00:00Z,90,0,0,0,0,21,0,9171,1,0,0,0.0,6,1413,1737,324,45,False,0,Leeds,2022-23
Emmanuel Dennis,FWD,Nott'm Forest,-0.3,0,0,0,0,0.0,585,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,14159,0,1,1,0.0,0,-245,816,1061,57,False,0,Bournemouth,2022-23
Gustavo Scarpa,MID,Nott'm Forest,0.2,0,0,1,0,14.6,681,0.02347,0.05637,0.0329,0.3944,202,0,0,2.2,6.6,2023-01-21T15:00:00Z,30,0,0,0,0,21,0,1141,0,1,1,1.0,0,220,412,192,50,False,1,Bournemouth,2022-23
Will Hughes,MID,Crystal Palace,0.7,0,0,1,0,0.4,163,0.00263,0.00263,0.0,0.5773,203,0,0,0.1,0.4,2023-01-21T17:30:00Z,25,0,0,0,0,21,0,3047,0,0,0,0.0,0,-18,33,51,48,True,1,Newcastle,2022-23
Joe Ayodele-Aribo,MID,Southampton,0.6,0,0,0,0,0.0,512,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,33268,0,1,0,0.0,0,-1034,173,1207,51,True,0,Aston Villa,2022-23
Orel Mangala,MID,Nott'm Forest,1.1,0,0,2,0,11.8,536,0.00915,0.00915,0.0,0.9638,202,1,0,2.0,8.4,2023-01-21T15:00:00Z,59,0,0,0,0,21,0,2379,1,1,1,0.0,1,14,49,35,49,False,0,Bournemouth,2022-23
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,28945,0,0,0,0.0,0,-293,0,293,45,True,0,Newcastle,2022-23
Cristian Romero,DEF,Spurs,2.2,0,0,17,1,0.7,443,0.00565,0.00565,0.0,1.1789,204,0,0,1.6,14.8,2023-01-23T20:15:00Z,90,0,0,0,0,21,0,144958,1,1,0,0.0,5,266,4652,4386,49,False,1,Fulham,2022-23
Jack Harrison,MID,Leeds,2.4,0,0,5,1,5.0,233,0.07477,0.12237,0.0476,0.2886,205,0,0,2.4,8.2,2023-01-22T14:00:00Z,90,0,0,0,0,21,0,167161,1,0,0,11.0,3,-2812,1519,4331,58,True,0,Brentford,2022-23
Maxwel Cornet,MID,West Ham,0.0,0,0,0,0,0.0,575,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,5452,0,0,2,0.0,0,-64,20,84,59,True,0,Everton,2022-23
Luis Sinisterra,MID,Leeds,0.2,0,0,2,0,0.6,508,0.00636,0.00636,0.0,0.1499,205,0,0,0.5,2.0,2023-01-22T14:00:00Z,21,0,0,0,0,21,0,26229,0,0,0,2.0,1,-117,301,418,65,True,0,Brentford,2022-23
Nathaniel Clyne,DEF,Crystal Palace,2.0,0,0,3,0,0.6,157,0.00157,0.00157,0.0,0.5773,203,0,0,0.1,0.4,2023-01-21T17:30:00Z,19,0,0,0,0,21,0,16127,0,0,0,0.0,1,-103,468,571,45,True,0,Newcastle,2022-23
Stuart Armstrong,MID,Southampton,0.0,0,0,0,0,0.0,405,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,7703,0,1,0,0.0,0,-634,23,657,47,True,0,Aston Villa,2022-23
Oriol Romeu,MID,Southampton,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,3379,0,1,0,0.0,0,-25,0,25,48,True,0,Aston Villa,2022-23
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,64,0,0,0,0.0,0,0,0,0,50,True,0,Brentford,2022-23
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,0,0.0,638,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,5566,0,1,0,0.0,0,-29,212,241,40,False,0,Southampton,2022-23
Harrison Ashby,DEF,West Ham,0.0,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,41909,0,0,2,0.0,0,-223,672,895,39,True,0,Everton,2022-23
Lewis Brunt,DEF,Leicester,0.2,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,35960,0,2,2,0.0,0,-25,587,612,39,True,0,Brighton,2022-23
Matt Ritchie,DEF,Newcastle,0.2,0,0,0,0,0.0,350,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,6095,0,0,0,0.0,0,-25,81,106,42,False,0,Crystal Palace,2022-23
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,642562,0,2,2,0.0,0,-7422,6420,13842,39,True,0,Brighton,2022-23
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,5419,0,2,2,0.0,0,-60,0,60,53,False,0,Leicester,2022-23
Trevoh Chalobah,DEF,Chelsea,1.5,0,0,23,1,1.8,141,0.00433,0.00433,0.0,1.219,207,0,0,1.0,7.8,2023-01-21T12:30:00Z,80,0,0,0,0,21,0,67154,1,0,0,0.0,5,-1171,2335,3506,46,False,1,Liverpool,2022-23
Chris Richards,DEF,Crystal Palace,1.3,0,0,21,1,0.0,530,0.00076,0.09096,0.0902,1.4079,203,0,0,2.2,16.4,2023-01-21T17:30:00Z,90,0,0,0,0,21,0,5511,1,0,0,6.0,6,91,150,59,44,True,0,Newcastle,2022-23
Cameron Plain,GK,Bournemouth,0.5,0,0,0,0,0.0,649,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,1580,0,1,1,0.0,0,15,108,93,40,True,0,Nott'm Forest,2022-23
Diogo Jota,FWD,Liverpool,0.0,0,0,0,0,0.0,288,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,30638,0,0,0,0.0,0,-199,148,347,88,True,0,Chelsea,2022-23
Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,42237,0,0,0,0.0,0,-1097,443,1540,42,False,0,Crystal Palace,2022-23
Rodrigo,MID,Leeds,3.0,0,0,9,1,21.5,225,0.0677,0.1491,0.0814,0.1387,205,0,0,5.7,13.2,2023-01-22T14:00:00Z,78,0,0,0,0,21,0,877315,1,0,0,22.0,2,44058,115151,71093,64,True,1,Brentford,2022-23
Chiquinho,MID,Wolves,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,389,0,0,3,0.0,0,-5,17,22,50,False,0,Man City,2022-23
Mohammed Salisu,DEF,Southampton,1.6,0,0,13,0,0.6,420,0.00329,0.03659,0.0333,1.4183,209,1,0,4.7,25.2,2023-01-21T15:00:00Z,90,0,0,0,0,21,0,22990,1,1,0,21.0,2,564,2105,1541,44,True,0,Aston Villa,2022-23
Fred,MID,Man Utd,1.2,0,0,1,0,0.2,331,8e-05,8e-05,0.0,1.2975,201,1,0,0.5,4.6,2023-01-22T16:30:00Z,19,0,0,0,0,21,0,48820,0,2,3,0.0,1,12,1232,1220,51,False,0,Arsenal,2022-23
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,1571,0,2,2,0.0,0,-58,29,87,44,False,0,Leicester,2022-23
Lucas Paquetá,MID,West Ham,3.2,0,0,11,1,5.8,603,0.29944,0.31614,0.0167,0.6422,210,0,0,1.4,6.2,2023-01-21T15:00:00Z,71,0,0,0,0,21,0,65892,1,0,2,2.0,2,-1866,3090,4956,59,True,1,Everton,2022-23
Jean-Philippe Mateta,FWD,Crystal Palace,0.8,0,0,4,0,0.3,168,0.00037,0.07527,0.0749,0.5773,203,0,0,2.4,6.2,2023-01-21T17:30:00Z,25,0,0,0,0,21,0,41998,0,0,0,17.0,1,-1701,767,2468,51,True,0,Newcastle,2022-23
Salomón Rondón,FWD,Everton,0.0,0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,43748,0,0,2,0.0,0,-1536,0,1536,49,False,0,West Ham,2022-23
Liam Cooper,DEF,Leeds,1.4,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,7913,0,0,0,0.0,0,-1063,236,1299,44,True,0,Brentford,2022-23
Ben Doak,MID,Liverpool,0.9,0,0,0,0,0.0,665,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,421,0,0,0,0.0,0,14,87,73,45,True,0,Chelsea,2022-23
Alexander Isak,FWD,Newcastle,1.8,0,0,-2,0,10.5,594,0.00048,0.22998,0.2295,0.0994,203,0,0,3.6,4.0,2023-01-21T17:30:00Z,21,0,0,0,0,21,0,201103,0,0,0,21.0,1,78722,85556,6834,66,False,0,Crystal Palace,2022-23
Erling Haaland,FWD,Man City,8.7,0,3,81,1,0.3,318,0.04642,1.43492,1.3885,0.1456,208,0,3,17.6,101.6,2023-01-22T14:00:00Z,60,0,0,0,0,21,0,9443086,1,0,3,74.0,17,-2390,26826,29216,122,True,0,Wolves,2022-23
Euan Pollock,FWD,Bournemouth,1.7,0,0,0,0,0.0,706,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,0,0,1,1,0.0,0,0,0,0,45,True,0,Nott'm Forest,2022-23
Lewis Cook,MID,Bournemouth,0.0,0,0,0,0,0.0,67,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,7123,0,1,1,0.0,0,-506,40,546,49,True,0,Nott'm Forest,2022-23
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,495,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,0,0,0,0,21,0,2073,0,0,0,0.0,0,-11,0,11,40,True,0,Newcastle,2022-23
Phil Foden,MID,Man City,1.7,0,0,0,0,0.0,314,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,1436581,0,0,3,0.0,0,-201639,21484,223123,81,True,0,Wolves,2022-23
David Ozoh,MID,Crystal Palace,0.2,0,0,3,0,0.8,676,0.00178,0.00178,0.0,0.0,203,0,0,0.1,0.0,2023-01-21T17:30:00Z,1,0,0,0,0,21,0,72,0,0,0,0.0,1,4,17,13,45,True,0,Newcastle,2022-23
Juan Larios,DEF,Southampton,0.0,0,0,0,0,0.0,622,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,5960,0,1,0,0.0,0,-220,73,293,40,True,0,Aston Villa,2022-23
Calvin Ramsay,DEF,Liverpool,0.5,0,0,0,0,0.0,298,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,0,0,0,0,21,0,26867,0,0,0,0.0,0,-330,398,728,39,True,0,Chelsea,2022-23
Yegor Yarmolyuk,MID,Brentford,0.0,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,0,0,0,0,21,0,418,0,0,0,0.0,0,-14,45,59,45,False,0,Leeds,2022-23
Danilo,MID,Nott'm Forest,0.9,0,0,6,0,11.4,703,0.01246,0.04046,0.028,0.4476,202,0,0,2.7,15.0,2023-01-21T15:00:00Z,45,0,0,0,0,21,0,223,0,1,1,1.0,1,194,210,16,45,False,0,Bournemouth,2022-23
Steve Cook,DEF,Nott'm Forest,-0.5,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,12567,0,1,1,0.0,0,-158,182,340,44,False,0,Bournemouth,2022-23
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,0,0,0,0,21,0,2768,0,2,2,0.0,0,44,119,75,39,True,0,Brighton,2022-23
