name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Brandon Austin,GK,Spurs,1.5,0,0,0,0,0.0,451,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,27621,0,1,4,0.0,0,0,0,0,40,True,0,Southampton,Austin
Luka Milivojevic,MID,Crystal Palace,0.5,0,0,3,0,1.4,158,0.0,0.0,0.0,0.0,1,1,0,0.2,0.8,2022-08-05T19:00:00Z,15,0,0,0,0,1,0,54854,0,2,0,0.0,1,0,0,0,45,True,0,Arsenal,Milivojevic
Wesley Fofana,DEF,Leicester,1.9,0,0,12,0,3.3,272,0.0,0.0,0.0,0.0,6,2,0,2.9,19.2,2022-08-07T13:00:00Z,90,0,0,0,0,1,0,128115,0,2,2,6.0,1,0,0,0,45,True,0,Brentford,W.Fofana
Gianluca Scamacca,FWD,West Ham,0.3,0,0,1,0,0.7,529,0.0,0.0,0.0,0.0,10,1,0,0.1,0.0,2022-08-07T15:30:00Z,33,0,0,0,0,1,0,100675,0,2,0,0.0,1,0,0,0,70,True,0,Man City,Scamacca
Alisson Ramses Becker,GK,Liverpool,5.5,0,0,11,0,0.0,281,0.0,0.0,0.0,0.0,4,2,0,0.8,8.2,2022-08-06T11:30:00Z,90,0,0,0,0,1,1,1567712,0,2,2,0.0,1,0,0,0,55,False,0,Fulham,Alisson
Che Adams,FWD,Southampton,1.5,0,0,0,0,0.0,411,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,61566,0,1,4,0.0,0,0,0,0,65,False,0,Spurs,Adams
Sam Greenwood,FWD,Leeds,0.5,0,0,4,0,0.5,237,0.0,0.0,0.0,0.0,5,0,0,2.2,0.4,2022-08-06T14:00:00Z,17,0,0,0,0,1,0,1895580,0,1,2,21.0,1,0,0,0,45,True,0,Wolves,Greenwood
Nathaniel Chalobah,MID,Fulham,0.0,0,0,0,0,0.0,203,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,12756,0,2,2,0.0,0,0,0,0,45,True,0,Liverpool,Chalobah
Nathaniel Phillips,DEF,Liverpool,2.5,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,19157,0,2,2,0.0,0,0,0,0,40,False,0,Fulham,Phillips
Loïc Mbe Soh,DEF,Nott'm Forest,1.4,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,3761,0,0,2,0.0,0,0,0,0,45,False,0,Newcastle,Mbe Soh
Jason Steele,GK,Brighton,0.5,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,75605,0,2,1,0.0,0,0,0,0,40,False,0,Man Utd,Steele
Tosin Adarabioyo,DEF,Fulham,0.4,0,0,11,0,0.4,209,0.0,0.0,0.0,0.0,4,2,0,1.9,18.4,2022-08-06T11:30:00Z,90,0,0,0,0,1,0,5971,0,2,2,0.0,1,0,0,0,45,True,0,Liverpool,Tosin
Kalvin Phillips,MID,Man City,2.6,0,0,3,0,0.5,325,0.0,0.0,0.0,0.0,10,0,0,0.1,0.6,2022-08-07T15:30:00Z,1,0,0,0,0,1,0,45423,0,2,0,0.0,1,0,0,0,50,False,0,West Ham,Phillips
Carlos Ribeiro Dias,MID,Nott'm Forest,0.5,0,0,0,0,0.0,383,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,42723,0,0,2,0.0,0,0,0,0,45,False,0,Newcastle,Cafú
Marek Rodák,GK,Fulham,0.7,0,0,11,0,0.0,213,0.0,0.0,0.0,0.0,4,2,0,1.0,10.2,2022-08-06T11:30:00Z,90,0,0,0,0,1,1,12206,0,2,2,0.0,1,0,0,0,45,True,0,Liverpool,Rodák
Ryan Fraser,MID,Newcastle,2.5,0,0,4,0,10.3,359,0.0,0.0,0.0,0.0,7,0,0,1.3,2.2,2022-08-06T14:00:00Z,9,0,0,0,0,1,0,14743,0,0,2,0.0,1,0,0,0,55,True,0,Nott'm Forest,Fraser
Luke Thomas,DEF,Leicester,1.9,0,0,0,0,0.0,270,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,8036,0,2,2,0.0,0,0,0,0,45,True,0,Brentford,Thomas
Karl Darlow,GK,Newcastle,1.5,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,236781,0,0,2,0.0,0,0,0,0,40,True,0,Nott'm Forest,Darlow
Rodrigo Hernandez,MID,Man City,3.2,0,0,18,1,5.8,315,0.0,0.0,0.0,0.0,10,0,0,2.3,16.0,2022-08-07T15:30:00Z,88,0,0,0,0,1,0,220268,0,2,0,1.0,3,0,0,0,60,False,0,West Ham,Rodri
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,4.1,0,0,3,0,11.5,326,0.0,0.0,0.0,0.0,9,0,0,3.6,4.6,2022-08-07T13:00:00Z,37,0,0,0,0,1,0,352984,0,2,1,20.0,1,0,0,0,105,True,0,Brighton,Ronaldo
Fraser Forster,GK,Spurs,1.5,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,525074,0,1,4,0.0,0,0,0,0,40,True,0,Southampton,Forster
Alex Oxlade-Chamberlain,MID,Liverpool,0.0,0,0,0,0,0.0,278,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,1145,0,2,2,0.0,0,0,0,0,50,False,0,Fulham,Chamberlain
Jack Grealish,MID,Man City,3.4,0,0,19,1,29.2,305,0.0,0.0,0.0,0.0,10,0,0,5.0,7.2,2022-08-07T15:30:00Z,90,0,0,0,0,1,0,327616,0,2,0,14.0,3,0,0,0,70,False,0,West Ham,Grealish
James McAtee,MID,Man City,0.0,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,0,0,0,0,1,0,1259,0,2,0,0.0,0,0,0,0,45,False,0,West Ham,McAtee
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,2166,0,1,4,0.0,0,0,0,0,45,False,0,Spurs,Smallbone
Chris Wood,FWD,Newcastle,2.3,0,0,2,0,0.0,354,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,1,0,0,0,0,1,0,137537,0,0,2,0.0,1,0,0,0,60,True,0,Nott'm Forest,Wood
Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,0,0,0,0,1,0,0,0,2,0,0.0,0,0,0,0,40,True,0,Man City,Randolph
Leander Dendoncker,MID,Wolves,2.1,0,0,21,0,16.5,479,0.0,0.0,0.0,0.0,5,2,0,7.8,24.4,2022-08-06T14:00:00Z,90,0,0,0,0,1,0,13096,0,1,2,37.0,2,0,0,0,50,False,0,Leeds,Dendoncker
Allan Marques Loureiro,MID,Everton,1.1,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,0,0,0,0,1,0,11086,0,1,0,0.0,0,0,0,0,50,True,0,Chelsea,Allan
Ibrahima Konaté,DEF,Liverpool,0.0,0,0,0,0,0.0,290,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,57031,0,2,2,0.0,0,0,0,0,50,False,0,Fulham,Konaté
Aleksandar Mitrović,FWD,Fulham,0.6,0,3,57,0,14.7,210,0.0,0.0,0.0,0.0,4,2,2,15.5,82.0,2022-08-06T11:30:00Z,90,0,0,0,0,1,0,509091,0,2,2,58.0,13,0,0,0,65,True,0,Liverpool,Mitrović
Christian Eriksen,MID,Man Utd,2.8,0,0,17,0,42.5,519,0.0,0.0,0.0,0.0,9,2,0,10.5,28.6,2022-08-07T13:00:00Z,90,0,0,0,0,1,0,361793,0,2,1,34.0,2,0,0,0,65,True,0,Brighton,Eriksen
Joe Willock,MID,Newcastle,2.1,0,0,6,1,14.4,373,0.0,0.0,0.0,0.0,7,0,0,8.1,14.0,2022-08-06T14:00:00Z,79,0,0,0,0,1,0,45439,0,0,2,53.0,3,0,0,0,50,True,0,Nott'm Forest,Willock
Yerson Mosquera Valdelamar,DEF,Wolves,1.5,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,77448,0,1,2,0.0,0,0,0,0,40,False,0,Leeds,Mosquera
Roméo Lavia,MID,Southampton,0.5,0,0,17,0,4.3,321,0.0,0.0,0.0,0.0,8,4,0,2.4,12.0,2022-08-06T14:00:00Z,90,0,0,0,0,1,0,18407,0,1,4,8.0,2,0,0,0,45,False,0,Spurs,Lavia
Kristoffer Ajer,DEF,Brentford,0.0,0,0,0,0,0.0,84,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,2520,0,2,2,0.0,0,0,0,0,45,False,0,Leicester,Ajer
Will Hughes,MID,Crystal Palace,1.1,0,0,2,0,0.3,163,0.0,0.0,0.0,0.0,1,0,0,0.4,0.0,2022-08-05T19:00:00Z,4,0,0,0,0,1,0,2729,0,2,0,4.0,1,0,0,0,50,True,0,Arsenal,Hughes
Joe Ayodele-Aribo,MID,Southampton,1.5,0,0,5,0,5.2,512,0.0,0.0,0.0,0.0,8,4,0,3.8,9.4,2022-08-06T14:00:00Z,90,0,0,0,0,1,0,50924,0,1,4,23.0,2,0,0,0,55,False,0,Spurs,Aribo
Orel Mangala,MID,Nott'm Forest,1.1,0,0,3,0,0.2,536,0.0,0.0,0.0,0.0,7,1,0,0.3,2.6,2022-08-06T14:00:00Z,15,0,0,0,0,1,0,3088,0,0,2,0.0,1,0,0,0,50,False,0,Newcastle,Mangala
Luke Plange,FWD,Crystal Palace,0.5,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,0,0,0,0,1,0,124669,0,2,0,0.0,0,0,0,0,45,True,0,Arsenal,Plange
Cristian Romero,DEF,Spurs,2.8,0,0,11,0,2.7,443,0.0,0.0,0.0,0.0,8,1,0,2.4,8.0,2022-08-06T14:00:00Z,90,0,0,0,0,1,0,200747,0,1,4,13.0,2,0,0,0,50,True,0,Southampton,Romero
Jack Harrison,MID,Leeds,1.7,1,2,25,0,78.8,233,0.0,0.0,0.0,0.0,5,1,0,12.4,34.8,2022-08-06T14:00:00Z,90,0,0,0,0,1,0,79451,0,1,2,10.0,6,0,0,0,60,True,1,Wolves,Harrison
Luis Sinisterra Lucumí,MID,Leeds,0.0,0,0,0,0,0.0,508,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,17295,0,1,2,0.0,0,0,0,0,65,True,0,Wolves,Sinisterra
Nathaniel Clyne,DEF,Crystal Palace,1.4,0,0,9,0,14.1,157,0.0,0.0,0.0,0.0,1,2,0,2.3,8.4,2022-08-05T19:00:00Z,90,0,0,0,0,1,0,11649,0,2,0,0.0,0,0,0,0,45,True,1,Arsenal,Clyne
Stuart Armstrong,MID,Southampton,1.1,0,0,0,0,2.6,405,0.0,0.0,0.0,0.0,8,2,0,0.6,3.4,2022-08-06T14:00:00Z,45,0,0,0,0,1,0,9352,0,1,4,0.0,1,0,0,0,50,False,0,Spurs,S.Armstrong
Oriol Romeu Vidal,MID,Southampton,1.1,0,0,9,0,3.8,402,0.0,0.0,0.0,0.0,8,4,0,1.2,6.2,2022-08-06T14:00:00Z,74,0,0,0,0,1,0,10319,0,1,4,2.0,2,0,0,0,50,False,0,Spurs,Romeu
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,101,0,1,2,0.0,0,0,0,0,50,True,0,Wolves,Roberts
Harrison Ashby,DEF,West Ham,0.0,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,0,0,0,0,1,0,13517,0,2,0,0.0,0,0,0,0,40,True,0,Man City,Ashby
Lewis Brunt,DEF,Leicester,1.0,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,23323,0,2,2,0.0,0,0,0,0,40,True,0,Brentford,Brunt
Matt Ritchie,DEF,Newcastle,2.4,0,0,0,0,0.0,350,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,8772,0,0,2,0.0,0,0,0,0,45,True,0,Nott'm Forest,Ritchie
Jannik Vestergaard,DEF,Leicester,1.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,799742,0,2,2,0.0,0,0,0,0,40,True,0,Brentford,Vestergaard
Enock Mwepu,MID,Brighton,1.5,0,0,5,0,11.8,118,0.0,0.0,0.0,0.0,9,0,0,2.1,9.2,2022-08-07T13:00:00Z,14,0,0,0,0,1,0,10644,0,2,1,0.0,1,0,0,0,55,False,0,Man Utd,Mwepu
Trevoh Chalobah,DEF,Chelsea,2.8,0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,0,0,0,0,1,0,55821,0,1,0,0.0,0,0,0,0,50,False,0,Everton,Chalobah
Chris Richards,DEF,Crystal Palace,1.4,0,0,0,0,0.0,530,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,0,0,0,0,1,0,5048,0,2,0,0.0,0,0,0,0,45,True,0,Arsenal,Richards
Diogo Teixeira da Silva,FWD,Liverpool,0.0,0,0,0,0,0.0,288,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,55789,0,2,2,0.0,0,0,0,0,90,False,0,Fulham,Diogo Jota
Martin Dubravka,GK,Newcastle,2.7,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,97650,0,0,2,0.0,0,0,0,0,45,True,0,Nott'm Forest,Dubravka
Rodrigo Moreno,MID,Leeds,1.7,0,0,23,0,1.1,225,0.0,0.0,0.0,0.0,5,1,1,6.5,34.8,2022-08-06T14:00:00Z,64,0,0,0,0,1,0,73866,0,1,2,29.0,7,0,0,0,60,True,0,Wolves,Rodrigo
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,309,0,1,2,0.0,0,0,0,0,50,False,0,Leeds,Chiquinho
Mohammed Salisu,DEF,Southampton,1.4,0,0,7,0,17.0,420,0.0,0.0,0.0,0.0,8,4,0,3.9,16.0,2022-08-06T14:00:00Z,90,1,0,0,0,1,0,14247,0,1,4,6.0,-2,0,0,0,45,False,0,Spurs,Salisu
Frederico Rodrigues de Paula Santos,MID,Man Utd,2.5,0,0,6,0,3.1,331,0.0,0.0,0.0,0.0,9,2,0,0.5,1.0,2022-08-07T13:00:00Z,52,0,0,0,0,1,0,83919,0,2,1,1.0,1,0,0,0,55,True,0,Brighton,Fred
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,3484,0,2,1,0.0,0,0,0,0,45,False,0,Man Utd,Moder
Jean-Philippe Mateta,FWD,Crystal Palace,1.0,0,0,2,0,11.2,168,0.0,0.0,0.0,0.0,1,1,0,2.0,0.0,2022-08-05T19:00:00Z,32,0,0,0,0,1,0,67462,0,2,0,10.0,1,0,0,0,55,True,0,Arsenal,Mateta
Salomón Rondón,FWD,Everton,0.0,0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,0,0,0,0,1,0,15143,0,1,0,0.0,0,0,0,0,50,True,0,Chelsea,Rondón
Liam Cooper,DEF,Leeds,0.0,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,6072,0,1,2,0.0,0,0,0,0,45,True,0,Wolves,Cooper
Erling Haaland,FWD,Man City,5.0,0,3,48,1,4.8,318,0.0,0.0,0.0,0.0,10,0,2,14.0,62.6,2022-08-07T15:30:00Z,77,0,0,0,0,1,0,3398599,0,2,0,73.0,13,0,0,0,115,False,0,West Ham,Haaland
Lewis Cook,MID,Bournemouth,1.1,0,0,4,0,0.3,67,0.0,0.0,0.0,0.0,2,0,0,0.8,7.2,2022-08-06T14:00:00Z,18,0,0,0,0,1,0,4802,0,0,2,0.0,1,0,0,0,50,True,0,Aston Villa,Cook
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,495,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,0,0,0,0,1,0,4672,0,2,0,0.0,0,0,0,0,40,True,0,Arsenal,Matthews
Phil Foden,MID,Man City,3.7,0,0,19,1,30.4,314,0.0,0.0,0.0,0.0,10,0,0,5.1,10.8,2022-08-07T15:30:00Z,87,0,0,0,0,1,0,482845,0,2,0,10.0,3,0,0,0,80,False,0,West Ham,Foden
Calvin Ramsay,DEF,Liverpool,2.5,0,0,0,0,0.0,298,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,19927,0,2,2,0.0,0,0,0,0,40,False,0,Fulham,Ramsay
Steve Cook,DEF,Nott'm Forest,1.4,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,14958,0,0,2,0.0,0,0,0,0,45,False,0,Newcastle,Cook
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,3217,0,2,2,0.0,0,0,0,0,40,True,0,Brentford,Bertrand
Sékou Mara,FWD,Southampton,1.0,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,7535,0,1,4,0.0,0,0,0,0,55,False,0,Spurs,Mara
Scott McTominay,MID,Man Utd,2.1,0,0,1,0,2.1,338,0.0,0.0,0.0,0.0,9,2,0,2.7,0.0,2022-08-07T13:00:00Z,77,0,0,0,0,1,0,22964,0,2,1,26.0,1,0,0,0,50,True,1,Brighton,McTominay
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,1985,0,0,2,0.0,0,0,0,0,50,False,0,Newcastle,Xande Silva
Dean Henderson,GK,Nott'm Forest,1.7,0,0,26,0,0.0,398,0.0,0.0,0.0,0.0,7,2,0,4.8,48.0,2022-08-06T14:00:00Z,90,0,0,0,0,1,7,434219,0,0,2,0.0,3,0,0,0,45,False,0,Newcastle,Henderson
Jack Stacey,DEF,Bournemouth,1.4,0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,4613,0,0,2,0.0,0,0,0,0,45,True,0,Aston Villa,Stacey
Mason Holgate,DEF,Everton,1.4,0,0,9,0,0.5,192,0.0,0.0,0.0,0.0,3,1,0,4.8,27.0,2022-08-06T16:30:00Z,72,0,0,0,0,1,0,10243,0,1,0,20.0,1,0,0,0,45,True,1,Chelsea,Holgate
Steven Alzate,MID,Brighton,0.5,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,0,0,0,0,1,0,17451,0,2,1,0.0,0,0,0,0,45,False,0,Man Utd,Alzate
Mateusz Klich,MID,Leeds,1.1,0,0,2,0,5.3,223,0.0,0.0,0.0,0.0,5,0,0,1.1,1.4,2022-08-06T14:00:00Z,25,0,0,0,0,1,0,10219,0,1,2,4.0,1,0,0,0,50,True,0,Wolves,Klich
Armel Bella-Kotchap,DEF,Southampton,1.4,0,0,0,0,0.0,423,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,5917,0,1,4,0.0,0,0,0,0,45,False,0,Spurs,Bella-Kotchap
Ainsley Maitland-Niles,MID,Arsenal,2.1,0,0,0,0,0.0,21,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,0,0,0,0,1,0,4894,0,2,0,0.0,0,0,0,0,50,False,0,Crystal Palace,Maitland-Niles
James Milner,MID,Liverpool,2.5,0,0,1,0,4.7,274,0.0,0.0,0.0,0.0,4,1,0,1.6,3.2,2022-08-06T11:30:00Z,31,0,0,0,0,1,0,62173,0,2,2,8.0,1,0,0,0,45,False,0,Fulham,Milner
Keane Lewis-Potter,MID,Brentford,2.0,0,0,3,0,0.2,515,0.0,0.0,0.0,0.0,6,0,0,0.7,5.2,2022-08-07T13:00:00Z,31,0,0,0,0,1,0,9624,0,2,2,2.0,1,0,0,0,55,False,0,Leicester,Lewis-Potter
Kevin De Bruyne,MID,Man City,4.7,1,0,24,1,43.0,301,0.0,0.0,0.0,0.0,10,0,0,8.7,24.4,2022-08-07T15:30:00Z,87,0,0,0,0,1,0,1151254,0,2,0,20.0,6,0,0,0,120,False,0,West Ham,De Bruyne
Sepp van den Berg,DEF,Liverpool,2.5,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,0,0,0,0,1,0,19524,0,2,2,0.0,0,0,0,0,40,False,0,Fulham,Van den Berg
Joe Gelhardt,FWD,Leeds,1.0,0,0,2,0,0.3,242,0.0,0.0,0.0,0.0,5,0,0,0.1,0.2,2022-08-06T14:00:00Z,6,0,0,0,0,1,0,57638,0,1,2,0.0,1,0,0,0,55,True,0,Wolves,Gelhardt
Diego Carlos Santos Silva,DEF,Aston Villa,2.8,0,0,8,0,1.5,50,0.0,0.0,0.0,0.0,2,2,0,1.4,9.2,2022-08-06T14:00:00Z,90,0,0,0,0,1,0,92038,0,0,2,3.0,1,0,0,0,50,False,0,Bournemouth,Diego Carlos
Lucas Rodrigues Moura da Silva,MID,Spurs,2.7,0,0,5,0,0.0,431,0.0,0.0,0.0,0.0,8,0,0,0.2,2.0,2022-08-06T14:00:00Z,4,0,0,0,0,1,0,28944,0,1,4,0.0,1,0,0,0,60,True,0,Southampton,Lucas Moura
Ben Mee,DEF,Brentford,1.9,0,0,9,0,1.4,526,0.0,0.0,0.0,0.0,6,2,0,0.9,7.8,2022-08-07T13:00:00Z,58,0,0,0,0,1,0,26294,0,2,2,0.0,0,0,0,0,45,False,0,Leicester,Mee
Marcus Oliveira Alencar,MID,Arsenal,2.1,0,0,0,0,0.0,27,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,0,0,0,0,1,0,8331,0,2,0,0.0,0,0,0,0,50,False,0,Crystal Palace,Marquinhos
Daniel James,MID,Leeds,0.0,0,0,0,0,0.0,231,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,0,0,0,0,1,0,1667,0,1,2,0.0,0,0,0,0,60,True,0,Wolves,James
