transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,expected_goal_involvements,expected_goals,fixture,transfers_out,round,name,position,threat,ict_index,penalties_saved,team_h_score
0,16,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,1.5,0.00000,0.0,0,40,236781,353,0,0,True,0,0,0,Newcastle,0.00000,0.00000,7,0,1,Karl Darlow,GK,0.0,0.0,0,2
0,19,0,0,1,0,3,2022-08-07T15:30:00Z,0,0.00000,2,16.0,0,0,0,3.2,0.00000,5.8,0,60,220268,315,0,18,False,88,0,0,Man City,0.00000,0.00000,10,0,1,Rodrigo Hernandez,MID,1.0,2.3,0,0
0,5,0,0,0,0,1,2022-08-07T13:00:00Z,0,0.00000,2,4.6,0,0,0,4.1,0.00000,11.5,0,105,352984,326,0,3,True,37,0,0,Man Utd,0.00000,0.00000,9,0,1,Cristiano Ronaldo dos Santos Aveiro,FWD,20.0,3.6,0,1
0,17,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,1.5,0.00000,0.0,0,40,525074,426,0,0,True,0,0,0,Spurs,0.00000,0.00000,8,0,1,Fraser Forster,GK,0.0,0.0,0,4
0,9,0,0,0,0,0,2022-08-06T11:30:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,50,1145,278,0,0,False,0,0,0,Liverpool,0.00000,0.00000,4,0,1,Alex Oxlade-Chamberlain,MID,0.0,0.0,0,2
0,19,0,0,1,0,3,2022-08-07T15:30:00Z,0,0.00000,2,7.2,0,0,0,3.4,0.00000,29.2,0,70,327616,305,0,19,False,90,0,0,Man City,0.00000,0.00000,10,0,1,Jack Grealish,MID,14.0,5.0,0,0
0,19,0,0,0,0,0,2022-08-07T15:30:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,45,1259,317,0,0,False,0,0,0,Man City,0.00000,0.00000,10,0,1,James McAtee,MID,0.0,0.0,0,0
0,18,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,45,2166,415,0,0,False,0,0,0,Southampton,0.00000,0.00000,8,0,1,Will Smallbone,MID,0.0,0.0,0,4
0,16,0,0,0,0,1,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,2.3,0.00000,0.0,0,60,137537,354,0,2,True,1,0,0,Newcastle,0.00000,0.00000,7,0,1,Chris Wood,FWD,0.0,0.0,0,2
0,13,0,0,0,0,0,2022-08-07T15:30:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,40,0,571,0,0,True,0,0,0,West Ham,0.00000,0.00000,10,0,1,Darren Randolph,GK,0.0,0.0,0,0
0,11,0,0,0,2,2,2022-08-06T14:00:00Z,0,0.00000,1,24.4,0,0,0,2.1,0.00000,16.5,0,50,13096,479,0,21,False,90,0,0,Wolves,0.00000,0.00000,5,0,1,Leander Dendoncker,MID,37.0,7.8,0,2
0,6,0,0,0,0,0,2022-08-06T16:30:00Z,0,0.00000,1,0.0,0,0,0,1.1,0.00000,0.0,0,50,11086,183,0,0,True,0,0,0,Everton,0.00000,0.00000,3,0,1,Allan Marques Loureiro,MID,0.0,0.0,0,0
0,9,0,0,0,0,0,2022-08-06T11:30:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,50,57031,290,0,0,False,0,0,0,Liverpool,0.00000,0.00000,4,0,1,Ibrahima Konaté,DEF,0.0,0.0,0,2
0,12,3,0,0,2,13,2022-08-06T11:30:00Z,0,0.00000,2,82.0,0,0,0,0.6,0.00000,14.7,0,65,509091,210,2,57,True,90,0,0,Fulham,0.00000,0.00000,4,0,1,Aleksandar Mitrović,FWD,58.0,15.5,0,2
0,5,0,0,0,2,2,2022-08-07T13:00:00Z,0,0.00000,2,28.6,0,0,0,2.8,0.00000,42.5,0,65,361793,519,0,17,True,90,0,0,Man Utd,0.00000,0.00000,9,0,1,Christian Eriksen,MID,34.0,10.5,0,1
0,16,0,0,1,0,3,2022-08-06T14:00:00Z,0,0.00000,0,14.0,0,0,0,2.1,0.00000,14.4,0,50,45439,373,0,6,True,79,0,0,Newcastle,0.00000,0.00000,7,0,1,Joe Willock,MID,53.0,8.1,0,2
0,11,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,1.5,0.00000,0.0,0,40,77448,494,0,0,False,0,0,0,Wolves,0.00000,0.00000,5,0,1,Yerson Mosquera Valdelamar,DEF,0.0,0.0,0,2
0,18,0,0,0,4,2,2022-08-06T14:00:00Z,0,0.00000,1,12.0,0,0,0,0.5,0.00000,4.3,0,45,18407,321,0,17,False,90,0,0,Southampton,0.00000,0.00000,8,0,1,Roméo Lavia,MID,8.0,2.4,0,4
0,10,0,0,0,0,0,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,45,2520,84,0,0,False,0,0,0,Brentford,0.00000,0.00000,6,0,1,Kristoffer Ajer,DEF,0.0,0.0,0,2
0,1,0,0,0,0,1,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,1.1,0.00000,0.3,0,50,2729,163,0,2,True,4,0,0,Crystal Palace,0.00000,0.00000,1,0,1,Will Hughes,MID,4.0,0.4,0,0
0,18,0,0,0,4,2,2022-08-06T14:00:00Z,0,0.00000,1,9.4,0,0,0,1.5,0.00000,5.2,0,55,50924,512,0,5,False,90,0,0,Southampton,0.00000,0.00000,8,0,1,Joe Ayodele-Aribo,MID,23.0,3.8,0,4
0,15,0,0,0,1,1,2022-08-06T14:00:00Z,0,0.00000,0,2.6,0,0,0,1.1,0.00000,0.2,0,50,3088,536,0,3,False,15,0,0,Nott'm Forest,0.00000,0.00000,7,0,1,Orel Mangala,MID,0.0,0.3,0,2
0,1,0,0,0,0,0,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,0.5,0.00000,0.0,0,45,124669,496,0,0,True,0,0,0,Crystal Palace,0.00000,0.00000,1,0,1,Luke Plange,FWD,0.0,0.0,0,0
0,17,0,0,0,1,2,2022-08-06T14:00:00Z,0,0.00000,1,8.0,0,0,0,2.8,0.00000,2.7,0,50,200747,443,0,11,True,90,0,0,Spurs,0.00000,0.00000,8,0,1,Cristian Romero,DEF,13.0,2.4,0,4
0,20,2,0,0,1,6,2022-08-06T14:00:00Z,0,0.00000,1,34.8,0,1,0,1.7,0.00000,78.8,0,60,79451,233,0,25,True,90,0,1,Leeds,0.00000,0.00000,5,0,1,Jack Harrison,MID,10.0,12.4,0,2
0,20,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,65,17295,508,0,0,True,0,0,0,Leeds,0.00000,0.00000,5,0,1,Luis Sinisterra Lucumí,MID,0.0,0.0,0,2
0,1,0,0,0,2,0,2022-08-05T19:00:00Z,0,0.00000,2,8.4,0,0,0,1.4,0.00000,14.1,0,45,11649,157,0,9,True,90,0,1,Crystal Palace,0.00000,0.00000,1,0,1,Nathaniel Clyne,DEF,0.0,2.3,0,0
0,18,0,0,0,2,1,2022-08-06T14:00:00Z,0,0.00000,1,3.4,0,0,0,1.1,0.00000,2.6,0,50,9352,405,0,0,False,45,0,0,Southampton,0.00000,0.00000,8,0,1,Stuart Armstrong,MID,0.0,0.6,0,4
0,18,0,0,0,4,2,2022-08-06T14:00:00Z,0,0.00000,1,6.2,0,0,0,1.1,0.00000,3.8,0,50,10319,402,0,9,False,74,0,0,Southampton,0.00000,0.00000,8,0,1,Oriol Romeu Vidal,MID,2.0,1.2,0,4
0,20,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,50,101,229,0,0,True,0,0,0,Leeds,0.00000,0.00000,5,0,1,Tyler Roberts,MID,0.0,0.0,0,2
0,13,0,0,0,0,0,2022-08-07T15:30:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,40,13517,555,0,0,True,0,0,0,West Ham,0.00000,0.00000,10,0,1,Harrison Ashby,DEF,0.0,0.0,0,0
0,4,0,0,0,0,0,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,1.0,0.00000,0.0,0,40,23323,273,0,0,True,0,0,0,Leicester,0.00000,0.00000,6,0,1,Lewis Brunt,DEF,0.0,0.0,0,2
0,16,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,2.4,0.00000,0.0,0,45,8772,350,0,0,True,0,0,0,Newcastle,0.00000,0.00000,7,0,1,Matt Ritchie,DEF,0.0,0.0,0,2
0,4,0,0,0,0,0,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,1.0,0.00000,0.0,0,40,799742,253,0,0,True,0,0,0,Leicester,0.00000,0.00000,6,0,1,Jannik Vestergaard,DEF,0.0,0.0,0,2
0,14,0,0,0,0,1,2022-08-07T13:00:00Z,0,0.00000,2,9.2,0,0,0,1.5,0.00000,11.8,0,55,10644,118,0,5,False,14,0,0,Brighton,0.00000,0.00000,9,0,1,Enock Mwepu,MID,0.0,2.1,0,1
0,8,0,0,0,0,0,2022-08-06T16:30:00Z,0,0.00000,1,0.0,0,0,0,2.8,0.00000,0.0,0,50,55821,141,0,0,False,0,0,0,Chelsea,0.00000,0.00000,3,0,1,Trevoh Chalobah,DEF,0.0,0.0,0,0
0,1,0,0,0,0,0,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,1.4,0.00000,0.0,0,45,5048,530,0,0,True,0,0,0,Crystal Palace,0.00000,0.00000,1,0,1,Chris Richards,DEF,0.0,0.0,0,0
0,9,0,0,0,0,0,2022-08-06T11:30:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,90,55789,288,0,0,False,0,0,0,Liverpool,0.00000,0.00000,4,0,1,Diogo Teixeira da Silva,FWD,0.0,0.0,0,2
0,16,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,2.7,0.00000,0.0,0,45,97650,355,0,0,True,0,0,0,Newcastle,0.00000,0.00000,7,0,1,Martin Dubravka,GK,0.0,0.0,0,2
0,20,0,0,0,1,7,2022-08-06T14:00:00Z,0,0.00000,1,34.8,0,0,0,1.7,0.00000,1.1,0,60,73866,225,1,23,True,64,0,0,Leeds,0.00000,0.00000,5,0,1,Rodrigo Moreno,MID,29.0,6.5,0,2
0,11,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,50,309,490,0,0,False,0,0,0,Wolves,0.00000,0.00000,5,0,1,Francisco Jorge Tomás Oliveira,MID,0.0,0.0,0,2
0,18,0,1,0,4,-2,2022-08-06T14:00:00Z,0,0.00000,1,16.0,0,0,0,1.4,0.00000,17.0,0,45,14247,420,0,7,False,90,0,0,Southampton,0.00000,0.00000,8,0,1,Mohammed Salisu,DEF,6.0,3.9,0,4
0,5,0,0,0,2,1,2022-08-07T13:00:00Z,0,0.00000,2,1.0,0,0,0,2.5,0.00000,3.1,0,55,83919,331,0,6,True,52,0,0,Man Utd,0.00000,0.00000,9,0,1,Frederico Rodrigues de Paula Santos,MID,1.0,0.5,0,1
0,14,0,0,0,0,0,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,45,3484,117,0,0,False,0,0,0,Brighton,0.00000,0.00000,9,0,1,Jakub Moder,MID,0.0,0.0,0,1
0,1,0,0,0,1,1,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,1.0,0.00000,11.2,0,55,67462,168,0,2,True,32,0,0,Crystal Palace,0.00000,0.00000,1,0,1,Jean-Philippe Mateta,FWD,10.0,2.0,0,0
0,6,0,0,0,0,0,2022-08-06T16:30:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,50,15143,177,0,0,True,0,0,0,Everton,0.00000,0.00000,3,0,1,Salomón Rondón,FWD,0.0,0.0,0,0
0,20,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,45,6072,221,0,0,True,0,0,0,Leeds,0.00000,0.00000,5,0,1,Liam Cooper,DEF,0.0,0.0,0,2
0,19,3,0,1,0,13,2022-08-07T15:30:00Z,0,0.00000,2,62.6,0,0,0,5.0,0.00000,4.8,0,115,3398599,318,2,48,False,77,0,0,Man City,0.00000,0.00000,10,0,1,Erling Haaland,FWD,73.0,14.0,0,0
0,2,0,0,0,0,1,2022-08-06T14:00:00Z,0,0.00000,0,7.2,0,0,0,1.1,0.00000,0.3,0,50,4802,67,0,4,True,18,0,0,Bournemouth,0.00000,0.00000,2,0,1,Lewis Cook,MID,0.0,0.8,0,2
0,1,0,0,0,0,0,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,40,4672,495,0,0,True,0,0,0,Crystal Palace,0.00000,0.00000,1,0,1,Remi Matthews,GK,0.0,0.0,0,0
0,19,0,0,1,0,3,2022-08-07T15:30:00Z,0,0.00000,2,10.8,0,0,0,3.7,0.00000,30.4,0,80,482845,314,0,19,False,87,0,0,Man City,0.00000,0.00000,10,0,1,Phil Foden,MID,10.0,5.1,0,0
0,9,0,0,0,0,0,2022-08-06T11:30:00Z,0,0.00000,2,0.0,0,0,0,2.5,0.00000,0.0,0,40,19927,298,0,0,False,0,0,0,Liverpool,0.00000,0.00000,4,0,1,Calvin Ramsay,DEF,0.0,0.0,0,2
0,15,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,1.4,0.00000,0.0,0,45,14958,379,0,0,False,0,0,0,Nott'm Forest,0.00000,0.00000,7,0,1,Steve Cook,DEF,0.0,0.0,0,2
0,4,0,0,0,0,0,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,0.0,0.00000,0.0,0,40,3217,250,0,0,True,0,0,0,Leicester,0.00000,0.00000,6,0,1,Ryan Bertrand,DEF,0.0,0.0,0,2
0,18,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,1.0,0.00000,0.0,0,55,7535,528,0,0,False,0,0,0,Southampton,0.00000,0.00000,8,0,1,Sékou Mara,FWD,0.0,0.0,0,4
0,5,0,0,0,2,1,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,2.1,0.00000,2.1,0,50,22964,338,0,1,True,77,0,1,Man Utd,0.00000,0.00000,9,0,1,Scott McTominay,MID,26.0,2.7,0,1
0,15,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,0.0,0.00000,0.0,0,50,1985,390,0,0,False,0,0,0,Nott'm Forest,0.00000,0.00000,7,0,1,Xande Nascimento da Costa Silva,MID,0.0,0.0,0,2
0,15,0,0,0,2,3,2022-08-06T14:00:00Z,0,0.00000,0,48.0,7,0,0,1.7,0.00000,0.0,0,45,434219,398,0,26,False,90,0,0,Nott'm Forest,0.00000,0.00000,7,0,1,Dean Henderson,GK,0.0,4.8,0,2
0,2,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,1.4,0.00000,0.0,0,45,4613,65,0,0,True,0,0,0,Bournemouth,0.00000,0.00000,2,0,1,Jack Stacey,DEF,0.0,0.0,0,2
0,6,0,0,0,1,1,2022-08-06T16:30:00Z,0,0.00000,1,27.0,0,0,0,1.4,0.00000,0.5,0,45,10243,192,0,9,True,72,0,1,Everton,0.00000,0.00000,3,0,1,Mason Holgate,DEF,20.0,4.8,0,0
0,14,0,0,0,0,0,2022-08-07T13:00:00Z,0,0.00000,2,0.0,0,0,0,0.5,0.00000,0.0,0,45,17451,115,0,0,False,0,0,0,Brighton,0.00000,0.00000,9,0,1,Steven Alzate,MID,0.0,0.0,0,1
0,20,0,0,0,0,1,2022-08-06T14:00:00Z,0,0.00000,1,1.4,0,0,0,1.1,0.00000,5.3,0,50,10219,223,0,2,True,25,0,0,Leeds,0.00000,0.00000,5,0,1,Mateusz Klich,MID,4.0,1.1,0,2
0,18,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,1.4,0.00000,0.0,0,45,5917,423,0,0,False,0,0,0,Southampton,0.00000,0.00000,8,0,1,Armel Bella-Kotchap,DEF,0.0,0.0,0,4
0,7,0,0,0,0,0,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,2.1,0.00000,0.0,0,50,4894,21,0,0,False,0,0,0,Arsenal,0.00000,0.00000,1,0,1,Ainsley Maitland-Niles,MID,0.0,0.0,0,0
0,9,0,0,0,1,1,2022-08-06T11:30:00Z,0,0.00000,2,3.2,0,0,0,2.5,0.00000,4.7,0,45,62173,274,0,1,False,31,0,0,Liverpool,0.00000,0.00000,4,0,1,James Milner,MID,8.0,1.6,0,2
0,10,0,0,0,0,1,2022-08-07T13:00:00Z,0,0.00000,2,5.2,0,0,0,2.0,0.00000,0.2,0,55,9624,515,0,3,False,31,0,0,Brentford,0.00000,0.00000,6,0,1,Keane Lewis-Potter,MID,2.0,0.7,0,2
0,19,0,0,1,0,6,2022-08-07T15:30:00Z,0,0.00000,2,24.4,0,1,0,4.7,0.00000,43.0,0,120,1151254,301,0,24,False,87,0,0,Man City,0.00000,0.00000,10,0,1,Kevin De Bruyne,MID,20.0,8.7,0,0
0,9,0,0,0,0,0,2022-08-06T11:30:00Z,0,0.00000,2,0.0,0,0,0,2.5,0.00000,0.0,0,40,19524,500,0,0,False,0,0,0,Liverpool,0.00000,0.00000,4,0,1,Sepp van den Berg,DEF,0.0,0.0,0,2
0,20,0,0,0,0,1,2022-08-06T14:00:00Z,0,0.00000,1,0.2,0,0,0,1.0,0.00000,0.3,0,55,57638,242,0,2,True,6,0,0,Leeds,0.00000,0.00000,5,0,1,Joe Gelhardt,FWD,0.0,0.1,0,2
0,3,0,0,0,2,1,2022-08-06T14:00:00Z,0,0.00000,0,9.2,0,0,0,2.8,0.00000,1.5,0,50,92038,50,0,8,False,90,0,0,Aston Villa,0.00000,0.00000,2,0,1,Diego Carlos Santos Silva,DEF,3.0,1.4,0,2
0,17,0,0,0,0,1,2022-08-06T14:00:00Z,0,0.00000,1,2.0,0,0,0,2.7,0.00000,0.0,0,60,28944,431,0,5,True,4,0,0,Spurs,0.00000,0.00000,8,0,1,Lucas Rodrigues Moura da Silva,MID,0.0,0.2,0,4
0,10,0,0,0,2,0,2022-08-07T13:00:00Z,0,0.00000,2,7.8,0,0,0,1.9,0.00000,1.4,0,45,26294,526,0,9,False,58,0,0,Brentford,0.00000,0.00000,6,0,1,Ben Mee,DEF,0.0,0.9,0,2
0,7,0,0,0,0,0,2022-08-05T19:00:00Z,0,0.00000,2,0.0,0,0,0,2.1,0.00000,0.0,0,50,8331,27,0,0,False,0,0,0,Arsenal,0.00000,0.00000,1,0,1,Marcus Oliveira Alencar,MID,0.0,0.0,0,0
0,20,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,1,0.0,0,0,0,0.0,0.00000,0.0,0,60,1667,231,0,0,True,0,0,0,Leeds,0.00000,0.00000,5,0,1,Daniel James,MID,0.0,0.0,0,2
0,19,2,0,1,0,7,2022-08-07T15:30:00Z,0,0.00000,2,15.4,0,0,0,4.7,0.00000,18.9,0,70,3569038,306,0,27,False,90,0,1,Man City,0.00000,0.00000,10,0,1,João Cancelo,DEF,5.0,3.9,0,0
0,5,0,0,0,2,2,2022-08-07T13:00:00Z,0,0.00000,2,10.8,0,0,0,3.7,0.00000,35.0,0,100,266667,333,0,14,True,89,0,0,Man Utd,0.00000,0.00000,9,0,1,Bruno Borges Fernandes,MID,8.0,5.4,0,1
0,20,0,0,0,1,1,2022-08-06T14:00:00Z,0,0.00000,1,11.0,0,0,0,1.1,0.00000,12.0,0,50,12574,506,0,7,True,90,0,1,Leeds,0.00000,0.00000,5,0,1,Tyler Adams,MID,1.0,2.4,0,2
0,16,0,0,0,0,0,2022-08-06T14:00:00Z,0,0.00000,0,0.0,0,0,0,0.0,0.00000,0.0,0,45,456,352,0,0,True,0,0,0,Newcastle,0.00000,0.00000,7,0,1,Ciaran Clark,DEF,0.0,0.0,0,2
