transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,season,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
-119874,Brighton,0,0,2,0,3,2023-05-14T15:30:00Z,0,1.78,3.0,13.6,0,0,29316,4.2,2022-23,0.03,13.0,1,81,3272732,13,0,True,7,90,0,0,Arsenal,351,0.1,0.13,149190,36,Bukayo Saka,16.0,MID,4.3,0.0,0
-236,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,11,0.0,2022-23,0.0,0.0,0,42,55428,14,0,True,0,0,0,0,Arsenal,351,0.0,0.0,247,36,Takehiro Tomiyasu,0.0,DEF,0.0,0.0,0
9336,Brighton,0,0,2,0,3,2023-05-14T15:30:00Z,0,1.78,3.0,19.8,3,0,20692,3.7,2022-23,0.0,0.0,1,48,1230625,15,0,True,14,90,0,0,Arsenal,351,0.0,0.0,11356,36,Aaron Ramsdale,0.0,GK,2.0,0.0,0
-5152,Brighton,0,0,1,0,3,2023-05-14T15:30:00Z,0,1.78,3.0,2.6,0,0,25195,2.5,2022-23,0.0,0.5,1,52,1485877,16,0,True,3,90,0,0,Arsenal,351,0.26,0.26,30347,36,Gabriel,11.0,DEF,1.4,0.0,0
-1,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,45,764,17,0,True,0,0,0,0,Arsenal,351,0.0,0.0,1,36,Nuno Tavares,0.0,DEF,0.0,0.0,0
-33039,Brighton,0,0,1,0,0,2023-05-14T15:30:00Z,0,0.04,3.0,0.0,0,0,67227,4.3,2022-23,0.0,0.3,1,67,4425533,19,0,True,3,19,0,0,Arsenal,351,0.0,0.0,100266,36,Gabriel Martinelli,0.0,MID,0.0,0.0,0
-1,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,45,1735,20,0,True,0,0,0,0,Arsenal,351,0.0,0.0,1,36,Pablo Marí Villar,0.0,DEF,0.0,0.0,0
-7,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,45,8714,22,0,True,0,0,0,0,Arsenal,351,0.0,0.0,7,36,Lucas Torreira di Pascua,0.0,MID,0.0,0.0,0
-11,Brighton,0,0,1,0,2,2023-05-14T15:30:00Z,0,0.82,3.0,0.0,0,0,80,2.0,2022-23,0.0,0.6,0,47,4375,23,0,True,-1,30,0,0,Arsenal,351,0.1,0.1,91,36,Reiss Nelson,14.0,MID,1.4,0.0,0
-471,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,1262,0.5,2022-23,0.0,0.0,0,38,153978,24,0,True,0,0,0,0,Arsenal,351,0.0,0.0,1733,36,Matt Turner,0.0,GK,0.0,0.0,0
-46,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,39,0.8,2022-23,0.0,0.0,0,56,15347,25,0,True,0,0,0,0,Arsenal,351,0.0,0.0,85,36,Fábio Vieira,0.0,MID,0.0,0.0,0
-34694,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,105,0.0,2022-23,0.0,0.0,0,49,1825103,26,0,True,0,0,0,0,Arsenal,351,0.0,0.0,34799,36,William Saliba,0.0,DEF,0.0,0.0,0
-10,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,46,7566,27,0,True,0,0,0,0,Arsenal,351,0.0,0.0,10,36,Marquinhos,0.0,MID,0.0,0.0,0
-25961,Brighton,0,0,2,0,1,2023-05-14T15:30:00Z,0,1.08,3.0,10.6,0,0,28222,4.2,2022-23,0.05,21.3,1,81,3163606,28,0,True,5,76,0,0,Arsenal,351,0.06,0.11,54183,36,Gabriel Jesus,25.0,FWD,5.7,0.0,0
-15950,Brighton,0,0,2,0,3,2023-05-14T15:30:00Z,0,1.74,3.0,2.8,0,0,2896,2.2,2022-23,0.35,29.3,0,66,788560,111,0,True,3,70,0,0,Arsenal,351,0.16,0.51,18846,36,Leandro Trossard,25.0,MID,5.7,0.0,0
433,Brighton,0,0,1,0,1,2023-05-14T15:30:00Z,0,0.96,3.0,3.4,0,0,1072,2.3,2022-23,0.01,1.4,1,57,217282,130,0,True,7,59,0,0,Arsenal,351,0.0,0.01,639,36,Jorginho,0.0,MID,0.5,0.0,0
-57314,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,8144,0.5,2022-23,0.0,0.0,0,51,1188750,313,0,True,0,0,0,0,Arsenal,351,0.0,0.0,65458,36,Oleksandr Zinchenko,0.0,DEF,0.0,0.0,0
20,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,92,0.5,2022-23,0.0,0.0,0,44,8483,607,0,True,0,0,0,0,Arsenal,351,0.0,0.0,72,36,Matthew Smith,0.0,MID,0.0,0.0,0
13,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,40,0.5,2022-23,0.0,0.0,0,45,1183,630,0,True,0,0,0,0,Arsenal,351,0.0,0.0,27,36,Ethan Nwaneri,0.0,MID,0.0,0.0,0
3,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,89,0.5,2022-23,0.0,0.0,0,40,8256,631,0,True,0,0,0,0,Arsenal,351,0.0,0.0,86,36,Lino Sousa,0.0,DEF,0.0,0.0,0
2,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,33,0.5,2022-23,0.0,0.0,0,39,1862,655,0,True,0,0,0,0,Arsenal,351,0.0,0.0,31,36,Karl Hein,0.0,GK,0.0,0.0,0
5,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,13,0.5,2022-23,0.0,0.0,0,45,365,668,0,True,0,0,0,0,Arsenal,351,0.0,0.0,8,36,Amario Cozier-Duberry,0.0,MID,0.0,0.0,0
-2,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,45,579,685,0,True,0,0,0,0,Arsenal,351,0.0,0.0,2,36,Nathan Butler-Oyedeji,0.0,FWD,0.0,0.0,0
9320,Brighton,0,0,1,0,3,2023-05-14T15:30:00Z,0,1.78,3.0,13.2,0,0,9843,2.0,2022-23,0.0,0.5,1,40,14299,710,0,True,18,90,0,0,Arsenal,351,0.0,0.0,523,36,Jakub Kiwior,2.0,DEF,1.6,0.0,0
13,Brighton,0,0,0,0,0,2023-05-14T15:30:00Z,0,0.0,3.0,0.0,0,0,68,0.5,2022-23,0.0,0.0,0,40,878,751,0,True,0,0,0,0,Arsenal,351,0.0,0.0,55,36,Reuell Walters,0.0,DEF,0.0,0.0,0
-198,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,262,0.0,2022-23,0.0,0.0,0,66,329558,29,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,460,36,Philippe Coutinho,0.0,MID,0.0,2.0,0
-20842,Spurs,0,0,2,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,5.8,1,0,7841,3.2,2022-23,0.0,0.0,1,50,765779,31,0,True,10,90,0,0,Aston Villa,352,0.0,0.0,28683,36,Emiliano Martínez,0.0,GK,0.6,2.0,0
-25,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,139,0.7,2022-23,0.0,0.0,0,42,18379,32,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,164,36,Calum Chambers,0.0,DEF,0.0,2.0,0
-824,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,770,0.7,2022-23,0.0,0.0,0,45,139670,33,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,1594,36,Lucas Digne,0.0,DEF,0.0,2.0,0
-229,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,82,0.5,2022-23,0.0,0.0,0,49,7645,34,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,311,36,Bertrand Traoré,0.0,MID,0.0,2.0,0
-888,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,280,0.2,2022-23,0.0,0.0,0,39,161993,35,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,1168,36,Robin Olsen,0.0,GK,0.0,2.0,0
-54,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,43,21777,36,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,54,36,Morgan Sanson,0.0,MID,0.0,2.0,0
-1622,Spurs,0,0,1,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,8.4,0,0,1126,2.7,2022-23,0.15,10.8,1,51,66149,37,0,True,12,90,0,1,Aston Villa,352,0.03,0.18,2748,36,John McGinn,3.0,MID,2.2,2.0,0
-1,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,44,1017,38,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,1,36,Kortney Hause,0.0,DEF,0.0,2.0,0
-55668,Spurs,0,0,2,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,19.2,0,0,32849,4.7,2022-23,0.01,2.4,1,48,1514608,39,0,True,16,90,0,0,Aston Villa,352,0.0,0.01,88517,36,Tyrone Mings,2.0,DEF,2.4,2.0,0
-653892,Spurs,0,0,4,0,1,2023-05-13T14:00:00Z,0,1.23,1.0,1.4,0,1,19011,4.5,2022-23,0.25,11.2,1,74,1573673,40,0,True,10,90,0,1,Aston Villa,352,0.47,0.72,672903,36,Ollie Watkins,15.0,FWD,2.8,2.0,0
-30,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,43,12695,41,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,30,36,Marvelous Nakamba,0.0,MID,0.0,2.0,0
-9340,Spurs,0,0,3,1,0,2023-05-13T14:00:00Z,0,0.44,1.0,0.0,0,0,3065,3.0,2022-23,0.17,3.4,1,57,90813,42,0,True,4,67,0,0,Aston Villa,352,0.14,0.31,12405,36,Emiliano Buendía,25.0,MID,2.8,2.0,0
-1865,Spurs,0,0,1,0,0,2023-05-13T14:00:00Z,0,0.13,1.0,0.0,0,0,710,0.2,2022-23,0.0,0.0,0,46,351950,43,0,True,3,1,0,0,Aston Villa,352,0.0,0.0,2575,36,Matty Cash,0.0,DEF,0.0,2.0,0
-1374,Spurs,0,0,2,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,13.2,0,0,8422,3.7,2022-23,0.01,0.9,1,44,122923,44,0,True,16,90,0,0,Aston Villa,352,0.0,0.01,9796,36,Ezri Konsa Ngoyo,0.0,DEF,1.4,2.0,0
1707,Spurs,0,0,6,1,0,2023-05-13T14:00:00Z,0,0.44,1.0,26.0,0,1,4510,1.2,2022-23,0.15,31.8,1,43,300076,45,0,True,20,67,0,0,Aston Villa,352,0.21,0.36,2803,36,Leon Bailey,29.0,MID,8.7,2.0,0
-4750,Spurs,0,3,10,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,40.4,0,0,3252,4.5,2022-23,0.16,28.9,1,48,79169,46,1,True,34,90,0,0,Aston Villa,352,0.08,0.24,8002,36,Douglas Luiz,7.0,MID,7.6,2.0,0
-13427,Spurs,0,1,8,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,42.0,0,0,3861,5.0,2022-23,0.09,12.3,1,51,133704,47,1,True,23,90,0,0,Aston Villa,352,0.15,0.24,17288,36,Jacob Ramsey,25.0,MID,7.9,2.0,0
-1,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,45,1826,49,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,1,36,Tim Iroegbunam,0.0,MID,0.0,2.0,0
-99,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,323,0.2,2022-23,0.0,0.0,0,47,26066,50,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,422,36,Diego Carlos,0.0,DEF,0.0,2.0,0
-5,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,48,3295,51,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,5,36,Anwar El Ghazi,0.0,MID,0.0,2.0,0
-5,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,54,3901,52,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,5,36,Keinan Davis,0.0,FWD,0.0,2.0,0
13,Spurs,0,0,1,0,1,2023-05-13T14:00:00Z,0,0.92,1.0,0.4,0,0,42,0.3,2022-23,0.0,0.7,0,48,9817,53,0,True,2,22,0,0,Aston Villa,352,0.0,0.0,29,36,Boubacar Kamara,4.0,MID,0.5,2.0,0
-849,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,42,197334,54,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,849,36,Cameron Archer,0.0,FWD,0.0,2.0,0
0,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,45,215,55,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,0,36,Jaden Philogene-Bidace,0.0,MID,0.0,2.0,0
-272,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,39,66343,56,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,272,36,Frédéric Guilbert,0.0,DEF,0.0,2.0,0
-28,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,46,1.7,2022-23,0.0,0.0,0,47,7370,479,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,74,36,Leander Dendoncker,0.0,MID,0.0,2.0,0
-13,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,43,4339,525,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,13,36,Ludwig Augustinsson,0.0,DEF,0.0,2.0,0
-5,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,40,4862,537,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,5,36,Kaine Kesler Hayden,0.0,DEF,0.0,2.0,0
-1808,Spurs,0,0,1,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,11.8,0,0,2791,2.8,2022-23,0.02,2.7,1,43,101250,538,0,True,13,90,0,1,Aston Villa,352,0.08,0.1,4599,36,Ashley Young,4.0,DEF,1.9,2.0,0
-18,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,40,4140,638,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,18,36,Lamare Bogarde,0.0,DEF,0.0,2.0,0
-4,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,40,568,670,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,4,36,Filip Marschall,0.0,GK,0.0,2.0,0
-10,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,38,0.0,2022-23,0.0,0.0,0,45,699,672,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,48,36,Kadan Young,0.0,MID,0.0,2.0,0
-17167,Spurs,0,0,2,0,1,2023-05-13T14:00:00Z,0,1.36,1.0,19.4,0,0,11352,4.2,2022-23,0.4,21.5,1,45,334252,694,0,True,18,90,0,0,Aston Villa,352,0.0,0.4,28519,36,Álex Moreno,0.0,DEF,4.1,2.0,0
18,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,92,0.0,2022-23,0.0,0.0,0,40,1555,707,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,74,36,Viljami Sinisalo,0.0,GK,0.0,2.0,0
4,Spurs,0,0,1,0,1,2023-05-13T14:00:00Z,0,0.92,1.0,1.0,0,0,166,0.5,2022-23,0.0,0.0,0,55,2169,711,0,True,-1,22,0,0,Aston Villa,352,0.0,0.0,162,36,Jhon Durán,0.0,FWD,0.1,2.0,0
22,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,146,0.0,2022-23,0.0,0.0,0,40,2309,744,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,124,36,Sil Swinkels,0.0,DEF,0.0,2.0,0
24,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,50,0.0,2022-23,0.0,0.0,0,40,833,745,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,26,36,Oliwier Zych,0.0,GK,0.0,2.0,0
7,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,43,0.0,2022-23,0.0,0.0,0,40,341,753,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,36,36,James Wright,0.0,GK,0.0,2.0,0
34,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,114,0.0,2022-23,0.0,0.0,0,40,839,754,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,80,36,Sebastian Revan,0.0,DEF,0.0,2.0,0
12,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,38,0.0,2022-23,0.0,0.0,0,45,172,755,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,26,36,Travis Patterson,0.0,MID,0.0,2.0,0
20,Spurs,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,1.0,0.0,0,0,36,0.0,2022-23,0.0,0.0,0,45,113,761,0,True,0,0,0,0,Aston Villa,352,0.0,0.0,16,36,Tommi O'Reilly,0.0,MID,0.0,2.0,0
-277,Crystal Palace,0,0,1,0,0,2023-05-13T14:00:00Z,0,0.11,0.0,1.6,0,0,1340,0.5,2022-23,0.0,0.2,0,43,23432,57,0,False,3,30,0,0,Bournemouth,355,0.0,0.0,1617,36,Adam Smith,0.0,DEF,0.2,2.0,0
3,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,20,0.0,2022-23,0.0,0.0,0,48,2199,58,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,17,36,Junior Stanislas,0.0,MID,0.0,2.0,0
14,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,40,0.0,2022-23,0.0,0.0,0,44,2698,59,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,26,36,Ryan Fredericks,0.0,DEF,0.0,2.0,0
19,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.11,0.0,0.0,0,0,66,-0.3,2022-23,0.0,0.3,0,53,1610,60,0,False,-2,30,0,1,Bournemouth,355,0.0,0.0,47,36,David Brooks,0.0,MID,0.0,2.0,0
-5,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,52,2614,61,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,5,36,Jamal Lowe,0.0,MID,0.0,2.0,0
-2024,Crystal Palace,0,0,1,0,0,2023-05-13T14:00:00Z,0,0.11,0.0,4.0,0,0,383,0.0,2022-23,0.0,1.5,0,49,81416,62,0,False,3,30,0,0,Bournemouth,355,0.0,0.0,2407,36,Kieffer Moore,2.0,FWD,0.8,2.0,0
-7,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,47,1679,63,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,7,36,Emiliano Marcondes,0.0,MID,0.0,2.0,0
-869,Crystal Palace,0,0,1,0,2,2023-05-13T14:00:00Z,0,1.54,0.0,20.0,0,0,2779,3.5,2022-23,0.15,11.5,1,47,55001,64,0,False,11,90,0,1,Bournemouth,355,0.0,0.15,3648,36,Jefferson Lerma,2.0,MID,3.4,2.0,0
-15,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,39,-0.3,2022-23,0.0,0.0,0,42,4747,65,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,54,36,Jack Stacey,0.0,DEF,0.0,2.0,0
-49840,Crystal Palace,0,0,2,0,2,2023-05-13T14:00:00Z,0,1.54,0.0,11.8,0,0,28000,5.2,2022-23,0.02,2.2,1,57,450769,66,0,False,-1,90,0,0,Bournemouth,355,0.13,0.15,77840,36,Dominic Solanke,16.0,FWD,3.0,2.0,0
-18,Crystal Palace,0,0,1,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,52,0.2,2022-23,0.0,0.3,0,49,6213,67,0,False,1,9,0,0,Bournemouth,355,0.04,0.04,70,36,Lewis Cook,1.0,MID,0.0,2.0,0
-29,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,44,14332,68,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,29,36,Ben Pearson,0.0,MID,0.0,2.0,0
197,Crystal Palace,0,0,1,0,2,2023-05-13T14:00:00Z,0,1.43,0.0,11.4,0,0,490,1.8,2022-23,0.06,25.3,1,53,6218,69,0,False,8,59,0,0,Bournemouth,355,0.15,0.21,293,36,Ryan Christie,14.0,MID,5.1,2.0,0
-14495,Crystal Palace,0,0,1,0,2,2023-05-13T14:00:00Z,0,1.43,0.0,2.2,0,0,7572,2.0,2022-23,0.03,12.9,1,51,129905,70,0,False,2,59,0,0,Bournemouth,355,0.0,0.03,22067,36,Philip Billing,2.0,MID,1.7,2.0,0
-296,Crystal Palace,0,0,1,0,2,2023-05-13T14:00:00Z,0,1.54,0.0,20.0,0,0,95,0.8,2022-23,0.0,0.3,1,43,12041,71,0,False,13,90,0,0,Bournemouth,355,0.0,0.0,391,36,Chris Mepham,0.0,DEF,2.0,2.0,0
-123,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,309,-0.5,2022-23,0.0,0.0,0,41,40615,72,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,432,36,Mark Travers,0.0,GK,0.0,2.0,0
-1085,Crystal Palace,0,0,1,0,2,2023-05-13T14:00:00Z,0,1.54,0.0,24.6,0,0,964,1.8,2022-23,0.0,0.3,1,43,58488,73,0,False,16,90,0,0,Bournemouth,355,0.0,0.0,2049,36,Lloyd Kelly,0.0,DEF,2.5,2.0,0
-12,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,0,0.0,2022-23,0.0,0.0,0,47,7215,74,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,12,36,Siriki Dembélé,0.0,MID,0.0,2.0,0
-67,Crystal Palace,0,0,1,0,0,2023-05-13T14:00:00Z,0,0.04,0.0,2.2,0,0,106,0.8,2022-23,0.0,1.1,0,52,8433,75,0,False,2,17,0,0,Bournemouth,355,0.0,0.0,173,36,Jaidon Anthony,6.0,MID,0.9,2.0,0
10,Crystal Palace,0,0,0,0,0,2023-05-13T14:00:00Z,0,0.0,0.0,0.0,0,0,199,-0.5,2022-23,0.0,0.0,0,42,13992,76,0,False,0,0,0,0,Bournemouth,355,0.0,0.0,189,36,Jordan Zemura,0.0,DEF,0.0,2.0,0
