name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,season
David Ozoh,1,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,39,0.0,0.0,0.0,0,45,350,676,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,38,32,0.0,MID,0.0,0,0,2022-23
Naouirou Ahamada,0,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,54,0.0,0.0,0.0,0,45,641,725,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,54,32,0.0,MID,0.0,0,0,2022-23
Neal Maupay,-229,Crystal Palace,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,1534,1.0,0.0,0.0,0,57,57579,110,0,False,3,1,0,0,Everton,315,0.0,0.0,1763,32,0.0,FWD,0.0,0,0,2022-23
Asmir Begović,-536,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,336,0.0,0.0,0.0,0,39,89996,176,0,False,0,0,0,0,Everton,315,0.0,0.0,872,32,0.0,GK,0.0,0,0,2022-23
Salomón Rondón,-133,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,49,38321,177,0,False,0,0,0,0,Everton,315,0.0,0.0,133,32,0.0,FWD,0.0,0,0,2022-23
Seamus Coleman,-17826,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,58,0.0,0.0,0.0,0,42,54107,178,0,False,0,0,0,0,Everton,315,0.0,0.0,17884,32,0.0,DEF,0.0,0,0,2022-23
Andros Townsend,1,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,28,0.0,0.0,0.0,0,54,715,179,0,False,0,0,0,0,Everton,315,0.0,0.0,27,32,0.0,MID,0.0,0,0,2022-23
Michael Keane,-2465,Crystal Palace,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.49,0,24.8,0,0,3878,4.5,0.01,0.3,1,42,64299,180,0,False,24,90,0,0,Everton,315,0.0,0.01,6343,32,2.0,DEF,2.7,0,0,2022-23
Dele Alli,-9,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,53,11250,181,0,False,0,0,0,0,Everton,315,0.0,0.0,9,32,0.0,MID,0.0,0,0,2022-23
Jordan Pickford,1213,Crystal Palace,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.49,0,10.8,2,0,12989,3.5,0.0,0.0,1,44,663775,182,0,False,27,90,0,0,Everton,315,0.0,0.0,11776,32,0.0,GK,1.1,0,0,2022-23
Allan,-10,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,48,6159,183,0,False,0,0,0,0,Everton,315,0.0,0.0,10,32,0.0,MID,0.0,0,0,2022-23
André Tavares Gomes,-12,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,4853,184,0,False,0,0,0,0,Everton,315,0.0,0.0,12,32,0.0,MID,0.0,0,0,2022-23
Abdoulaye Doucouré,-1008,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,42,0.0,0.0,0.0,0,53,9919,185,0,False,0,0,0,0,Everton,315,0.0,0.0,1050,32,0.0,MID,0.0,0,0,2022-23
Alex Iwobi,-4047,Crystal Palace,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.49,0,16.2,0,0,2610,2.2,0.25,44.2,1,50,108236,186,0,False,11,90,0,0,Everton,315,0.04,0.29,6657,32,11.0,MID,7.1,0,0,2022-23
Jean-Philippe Gbamin,-4,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,1996,187,0,False,0,0,0,0,Everton,315,0.0,0.0,4,32,0.0,MID,0.0,0,0,2022-23
Yerry Mina,8,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,156,0.0,0.0,0.0,0,43,9438,188,0,False,0,0,0,0,Everton,315,0.0,0.0,148,32,0.0,DEF,0.0,0,0,2022-23
Demarai Gray,-2247,Crystal Palace,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.31,0,5.0,0,0,1811,2.0,0.0,0.7,1,52,70822,189,0,False,2,80,0,0,Everton,315,0.0,0.0,4058,32,2.0,MID,0.8,0,0,2022-23
Tom Davies,9,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,39,0.8,0.0,0.0,0,49,4866,190,0,False,0,0,0,0,Everton,315,0.0,0.0,30,32,0.0,MID,0.0,0,0,2022-23
Dominic Calvert-Lewin,55,Crystal Palace,0,0,1,1,0,2023-04-22T14:00:00Z,0,0.49,0,4.0,0,0,411,0.2,0.01,2.7,1,79,31195,191,0,False,-2,90,0,1,Everton,315,0.19,0.2,356,32,34.0,FWD,4.1,0,0,2022-23
Mason Holgate,-3,Crystal Palace,0,0,3,1,0,2023-04-22T14:00:00Z,1,0.68,0,8.6,0,0,60,0.8,0.03,25.1,1,42,7948,192,0,False,17,79,0,0,Everton,315,0.0,0.03,63,32,0.0,DEF,3.4,0,0,2022-23
Ben Godfrey,-338,Crystal Palace,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.19,0,1.0,0,0,449,1.8,0.01,0.0,0,43,7698,193,0,False,2,9,0,0,Everton,315,0.0,0.01,787,32,0.0,DEF,0.1,0,0,2022-23
Vitalii Mykolenko,-700,Crystal Palace,0,2,8,1,0,2023-04-22T14:00:00Z,0,0.49,0,14.2,0,0,2799,2.5,0.01,1.8,1,41,76308,194,0,False,32,90,0,0,Everton,315,0.0,0.01,3499,32,2.0,DEF,1.8,0,0,2022-23
Jarrad Branthwaite,-5,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1191,196,0,False,0,0,0,0,Everton,315,0.0,0.0,5,32,0.0,DEF,0.0,0,0,2022-23
Nathan Patterson,-1232,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,1713,0.5,0.0,0.0,0,39,262446,197,0,False,0,0,0,0,Everton,315,0.0,0.0,2945,32,0.0,DEF,0.0,0,0,2022-23
Niels Nkounkou,-39,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,17874,198,0,False,0,0,0,0,Everton,315,0.0,0.0,39,32,0.0,DEF,0.0,0,0,2022-23
James Tarkowski,-14132,Crystal Palace,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.49,0,18.2,0,0,11918,2.5,0.0,0.5,1,42,497261,199,0,False,25,90,0,0,Everton,315,0.0,0.0,26050,32,6.0,DEF,2.5,0,0,2022-23
Conor Coady,-7041,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,3129,0.0,0.0,0.0,0,48,379952,475,0,False,0,0,0,0,Everton,315,0.0,0.0,10170,32,0.0,DEF,0.0,0,0,2022-23
Rúben Vinagre,-18,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,24,0.0,0.0,0.0,0,43,5123,531,0,False,0,0,0,0,Everton,315,0.0,0.0,42,32,0.0,DEF,0.0,0,0,2022-23
Dwight McNeil,2599,Crystal Palace,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.49,0,17.4,0,0,4491,4.2,0.05,12.0,1,51,28194,534,0,False,6,90,0,0,Everton,315,0.16,0.21,1892,32,27.0,MID,5.6,0,0,2022-23
Stanley Mills,28,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,97,0.0,0.0,0.0,0,43,3326,560,0,False,0,0,0,0,Everton,315,0.0,0.0,69,32,0.0,MID,0.0,0,0,2022-23
Lewis Warrington,-17,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,44,6595,561,0,False,0,0,0,0,Everton,315,0.0,0.0,17,32,0.0,MID,0.0,0,0,2022-23
James Garner,407,Crystal Palace,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.49,0,7.2,0,0,463,2.5,0.0,0.7,1,45,4901,570,0,False,12,90,0,0,Everton,315,0.0,0.0,56,32,0.0,MID,0.8,0,0,2022-23
Amadou Onana,-1051,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,76,0.6,0.0,0.0,0,48,16617,577,0,False,0,0,0,0,Everton,315,0.0,0.0,1127,32,0.0,MID,0.0,0,0,2022-23
Reece Welch,-12,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,61,0.0,0.0,0.0,0,40,8037,605,0,False,0,0,0,0,Everton,315,0.0,0.0,73,32,0.0,DEF,0.0,0,0,2022-23
Idrissa Gueye,-47,Crystal Palace,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.49,0,17.8,0,0,110,1.8,0.01,1.8,1,48,7136,611,0,False,12,90,0,0,Everton,315,0.02,0.03,157,32,1.0,MID,2.1,0,0,2022-23
Eldin Jakupovic,-10,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1369,627,0,False,0,0,0,0,Everton,315,0.0,0.0,10,32,0.0,GK,0.0,0,0,2022-23
Kyle John,-1,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,72,0.0,0.0,0.0,0,40,4928,637,0,False,0,0,0,0,Everton,315,0.0,0.0,73,32,0.0,DEF,0.0,0,0,2022-23
Thomas Cannon,-39,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,1530,662,0,False,0,0,0,0,Everton,315,0.0,0.0,39,32,0.0,FWD,0.0,0,0,2022-23
Isaac Price,28,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,54,0.0,0.0,0.0,0,45,450,678,0,False,0,0,0,0,Everton,315,0.0,0.0,26,32,0.0,MID,0.0,0,0,2022-23
Ellis Simms,481,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,2596,1.0,0.0,0.0,0,45,15654,686,0,False,0,0,0,0,Everton,315,0.0,0.0,2115,32,0.0,FWD,0.0,0,0,2022-23
Ishé Samuels-Smith,50,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,54,0.0,0.0,0.0,0,40,115,757,0,False,0,0,0,0,Everton,315,0.0,0.0,4,32,0.0,DEF,0.0,0,0,2022-23
Andy Lonergan,0,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,1.5,0.0,0.0,0,40,0,760,0,False,0,0,0,0,Everton,315,0.0,0.0,0,32,0.0,GK,0.0,0,0,2022-23
Cédric Soares,41,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,202,0.8,0.0,0.0,0,42,15302,1,0,True,0,0,0,0,Fulham,316,0.0,0.0,161,32,0.0,DEF,0.0,2,0,2022-23
Bernd Leno,24885,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.89,1,11.4,2,0,32637,2.5,0.0,0.0,1,46,454237,2,0,True,13,90,0,0,Fulham,316,0.0,0.0,7752,32,0.0,GK,1.1,2,0,2022-23
Shane Duffy,-8,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,53,0.0,0.0,0.0,0,43,13303,105,0,True,0,0,0,0,Fulham,316,0.0,0.0,61,32,0.0,DEF,0.0,2,0,2022-23
Tom Cairney,26,Leeds,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.04,1,1.6,0,0,53,0.8,0.01,1.3,0,47,4306,200,0,True,4,4,0,0,Fulham,316,0.0,0.01,27,32,0.0,MID,0.3,2,0,2022-23
Tim Ream,22449,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.89,1,15.6,0,0,32847,1.8,0.01,0.6,1,46,319813,201,0,True,13,90,0,0,Fulham,316,0.0,0.01,10398,32,0.0,DEF,1.6,2,0,2022-23
Anthony Knockaert,-5,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,2031,202,0,True,0,0,0,0,Fulham,316,0.0,0.0,5,32,0.0,MID,0.0,2,0,2022-23
Nathaniel Chalobah,-43,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,7758,203,0,True,0,0,0,0,Fulham,316,0.0,0.0,43,32,0.0,MID,0.0,2,0,2022-23
Neeskens Kebano,-47,Leeds,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.04,1,0.0,0,0,11,0.2,0.0,0.5,0,54,5604,204,0,True,3,1,0,0,Fulham,316,0.0,0.0,58,32,0.0,MID,0.1,2,0,2022-23
Bobby Reid,25,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.85,1,4.4,0,0,552,1.5,0.03,4.8,1,54,15516,205,0,True,0,81,0,0,Fulham,316,0.0,0.03,527,32,4.0,MID,1.3,2,0,2022-23
Joe Bryan,-1,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,1272,206,0,True,0,0,0,0,Fulham,316,0.0,0.0,1,32,0.0,DEF,0.0,2,0,2022-23
Paulo Gazzaniga Farias,-672,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,142219,207,0,True,0,0,0,0,Fulham,316,0.0,0.0,672,32,0.0,GK,0.0,2,0,2022-23
Terence Kongolo,-83,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,21474,208,0,True,0,0,0,0,Fulham,316,0.0,0.0,83,32,0.0,DEF,0.0,2,0,2022-23
Tosin Adarabioyo,226,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.89,1,30.2,0,0,384,1.2,0.02,0.6,1,44,12687,209,0,True,16,90,0,0,Fulham,316,0.04,0.06,158,32,2.0,DEF,3.3,2,0,2022-23
Aleksandar Mitrović,-32973,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,228,0.0,0.0,0.0,0,66,1393951,210,0,True,0,0,0,0,Fulham,316,0.0,0.0,33201,32,0.0,FWD,0.0,2,0,2022-23
Harrison Reed,13162,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.85,1,2.4,0,0,14575,4.0,0.02,3.0,1,43,87678,211,0,True,9,81,0,0,Fulham,316,0.0,0.02,1413,32,0.0,MID,0.5,2,0,2022-23
Harry Wilson,5620,Leeds,0,2,9,0,1,2023-04-22T11:30:00Z,0,0.85,1,48.2,0,0,6197,4.5,0.02,13.3,1,57,17378,212,1,True,26,85,0,0,Fulham,316,0.2,0.22,577,32,24.0,MID,8.6,2,0,2022-23
Marek Rodák,-25,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,148,0.0,0.0,0.0,0,43,18332,213,0,True,0,0,0,0,Fulham,316,0.0,0.0,173,32,0.0,GK,0.0,2,0,2022-23
Ivan Neves Abreu Cavaleiro,-4,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,48,2680,214,0,True,0,0,0,0,Fulham,316,0.0,0.0,4,32,0.0,MID,0.0,2,0,2022-23
Kenny Tete,2848,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.89,1,22.4,0,0,4481,1.2,0.02,20.9,1,44,56477,215,0,True,16,90,0,0,Fulham,316,0.0,0.02,1633,32,2.0,DEF,4.5,2,0,2022-23
Josh Onomah,-53,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,43,7188,216,0,True,0,0,0,0,Fulham,316,0.0,0.0,53,32,0.0,MID,0.0,2,0,2022-23
Antonee Robinson,6806,Leeds,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.89,1,9.8,0,0,9823,1.5,0.01,1.1,1,44,68625,217,0,True,10,90,0,0,Fulham,316,0.0,0.01,3017,32,0.0,DEF,1.1,2,0,2022-23
Rodrigo Muniz Carvalho,-4,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,54,3652,218,0,True,0,0,0,0,Fulham,316,0.0,0.0,4,32,0.0,FWD,0.0,2,0,2022-23
Jay Stansfield,-250,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,76157,219,0,True,0,0,0,0,Fulham,316,0.0,0.0,250,32,0.0,FWD,0.0,2,0,2022-23
João Palhinha,1111,Leeds,1,0,-1,0,1,2023-04-22T11:30:00Z,0,0.89,1,12.6,0,0,1631,1.2,0.01,12.3,1,49,29996,220,0,True,0,90,0,1,Fulham,316,0.04,0.05,520,32,2.0,MID,2.7,2,0,2022-23
Daniel James,186,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,1546,0.0,0.0,0.0,0,59,18856,231,0,True,0,0,0,0,Fulham,316,0.0,0.0,1360,32,0.0,MID,0.0,2,0,2022-23
Andreas Pereira,52259,Leeds,0,3,10,0,1,2023-04-22T11:30:00Z,0,0.85,1,43.6,0,0,76191,5.0,0.03,11.2,1,43,1675306,346,1,True,27,85,0,0,Fulham,316,1.22,1.25,23932,32,53.0,MID,10.8,2,0,2022-23
Issa Diop,-1260,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,537,0.2,0.0,0.0,0,43,36122,470,0,True,0,0,0,0,Fulham,316,0.0,0.0,1797,32,0.0,DEF,0.0,2,0,2022-23
Tyrese Francois,-1,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,1607,521,0,True,0,0,0,0,Fulham,316,0.0,0.0,1,32,0.0,MID,0.0,2,0,2022-23
Kevin Mbabu,-70,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,43,14378,532,0,True,0,0,0,0,Fulham,316,0.0,0.0,70,32,0.0,DEF,0.0,2,0,2022-23
Luke Harris,-14,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,83,0.0,0.0,0.0,0,43,4694,546,0,True,0,0,0,0,Fulham,316,0.0,0.0,97,32,0.0,MID,0.0,2,0,2022-23
Manor Solomon,-2917,Leeds,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.04,1,1.2,0,0,453,1.0,0.01,0.8,0,49,22808,562,0,True,1,4,0,0,Fulham,316,0.0,0.01,3370,32,0.0,MID,0.2,2,0,2022-23
Terry Ablade,-230,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,192,0.0,0.0,0.0,0,45,16607,591,0,True,0,0,0,0,Fulham,316,0.0,0.0,422,32,0.0,FWD,0.0,2,0,2022-23
Layvin Kurzawa,-27,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,17,0.0,0.0,0.0,0,43,3063,613,0,True,0,0,0,0,Fulham,316,0.0,0.0,44,32,0.0,DEF,0.0,2,0,2022-23
Willian,12758,Leeds,0,0,5,0,1,2023-04-22T11:30:00Z,0,0.85,1,7.8,0,1,14651,3.0,0.02,2.5,1,55,51897,614,0,True,12,90,0,0,Fulham,316,0.18,0.2,1893,32,20.0,MID,3.0,2,0,2022-23
Carlos Vinícius,-556,Leeds,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.04,1,0.2,0,0,3134,1.2,0.0,0.1,0,54,28150,618,0,True,2,8,0,0,Fulham,316,0.0,0.0,3690,32,0.0,FWD,0.0,2,0,2022-23
Stefan Parkes,-30,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,60,0.0,0.0,0.0,0,40,4825,636,0,True,0,0,0,0,Fulham,316,0.0,0.0,90,32,0.0,DEF,0.0,2,0,2022-23
Martial Godo,-8,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,28,0.0,0.0,0.0,0,45,609,641,0,True,0,0,0,0,Fulham,316,0.0,0.0,36,32,0.0,MID,0.0,2,0,2022-23
Kristian Sekularac,-7,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,24,0.0,0.0,0.0,0,45,311,667,0,True,0,0,0,0,Fulham,316,0.0,0.0,31,32,0.0,MID,0.0,2,0,2022-23
Sasa Lukic,8,Leeds,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.04,1,0.2,0,0,43,0.8,0.0,0.3,0,45,508,726,0,True,3,8,0,0,Fulham,316,0.0,0.0,35,32,0.0,MID,0.1,2,0,2022-23
George Wickens,-31,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,82,0.0,0.0,0.0,0,40,527,747,0,True,0,0,0,0,Fulham,316,0.0,0.0,113,32,0.0,GK,0.0,2,0,2022-23
Charlie Robinson,134,Leeds,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,287,0.0,0.0,0.0,0,40,1394,750,0,True,0,0,0,0,Fulham,316,0.0,0.0,153,32,0.0,DEF,0.0,2,0,2022-23
Kasper Schmeichel,-12,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,50,12814,248,0,True,0,0,0,0,Leicester,317,0.0,0.0,12,32,0.0,GK,0.0,2,0,2022-23
Jonny Evans,22,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,125,0.0,0.0,0.0,0,44,17099,249,0,True,0,0,0,0,Leicester,317,0.0,0.0,103,32,0.0,DEF,0.0,2,0,2022-23
Ryan Bertrand,-6,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,27,0.0,0.0,0.0,0,39,2569,250,0,True,0,0,0,0,Leicester,317,0.0,0.0,33,32,0.0,DEF,0.0,2,0,2022-23
Marc Albrighton,-30,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,5797,251,0,True,0,0,0,0,Leicester,317,0.0,0.0,30,32,0.0,MID,0.0,2,0,2022-23
Nampalys Mendy,-160,Wolves,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.24,1,0.0,0,0,191,0.8,0.0,0.0,0,43,46012,252,0,True,2,5,0,0,Leicester,317,0.0,0.0,351,32,0.0,MID,0.0,2,0,2022-23
Jannik Vestergaard,-4672,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,6414,0.0,0.0,0.0,0,38,602107,253,0,True,0,0,0,0,Leicester,317,0.0,0.0,11086,32,0.0,DEF,0.0,2,0,2022-23
Danny Ward,-72732,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,8118,0.0,0.0,0.0,0,39,2415694,254,0,True,0,0,0,0,Leicester,317,0.0,0.0,80850,32,0.0,GK,0.0,2,0,2022-23
Jamie Vardy,70,Wolves,0,0,4,0,1,2023-04-22T14:00:00Z,0,0.49,1,2.2,0,1,1660,1.6,0.09,13.5,1,91,223353,255,0,True,14,45,0,0,Leicester,317,0.0,0.09,1590,32,4.0,FWD,2.0,2,0,2022-23
Ricardo Pereira,-4871,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,9,0.0,0.0,0.0,0,43,7545,256,0,True,0,0,0,0,Leicester,317,0.0,0.0,4880,32,0.0,DEF,0.0,2,0,2022-23
Daniel Amartey,-1532,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,2454,0.4,0.0,0.0,0,40,80424,257,0,True,0,0,0,0,Leicester,317,0.0,0.0,3986,32,0.0,DEF,0.0,2,0,2022-23
Timothy Castagne,2192,Wolves,0,2,10,0,1,2023-04-22T14:00:00Z,0,0.9,1,40.2,0,0,20956,3.8,0.01,1.3,1,43,751323,258,1,True,27,90,0,0,Leicester,317,0.15,0.16,18764,32,19.0,DEF,6.1,2,0,2022-23
Youri Tielemans,2290,Wolves,0,0,2,0,1,2023-04-22T14:00:00Z,0,0.53,1,0.6,0,0,2762,0.8,0.02,8.3,1,61,130355,259,0,True,2,66,0,0,Leicester,317,0.02,0.04,472,32,2.0,MID,1.1,2,0,2022-23
Ayoze Pérez,-27,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,7831,260,0,True,0,0,0,0,Leicester,317,0.0,0.0,27,32,0.0,MID,0.0,2,0,2022-23
James Maddison,-24481,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,44628,1.6,0.0,0.0,0,81,936216,261,0,True,0,0,0,0,Leicester,317,0.0,0.0,69109,32,0.0,MID,0.0,2,0,2022-23
Kelechi Iheanacho,2447,Wolves,0,2,8,0,1,2023-04-22T14:00:00Z,0,0.66,1,39.2,0,0,8541,3.2,0.03,11.4,1,59,123204,262,1,True,27,84,0,0,Leicester,317,0.84,0.87,6094,32,39.0,FWD,9.0,2,0,2022-23
Hamza Choudhury,-8,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,4302,263,0,True,0,0,0,0,Leicester,317,0.0,0.0,8,32,0.0,MID,0.0,2,0,2022-23
Harvey Barnes,-37445,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,336,0.6,0.0,0.0,0,67,166821,264,0,True,0,0,0,0,Leicester,317,0.0,0.0,37781,32,0.0,MID,0.0,2,0,2022-23
Wilfred Ndidi,39,Wolves,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.37,1,9.2,0,0,120,1.6,0.0,0.1,0,48,22691,265,0,True,5,23,0,0,Leicester,317,0.0,0.0,81,32,0.0,MID,0.9,2,0,2022-23
Kiernan Dewsbury-Hall,4,Wolves,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.41,1,10.8,0,0,593,0.6,0.27,14.6,0,49,62085,266,0,True,4,45,0,0,Leicester,317,0.22,0.49,589,32,9.0,MID,3.4,2,0,2022-23
Çaglar Söyüncü,223,Wolves,0,0,2,0,1,2023-04-22T14:00:00Z,0,0.9,1,30.6,0,0,360,0.4,0.0,0.4,1,42,24774,267,0,True,14,90,0,0,Leicester,317,0.18,0.18,137,32,25.0,DEF,5.6,2,0,2022-23
