name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,web_name
Reece Welch,-4,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,83,0.0,0.0,0.0,0,40,7916,605,0,False,0,0,0,0,Everton,297,0.0,0.0,87,30,0.0,DEF,0.0,2,0,Welch
Idrissa Gueye,-116,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,2.69,0,25.4,0,0,95,1.3,0.01,10.7,1,48,7182,611,0,False,17,59,0,0,Everton,297,0.01,0.02,211,30,2.0,MID,3.8,2,0,Gueye
Eldin Jakupovic,-18,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1393,627,0,False,0,0,0,0,Everton,297,0.0,0.0,18,30,0.0,GK,0.0,2,0,Jakupović
Kyle John,51,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,141,0.0,0.0,0.0,0,40,4855,637,0,False,0,0,0,0,Everton,297,0.0,0.0,90,30,0.0,DEF,0.0,2,0,John
Thomas Cannon,-32,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,1594,662,0,False,0,0,0,0,Everton,297,0.0,0.0,32,30,0.0,FWD,0.0,2,0,Cannon
Isaac Price,54,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,85,0.0,0.0,0.0,0,45,416,678,0,False,0,0,0,0,Everton,297,0.0,0.0,31,30,0.0,MID,0.0,2,0,Price
Ellis Simms,329,Man Utd,0,0,2,0,1,2023-04-08T11:30:00Z,0,3.02,0,0.0,0,0,1643,2.7,0.01,13.5,1,45,11118,686,0,False,2,69,0,0,Everton,297,0.4,0.41,1314,30,22.0,FWD,3.3,2,0,Simms
Cédric Alves Soares,9,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.19,1,20.2,0,0,129,1.5,0.11,32.4,1,42,14876,1,0,True,19,67,0,0,Fulham,293,0.02,0.13,120,30,6.0,DEF,5.9,0,0,Cédric
Bernd Leno,13418,West Ham,0,0,3,0,1,2023-04-08T14:00:00Z,0,1.09,1,41.8,5,0,24090,2.5,0.0,0.0,1,45,379403,2,0,True,21,90,0,0,Fulham,293,0.0,0.0,10672,30,0.0,GK,4.2,0,0,Leno
Shane Duffy,-16,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,40,0.0,0.0,0.0,0,43,13294,105,0,True,0,0,0,0,Fulham,293,0.0,0.0,56,30,0.0,DEF,0.0,0,0,Duffy
Tom Cairney,-4,West Ham,0,0,1,0,0,2023-04-08T14:00:00Z,0,1.06,1,3.0,0,0,21,0.5,0.03,8.0,0,47,4240,200,0,True,8,45,0,0,Fulham,293,0.05,0.08,25,30,4.0,MID,1.5,0,0,Cairney
Tim Ream,6421,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,1.09,1,10.0,0,0,20602,1.5,0.05,4.4,1,46,278388,201,0,True,9,90,0,0,Fulham,293,0.0,0.05,14181,30,4.0,DEF,1.8,0,0,Ream
Anthony Knockaert,-6,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,2039,202,0,True,0,0,0,0,Fulham,293,0.0,0.0,6,30,0.0,MID,0.0,0,0,Knockaert
Nathaniel Chalobah,-44,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,7844,203,0,True,0,0,0,0,Fulham,293,0.0,0.0,44,30,0.0,MID,0.0,0,0,Chalobah
Neeskens Kebano,6,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,35,0.0,0.0,0.0,0,54,5647,204,0,True,0,0,0,0,Fulham,293,0.0,0.0,29,30,0.0,MID,0.0,0,0,Kebano
Bobby De Cordova-Reid,137,West Ham,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.03,1,0.0,0,0,813,1.5,0.02,3.3,1,54,15753,205,0,True,3,45,0,0,Fulham,293,0.04,0.06,676,30,9.0,MID,1.2,0,0,De Cordova-Reid
Joe Bryan,-4,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,1275,206,0,True,0,0,0,0,Fulham,293,0.0,0.0,4,30,0.0,DEF,0.0,0,0,Bryan
Paulo Gazzaniga Farias,-739,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,143678,207,0,True,0,0,0,0,Fulham,293,0.0,0.0,739,30,0.0,GK,0.0,0,0,Gazzaniga
Terence Kongolo,-96,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,21667,208,0,True,0,0,0,0,Fulham,293,0.0,0.0,96,30,0.0,DEF,0.0,0,0,Kongolo
Tosin Adarabioyo,-93,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,1.09,1,38.6,0,0,66,1.0,0.11,22.6,1,44,12268,209,0,True,19,90,0,0,Fulham,293,0.09,0.2,159,30,29.0,DEF,9.0,0,0,Tosin
Aleksandar Mitrović,-106627,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,379,0.0,0.0,0.0,0,66,1483811,210,0,True,0,0,0,0,Fulham,293,0.0,0.0,107006,30,0.0,FWD,0.0,0,0,Mitrović
Harrison Reed,1799,West Ham,1,0,-1,0,1,2023-04-08T14:00:00Z,0,0.03,1,0.0,0,0,2679,3.0,0.07,4.9,1,43,68928,211,0,True,-1,45,0,0,Fulham,293,0.0,0.07,880,30,4.0,MID,0.8,0,0,Reed
Harry Wilson,89,West Ham,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.74,1,4.0,0,0,375,1.0,0.04,18.1,0,57,8173,212,0,True,4,5,0,0,Fulham,293,0.0,0.04,286,30,0.0,MID,2.2,0,0,Wilson
Marek Rodák,-85,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,91,0.0,0.0,0.0,0,43,18137,213,0,True,0,0,0,0,Fulham,293,0.0,0.0,176,30,0.0,GK,0.0,0,0,Rodák
Ivan Neves Abreu Cavaleiro,-5,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,48,2687,214,0,True,0,0,0,0,Fulham,293,0.0,0.0,5,30,0.0,MID,0.0,0,0,Cavaleiro
Kenny Tete,-129,West Ham,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.9,1,4.4,0,0,2767,0.5,0.0,0.9,0,44,52745,215,0,True,5,22,0,0,Fulham,293,0.0,0.0,2896,30,2.0,DEF,0.7,0,0,Tete
Josh Onomah,-75,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,43,7297,216,0,True,0,0,0,0,Fulham,293,0.0,0.0,75,30,0.0,MID,0.0,0,0,Onomah
Antonee Robinson,1324,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,1.09,1,25.8,0,0,5790,1.0,0.08,19.6,1,44,56236,217,0,True,14,90,0,0,Fulham,293,0.03,0.11,4466,30,9.0,DEF,5.4,0,0,Robinson
Rodrigo Muniz Carvalho,-5,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,54,3662,218,0,True,0,0,0,0,Fulham,293,0.0,0.0,5,30,0.0,FWD,0.0,0,0,Muniz
Jay Stansfield,-329,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,76753,219,0,True,0,0,0,0,Fulham,293,0.0,0.0,329,30,0.0,FWD,0.0,0,0,Stansfield
João Palhinha Gonçalves,252,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,1.09,1,13.2,0,0,826,2.0,0.03,25.6,1,49,28153,220,0,True,11,90,0,0,Fulham,293,0.1,0.13,574,30,7.0,MID,4.6,0,0,Palhinha
Daniel James,27,West Ham,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.74,1,0.0,0,0,333,1.0,0.0,0.8,0,59,18207,231,0,True,3,5,0,0,Fulham,293,0.0,0.0,306,30,0.0,MID,0.1,0,0,James
Andreas Hoelgebaum Pereira,53405,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.35,1,10.0,0,0,73275,4.0,0.05,9.1,1,43,1487942,346,0,True,4,84,0,0,Fulham,293,0.28,0.33,19870,30,33.0,MID,5.2,0,0,Andreas
Issa Diop,-312,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,1284,0.5,0.0,0.0,0,43,38611,470,0,True,0,0,0,0,Fulham,293,0.0,0.0,1596,30,0.0,DEF,0.0,0,0,Diop
Tyrese Francois,-1,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,1614,521,0,True,0,0,0,0,Fulham,293,0.0,0.0,1,30,0.0,MID,0.0,0,0,Francois
Kevin Mbabu,-102,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,43,14536,532,0,True,0,0,0,0,Fulham,293,0.0,0.0,102,30,0.0,DEF,0.0,0,0,Mbabu
Luke Harris,-8,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,58,0.0,0.0,0.0,0,43,4615,546,0,True,0,0,0,0,Fulham,293,0.0,0.0,66,30,0.0,MID,0.0,0,0,Harris
Manor Solomon,-1392,West Ham,0,0,1,0,0,2023-04-08T14:00:00Z,0,1.06,1,5.6,0,0,2932,1.5,0.03,4.5,0,49,29425,562,0,True,3,45,0,0,Fulham,293,0.0,0.03,4324,30,0.0,MID,1.0,0,0,Solomon
Terry Ablade,-214,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,252,0.0,0.0,0.0,0,45,16571,591,0,True,0,0,0,0,Fulham,293,0.0,0.0,466,30,0.0,FWD,0.0,0,0,Ablade
Layvin Kurzawa,-1,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,46,0.0,0.0,0.0,0,43,3123,613,0,True,0,0,0,0,Fulham,293,0.0,0.0,47,30,0.0,DEF,0.0,0,0,Kurzawa
Willian Borges da Silva,885,West Ham,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.35,1,13.8,0,0,3193,1.0,0.07,61.8,1,55,29491,614,0,True,17,84,0,0,Fulham,293,0.03,0.1,2308,30,15.0,MID,9.1,0,0,Willian
Carlos Vinícius Alves Morais,1533,West Ham,0,0,1,0,1,2023-04-08T14:00:00Z,0,1.09,1,0.0,0,0,5077,1.5,0.27,14.1,1,54,27451,618,0,True,5,90,0,1,Fulham,293,0.04,0.31,3544,30,15.0,FWD,2.9,0,0,Vinícius
Stefan Parkes,-50,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,62,0.0,0.0,0.0,0,40,4682,636,0,True,0,0,0,0,Fulham,293,0.0,0.0,112,30,0.0,DEF,0.0,0,0,Parkes
Martial Godo,3,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,31,0.0,0.0,0.0,0,45,578,641,0,True,0,0,0,0,Fulham,293,0.0,0.0,28,30,0.0,MID,0.0,0,0,Godo
Kristian Sekularac,11,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,29,0.0,0.0,0.0,0,45,280,667,0,True,0,0,0,0,Fulham,293,0.0,0.0,18,30,0.0,MID,0.0,0,0,Sekularac
Sasa Lukic,35,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,58,0.5,0.0,0.0,0,45,455,726,0,True,0,0,0,0,Fulham,293,0.0,0.0,23,30,0.0,MID,0.0,0,0,Lukic
George Wickens,25,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,147,0.0,0.0,0.0,0,40,423,747,0,True,0,0,0,0,Fulham,293,0.0,0.0,122,30,0.0,GK,0.0,0,0,Wickens
Charlie Robinson,106,West Ham,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,239,0.0,0.0,0.0,0,40,811,750,0,True,0,0,0,0,Fulham,293,0.0,0.0,133,30,0.0,DEF,0.0,0,0,C.Robinson
Kasper Schmeichel,-19,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,50,12844,248,0,True,0,0,0,0,Leicester,295,0.0,0.0,19,30,0.0,GK,0.0,0,0,Schmeichel
Jonny Evans,-61,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,6,0.4,0.0,0.0,0,44,16958,249,0,True,0,0,0,0,Leicester,295,0.0,0.0,67,30,0.0,DEF,0.0,0,0,Evans
Ryan Bertrand,-12,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,26,0.1,0.0,0.0,0,39,2548,250,0,True,0,0,0,0,Leicester,295,0.0,0.0,38,30,0.0,DEF,0.0,0,0,Bertrand
Marc Albrighton,-29,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,5856,251,0,True,0,0,0,0,Leicester,295,0.0,0.0,29,30,0.0,MID,0.0,0,0,Albrighton
Nampalys Mendy,-314,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,150,1.0,0.0,0.0,0,43,46282,252,0,True,0,0,0,0,Leicester,295,0.0,0.0,464,30,0.0,MID,0.0,0,0,Mendy
Jannik Vestergaard,1096,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,7862,0.5,0.0,0.0,0,38,593923,253,0,True,0,0,0,0,Leicester,295,0.0,0.0,6766,30,0.0,DEF,0.0,0,0,Vestergaard
Danny Ward,-73544,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,6576,0.5,0.0,0.0,0,40,2583698,254,0,True,0,0,0,0,Leicester,295,0.0,0.0,80120,30,0.0,GK,0.0,0,0,Ward
Jamie Vardy,-2387,Bournemouth,0,0,1,0,1,2023-04-08T14:00:00Z,0,2.05,1,3.0,0,0,1868,1.5,0.0,0.4,1,91,225155,255,0,True,-3,57,0,0,Leicester,295,0.13,0.13,4255,30,6.0,FWD,0.9,0,0,Vardy
Ricardo Barbosa Pereira,1309,Bournemouth,0,0,1,0,1,2023-04-08T14:00:00Z,0,2.05,1,9.0,0,0,2478,3.5,0.04,14.8,1,43,17183,256,0,True,4,57,0,0,Leicester,295,0.0,0.04,1169,30,2.0,DEF,2.6,0,0,Ricardo
Daniel Amartey,-2182,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.22,1,39.6,0,0,2463,1.5,0.0,0.5,1,40,80640,257,0,True,22,90,0,0,Leicester,295,0.03,0.03,4645,30,4.0,DEF,4.4,0,0,Amartey
Timothy Castagne,2789,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.22,1,19.2,0,0,18837,3.0,0.04,24.8,1,44,708449,258,0,True,10,90,0,0,Leicester,295,0.03,0.07,16048,30,1.0,DEF,4.5,0,0,Castagne
Youri Tielemans,-1382,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,28,0.0,0.0,0.0,0,61,128021,259,0,True,0,0,0,0,Leicester,295,0.0,0.0,1410,30,0.0,MID,0.0,0,0,Tielemans
Ayoze Pérez,-43,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,7880,260,0,True,0,0,0,0,Leicester,295,0.0,0.0,43,30,0.0,MID,0.0,0,0,Pérez
James Maddison,-86430,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.22,1,1.2,0,0,40500,3.0,0.1,34.6,1,83,1261272,261,0,True,5,90,0,0,Leicester,295,0.1,0.2,126930,30,29.0,MID,6.5,0,0,Maddison
Kelechi Iheanacho,-36490,Bournemouth,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.16,1,4.6,0,0,1442,1.3,0.0,3.6,0,60,138894,262,0,True,2,32,0,0,Leicester,295,0.14,0.14,37932,30,19.0,FWD,2.7,0,0,Iheanacho
Hamza Choudhury,-17,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,4320,263,0,True,0,0,0,0,Leicester,295,0.0,0.0,17,30,0.0,MID,0.0,0,0,Choudhury
Harvey Barnes,19869,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.05,1,0.0,0,0,32044,5.0,0.02,2.0,1,67,279435,264,0,True,5,71,0,0,Leicester,295,0.06,0.08,12175,30,9.0,MID,1.1,0,0,Barnes
Wilfred Ndidi,65,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.13,1,5.6,0,0,183,2.3,0.0,10.8,1,48,22670,265,0,True,12,80,0,0,Leicester,295,0.0,0.0,118,30,0.0,MID,1.6,0,0,Ndidi
Kiernan Dewsbury-Hall,-2615,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,99,0.0,0.0,0.0,0,49,62550,266,0,True,0,0,0,0,Leicester,295,0.0,0.0,2714,30,0.0,MID,0.0,0,0,Dewsbury-Hall
Çaglar Söyüncü,-75,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,88,0.5,0.0,0.0,0,42,24397,267,0,True,0,0,0,0,Leicester,295,0.0,0.0,163,30,0.0,DEF,0.0,0,0,Söyüncü
James Justin,-354,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,26,0.0,0.0,0.0,0,41,48065,268,0,True,0,0,0,0,Leicester,295,0.0,0.0,380,30,0.0,DEF,0.0,0,0,Justin
Boubakary Soumaré,-161,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.22,1,15.4,0,0,24,1.0,0.04,12.3,1,44,37077,269,0,True,14,90,0,0,Leicester,295,0.0,0.04,185,30,0.0,MID,2.8,0,0,Soumaré
Luke Thomas,342,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,617,0.7,0.0,0.0,0,39,12540,270,0,True,0,0,0,0,Leicester,295,0.0,0.0,275,30,0.0,DEF,0.0,0,0,Thomas
Patson Daka,-2575,Bournemouth,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.16,1,4.2,0,0,1821,2.0,0.01,10.5,0,56,97022,271,0,True,3,32,0,0,Leicester,295,0.06,0.07,4396,30,19.0,FWD,3.4,0,0,Daka
Lewis Brunt,-108,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,172,0.5,0.0,0.0,0,39,35254,273,0,True,0,0,0,0,Leicester,295,0.0,0.0,280,30,0.0,DEF,0.0,0,0,Brunt
Daniel Iversen,17921,Bournemouth,0,0,4,0,1,2023-04-08T14:00:00Z,0,2.22,1,46.4,6,0,21752,2.7,0.0,0.0,1,38,396063,548,0,True,21,90,0,0,Leicester,295,0.0,0.0,3831,30,0.0,GK,4.6,0,0,Iversen
Dennis Praet,-4,Bournemouth,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.08,1,0.2,0,0,19,1.0,0.0,0.1,0,48,2299,549,0,True,3,9,0,0,Leicester,295,0.0,0.0,23,30,0.0,MID,0.0,0,0,Praet
Alex Smithies,-5,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,93,0.5,0.0,0.0,0,39,5793,581,0,True,0,0,0,0,Leicester,295,0.0,0.0,98,30,0.0,GK,0.0,0,0,Smithies
Wout Faes,882,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.22,1,37.8,0,0,1547,2.5,0.01,0.6,1,42,20032,612,0,True,14,90,0,0,Leicester,295,0.07,0.08,665,30,21.0,DEF,5.9,0,0,Faes
Sammy Braybrooke,-3,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,13,0.0,0.0,0.0,0,45,502,639,0,True,0,0,0,0,Leicester,295,0.0,0.0,16,30,0.0,MID,0.0,0,0,Braybrooke
Joe Wormleighton,-7,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,34,0.5,0.0,0.0,0,40,2829,645,0,True,0,0,0,0,Leicester,295,0.0,0.0,41,30,0.0,DEF,0.0,0,0,Wormleighton
Kasey McAteer,-1,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,93,687,0,True,0,0,0,0,Leicester,295,0.0,0.0,1,30,0.0,MID,0.0,0,0,McAteer
Victor Kristiansen,296,Bournemouth,0,0,2,0,1,2023-04-08T14:00:00Z,0,2.22,1,17.2,0,0,391,1.3,0.08,23.6,1,45,2072,709,0,True,12,90,0,0,Leicester,295,0.05,0.13,95,30,5.0,DEF,4.6,0,0,Kristiansen
Mateus Cardoso Lemos Martins,-1586,Bournemouth,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.16,1,1.2,0,0,178,1.5,0.06,0.5,0,53,9870,715,0,True,2,18,0,0,Leicester,295,0.02,0.08,1764,30,1.0,MID,0.3,0,0,Tetê
Harry Souttar,1,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,415,1.3,0.0,0.0,0,45,5936,727,0,True,0,0,0,0,Leicester,295,0.0,0.0,414,30,0.0,DEF,0.0,0,0,Souttar
Wanya Marçal-Madivadua,3,Bournemouth,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,11,0.5,0.0,0.0,0,45,140,735,0,True,0,0,0,0,Leicester,295,0.0,0.0,8,30,0.0,MID,0.0,0,0,Marçal-Madivadua
Liam Cooper,-50,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,68,0.2,0.0,0.0,0,44,6256,221,0,True,0,0,0,0,Leeds,294,0.0,0.0,118,30,0.0,DEF,0.0,1,0,Cooper
Luke Ayling,-698,Crystal Palace,0,0,0,0,5,2023-04-09T13:00:00Z,0,3.03,5,21.8,0,0,2197,2.0,0.2,15.9,1,45,35356,222,0,True,16,90,0,0,Leeds,294,0.05,0.25,2895,30,12.0,DEF,5.0,1,0,Ayling
Mateusz Klich,-18,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,46,4927,223,0,True,0,0,0,0,Leeds,294,0.0,0.0,18,30,0.0,MID,0.0,1,0,Klich
Adam Forshaw,-28,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,5,0.0,0.0,0.0,0,44,3538,224,0,True,0,0,0,0,Leeds,294,0.0,0.0,33,30,0.0,MID,0.0,1,0,Forshaw
Rodrigo Moreno,-12854,Crystal Palace,0,0,1,0,2,2023-04-09T13:00:00Z,0,0.78,5,6.0,0,0,7130,2.2,0.14,1.3,0,63,470733,225,0,True,9,30,0,0,Leeds,294,0.0,0.14,19984,30,0.0,MID,0.7,1,0,Rodrigo
Stuart Dallas,-23,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,29,0.0,0.0,0.0,0,49,1347,226,0,True,0,0,0,0,Leeds,294,0.0,0.0,52,30,0.0,DEF,0.0,1,0,Dallas
Patrick Bamford,-5465,Crystal Palace,0,0,6,0,5,2023-04-09T13:00:00Z,0,2.96,5,32.4,0,0,1584,2.5,0.0,0.6,1,71,54645,227,1,True,25,78,0,0,Leeds,294,0.07,0.07,7049,30,24.0,FWD,5.7,1,0,Bamford
Diego Llorente,-136,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,44,23213,228,0,True,0,0,0,0,Leeds,294,0.0,0.0,136,30,0.0,DEF,0.0,1,0,Llorente
Tyler Roberts,0,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,50,62,229,0,True,0,0,0,0,Leeds,294,0.0,0.0,0,30,0.0,MID,0.0,1,0,Roberts
Robin Koch,-562,Crystal Palace,0,0,0,0,5,2023-04-09T13:00:00Z,0,3.03,5,35.2,0,0,308,0.8,0.01,0.5,1,45,18400,230,0,True,18,90,0,0,Leeds,294,0.06,0.07,870,30,17.0,DEF,5.3,1,0,Koch
Raphael Dias Belloli,-6,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,70,9628,232,0,True,0,0,0,0,Leeds,294,0.0,0.0,6,30,0.0,MID,0.0,1,0,Raphinha
Jack Harrison,39367,Crystal Palace,0,0,2,0,5,2023-04-09T13:00:00Z,0,3.03,5,13.6,0,0,50429,5.2,0.02,17.8,1,57,329194,233,0,True,6,90,0,0,Leeds,294,0.06,0.08,11062,30,11.0,MID,4.2,1,0,Harrison
Jamie Shackleton,-1,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,236,234,0,True,0,0,0,0,Leeds,294,0.0,0.0,1,30,0.0,MID,0.0,1,0,Shackleton
Pascal Struijk,-1092,Crystal Palace,0,0,0,0,5,2023-04-09T13:00:00Z,0,3.03,5,14.6,0,0,929,0.8,0.0,0.7,1,45,66736,235,0,True,13,90,0,0,Leeds,294,0.03,0.03,2021,30,17.0,DEF,3.2,1,0,Struijk
Kristoffer Klaesson,2824,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,3476,0.0,0.0,0.0,0,38,53148,236,0,True,0,0,0,0,Leeds,294,0.0,0.0,652,30,0.0,GK,0.0,1,0,Klaesson
Sam Greenwood,-20924,Crystal Palace,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,14282,0.0,0.0,0.0,0,40,1077918,237,0,True,0,0,0,0,Leeds,294,0.0,0.0,35206,30,0.0,FWD,0.0,1,0,Greenwood
Illan Meslier,-2463,Crystal Palace,0,0,0,0,5,2023-04-09T13:00:00Z,0,3.03,5,18.0,2,0,2291,1.0,0.0,0.0,1,45,216133,238,0,True,15,90,0,0,Leeds,294,0.0,0.0,4754,30,0.0,GK,1.8,1,0,Meslier
Junior Firpo Adames,245,Crystal Palace,0,0,-1,0,3,2023-04-09T13:00:00Z,0,2.24,5,17.0,0,0,1139,1.0,0.28,10.7,1,45,11421,239,0,True,8,59,0,1,Leeds,294,0.0,0.28,894,30,2.0,DEF,3.0,1,0,Firpo
