name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,season
Wesley Fofana,DEF,Leicester,-0.5,0,0,0,0,0.0,272,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,139943,0,1,2,0.0,0,-18981,9312,28293,44,False,0,Chelsea,2022-23
Gianluca Scamacca,FWD,West Ham,1.2,0,0,8,1,12.3,529,0.0,0.0,0.0,0.0,32,0,0,3.1,9.4,2022-08-28T13:00:00Z,64,0,0,0,0,4,0,74541,0,1,0,9.0,2,-15044,5727,20771,69,False,0,Aston Villa,2022-23
Alisson,GK,Liverpool,4.0,0,0,24,1,0.0,281,0.0,0.0,0.0,0.0,36,0,0,1.6,16.2,2022-08-27T14:00:00Z,90,0,0,0,0,4,2,1568834,0,0,9,0.0,6,-80378,52421,132799,55,True,0,Bournemouth,2022-23
Che Adams,FWD,Southampton,3.5,0,0,6,0,12.0,411,0.0,0.0,0.0,0.0,39,1,0,7.9,2.6,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,97472,0,1,0,64.0,2,34038,44314,10276,64,True,0,Man Utd,2022-23
Sam Greenwood,FWD,Leeds,0.0,0,0,0,0,0.0,237,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,1847954,0,0,1,0.0,0,-125397,67068,192465,45,False,0,Brighton,2022-23
Nathaniel Chalobah,MID,Fulham,-0.8,0,0,1,0,0.3,203,0.0,0.0,0.0,0.0,31,0,0,2.0,2.2,2022-08-27T16:30:00Z,2,0,0,0,0,4,0,13175,0,1,2,17.0,1,-1289,951,2240,45,False,0,Arsenal,2022-23
Nathaniel Phillips,DEF,Liverpool,2.0,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,48328,0,0,9,0.0,0,2188,9908,7720,40,True,0,Bournemouth,2022-23
Loïc Mbe Soh,DEF,Nott'm Forest,-1.0,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,3810,0,2,0,0.0,0,-411,81,492,44,True,0,Spurs,2022-23
Jason Steele,GK,Brighton,0.5,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,86244,0,0,1,0.0,0,-956,3485,4441,40,True,0,Leeds,2022-23
Tosin Adarabioyo,DEF,Fulham,1.2,0,0,11,0,0.2,209,0.0,0.0,0.0,0.0,31,2,0,2.3,22.6,2022-08-27T16:30:00Z,90,0,0,0,0,4,0,8547,0,1,2,0.0,1,-1052,208,1260,45,False,0,Arsenal,2022-23
Kalvin Phillips,MID,Man City,0.9,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,24868,0,2,4,0.0,0,-4011,1167,5178,49,True,0,Crystal Palace,2022-23
Cafú,MID,Nott'm Forest,-0.8,0,0,0,0,0.0,383,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,40560,0,2,0,0.0,0,-1351,6785,8136,44,True,0,Spurs,2022-23
Marek Rodák,GK,Fulham,0.8,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,0,0,0,0,4,0,21225,0,1,2,0.0,0,-4240,467,4707,45,False,0,Arsenal,2022-23
Ryan Fraser,MID,Newcastle,0.4,0,0,7,0,29.4,359,0.0,0.0,0.0,0.0,40,0,0,4.0,8.6,2022-08-28T13:00:00Z,25,0,0,0,0,4,0,7803,0,1,1,2.0,1,-2608,142,2750,53,False,0,Wolves,2022-23
Luke Thomas,DEF,Leicester,-0.5,0,0,0,0,0.0,270,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,7940,0,1,2,0.0,0,-902,182,1084,44,False,0,Chelsea,2022-23
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,224349,0,1,1,0.0,0,-9425,2002,11427,40,False,0,Wolves,2022-23
Rodri,MID,Man City,5.0,1,0,20,0,19.8,315,0.0,0.0,0.0,0.0,37,2,0,5.4,27.8,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,235163,0,2,4,6.0,5,-24511,11846,36357,59,True,0,Crystal Palace,2022-23
Cristiano Ronaldo,FWD,Man Utd,1.7,0,0,-1,0,0.7,326,0.0,0.0,0.0,0.0,39,0,0,0.8,0.0,2022-08-27T11:30:00Z,22,0,0,0,0,4,0,339885,0,1,0,8.0,1,-36719,23950,60669,104,False,0,Southampton,2022-23
Fraser Forster,GK,Spurs,1.0,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,504350,0,2,0,0.0,0,-22377,4445,26822,40,False,0,Nott'm Forest,2022-23
Alex Oxlade-Chamberlain,MID,Liverpool,0.0,0,0,0,0,0.0,278,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,780,0,0,9,0.0,0,-96,17,113,49,True,0,Bournemouth,2022-23
Jack Grealish,MID,Man City,0.5,0,0,0,0,0.0,305,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,182368,0,2,4,0.0,0,-132641,1634,134275,69,True,0,Crystal Palace,2022-23
James McAtee,MID,Man City,0.0,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,641,0,2,4,0.0,0,-93,0,93,45,True,0,Crystal Palace,2022-23
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,1440,0,1,0,0.0,0,-172,0,172,45,True,0,Man Utd,2022-23
Chris Wood,FWD,Newcastle,1.2,0,0,4,0,11.5,354,0.0,0.0,0.0,0.0,40,1,0,5.6,7.2,2022-08-28T13:00:00Z,64,0,0,0,0,4,0,88570,0,1,1,37.0,2,-13889,6065,19954,58,False,0,Wolves,2022-23
Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,13419,0,1,0,0.0,0,247,1497,1250,40,False,0,Aston Villa,2022-23
Leander Dendoncker,MID,Wolves,1.8,0,0,3,0,0.0,479,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,1,0,0,0,0,4,0,13836,0,1,1,0.0,1,-2481,461,2942,50,True,0,Newcastle,2022-23
Allan,MID,Everton,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,9678,0,1,1,0.0,0,-922,594,1516,49,False,0,Brentford,2022-23
Ibrahima Konaté,DEF,Liverpool,0.0,0,0,0,0,0.0,290,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,25354,0,0,9,0.0,0,-4959,381,5340,48,True,0,Bournemouth,2022-23
Aleksandar Mitrović,FWD,Fulham,5.2,0,1,27,0,11.1,210,0.0,0.0,0.0,0.0,31,2,1,9.1,38.8,2022-08-27T16:30:00Z,90,0,0,0,0,4,0,1688549,0,1,2,41.0,7,61232,224766,163534,66,False,0,Arsenal,2022-23
Christian Eriksen,MID,Man Utd,2.7,0,0,6,1,30.7,519,0.0,0.0,0.0,0.0,39,0,0,6.0,9.6,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,303023,0,1,0,20.0,3,-39671,15997,55668,64,False,0,Southampton,2022-23
Joe Willock,MID,Newcastle,2.5,0,0,5,0,37.8,373,0.0,0.0,0.0,0.0,40,1,0,6.3,6.8,2022-08-28T13:00:00Z,83,0,0,0,0,4,0,47723,0,1,1,18.0,2,-6049,2798,8847,50,False,0,Wolves,2022-23
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,77485,0,1,1,0.0,0,-4255,2223,6478,40,True,0,Newcastle,2022-23
Roméo Lavia,MID,Southampton,1.3,0,0,19,0,13.2,321,0.0,0.0,0.0,0.0,39,1,0,2.8,13.8,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,60031,0,1,0,1.0,2,-3269,8282,11551,45,True,0,Man Utd,2022-23
Kristoffer Ajer,DEF,Brentford,0.0,0,0,0,0,0.0,84,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,2023,0,1,1,0.0,0,-194,66,260,45,True,0,Everton,2022-23
Emmanuel Dennis,FWD,Nott'm Forest,-0.5,0,0,-2,0,1.0,585,0.0,0.0,0.0,0.0,38,1,0,1.4,0.0,2022-08-28T15:30:00Z,21,0,0,0,0,4,0,15765,0,2,0,14.0,1,414,5806,5392,60,True,0,Spurs,2022-23
Will Hughes,MID,Crystal Palace,0.0,0,0,4,0,0.3,163,0.0,0.0,0.0,0.0,37,2,0,0.8,7.6,2022-08-27T14:00:00Z,23,0,0,0,0,4,0,3247,0,2,4,0.0,1,-304,118,422,49,False,0,Man City,2022-23
Joe Ayodele-Aribo,MID,Southampton,2.5,0,0,8,0,13.4,512,0.0,0.0,0.0,0.0,39,1,0,6.7,6.8,2022-08-27T11:30:00Z,88,0,0,0,0,4,0,64968,0,1,0,47.0,2,-10493,3665,14158,55,True,0,Man Utd,2022-23
Orel Mangala,MID,Nott'm Forest,0.2,0,0,0,0,0.0,536,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,4199,0,2,0,0.0,0,-575,267,842,50,True,0,Spurs,2022-23
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,115719,0,2,4,0.0,0,-13454,4325,17779,45,False,0,Man City,2022-23
Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0.0,443,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,135434,0,2,0,0.0,0,-59274,1171,60445,49,False,0,Nott'm Forest,2022-23
Jack Harrison,MID,Leeds,6.0,0,0,7,0,11.9,233,0.0,0.0,0.0,0.0,34,1,0,3.8,8.2,2022-08-27T14:00:00Z,73,0,0,0,0,4,0,373863,0,0,1,18.0,2,199491,235964,36473,60,False,0,Brighton,2022-23
Maxwel Cornet,MID,West Ham,0.7,0,0,0,0,0.0,575,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,7938,0,1,0,0.0,0,-1991,1194,3185,60,False,0,Aston Villa,2022-23
Luis Sinisterra,MID,Leeds,0.3,0,0,-2,0,1.0,508,0.0,0.0,0.0,0.0,34,1,0,0.7,0.0,2022-08-27T14:00:00Z,31,0,0,0,0,4,0,14768,0,0,1,7.0,1,-1123,1569,2692,65,False,0,Brighton,2022-23
Nathaniel Clyne,DEF,Crystal Palace,-0.2,0,0,6,0,0.3,157,0.0,0.0,0.0,0.0,37,3,0,0.2,2.0,2022-08-27T14:00:00Z,73,0,0,0,0,4,0,16727,0,2,4,0.0,1,-2642,903,3545,45,False,0,Man City,2022-23
Stuart Armstrong,MID,Southampton,0.7,0,0,7,0,15.1,405,0.0,0.0,0.0,0.0,39,0,0,2.6,11.0,2022-08-27T11:30:00Z,27,0,0,0,0,4,0,9160,0,1,0,0.0,1,-1346,580,1926,49,True,0,Man Utd,2022-23
Oriol Romeu,MID,Southampton,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,8247,0,1,0,0.0,0,-1283,174,1457,49,True,0,Man Utd,2022-23
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,77,0,0,1,0.0,0,-5,0,5,50,False,0,Brighton,2022-23
Harrison Ashby,DEF,West Ham,0.0,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,34212,0,1,0,0.0,0,-861,3248,4109,40,False,0,Aston Villa,2022-23
Lewis Brunt,DEF,Leicester,-0.5,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,29576,0,1,2,0.0,0,-1743,1184,2927,40,False,0,Chelsea,2022-23
Matt Ritchie,DEF,Newcastle,0.2,0,0,3,0,0.0,350,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,1,0,0,0,0,4,0,8066,0,1,1,0.0,1,-815,245,1060,44,False,0,Wolves,2022-23
Jannik Vestergaard,DEF,Leicester,-0.5,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,751160,0,1,2,0.0,0,-58105,24530,82635,40,False,0,Chelsea,2022-23
Enock Mwepu,MID,Brighton,1.5,0,0,2,0,0.3,118,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,20,0,0,0,0,4,0,9636,0,0,1,0.0,1,-1402,538,1940,54,True,0,Leeds,2022-23
Trevoh Chalobah,DEF,Chelsea,1.0,0,0,13,0,0.5,141,0.0,0.0,0.0,0.0,35,1,0,1.6,15.4,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,39334,0,1,2,0.0,2,-5718,1142,6860,48,True,0,Leicester,2022-23
Chris Richards,DEF,Crystal Palace,-0.5,0,0,3,0,0.9,530,0.0,0.0,0.0,0.0,37,3,0,0.4,3.2,2022-08-27T14:00:00Z,33,0,0,0,0,4,0,6378,0,2,4,0.0,0,-396,192,588,45,False,0,Man City,2022-23
Diogo Jota,FWD,Liverpool,0.0,0,0,0,0,0.0,288,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,31172,0,0,9,0.0,0,-3829,848,4677,89,True,0,Bournemouth,2022-23
Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,75541,0,1,1,0.0,0,-6765,1889,8654,44,False,0,Wolves,2022-23
Rodrigo,MID,Leeds,8.7,0,0,6,0,2.8,225,0.0,0.0,0.0,0.0,34,1,0,6.3,5.2,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,2646946,0,0,1,55.0,2,1332069,1384843,52774,64,False,0,Brighton,2022-23
Chiquinho,MID,Wolves,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,323,0,1,1,0.0,0,4,58,54,50,True,0,Newcastle,2022-23
Mohammed Salisu,DEF,Southampton,0.0,0,0,10,0,0.4,420,0.0,0.0,0.0,0.0,39,1,0,1.9,14.2,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,14499,0,1,0,4.0,2,-487,1092,1579,44,True,0,Man Utd,2022-23
Fred,MID,Man Utd,1.3,0,0,-2,0,0.0,331,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,1,0,0,0,0,4,0,57783,0,1,0,0.0,0,-10603,2659,13262,53,False,1,Southampton,2022-23
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,2439,0,0,1,0.0,0,-353,72,425,45,True,0,Leeds,2022-23
Jean-Philippe Mateta,FWD,Crystal Palace,0.5,0,0,0,0,0.5,168,0.0,0.0,0.0,0.0,37,1,0,0.2,1.0,2022-08-27T14:00:00Z,16,0,0,0,0,4,0,65783,0,2,4,0.0,0,4615,13803,9188,54,False,1,Man City,2022-23
Salomón Rondón,FWD,Everton,0.8,0,0,2,0,0.3,177,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,4,0,0,0,0,4,0,53347,0,1,1,0.0,1,1614,12503,10889,50,False,0,Brentford,2022-23
Liam Cooper,DEF,Leeds,-0.5,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,4021,0,0,1,0.0,0,-366,208,574,45,False,0,Brighton,2022-23
Alexander Isak,FWD,Newcastle,2.3,0,0,0,0,0.0,594,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,43144,0,1,1,0.0,0,37788,40649,2861,70,False,0,Wolves,2022-23
Erling Haaland,FWD,Man City,11.2,0,3,73,0,1.3,318,0.0,0.0,0.0,0.0,37,2,3,19.4,87.2,2022-08-27T14:00:00Z,83,0,0,0,0,4,0,5967805,0,2,4,105.0,17,99625,231905,132280,117,True,0,Crystal Palace,2022-23
Lewis Cook,MID,Bournemouth,0.0,0,0,11,0,0.3,67,0.0,0.0,0.0,0.0,36,7,0,0.7,6.4,2022-08-27T14:00:00Z,76,0,0,0,0,4,0,5132,0,0,9,0.0,2,-509,265,774,49,False,0,Liverpool,2022-23
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,495,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,3725,0,2,4,0.0,0,-172,0,172,40,False,0,Man City,2022-23
Phil Foden,MID,Man City,5.5,1,0,18,0,55.3,314,0.0,0.0,0.0,0.0,37,2,0,9.7,25.8,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,731637,0,2,4,16.0,4,-55430,55942,111372,80,True,1,Crystal Palace,2022-23
Calvin Ramsay,DEF,Liverpool,0.0,0,0,0,0,0.0,298,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,17883,0,0,9,0.0,0,-3651,153,3804,40,True,0,Bournemouth,2022-23
Steve Cook,DEF,Nott'm Forest,0.0,0,0,7,0,11.0,379,0.0,0.0,0.0,0.0,38,1,0,2.5,10.4,2022-08-28T15:30:00Z,74,0,0,0,0,4,0,12806,0,2,0,4.0,1,-667,553,1220,45,True,1,Spurs,2022-23
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,3839,0,1,2,0.0,0,-166,301,467,40,False,0,Chelsea,2022-23
Sékou Mara,FWD,Southampton,1.0,0,0,1,0,0.1,528,0.0,0.0,0.0,0.0,39,0,0,2.0,0.0,2022-08-27T11:30:00Z,13,0,0,0,0,4,0,12453,0,1,0,22.0,1,-550,1608,2158,55,True,0,Man Utd,2022-23
Scott McTominay,MID,Man Utd,1.7,0,0,6,1,2.2,338,0.0,0.0,0.0,0.0,39,0,0,4.5,14.8,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,20876,0,1,0,28.0,2,-1771,2156,3927,49,False,1,Southampton,2022-23
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,691,0,2,0,0.0,0,-172,0,172,50,True,0,Spurs,2022-23
Dean Henderson,GK,Nott'm Forest,6.5,0,2,30,0,0.0,398,0.0,0.0,0.0,0.0,38,2,0,5.2,52.2,2022-08-28T15:30:00Z,90,0,0,1,0,4,4,937244,0,2,0,0.0,9,104903,161401,56498,46,True,0,Spurs,2022-23
Jack Stacey,DEF,Bournemouth,-1.7,0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,4647,0,0,9,0.0,0,-392,114,506,44,False,0,Liverpool,2022-23
Mason Holgate,DEF,Everton,3.0,0,2,25,1,11.0,192,0.0,0.0,0.0,0.0,33,0,0,2.2,11.4,2022-08-27T14:00:00Z,67,0,0,0,0,4,0,15724,0,1,1,0.0,8,-1354,960,2314,45,False,0,Brentford,2022-23
Steven Alzate,MID,Brighton,0.5,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,19184,0,0,1,0.0,0,-2049,1191,3240,45,True,0,Leeds,2022-23
Mateusz Klich,MID,Leeds,0.5,0,0,6,0,21.6,223,0.0,0.0,0.0,0.0,34,1,0,3.4,10.6,2022-08-27T14:00:00Z,31,0,0,0,0,4,0,8824,0,0,1,2.0,1,-1028,683,1711,49,False,0,Brighton,2022-23
Armel Bella-Kotchap,DEF,Southampton,1.5,0,0,9,0,1.4,423,0.0,0.0,0.0,0.0,39,1,0,4.5,16.2,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,9314,0,1,0,27.0,2,1268,1998,730,45,True,0,Man Utd,2022-23
Ainsley Maitland-Niles,MID,Arsenal,1.0,0,0,0,0,0.0,21,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,0,0,0,0,4,0,4504,0,1,2,0.0,0,-778,287,1065,48,True,0,Fulham,2022-23
James Milner,MID,Liverpool,3.7,0,0,4,0,1.2,274,0.0,0.0,0.0,0.0,36,0,0,2.3,4.4,2022-08-27T14:00:00Z,21,0,0,0,0,4,0,137801,0,0,9,17.0,1,-3543,21797,25340,45,True,0,Bournemouth,2022-23
Keane Lewis-Potter,MID,Brentford,1.5,1,0,16,0,31.8,515,0.0,0.0,0.0,0.0,33,0,0,6.1,19.4,2022-08-27T14:00:00Z,22,0,0,0,0,4,0,7464,0,1,1,10.0,4,-1413,159,1572,53,True,0,Everton,2022-23
Kevin De Bruyne,MID,Man City,7.8,0,0,12,0,43.5,301,0.0,0.0,0.0,0.0,37,2,0,8.9,15.8,2022-08-27T14:00:00Z,88,0,0,0,0,4,0,2522376,0,2,4,30.0,2,276871,361418,84547,122,True,0,Crystal Palace,2022-23
Sepp van den Berg,DEF,Liverpool,1.5,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,31453,0,0,9,0.0,0,-248,3365,3613,40,True,0,Bournemouth,2022-23
Joe Gelhardt,FWD,Leeds,0.3,0,0,3,0,0.3,242,0.0,0.0,0.0,0.0,34,0,0,1.0,1.4,2022-08-27T14:00:00Z,8,0,0,0,0,4,0,40997,0,0,1,8.0,1,-3315,3173,6488,54,False,0,Brighton,2022-23
Diego Carlos,DEF,Aston Villa,0.0,0,0,0,0,0.0,50,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,37579,0,1,0,0.0,0,-14560,101,14661,49,True,0,West Ham,2022-23
