name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season
Bernardo Silva,MID,Man City,5.2,0,0,3,0,0.1,311,0,0,0,0,336,0,0,0,0.2,2023-04-30T13:00:00Z,7,Fulham,0,0,0,0,34,0,638113,0,2,1,0,1,14451,22076,7625,67,FALSE,0,2022-23
Bernardo Silva,MID,Man City,5.2,0,0,13,1,17.3,311,0.27,0.27,0,0.36,277,0,0,4.1,11.8,2023-05-03T19:00:00Z,90,West Ham,0,0,0,0,34,0,638113,1,0,3,12,3,14451,22076,7625,67,TRUE,0,2022-23
Javier Manquillo,DEF,Newcastle,1.3,0,0,0,0,0,363,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Southampton,0,0,0,0,34,0,5847,0,1,3,0,0,19,59,40,42,TRUE,0,2022-23
Bertrand Traoré,MID,Aston Villa,2,0,0,4,0,0.3,34,0.01,0.01,0,0.18,339,0,0,0.3,2.2,2023-04-30T13:00:00Z,26,Man Utd,0,0,0,0,34,0,7931,0,0,1,0,1,-582,145,727,49,FALSE,0,2022-23
Bobby Clark,MID,Liverpool,1,0,0,0,0,0,584,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,1479,0,3,4,0,0,3,13,10,45,TRUE,0,2022-23
Bobby Clark,MID,Liverpool,1,0,0,0,0,0,584,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,1479,0,0,1,0,0,3,13,10,45,TRUE,0,2022-23
Raphaël Varane,DEF,Man Utd,0,0,0,0,0,0,329,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Aston Villa,0,0,0,0,34,0,289745,0,0,1,0,0,-9439,81,9520,48,TRUE,0,2022-23
Raphaël Varane,DEF,Man Utd,0,0,0,0,0,0,329,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Brighton,0,0,0,0,34,0,289745,0,0,1,0,0,-9439,81,9520,48,FALSE,0,2022-23
Wanya Marçal-Madivadua,MID,Leicester,0,0,0,0,0,0,735,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,175,0,2,2,0,0,-2,11,13,45,TRUE,0,2022-23
Cody Drameh,DEF,Leeds,0,0,0,0,0,0,547,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Bournemouth,0,0,0,0,34,0,14454,0,1,4,0,0,-52,0,52,40,FALSE,0,2022-23
Vitalii Mykolenko,DEF,Everton,2,0,0,9,0,1.4,194,0,0,0,3.46,337,2,0,1.3,12,2023-05-01T19:00:00Z,90,Leicester,0,0,0,0,34,0,75796,1,2,2,0,1,-844,3728,4572,41,FALSE,0,2022-23
Kyle Walker,DEF,Man City,6.8,0,0,7,0,5.3,299,0.04,0.04,0,0.17,336,1,0,1.6,10.6,2023-04-30T13:00:00Z,90,Fulham,0,0,0,0,34,0,443071,1,2,1,0,1,19306,24355,5049,47,FALSE,1,2022-23
Kyle Walker,DEF,Man City,6.8,0,0,23,1,4,299,0.03,0.03,0,0.36,277,0,0,1.7,11.2,2023-05-03T19:00:00Z,90,West Ham,0,0,0,0,34,0,443071,1,0,3,2,6,19306,24355,5049,47,TRUE,0,2022-23
Scott Carson,GK,Man City,2,0,0,0,0,0,502,0,0,0,0,336,0,0,0,0,2023-04-30T13:00:00Z,0,Fulham,0,0,0,0,34,0,48208,0,2,1,0,0,-1653,705,2358,38,FALSE,0,2022-23
Scott Carson,GK,Man City,2,0,0,0,0,0,502,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,West Ham,0,0,0,0,34,0,48208,0,0,3,0,0,-1653,705,2358,38,TRUE,0,2022-23
Dominic Solanke,FWD,Bournemouth,5.9,0,2,27,0,11.9,66,0.19,0.6,0.41,1.67,332,1,1,10.4,38.4,2023-04-30T13:00:00Z,88,Leeds,0,0,0,0,34,0,442597,1,1,4,54,8,47485,77598,30113,56,TRUE,0,2022-23
Vitaly Janelt,MID,Brentford,1.5,0,0,15,0,17.9,86,0.04,0.04,0,0.7,333,1,0,2.7,9.4,2023-04-29T14:00:00Z,70,Nott'm Forest,0,0,0,0,34,0,14066,1,1,2,0,2,112,396,284,55,TRUE,0,2022-23
Robert Sánchez,GK,Brighton,0.4,0,0,0,0,0,113,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Wolves,0,0,0,0,34,0,974471,0,0,6,0,0,-28750,24196,52946,45,TRUE,0,2022-23
Robert Sánchez,GK,Brighton,0.4,0,0,0,0,0,113,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,974471,0,0,1,0,0,-28750,24196,52946,45,TRUE,0,2022-23
Edouard Mendy,GK,Chelsea,-0.5,0,0,0,0,0,147,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,665520,0,1,3,0,0,-1229,155,1384,48,FALSE,0,2022-23
Luke Ayling,DEF,Leeds,0.7,0,0,10,0,28.1,222,0.22,0.25,0.03,1.98,332,4,0,5.3,14.8,2023-04-30T13:00:00Z,90,Bournemouth,0,0,0,0,34,0,28870,1,1,4,10,0,-2105,1159,3264,45,FALSE,0,2022-23
Tommi O'Reilly,MID,Aston Villa,0,0,0,0,0,0,761,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Man Utd,0,0,0,0,34,0,30,0,0,1,0,0,22,27,5,45,FALSE,0,2022-23
Eric Bailly,DEF,Man Utd,0,0,0,0,0,0,339,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Aston Villa,0,0,0,0,34,0,37169,0,0,1,0,0,-80,0,80,40,TRUE,0,2022-23
Eric Bailly,DEF,Man Utd,0,0,0,0,0,0,339,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Brighton,0,0,0,0,34,0,37169,0,0,1,0,0,-80,0,80,40,FALSE,0,2022-23
Hugo Bueno,DEF,Wolves,1.4,0,0,14,0,26.8,558,0.06,0.06,0,3.28,334,6,0,3.9,12.4,2023-04-29T14:00:00Z,90,Brighton,0,0,0,0,34,0,398260,1,0,6,0,-1,42252,51931,9679,38,FALSE,0,2022-23
Lewis Warrington,MID,Everton,0,0,0,0,0,0,561,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Leicester,0,0,0,0,34,0,6574,0,2,2,0,0,-11,0,11,44,FALSE,0,2022-23
Pierre-Emile Højbjerg,MID,Spurs,2.3,0,0,13,0,3.3,433,0.01,0.15,0.14,2.33,338,4,0,1.8,10.2,2023-04-30T15:30:00Z,90,Liverpool,0,0,0,0,34,0,218240,1,3,4,4,2,-12430,585,13015,53,FALSE,0,2022-23
Kaden Rodney,MID,Crystal Palace,0,0,0,0,0,0,601,0,0,0,0,335,0,0,0,0,2023-04-29T11:30:00Z,0,West Ham,0,0,0,0,34,0,1979,0,3,4,0,0,4,31,27,45,TRUE,0,2022-23
Jesurun Rak-Sakyi,MID,Crystal Palace,0,0,0,0,0,0,172,0,0,0,0,335,0,0,0,0,2023-04-29T11:30:00Z,0,West Ham,0,0,0,0,34,0,1083,0,3,4,0,0,-2,0,2,45,TRUE,0,2022-23
Jairo Riedewald,MID,Crystal Palace,0,0,0,0,0,0,164,0,0,0,0,335,0,0,0,0,2023-04-29T11:30:00Z,0,West Ham,0,0,0,0,34,0,5143,0,3,4,0,0,-3,90,93,42,TRUE,0,2022-23
Declan Rice,MID,West Ham,4.4,0,0,14,0,5.3,467,0.04,0.04,0,2.13,335,4,0,2.3,18,2023-04-29T11:30:00Z,90,Crystal Palace,0,0,0,0,34,0,369013,1,3,4,0,2,8392,12459,4067,47,FALSE,0,2022-23
Declan Rice,MID,West Ham,4.4,0,0,0,0,0,467,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,Man City,0,0,0,0,34,0,369013,0,0,3,0,0,8392,12459,4067,47,FALSE,0,2022-23
Daniel Amartey,DEF,Leicester,0.4,0,0,0,0,0,257,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,74351,0,2,2,0,0,-2851,1922,4773,40,TRUE,0,2022-23
Kamaldeen Sulemana,MID,Southampton,1.4,1,1,27,0,10.7,731,0.57,0.57,0,2.8,340,1,0,4.9,30.4,2023-04-30T13:00:00Z,69,Newcastle,0,0,0,0,34,0,1289,1,1,3,8,6,-126,17,143,49,FALSE,0,2022-23
Anthony Gordon,MID,Newcastle,2,0,0,-2,0,6.4,195,0.16,0.5,0.34,0.83,340,1,0,3.1,2.4,2023-04-30T13:00:00Z,45,Southampton,0,0,0,0,34,0,103905,1,1,3,22,1,-479,150,629,51,TRUE,0,2022-23
David Raya,GK,Brentford,3.3,0,0,12,0,0,81,0.02,0.02,0,0.75,333,1,0,1.6,15.8,2023-04-29T14:00:00Z,90,Nott'm Forest,0,0,0,0,34,2,1771835,1,1,2,0,2,-41284,40151,81435,49,TRUE,0,2022-23
Dane Scarlett,FWD,Spurs,0,0,0,0,0,0,447,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Liverpool,0,0,0,0,34,0,3387,0,3,4,0,0,-12,0,12,45,FALSE,0,2022-23
Aaron Hickey,DEF,Brentford,1.3,0,0,14,0,11.3,510,0.07,0.09,0.02,0.75,333,1,0,2.3,8.8,2023-04-29T14:00:00Z,90,Nott'm Forest,0,0,0,0,34,0,36589,1,1,2,3,2,-781,1014,1795,49,TRUE,0,2022-23
João Gomes,MID,Wolves,1.4,0,0,3,0,11.8,721,0.02,0.02,0,1.88,334,4,0,1.5,3.6,2023-04-29T14:00:00Z,45,Brighton,0,0,0,0,34,0,2251,1,0,6,0,1,-175,85,260,45,FALSE,0,2022-23
Rúben Vinagre,DEF,Everton,0,0,0,0,0,0,531,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Leicester,0,0,0,0,34,0,5079,0,2,2,0,0,-15,28,43,43,FALSE,0,2022-23
Sammy Braybrooke,MID,Leicester,0,0,0,0,0,0,639,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,525,0,2,2,0,0,-30,7,37,45,TRUE,0,2022-23
Solly March,MID,Brighton,7.6,0,0,5,0,2.5,107,0,0.08,0.08,0.41,334,0,0,1.4,5.6,2023-04-29T14:00:00Z,55,Wolves,0,0,0,0,34,0,1701721,1,0,6,6,1,276629,304283,27654,53,TRUE,0,2022-23
Solly March,MID,Brighton,7.6,0,0,8,0,45.2,107,0.08,0.18,0.1,0.24,274,0,0,6,9.6,2023-05-04T19:00:00Z,27,Man Utd,0,0,0,0,34,0,1701721,0,0,1,5,1,276629,304283,27654,53,TRUE,0,2022-23
Maximilian Wöber,DEF,Leeds,0.2,0,0,5,0,2.2,691,0.07,0.07,0,1.36,332,2,0,1.9,12.8,2023-04-30T13:00:00Z,56,Bournemouth,0,0,0,0,34,0,3198,0,1,4,4,0,-551,23,574,44,FALSE,0,2022-23
Dwight Gayle,FWD,Newcastle,0,0,0,0,0,0,361,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Southampton,0,0,0,0,34,0,5438,0,1,3,0,0,-3,0,3,45,TRUE,0,2022-23
Brenden Aaronson,MID,Leeds,2.3,0,0,0,0,0,246,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Bournemouth,0,0,0,0,34,0,70720,0,1,4,0,0,-647,289,936,53,FALSE,0,2022-23
Danny Ward,GK,Leicester,0,0,0,0,0,0,254,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,2265906,0,2,2,0,0,-87095,9232,96327,39,TRUE,0,2022-23
Joachim Andersen,DEF,Crystal Palace,2.6,0,0,15,0,0.4,165,0.01,0.16,0.15,1.86,335,3,0,3.8,30.8,2023-04-29T11:30:00Z,90,West Ham,0,0,0,0,34,0,171401,1,3,4,7,1,-10653,921,11574,45,TRUE,0,2022-23
Kjell Scherpen,GK,Brighton,0,0,0,0,0,0,542,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Wolves,0,0,0,0,34,0,4592,0,0,6,0,0,-19,0,19,40,TRUE,0,2022-23
Kjell Scherpen,GK,Brighton,0,0,0,0,0,0,542,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,4592,0,0,1,0,0,-19,0,19,40,TRUE,0,2022-23
Jack Stephens,DEF,Bournemouth,0.7,0,0,0,0,0,404,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Leeds,0,0,0,0,34,0,5760,0,1,4,0,0,8,191,183,43,TRUE,0,2022-23
James McArthur,MID,Crystal Palace,0.2,0,0,0,0,0,154,0,0,0,0,335,0,0,0,0,2023-04-29T11:30:00Z,0,West Ham,0,0,0,0,34,0,706,0,3,4,0,0,-9,18,27,48,TRUE,0,2022-23
Wilfred Ndidi,MID,Leicester,1.4,0,0,15,0,0.7,265,0,0.03,0.03,2.95,337,2,0,1.2,9.6,2023-05-01T19:00:00Z,60,Everton,0,0,0,0,34,0,22612,1,2,2,2,2,-76,36,112,48,TRUE,0,2022-23
Ederson,GK,Man City,5.2,0,0,4,0,0,307,0,0,0,0.17,336,1,0,0.5,4.8,2023-04-30T13:00:00Z,90,Fulham,0,0,0,0,34,0,1774618,1,2,1,0,1,168664,190013,21349,54,FALSE,1,2022-23
Ederson,GK,Man City,5.2,0,0,0,0,0,307,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,West Ham,0,0,0,0,34,0,1774618,0,0,3,0,0,168664,190013,21349,54,TRUE,0,2022-23
Angelo Ogbonna,DEF,West Ham,2.2,0,0,7,0,0.5,456,0,0,0,2.01,335,3,0,0.7,4.8,2023-04-29T11:30:00Z,71,Crystal Palace,0,0,0,0,34,0,8922,0,3,4,2,1,-42,183,225,44,FALSE,0,2022-23
Angelo Ogbonna,DEF,West Ham,2.2,0,0,12,0,0.7,456,0,0,0,2.32,277,3,0,2.5,24,2023-05-03T19:00:00Z,90,Man City,0,0,0,0,34,0,8922,1,0,3,0,1,-42,183,225,44,FALSE,0,2022-23
Jarrod Bowen,MID,West Ham,7.6,0,0,10,0,6.1,465,0.05,0.05,0,2.13,335,4,0,1.9,8.8,2023-04-29T11:30:00Z,90,Crystal Palace,0,0,0,0,34,0,417095,1,3,4,4,2,6501,36883,30382,80,FALSE,0,2022-23
Jarrod Bowen,MID,West Ham,7.6,0,0,3,0,0.7,465,0.01,0.18,0.17,2.16,277,2,0,4,6.6,2023-05-03T19:00:00Z,78,Man City,0,0,0,0,34,0,417095,1,0,3,33,2,6501,36883,30382,80,FALSE,0,2022-23
Matija Šarkić,GK,Wolves,0,0,0,0,0,0,492,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Brighton,0,0,0,0,34,0,170694,0,0,6,0,0,-1893,0,1893,39,FALSE,0,2022-23
Noni Madueke,MID,Chelsea,1.7,0,1,28,0,2.1,708,0.02,0.19,0.17,1.96,331,3,1,7.1,43.4,2023-05-02T19:00:00Z,78,Arsenal,0,0,0,0,34,0,3631,1,1,3,25,8,-102,54,156,54,FALSE,0,2022-23
Malang Sarr,DEF,Chelsea,0,0,0,0,0,0,143,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,3653,0,1,3,0,0,-3,0,3,50,FALSE,0,2022-23
Anthony Knockaert,MID,Fulham,0,0,0,0,0,0,202,0,0,0,0,336,0,0,0,0,2023-04-30T13:00:00Z,0,Man City,0,0,0,0,34,0,2023,0,2,1,0,0,-8,0,8,47,TRUE,0,2022-23
Anthony Knockaert,MID,Fulham,0,0,0,0,0,0,202,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Liverpool,0,0,0,0,34,0,2023,0,0,1,0,0,-8,0,8,47,FALSE,0,2022-23
Lewis Payne,MID,Southampton,0,0,0,0,0,0,647,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Newcastle,0,0,0,0,34,0,258,0,1,3,0,0,0,0,0,45,FALSE,0,2022-23
Joe Rodon,DEF,Spurs,0,0,0,0,0,0,442,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Liverpool,0,0,0,0,34,0,3681,0,3,4,0,0,-13,0,13,40,FALSE,0,2022-23
Anthony Martial,FWD,Man Utd,5,0,0,2,0,10.3,345,0.05,0.05,0,0.09,339,0,0,1.8,7.2,2023-04-30T13:00:00Z,4,Aston Villa,0,0,0,0,34,0,182800,0,0,1,0,1,33761,41784,8023,63,TRUE,0,2022-23
Anthony Martial,FWD,Man Utd,5,0,0,6,1,12.2,345,0.04,0.15,0.11,1.26,274,0,0,4.3,6.6,2023-05-04T19:00:00Z,83,Brighton,0,0,0,0,34,0,182800,1,0,1,24,2,33761,41784,8023,63,FALSE,0,2022-23
Ben Davies,DEF,Liverpool,0,0,0,0,0,0,499,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,450,0,3,4,0,0,-1,0,1,40,TRUE,0,2022-23
Ben Davies,DEF,Liverpool,0,0,0,0,0,0,499,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,450,0,0,1,0,0,-1,0,1,40,TRUE,0,2022-23
Jan Bednarek,DEF,Southampton,-0.4,0,0,10,0,0.1,410,0,0,0,4.47,340,3,0,4,39.6,2023-04-30T13:00:00Z,90,Newcastle,0,0,0,0,34,0,23880,1,1,3,0,0,-779,187,966,42,FALSE,1,2022-23
Bryan Mbeumo,FWD,Brentford,3.3,0,0,9,0,35.7,95,0.21,0.47,0.26,0.75,333,1,0,6.4,9.4,2023-04-29T14:00:00Z,90,Nott'm Forest,0,0,0,0,34,0,406969,1,1,2,19,2,26032,46485,20453,57,TRUE,0,2022-23
Naby Keita,MID,Liverpool,0.5,0,0,0,0,0,287,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,4859,0,3,4,0,0,-18,2,20,47,TRUE,0,2022-23
Naby Keita,MID,Liverpool,0.5,0,0,0,0,0,287,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,4859,0,0,1,0,0,-18,2,20,47,TRUE,0,2022-23
Archie Gray,MID,Leeds,0.5,0,0,0,0,0,565,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Bournemouth,0,0,0,0,34,0,4546,0,1,4,0,0,-11,78,89,45,FALSE,0,2022-23
Amadou Onana,MID,Everton,0.4,0,0,0,0,0,577,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Leicester,0,0,0,0,34,0,15755,0,2,2,0,0,-340,86,426,47,FALSE,0,2022-23
Andrew Moran,MID,Brighton,0,0,0,0,0,0,651,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Wolves,0,0,0,0,34,0,823,0,0,6,0,0,14,91,77,45,TRUE,0,2022-23
Andrew Moran,MID,Brighton,0,0,0,0,0,0,651,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,823,0,0,1,0,0,14,91,77,45,TRUE,0,2022-23
Amad Diallo,MID,Man Utd,0,0,0,0,0,0,550,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Aston Villa,0,0,0,0,34,0,4714,0,0,1,0,0,-10,0,10,44,TRUE,0,2022-23
Amad Diallo,MID,Man Utd,0,0,0,0,0,0,550,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Brighton,0,0,0,0,34,0,4714,0,0,1,0,0,-10,0,10,44,FALSE,0,2022-23
Joseph Anang,GK,West Ham,-1,0,0,0,0,0,739,0,0,0,0,335,0,0,0,0,2023-04-29T11:30:00Z,0,Crystal Palace,0,0,0,0,34,0,1364,0,3,4,0,0,79,143,64,40,FALSE,0,2022-23
Joseph Anang,GK,West Ham,-1,0,0,0,0,0,739,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,Man City,0,0,0,0,34,0,1364,0,0,3,0,0,79,143,64,40,FALSE,0,2022-23
Billy Gilmour,MID,Brighton,2.4,0,0,13,1,8.2,149,0.17,0.24,0.07,0.7,334,0,0,1.1,2.2,2023-04-29T14:00:00Z,90,Wolves,0,0,0,0,34,0,38849,1,0,6,1,3,30,329,299,42,TRUE,0,2022-23
Billy Gilmour,MID,Brighton,2.4,0,0,13,1,3.2,149,0.02,0.02,0,1.31,274,0,0,1.4,10.4,2023-05-04T19:00:00Z,74,Man Utd,0,0,0,0,34,0,38849,1,0,1,0,3,30,329,299,42,TRUE,0,2022-23
Marcus Rashford,MID,Man Utd,12,1,0,8,1,11.6,335,0.12,0.58,0.46,0.47,339,0,0,6.7,7.4,2023-04-30T13:00:00Z,85,Aston Villa,0,0,0,0,34,0,5086843,1,0,1,48,6,868161,879857,11696,72,TRUE,0,2022-23
Marcus Rashford,MID,Man Utd,12,0,0,10,0,23.3,335,0.08,0.44,0.36,2.29,274,1,0,7.7,16.4,2023-05-04T19:00:00Z,90,Brighton,0,0,0,0,34,0,5086843,1,0,1,37,2,868161,879857,11696,72,FALSE,0,2022-23
Álex Moreno,DEF,Aston Villa,5.2,0,0,6,0,1.3,694,0.03,0.13,0.1,1.09,339,1,0,2.9,8.4,2023-04-30T13:00:00Z,74,Man Utd,0,0,0,0,34,0,314274,1,0,1,19,2,-14503,22315,36818,45,FALSE,0,2022-23
Julián Álvarez,FWD,Man City,10.4,1,3,43,0,12.6,319,0.02,0.7,0.68,0.17,336,1,1,10.3,41.2,2023-04-30T13:00:00Z,82,Fulham,0,0,0,0,34,0,260183,1,2,1,49,12,26697,38247,11550,60,FALSE,0,2022-23
Julián Álvarez,FWD,Man City,10.4,0,0,13,1,8.9,319,0.04,0.15,0.11,0.21,277,0,0,4.4,16.8,2023-05-03T19:00:00Z,76,West Ham,0,0,0,0,34,0,260183,1,0,3,18,2,26697,38247,11550,60,TRUE,0,2022-23
Mateusz Lis,GK,Southampton,0,0,0,0,0,0,421,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Newcastle,0,0,0,0,34,0,14535,0,1,3,0,0,-57,0,57,40,FALSE,0,2022-23
Takehiro Tomiyasu,DEF,Arsenal,0,0,0,0,0,0,14,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Chelsea,0,0,0,0,34,0,56031,0,1,3,0,0,-296,15,311,42,TRUE,0,2022-23
Emil Krafth,DEF,Newcastle,0,0,0,0,0,0,364,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Southampton,0,0,0,0,34,0,2003,0,1,3,0,0,1,6,5,43,TRUE,0,2022-23
John Stones,DEF,Man City,12,0,0,18,0,3.3,302,0.03,0.03,0,0.17,336,1,0,2.4,21,2023-04-30T13:00:00Z,90,Fulham,0,0,0,0,34,0,896925,1,2,1,0,2,467329,476681,9352,56,FALSE,0,2022-23
John Stones,DEF,Man City,12,0,0,20,1,18.5,302,0.03,0.29,0.26,0.36,277,0,0,4,5.6,2023-05-03T19:00:00Z,90,West Ham,0,0,0,0,34,0,896925,1,0,3,16,6,467329,476681,9352,56,TRUE,0,2022-23
Lucas Digne,DEF,Aston Villa,0.6,0,0,5,0,0.2,33,0,0,0,0.1,339,0,0,0.4,3.6,2023-04-30T13:00:00Z,15,Man Utd,0,0,0,0,34,0,140561,0,0,1,0,1,-2259,1025,3284,45,FALSE,0,2022-23
Shandon Baptiste,MID,Brentford,1.3,0,0,3,0,1.5,94,0,0,0,0.05,333,0,0,0.4,2,2023-04-29T14:00:00Z,19,Nott'm Forest,0,0,0,0,34,0,19250,0,1,2,0,1,232,386,154,45,TRUE,0,2022-23
Nathan Aké,DEF,Man City,2.2,0,0,0,0,0,308,0,0,0,0,336,0,0,0,0,2023-04-30T13:00:00Z,0,Fulham,0,0,0,0,34,0,313496,0,2,1,0,0,-99888,838,100726,50,FALSE,0,2022-23
Nathan Aké,DEF,Man City,2.2,0,3,43,1,5.3,308,0.07,0.62,0.55,0.21,277,0,1,8.9,42.2,2023-05-03T19:00:00Z,76,West Ham,0,0,0,0,34,0,313496,1,0,3,41,15,-99888,838,100726,50,TRUE,0,2022-23
Bukayo Saka,MID,Arsenal,4.1,0,0,9,0,20.3,13,0.08,0.37,0.29,0.41,331,1,0,8.2,10.4,2023-05-02T19:00:00Z,73,Chelsea,0,0,0,0,34,0,3476520,1,1,3,51,2,-707530,14281,721811,83,TRUE,0,2022-23
Lloyd Kelly,DEF,Bournemouth,2.9,0,0,15,0,0.2,73,0.03,0.03,0,1.67,332,1,0,1.1,10.6,2023-04-30T13:00:00Z,90,Leeds,0,0,0,0,34,0,58081,1,1,4,0,2,3008,3597,589,43,TRUE,0,2022-23
Weston McKennie,MID,Leeds,2.1,0,0,6,0,13.1,720,0.01,0.01,0,1.59,332,3,0,1.9,4.2,2023-04-30T13:00:00Z,70,Bournemouth,0,0,0,0,34,0,3189,1,1,4,2,2,39,298,259,46,FALSE,0,2022-23
Omari Hutchinson,MID,Chelsea,-0.5,0,0,0,0,0,653,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,740,0,1,3,0,0,9,47,38,42,FALSE,0,2022-23
Trent Alexander-Arnold,DEF,Liverpool,12.6,1,0,26,0,38.8,285,0.17,0.19,0.02,1.99,338,3,0,6.7,26.2,2023-04-30T15:30:00Z,90,Spurs,0,0,0,0,34,0,3072201,1,3,4,2,4,323895,347813,23918,76,TRUE,0,2022-23
Trent Alexander-Arnold,DEF,Liverpool,12.6,0,1,30,1,32.1,285,0.19,0.34,0.15,0.69,276,0,0,7.3,30.6,2023-05-03T19:00:00Z,90,Fulham,0,0,0,0,34,0,3072201,1,0,1,10,7,323895,347813,23918,76,TRUE,0,2022-23
Kiernan Dewsbury-Hall,MID,Leicester,0.6,0,0,0,0,0,266,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,60933,0,2,2,0,0,-1039,108,1147,49,TRUE,0,2022-23
Mohamed Salah,MID,Liverpool,16.4,0,0,24,0,8.4,283,0.1,1.01,0.91,1.99,338,3,1,8.9,37,2023-04-30T15:30:00Z,90,Spurs,0,0,0,0,34,0,3938062,1,3,4,44,7,133703,244875,111172,130,TRUE,0,2022-23
Mohamed Salah,MID,Liverpool,16.4,0,3,31,1,31,283,0.11,1.29,1.18,0.57,276,0,1,11.9,44.2,2023-05-03T19:00:00Z,83,Fulham,0,0,0,0,34,0,3938062,1,0,1,44,11,133703,244875,111172,130,TRUE,0,2022-23
Ross Barkley,MID,Chelsea,0,0,0,0,0,0,131,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,2980,0,1,3,0,0,-2,0,2,49,FALSE,0,2022-23
Thomas Partey,MID,Arsenal,1.9,0,0,3,0,0,6,0,0,0,0.29,331,0,0,0,0,2023-05-02T19:00:00Z,4,Chelsea,0,0,0,0,34,0,50537,0,1,3,0,1,-249,539,788,47,TRUE,0,2022-23
