name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Remi Matthews,GK,Crystal Palace,-0.5,0,0,0,0,0.0,561,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,41276,0,1,0.0,0,-31,1566,1597,39,True,0,Man Utd,Matthews
Rodrigo Hernandez,MID,Man City,7.8,0,2,29,0,0.0,266,379,2,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,180706,2,3,0.0,9,20054,27831,7777,55,True,0,Aston Villa,Rodrigo
Winston Reid,DEF,West Ham,0.0,0,0,0,0,0.0,410,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,69708,1,3,0.0,0,-343,0,343,39,False,0,Brighton,Reid
Axel Tuanzebe,DEF,Man Utd,0.0,0,0,0,0,0.0,283,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,29539,0,1,0.0,0,-64,0,64,44,False,0,Crystal Palace,Tuanzebe
Ademola Lookman,MID,Leicester,0.9,0,0,2,0,0.0,587,377,1,0,0.0,0.0,2022-05-22T15:00:00Z,13,0,0,0,0,38,0,30456,1,4,0.0,1,-5975,528,6503,59,True,0,Southampton,Lookman
Hakim Ziyech,MID,Chelsea,2.4,0,0,9,0,0.0,131,375,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,72178,1,2,0.0,2,1416,3231,1815,73,True,0,Watford,Ziyech
Marcus Bettinelli,GK,Chelsea,1.0,0,0,0,0,0.0,606,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3934,1,2,0.0,0,16,90,74,40,True,0,Watford,Bettinelli
Kaide Gordon,MID,Liverpool,1.0,0,0,0,0,0.0,625,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,673,1,3,0.0,0,7,30,23,45,True,0,Wolves,Gordon
Sonny Perkins,MID,West Ham,0.0,0,0,0,0,0.0,634,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,612,1,3,0.0,0,9,19,10,45,False,0,Brighton,Perkins
Patrick Bamford,FWD,Leeds,0.4,0,0,0,0,0.0,189,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,259871,2,1,0.0,0,123,710,587,77,False,0,Brentford,Bamford
Ben Nelson,DEF,Leicester,0.0,0,0,0,0,0.0,645,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2515,1,4,0.0,0,6,49,43,40,True,0,Southampton,Nelson
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,201,1,5,0.0,0,0,0,0,45,True,0,Everton,Saliba
Salomón Rondón,FWD,Everton,0.0,0,0,0,0,0.0,591,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,16878,1,5,0.0,0,-1719,300,2019,60,False,0,Arsenal,Rondón
Marc Albrighton,MID,Leicester,0.7,0,0,0,0,0.0,202,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,11316,1,4,0.0,0,30,228,198,52,True,0,Southampton,Albrighton
Francisco Jorge Tomás Oliveira,MID,Wolves,1.0,0,0,0,0,0.0,689,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1523,1,3,0.0,0,-396,107,503,55,False,0,Liverpool,Chiquinho
Kevin Long,DEF,Burnley,0.5,0,0,7,0,0.0,103,374,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,20047,2,1,0.0,1,1761,2213,452,40,True,0,Newcastle,Long
Jamie Vardy,FWD,Leicester,5.9,1,1,31,0,0.0,205,377,1,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1131929,1,4,0.0,10,122200,155716,33516,103,True,0,Southampton,Vardy
Alisson Ramses Becker,GK,Liverpool,5.2,0,0,18,0,0.0,231,378,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,4,875997,1,3,0.0,3,25922,35892,9970,61,True,0,Wolves,Alisson
Shola Shoretire,MID,Man Utd,0.7,0,0,3,0,0.0,727,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,15,0,0,0,0,38,0,152,0,1,0.0,1,52,63,11,45,False,0,Crystal Palace,Shoretire
Emiliano Buendía Stati,MID,Aston Villa,3.3,0,0,10,0,0.0,43,379,3,0,0.0,0.0,2022-05-22T15:00:00Z,87,0,0,0,0,38,0,113648,2,3,0.0,2,-17835,3023,20858,61,False,0,Man City,Buendía
Miguel Almirón,MID,Newcastle,2.5,0,0,6,0,0.0,308,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,88,0,0,0,0,38,0,21725,2,1,0.0,2,696,1237,541,50,False,0,Burnley,Almirón
Pablo Fornals,MID,West Ham,2.8,0,0,7,0,0.0,423,373,2,0,0.0,0.0,2022-05-22T15:00:00Z,80,0,0,0,0,38,0,123957,1,3,0.0,2,5074,6807,1733,59,False,0,Brighton,Fornals
Moisés Caicedo,MID,Brighton,3.6,0,0,11,0,0.0,538,373,1,0,0.0,0.0,2022-05-22T15:00:00Z,78,0,0,0,0,38,0,7082,1,3,0.0,2,955,1894,939,45,True,0,West Ham,Caicedo
Thomas McGill,GK,Brighton,0.0,0,0,0,0,0.0,688,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1389,1,3,0.0,0,66,156,90,40,True,0,West Ham,McGill
Andros Townsend,MID,Everton,0.0,0,0,0,0,0.0,482,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,187768,1,5,0.0,0,-1321,51,1372,52,False,0,Arsenal,Townsend
Jonjo Shelvey,MID,Newcastle,0.0,0,0,0,0,0.0,291,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,10097,2,1,0.0,0,-889,46,935,53,False,0,Burnley,Shelvey
Matt Doherty,DEF,Spurs,0.0,0,0,0,0,0.0,360,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,74644,5,0,0.0,0,-9591,43,9634,45,False,0,Norwich,Doherty
Jean-Philippe Gbamin,MID,Everton,0.0,0,0,0,0,0.0,504,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2731,1,5,0.0,0,92,117,25,44,False,0,Arsenal,Gbamin
Elliot Anderson,MID,Newcastle,0.0,0,0,0,0,0.0,609,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1297,2,1,0.0,0,-6,0,6,45,False,0,Burnley,Anderson
Yan Valery,DEF,Southampton,0.0,0,0,0,0,0.0,546,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,71745,1,4,0.0,0,-651,2144,2795,39,False,0,Leicester,Valery
Matthew Craig,MID,Spurs,1.0,0,0,0,0,0.0,729,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,116,5,0,0.0,0,26,36,10,45,False,0,Norwich,Craig
Charlie Goode,DEF,Brentford,0.0,0,0,0,0,0.0,87,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,102735,2,1,0.0,0,-940,0,940,39,True,0,Leeds,Goode
Marcos Alonso,DEF,Chelsea,6.1,0,0,0,0,0.0,122,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1429920,1,2,0.0,0,100113,122397,22284,57,True,0,Watford,Alonso
Pelenda Joshua Dasilva,MID,Brentford,0.5,0,0,3,0,0.0,82,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,32,0,0,0,0,38,0,1075,2,1,0.0,1,37,57,20,53,True,0,Leeds,Dasilva
Allan Marques Loureiro,MID,Everton,-0.6,0,0,0,0,0.0,171,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,268249,1,5,0.0,0,-2790,959,3749,43,False,0,Arsenal,Allan
Oleksandr Zinchenko,DEF,Man City,5.0,1,0,24,0,0.0,264,379,1,0,0.0,0.0,2022-05-22T15:00:00Z,45,0,0,0,0,38,0,148017,2,3,0.0,4,20994,27151,6157,53,True,0,Aston Villa,Zinchenko
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,0,0.0,241,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,11264,1,3,0.0,0,-24,0,24,42,True,0,Wolves,Phillips
Adam Armstrong,FWD,Southampton,0.8,0,0,4,0,0.0,525,377,1,0,0.0,0.0,2022-05-22T15:00:00Z,62,0,0,0,0,38,0,128476,1,4,0.0,2,-798,1053,1851,57,False,0,Leicester,A.Armstrong
Joshua Sargent,FWD,Norwich,0.0,0,0,0,0,0.0,516,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,21693,5,0,0.0,0,-677,197,874,54,True,0,Spurs,Sargent
Phil Bardsley,DEF,Burnley,-0.5,0,0,0,0,0.0,99,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,49543,2,1,0.0,0,-143,482,625,39,True,0,Newcastle,Bardsley
Thomas Dickson-Peters,FWD,Norwich,0.0,0,0,0,0,0.0,649,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2950,5,0,0.0,0,-63,0,63,45,True,0,Spurs,Dickson-Peters
James Milner,MID,Liverpool,2.0,0,0,8,0,0.0,221,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,45,0,0,0,0,38,0,7497,1,3,0.0,1,100,157,57,49,True,0,Wolves,Milner
Lewis Brunt,MID,Leicester,0.1,0,0,0,0,0.0,646,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,761,1,4,0.0,0,17,44,27,45,True,0,Southampton,Brunt
Jed Steer,GK,Aston Villa,0.0,0,0,0,0,0.0,28,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,157165,2,3,0.0,0,-2234,0,2234,39,False,0,Man City,Steer
Robert Kenedy Nunes do Nascimento,DEF,Chelsea,1.6,1,0,19,0,0.0,690,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,58,0,0,0,0,38,0,1358,1,2,0.0,4,63,112,49,45,True,0,Watford,Kenedy
Mark Noble,MID,West Ham,1.6,0,0,3,0,0.0,406,373,1,0,0.0,0.0,2022-05-22T15:00:00Z,9,0,0,0,0,38,0,71822,1,3,0.0,1,4660,6760,2100,43,False,0,Brighton,Noble
Harvey White,MID,Spurs,1.0,0,0,0,0,0.0,668,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2012,5,0,0.0,0,51,133,82,44,False,0,Norwich,White
Cody Drameh,DEF,Leeds,0.0,0,0,0,0,0.0,562,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6855,2,1,0.0,0,-26,0,26,39,False,0,Brentford,Drameh
Pierre-Emerick Aubameyang,FWD,Arsenal,0.0,0,0,0,0,0.0,4,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,112183,1,5,0.0,0,-359,0,359,96,True,0,Everton,Aubameyang
José Malheiro de Sá,GK,Wolves,0.5,0,0,7,0,0.0,475,378,1,0,0.0,0.0,2022-05-22T15:00:00Z,45,0,0,0,0,38,1,734642,1,3,0.0,1,-49022,1511,50533,52,False,0,Liverpool,Sá
Fraser Forster,GK,Southampton,0.0,0,0,0,0,0.0,333,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,105912,1,4,0.0,0,-8507,352,8859,44,False,0,Leicester,Forster
Matthew Cash,DEF,Aston Villa,2.7,0,0,18,0,0.0,44,379,3,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1007088,2,3,0.0,7,-183425,10792,194217,53,False,0,Man City,Cash
Allan Saint-Maximin,FWD,Newcastle,3.5,1,0,12,0,0.0,307,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,71,0,0,0,0,38,0,998853,2,1,0.0,5,22417,44001,21584,67,False,0,Burnley,Saint-Maximin
Jarrad Branthwaite,DEF,Everton,-1.4,0,0,10,0,0.0,544,371,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,27966,1,5,0.0,0,-117,345,462,40,False,0,Arsenal,Branthwaite
Joel Ward,DEF,Crystal Palace,2.5,0,0,23,1,0.0,474,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,21637,0,1,0.0,6,-1284,149,1433,45,True,0,Man Utd,Ward
Milot Rashica,MID,Norwich,0.5,0,0,8,0,0.0,449,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,10177,5,0,0.0,2,-101,417,518,52,True,0,Spurs,Rashica
Vladimir Coufal,DEF,West Ham,2.2,0,0,16,0,0.0,418,373,2,0,0.0,0.0,2022-05-22T15:00:00Z,80,0,0,0,0,38,0,283496,1,3,0.0,1,2651,5021,2370,47,False,0,Brighton,Coufal
Fabian Delph,MID,Everton,0.0,0,0,0,0,0.0,163,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,129579,1,5,0.0,0,8672,23957,15285,42,False,0,Arsenal,Delph
Pierre Ekwah,DEF,West Ham,0.0,0,0,0,0,0.0,682,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1720,1,3,0.0,0,120,174,54,40,False,0,Brighton,Ekwah
Ben Johnson,DEF,West Ham,0.8,0,0,2,0,0.0,425,373,1,0,0.0,0.0,2022-05-22T15:00:00Z,9,0,0,0,0,38,0,338533,1,3,0.0,1,4062,13986,9924,39,False,0,Brighton,Johnson
Emile Smith Rowe,MID,Arsenal,1.8,0,0,0,0,0.0,21,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,907538,1,5,0.0,0,-26533,8693,35226,57,True,0,Everton,Smith Rowe
Toby Alderweireld,DEF,Spurs,0.0,0,0,0,0,0.0,355,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1552,5,0,0.0,0,-3,0,3,50,False,0,Norwich,Alderweireld
Tyler Morton,MID,Liverpool,1.0,0,0,0,0,0.0,620,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,618,1,3,0.0,0,7,19,12,45,True,0,Wolves,Morton
Jon McCracken,GK,Norwich,-1.0,0,0,0,0,0.0,666,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4673,5,0,0.0,0,14,98,84,40,True,0,Spurs,McCracken
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,4.9,0,0,3,0,0.0,310,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,10,0,0,0,0,38,0,163263,2,1,0.0,1,44551,51423,6872,59,False,0,Burnley,Joelinton
Karl Darlow,GK,Newcastle,0.5,0,0,0,0,0.0,294,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,28103,2,1,0.0,0,143,537,394,45,False,0,Burnley,Darlow
Kiernan Dewsbury-Hall,MID,Leicester,2.0,0,0,6,1,0.0,505,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,62,0,0,0,0,38,0,139381,1,4,0.0,3,-11691,4971,16662,44,True,0,Southampton,Dewsbury-Hall
Christian Benteke,FWD,Crystal Palace,0.0,0,0,0,0,0.0,149,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,107583,0,1,0.0,0,-709,846,1555,59,True,0,Man Utd,Benteke
Riyad Mahrez,MID,Man City,2.0,0,0,6,0,0.0,254,379,1,0,0.0,0.0,2022-05-22T15:00:00Z,55,0,0,0,0,38,0,365604,2,3,0.0,1,-2961,22999,25960,86,True,0,Aston Villa,Mahrez
Bamidele Alli,MID,Everton,-0.4,0,0,6,0,0.0,363,371,4,0,0.0,0.0,2022-05-22T15:00:00Z,66,0,0,0,0,38,0,94782,1,5,0.0,2,95,632,537,62,False,0,Arsenal,Dele
Frank Onyeka,MID,Brentford,-0.4,0,0,0,0,0.0,479,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,5347,2,1,0.0,0,-33,9,42,49,True,0,Leeds,Onyeka
Armstrong Oko-Flex,MID,West Ham,0.0,0,0,0,0,0.0,652,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1481,1,3,0.0,0,167,246,79,44,False,0,Brighton,Oko-Flex
Jay Rodriguez,FWD,Burnley,-0.1,0,0,0,0,0.0,104,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,106982,2,1,0.0,0,-14768,632,15400,51,True,0,Newcastle,Rodriguez
Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,92,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,572,2,1,0.0,0,-3,0,3,40,True,0,Leeds,Balcombe
Marco Stiepermann,MID,Norwich,0.0,0,0,0,0,0.0,316,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,36,5,0,0.0,0,0,0,0,50,True,0,Spurs,Stiepermann
Tino Livramento,DEF,Southampton,0.0,0,0,0,0,0.0,491,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,599430,1,4,0.0,0,-31046,135,31181,42,False,0,Leicester,Livramento
Joe Hart,GK,Spurs,0.0,0,0,0,0,0.0,352,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1503,5,0,0.0,0,-2,0,2,45,False,0,Norwich,Hart
Ashley Westwood,MID,Burnley,0.0,0,0,0,0,0.0,107,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,19318,2,1,0.0,0,-315,33,348,52,True,0,Newcastle,Westwood
Ryan Giles,MID,Wolves,0.0,0,0,0,0,0.0,687,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,61,1,3,0.0,0,0,0,0,45,False,0,Liverpool,Giles
Cameron Archer,FWD,Aston Villa,0.0,0,0,0,0,0.0,568,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,70023,2,3,0.0,0,-1007,0,1007,45,False,0,Man City,Archer
Charlie Taylor,DEF,Burnley,2.3,0,0,13,0,0.0,113,374,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,61759,2,1,0.0,1,3097,6653,3556,44,True,0,Newcastle,Taylor
Christian Eriksen,MID,Brentford,3.1,0,0,16,0,0.0,699,372,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,171173,2,1,0.0,2,33103,39580,6477,56,True,0,Leeds,Eriksen
Mathias Normann,MID,Norwich,-0.2,0,0,6,0,0.0,581,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,9842,5,0,0.0,1,-248,172,420,45,True,1,Spurs,Normann
Mads Bidstrup,MID,Brentford,0.0,0,0,0,0,0.0,97,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4616,2,1,0.0,0,-25,0,25,44,True,0,Leeds,Bidstrup
Adrian Blake,MID,Watford,-1.0,0,0,0,0,0.0,733,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,136,1,2,0.0,0,-16,59,75,45,False,0,Chelsea,Blake
Mason Holgate,DEF,Everton,2.4,0,0,8,0,0.0,178,371,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,142280,1,5,0.0,0,-6075,5010,11085,42,False,0,Arsenal,Holgate
Jack Stephens,DEF,Southampton,0.0,0,0,13,0,0.0,338,377,4,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,5101,1,4,0.0,0,28,63,35,44,False,0,Leicester,Stephens
Lyanco Evangelista Silveira Neves Vojnovic,DEF,Southampton,0.2,0,0,17,0,0.0,567,377,4,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1955,1,4,0.0,0,79,103,24,44,False,0,Leicester,Lyanco
Anthony Gordon,MID,Everton,1.0,0,0,4,0,0.0,503,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,23,0,0,0,0,38,0,496688,1,5,0.0,1,-71701,8745,80446,47,False,0,Arsenal,Gordon
Chris Wood,FWD,Newcastle,1.0,0,0,3,0,0.0,109,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,18,0,0,0,0,38,0,164172,2,1,0.0,1,-25943,1402,27345,63,False,0,Burnley,Wood
Nélson Cabral Semedo,DEF,Wolves,0.0,0,0,0,0,0.0,437,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,140427,1,3,0.0,0,-2703,69,2772,48,False,0,Liverpool,Semedo
Scott Banks,MID,Crystal Palace,-0.5,0,0,0,0,0.0,543,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3487,0,1,0.0,0,-31,52,83,45,True,0,Man Utd,Banks
Harry Lewis,GK,Southampton,0.0,0,0,0,0,0.0,637,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,93061,1,4,0.0,0,10837,13414,2577,39,False,0,Leicester,Lewis
Romain Saïss,DEF,Wolves,0.0,0,0,0,0,0.0,431,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,187633,1,3,0.0,0,-27132,59,27191,48,False,0,Liverpool,Saïss
Ben Gibson,DEF,Norwich,-0.3,0,0,0,0,0.0,456,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6839,5,0,0.0,0,-215,30,245,44,True,0,Spurs,Gibson
Vincent Angelini,GK,Watford,-1.0,0,0,0,0,0.0,642,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4120,1,2,0.0,0,-341,247,588,40,False,0,Chelsea,Angelini
Oghenekaro Peter Etebo,MID,Watford,0.0,0,0,0,0,0.0,467,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,16727,1,2,0.0,0,-541,365,906,43,False,0,Chelsea,Etebo
Cenk Tosun,FWD,Everton,-1.0,0,0,0,0,0.0,622,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,11355,1,5,0.0,0,200,776,576,50,False,0,Arsenal,Tosun
Alphonse Areola,GK,West Ham,0.0,0,0,0,0,0.0,489,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,65321,1,3,0.0,0,34,343,309,47,False,0,Brighton,Areola
Jordan Ayew,FWD,Crystal Palace,1.0,0,0,0,0,0.0,153,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,90652,0,1,0.0,0,-1057,4861,5918,58,True,0,Man Utd,Ayew
Fernando Marçal,DEF,Wolves,-1.0,0,0,0,0,0.0,432,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,121974,1,3,0.0,0,-3679,261,3940,42,False,0,Liverpool,Marçal
Alex Nicolao Telles,DEF,Man Utd,3.7,0,0,15,0,0.0,279,376,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,72116,0,1,0.0,2,-288,3277,3565,49,False,0,Crystal Palace,Telles
Zack Steffen,GK,Man City,1.0,0,0,0,0,0.0,260,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,14062,2,3,0.0,0,-22,67,89,44,True,0,Aston Villa,Steffen
Lucas Rodrigues Moura da Silva,MID,Spurs,2.5,1,0,19,0,0.0,362,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,22,0,0,0,0,38,0,122470,5,0,0.0,4,-571,1565,2136,59,False,0,Norwich,Lucas Moura
Steven Bergwijn,MID,Spurs,1.7,0,0,0,0,0.0,369,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,17,0,0,0,0,38,0,32688,5,0,0.0,1,-118,282,400,59,False,0,Norwich,Bergwijn
Roberto Firmino,FWD,Liverpool,2.0,1,0,16,0,0.0,228,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,20,0,0,0,0,38,0,216575,1,3,0.0,4,5384,6986,1602,87,True,0,Wolves,Firmino
Harry Tyrer,GK,Everton,-1.0,0,0,0,0,0.0,616,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4437,1,5,0.0,0,17,88,71,40,False,0,Arsenal,Tyrer
Callum Hudson-Odoi,MID,Chelsea,0.0,0,0,0,0,0.0,140,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,20411,1,2,0.0,0,-169,25,194,53,True,0,Watford,Hudson-Odoi
Morgan Sanson,MID,Aston Villa,-1.0,0,0,0,0,0.0,34,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2023,2,3,0.0,0,3,48,45,50,False,0,Man City,Sanson
Nathan Patterson,DEF,Everton,0.0,0,0,0,0,0.0,674,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1327,1,5,0.0,0,28,71,43,41,False,0,Arsenal,Patterson
Harry Maguire,DEF,Man Utd,1.1,0,0,11,0,0.0,273,376,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,392953,0,1,0.0,2,-979,1092,2071,54,False,0,Crystal Palace,Maguire
Raphaël Varane,DEF,Man Utd,3.9,0,0,0,0,0.0,555,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,213173,0,1,0.0,0,3203,5329,2126,55,False,0,Crystal Palace,Varane
Max Kilman,DEF,Wolves,0.0,0,0,0,0,0.0,439,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,113702,1,3,0.0,0,-12005,98,12103,45,False,0,Liverpool,Kilman
Teemu Pukki,FWD,Norwich,2.0,0,0,5,0,0.0,315,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,865426,5,0,0.0,2,-27306,39387,66693,61,True,0,Spurs,Pukki
Mohamed Naser El Sayed Elneny,MID,Arsenal,3.3,0,0,15,0,0.0,12,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,34283,1,5,0.0,2,633,1673,1040,44,True,0,Everton,Elneny
William Smallbone,MID,Southampton,0.2,0,0,3,0,0.0,347,377,1,0,0.0,0.0,2022-05-22T15:00:00Z,1,0,0,0,0,38,0,1825,1,4,0.0,1,3,35,32,45,False,0,Leicester,Smallbone
Adedapo Awokoya-Mebude,FWD,Watford,0.0,0,0,0,0,0.0,469,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6133,1,2,0.0,0,-24,0,24,45,False,0,Chelsea,Mebude
Kelechi Iheanacho,FWD,Leicester,1.7,0,0,0,0,0.0,213,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,286578,1,4,0.0,0,-46350,3886,50236,70,True,0,Southampton,Iheanacho
