name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Andre Green,0,0,0,0,0.0,32,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,817,5,1,0.0,0,-28,13,41,49,False,0,Norwich,Aston Villa,MID
Andriy Yarmolenko,0,0,10,0,18.6,392,80,1,0,2.6,5.4,2019-10-05T16:30:00Z,77,0,0,0,0,8,0,412689,2,1,2.0,1,299400,309371,9971,60,True,1,Crystal Palace,West Ham,MID
Andros Townsend,0,0,2,0,0.5,135,80,0,0,0.1,0.2,2019-10-05T16:30:00Z,9,0,0,0,0,8,0,113659,2,1,0.0,1,-2940,2290,5230,57,False,0,West Ham,Crystal Palace,MID
André Filipe Tavares Gomes,0,0,3,0,1.5,422,73,0,0,0.2,0.4,2019-10-05T14:00:00Z,6,0,0,0,0,8,0,29184,0,1,0.0,1,-2775,151,2926,53,False,0,Burnley,Everton,MID
Andy Carroll,0,0,3,0,0.5,520,76,0,0,0.6,1.2,2019-10-06T15:30:00Z,34,0,0,0,0,8,0,7384,0,1,4.0,1,88,730,642,54,True,0,Man Utd,Newcastle,FWD
Andy King,0,0,0,0,0.0,480,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,20892,1,2,0.0,0,-1262,106,1368,44,False,0,Liverpool,Leicester,MID
Andy Lonergan,0,0,0,0,0.0,530,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,1615,1,2,0.0,0,-69,34,103,44,True,0,Leicester,Liverpool,GK
Angelo Ogbonna,0,0,16,0,1.1,377,80,2,0,2.6,21.0,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,34574,2,1,4.0,1,1790,3511,1721,45,True,0,Crystal Palace,West Ham,DEF
Angel Gomes,0,0,0,0,0.0,245,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,6657,0,1,0.0,0,-453,86,539,48,False,0,Newcastle,Man Utd,MID
Angus Gunn,0,0,14,0,0.0,319,78,4,0,1.8,17.8,2019-10-06T13:00:00Z,90,0,0,0,0,8,3,242592,4,1,0.0,1,-6814,8043,14857,45,True,0,Chelsea,Southampton,GK
Anthony Knockaert,0,0,0,0,0.0,52,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,671,0,3,0.0,0,-8,10,18,54,True,0,Spurs,Brighton,MID
Anthony Martial,0,0,0,0,0.0,239,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,219426,0,1,0.0,0,-39023,1276,40299,75,False,0,Newcastle,Man Utd,MID
Antonio Rüdiger,0,0,0,0,0.0,104,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,7124,4,1,0.0,0,-734,50,784,60,False,0,Southampton,Chelsea,DEF
Anwar El Ghazi,2,0,29,1,36.0,30,77,0,0,14.4,47.2,2019-10-05T14:00:00Z,63,0,0,0,0,8,0,44853,5,1,61.0,9,14210,17035,2825,55,False,0,Norwich,Aston Villa,MID
Archie Mair,0,0,0,0,0.0,551,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,0,5,1,0.0,0,0,0,0,40,True,0,Aston Villa,Norwich,GK
Arnaut Danjuma Groeneveld,0,0,2,0,0.0,492,71,0,0,0.7,0.4,2019-10-06T13:00:00Z,11,0,0,0,0,8,0,1695,0,1,7.0,1,-1,74,75,58,False,0,Arsenal,Bournemouth,MID
Arthur Masuaku,0,0,0,0,0.0,378,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,63675,2,1,0.0,0,-7095,1082,8177,45,True,0,Crystal Palace,West Ham,DEF
Artur Boruc,0,0,0,0,0.0,73,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,21334,0,1,0.0,0,-655,326,981,44,False,0,Arsenal,Bournemouth,GK
Ashley Barnes,0,0,4,1,0.1,90,73,0,0,1.4,2.0,2019-10-05T14:00:00Z,72,0,0,0,0,8,0,480535,0,1,12.0,2,-85491,17311,102802,65,True,0,Everton,Burnley,FWD
Ashley Westwood,1,0,20,1,39.4,101,73,0,0,7.0,30.2,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,35192,0,1,0.0,5,-1937,1333,3270,54,True,1,Everton,Burnley,MID
Ashley Young,0,0,21,0,88.1,224,76,1,0,12.0,27.8,2019-10-06T15:30:00Z,85,0,0,0,0,8,0,26913,0,1,4.0,2,107,1621,1514,54,False,0,Newcastle,Man Utd,DEF
Asmir Begovic,0,0,0,0,0.0,72,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,84972,0,1,0.0,0,-5958,173,6131,43,False,0,Arsenal,Bournemouth,GK
Axel Tuanzebe,0,0,14,0,2.3,481,76,1,0,1.5,13.0,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,10607,0,1,0.0,2,1356,1880,524,44,False,0,Newcastle,Man Utd,DEF
Aymeric Laporte,0,0,0,0,0.0,202,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,166222,2,0,0.0,0,-11298,236,11534,63,True,0,Wolves,Man City,DEF
Ayoze Pérez,1,0,11,0,10.3,265,74,1,0,3.1,16.4,2019-10-05T14:00:00Z,17,0,0,0,0,8,0,227827,1,2,4.0,4,-15398,2856,18254,60,False,0,Liverpool,Leicester,MID
Bailey Peacock-Farrell,0,0,0,0,0.0,495,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,5572,0,1,0.0,0,-105,73,178,45,True,0,Everton,Burnley,GK
Bamidele Alli,0,0,0,0,0.0,344,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,29512,0,3,0.0,0,-1128,1502,2630,84,False,0,Brighton,Spurs,MID
Benjamin Chilwell,0,0,5,0,4.7,161,74,2,0,1.8,9.0,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,272151,1,2,4.0,1,1756,12540,10784,54,False,0,Liverpool,Leicester,DEF
Benjamin Mendy,0,0,0,0,0.0,204,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,35252,2,0,0.0,0,-1254,3613,4867,59,True,0,Wolves,Man City,DEF
Ben Davies,0,0,12,0,3.7,329,72,3,0,1.8,11.8,2019-10-05T11:30:00Z,90,0,0,0,0,8,0,10793,0,3,2.0,1,-508,418,926,54,False,0,Brighton,Spurs,DEF
Ben Foster,0,3,29,1,0.0,366,79,0,0,2.4,23.6,2019-10-05T14:00:00Z,90,0,0,0,0,8,3,110852,0,0,0.0,10,-2553,2873,5426,48,True,0,Sheffield Utd,Watford,GK
Ben Gibson,0,0,0,0,0.0,89,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,193490,0,1,0.0,0,-3644,3569,7213,40,True,0,Everton,Burnley,DEF
Ben Godfrey,0,0,13,0,0.5,273,77,5,0,2.3,21.0,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,18977,5,1,1.0,0,415,1513,1098,45,True,0,Aston Villa,Norwich,DEF
Ben Johnson,0,0,0,0,0.0,384,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,104534,2,1,0.0,0,-1500,3233,4733,40,True,0,Crystal Palace,West Ham,DEF
Ben Mee,0,0,24,1,10.3,83,73,0,0,4.5,28.2,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,65938,0,1,6.0,6,-886,2836,3722,50,True,0,Everton,Burnley,DEF
Ben Osborn,0,0,0,0,0.0,472,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,2335,0,0,0.0,0,-82,21,103,48,False,0,Watford,Sheffield Utd,MID
Beram Kayal,0,0,0,0,0.0,56,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,3902,0,3,0.0,0,-526,87,613,44,True,0,Spurs,Brighton,MID
Bernardo Mota Veiga de Carvalho e Silva,0,0,4,0,4.9,218,75,2,0,3.3,2.2,2019-10-06T13:00:00Z,30,0,0,0,0,8,0,1041656,2,0,26.0,1,43785,139826,96041,79,True,0,Wolves,Man City,MID
Bernardo Fernandes da Silva Junior,0,0,0,0,0.0,39,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,7680,0,3,0.0,0,-649,4,653,44,True,0,Spurs,Brighton,DEF
Bernard Anício Caldeira Duarte,0,0,0,0,0.0,152,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,67388,0,1,0.0,0,-20536,158,20694,65,False,0,Burnley,Everton,MID
Bernd Leno,0,0,24,1,0.0,14,71,0,0,1.5,15.0,2019-10-06T13:00:00Z,90,0,0,0,0,8,2,422070,0,1,0.0,6,17314,31190,13876,50,True,0,Bournemouth,Arsenal,GK
Billy Gilmour,0,0,0,0,0.0,533,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,1465,4,1,0.0,0,16,175,159,45,False,0,Southampton,Chelsea,MID
Billy Sharp,0,0,3,0,0.3,298,79,0,0,0.3,0.2,2019-10-05T14:00:00Z,19,0,0,0,0,8,0,26041,0,0,2.0,1,-1199,369,1568,57,False,0,Watford,Sheffield Utd,FWD
Birkir Bjarnason,0,0,0,0,0.0,33,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,3406,5,1,0.0,0,-227,15,242,45,False,0,Norwich,Aston Villa,MID
Bjorn Engels,0,0,23,1,0.3,455,77,0,0,2.5,20.2,2019-10-05T14:00:00Z,74,0,0,0,0,8,0,71533,5,1,4.0,6,-4881,1531,6412,45,False,0,Norwich,Aston Villa,DEF
Brandon Williams,0,0,0,0,0.0,549,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,4998,0,1,0.0,0,2729,3139,410,40,False,0,Newcastle,Man Utd,DEF
Bukayo Saka,0,0,10,1,26.3,541,71,0,0,6.3,12.2,2019-10-06T13:00:00Z,82,0,0,0,0,8,0,57643,0,1,24.0,3,43815,46489,2674,45,True,0,Bournemouth,Arsenal,MID
Callum Hudson-Odoi,1,0,14,0,34.8,116,78,1,0,10.6,26.6,2019-10-06T13:00:00Z,79,0,0,0,0,8,0,49727,4,1,45.0,5,25897,27719,1822,59,False,0,Southampton,Chelsea,MID
Callum Robinson,0,0,5,1,1.7,453,79,0,0,4.3,5.4,2019-10-05T14:00:00Z,70,0,0,0,0,8,0,42867,0,0,36.0,3,333,4873,4540,53,False,0,Watford,Sheffield Utd,MID
Callum Slattery,0,0,0,0,0.0,327,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,26624,4,1,0.0,0,412,3062,2650,44,True,0,Chelsea,Southampton,MID
Callum Wilson,0,0,14,0,22.7,67,71,1,0,5.1,11.6,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,812209,0,1,17.0,2,44440,85411,40971,79,False,0,Arsenal,Bournemouth,FWD
Calum Chambers,0,2,27,1,13.0,467,71,0,0,7.3,15.4,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,72961,0,1,45.0,8,6625,10093,3468,44,True,0,Bournemouth,Arsenal,DEF
Caoimhin Kelleher,0,0,0,0,0.0,531,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,1558,1,2,0.0,0,-35,40,75,45,True,0,Leicester,Liverpool,GK
Carlos Sánchez,0,0,0,0,0.0,397,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,23829,2,1,0.0,0,-1015,343,1358,45,True,0,Crystal Palace,West Ham,MID
Carl Jenkinson,0,0,0,0,0.0,9,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,1726,0,1,0.0,0,-40,17,57,45,True,0,Bournemouth,Arsenal,DEF
Cenk Tosun,0,0,0,0,0.0,146,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,7871,0,1,0.0,0,-189,228,417,57,False,0,Burnley,Everton,FWD
Charlie Austin,0,0,0,0,0.0,312,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,3785,4,1,0.0,0,-108,24,132,60,True,0,Chelsea,Southampton,FWD
Charlie Daniels,0,0,0,0,0.0,60,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,8021,0,1,0.0,0,-621,10,631,44,False,0,Arsenal,Bournemouth,DEF
Charlie Taylor,0,0,5,0,14.6,87,73,0,0,3.1,14.0,2019-10-05T14:00:00Z,35,0,0,0,0,8,0,41043,0,1,2.0,1,-2274,565,2839,42,True,0,Everton,Burnley,DEF
Cheikhou Kouyaté,1,0,20,0,3.8,139,80,1,0,1.4,4.4,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,10032,2,1,6.0,5,110,649,539,49,False,0,West Ham,Crystal Palace,MID
Che Adams,0,0,0,0,0.0,437,78,1,0,0.2,0.0,2019-10-06T13:00:00Z,9,0,0,0,0,8,0,35647,4,1,4.0,1,-4216,1128,5344,56,True,0,Chelsea,Southampton,FWD
Christian Atsu,0,0,3,0,0.0,267,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,7,0,0,0,0,8,0,15430,0,1,0.0,1,-2030,1112,3142,54,True,0,Man Utd,Newcastle,MID
Christian Benteke,0,0,-1,0,0.0,129,80,0,0,0.4,2.0,2019-10-05T16:30:00Z,1,0,0,0,0,8,0,44661,2,1,2.0,0,-2622,645,3267,58,False,1,West Ham,Crystal Palace,FWD
Christian Eriksen,0,0,7,0,5.3,343,72,3,0,3.1,10.0,2019-10-05T11:30:00Z,90,0,0,0,0,8,0,265642,0,3,16.0,2,-2566,11540,14106,88,False,0,Brighton,Spurs,MID
Christian Fuchs,0,0,0,0,0.0,163,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,29199,1,2,0.0,0,-1777,400,2177,44,False,0,Liverpool,Leicester,DEF
Christian Kabasele,0,1,28,1,0.3,354,79,0,0,3.3,30.2,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,11224,0,0,2.0,7,-419,200,619,43,True,0,Sheffield Utd,Watford,DEF
Christian Pulisic,1,0,16,0,13.5,431,78,0,0,3.3,17.4,2019-10-06T13:00:00Z,10,0,0,0,0,8,0,226758,4,1,2.0,4,-50537,1964,52501,72,False,0,Southampton,Chelsea,MID
Christoph Zimmermann,0,0,0,0,0.0,275,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,1023,5,1,0.0,0,-61,7,68,45,True,0,Aston Villa,Norwich,DEF
Chris Basham,0,0,20,1,3.2,423,79,0,0,2.3,13.4,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,13731,0,0,6.0,6,277,718,441,45,False,0,Watford,Sheffield Utd,DEF
Chris Mepham,0,0,0,0,0.0,61,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,77220,0,1,0.0,0,-8224,149,8373,45,False,0,Arsenal,Bournemouth,DEF
Chris Smalling,0,0,0,0,0.0,223,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,9853,0,1,0.0,0,-381,17,398,53,False,0,Newcastle,Man Utd,DEF
Chris Wood,0,0,5,1,1.1,91,73,0,0,1.2,2.4,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,93127,0,1,8.0,2,29628,36120,6492,62,True,0,Everton,Burnley,FWD
Ciaran Clark,0,0,22,1,0.2,259,76,0,0,1.1,10.6,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,9751,0,1,0.0,6,-376,50,426,44,True,0,Man Utd,Newcastle,DEF
Claudio Bravo,0,0,0,0,0.0,213,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,18660,2,0,0.0,0,-478,155,633,48,True,0,Wolves,Man City,GK
Connor Wickham,0,0,0,0,0.0,130,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,249754,2,1,0.0,0,-25271,205,25476,45,False,0,West Ham,Crystal Palace,FWD
Conor Coady,0,0,24,1,0.1,403,75,0,0,2.6,26.0,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,96931,2,0,0.0,6,-3443,1002,4445,50,False,0,Man City,Wolves,DEF
Conor Hourihane,1,1,33,1,36.3,28,77,0,1,10.4,55.0,2019-10-05T14:00:00Z,77,0,0,0,0,8,0,7706,5,1,13.0,11,-329,106,435,57,False,1,Norwich,Aston Villa,MID
Craig Cathcart,0,0,23,1,1.1,358,79,0,0,1.8,16.4,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,109579,0,0,0.0,6,-5552,1056,6608,44,True,0,Sheffield Utd,Watford,DEF
Craig Dawson,0,0,1,0,0.2,439,79,0,0,3.4,17.2,2019-10-05T14:00:00Z,33,0,0,0,0,8,0,13770,0,0,17.0,1,-257,687,944,49,True,0,Sheffield Utd,Watford,DEF
Cédric Soares,0,0,0,0,0.0,486,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,15882,4,1,0.0,0,-2523,97,2620,49,True,0,Chelsea,Arsenal,DEF
César Azpilicueta,0,0,8,0,2.2,105,78,1,0,1.2,9.8,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,425472,4,1,0.0,2,8405,19139,10734,59,False,0,Southampton,Chelsea,DEF
Dale Stephens,0,0,9,1,4.0,57,72,0,0,1.7,4.8,2019-10-05T11:30:00Z,89,0,0,0,0,8,0,199779,0,3,8.0,2,3528,14706,11178,45,True,1,Spurs,Brighton,MID
Daniel Amartey,0,0,0,0,0.0,178,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,20193,1,2,0.0,0,-351,827,1178,44,False,0,Liverpool,Leicester,MID
Daniel Ceballos Fernández,0,0,17,1,41.3,469,71,0,0,5.4,10.2,2019-10-06T13:00:00Z,74,0,0,0,0,8,0,637763,0,1,2.0,3,-98247,12871,111118,56,True,0,Bournemouth,Arsenal,MID
Daniel Drinkwater,0,0,0,0,0.0,120,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,60476,0,1,0.0,0,-5234,100,5334,44,True,0,Everton,Aston Villa,MID
Daniel James,0,0,5,0,3.7,243,76,1,0,2.9,5.8,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,823518,0,1,19.0,2,-28488,54305,82793,62,False,0,Newcastle,Man Utd,MID
Daniel N'Lundulu,0,0,0,0,0.0,535,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,6451,4,1,0.0,0,-144,521,665,45,True,0,Chelsea,Southampton,FWD
Danilo Luiz da Silva,0,0,0,0,0.0,209,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,3283,2,0,0.0,0,-87,24,111,50,True,0,Wolves,Man City,DEF
