name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Anthony Knockaert,0,0,0,0,0.0,52,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,0,0,0,0,34,0,659,3,1,0,0,-7,5,12,53,True,0,Liverpool,Brighton,MID,Knockaert
Anthony Martial,1,0,22,1,14.4,239,332,0,0,7.5,29.8,2020-07-09T19:15:00Z,78,0,0,0,0,34,0,1489860,3,0,31,6,137529,159515,21986,83,False,0,Aston Villa,Man Utd,MID,Martial
Antonio Rüdiger,0,0,0,0,0.0,104,335,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,0,0,0,0,34,0,52001,3,2,0,0,-1730,1219,2949,60,False,0,Crystal Palace,Chelsea,DEF,Rüdiger
Anwar El Ghazi,0,0,4,0,5.3,30,332,3,0,0.8,1.2,2020-07-09T19:15:00Z,57,0,0,0,0,34,0,60458,3,0,1,1,-2481,497,2978,53,True,0,Man Utd,Aston Villa,MID,El Ghazi
Archie Mair,0,0,0,0,0.0,551,339,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,0,0,0,0,34,0,5748,1,2,0,0,35,148,113,40,False,0,Watford,Norwich,GK,Mair
Armando Broja,0,0,0,0,0.0,631,335,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,0,0,0,0,34,0,1051,3,2,0,0,-43,62,105,45,False,0,Crystal Palace,Chelsea,FWD,Broja
Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,2202,0,0,0,0,-5,19,24,58,True,0,Spurs,Bournemouth,MID,Danjuma
Arthur Masuaku,0,0,0,0,0.0,378,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,33331,1,0,0,0,110,619,509,41,True,0,Burnley,West Ham,DEF,Masuaku
Artur Boruc,0,0,0,0,0.0,73,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,18401,0,0,0,0,-69,61,130,42,True,0,Spurs,Bournemouth,GK,Boruc
Ashley Barnes,0,0,0,0,0.0,90,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,158676,1,0,0,0,-478,12,490,61,False,0,West Ham,Burnley,FWD,Barnes
Ashley Westwood,0,0,14,1,7.8,101,340,0,0,2.3,8.8,2020-07-08T17:00:00Z,90,0,0,0,0,34,0,51776,1,0,6,3,420,3020,2600,55,False,0,West Ham,Burnley,MID,Westwood
Ashley Young,0,0,0,0,0.0,224,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,0,0,0,0,34,0,21826,3,0,0,0,-31,4,35,54,False,0,Aston Villa,Man Utd,DEF,Young
Asmir Begovic,0,0,0,0,0.0,72,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,51345,0,0,0,0,-129,57,186,42,True,0,Spurs,Bournemouth,GK,Begovic
Axel Tuanzebe,0,0,0,0,0.0,481,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,0,0,0,0,34,0,7282,3,0,0,0,-59,0,59,44,False,0,Aston Villa,Man Utd,DEF,Tuanzebe
Aymeric Laporte,0,0,0,0,0.0,202,337,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,270390,0,5,0,0,15848,20872,5024,63,True,0,Newcastle,Man City,DEF,Laporte
Ayotomiwa Dele-Bashiru,0,0,0,0,0.0,563,339,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,0,0,0,0,34,0,913,1,2,0,0,-21,13,34,45,True,0,Norwich,Watford,MID,Dele-Bashiru
Ayoze Pérez,0,0,13,0,19.4,265,331,1,0,3.5,15.6,2020-07-07T19:15:00Z,90,0,0,0,0,34,0,385632,1,1,0,2,-19545,560,20105,61,False,0,Arsenal,Leicester,MID,Pérez
Bailey Peacock-Farrell,0,0,0,0,0.0,495,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,5910,1,0,0,0,4,33,29,43,False,0,West Ham,Burnley,GK,Peacock-Farrell
Bamidele Alli,0,0,0,0,0.0,344,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,232395,0,0,0,0,-10225,1191,11416,83,False,0,Bournemouth,Spurs,MID,Alli
Beni Baningime,0,0,0,0,0.0,557,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,948,1,1,0,0,0,24,24,45,True,0,Southampton,Everton,MID,Baningime
Benjamin Chilwell,0,0,0,0,0.0,161,331,0,0,0.0,0.0,2020-07-07T19:15:00Z,0,0,0,0,0,34,0,658214,1,1,0,0,-103619,4613,108232,56,False,0,Arsenal,Leicester,DEF,Chilwell
Benjamin Mendy,0,0,0,0,0.0,204,337,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,115696,0,5,0,0,10085,15103,5018,55,True,0,Newcastle,Man City,DEF,Mendy
Ben Davies,0,0,26,1,7.3,329,333,0,0,4.0,18.2,2020-07-09T17:00:00Z,90,0,0,0,0,34,0,14677,0,0,14,6,1160,1497,337,53,False,0,Bournemouth,Spurs,DEF,Davies
Ben Foster,0,0,12,0,0.0,366,339,1,0,1.5,14.8,2020-07-07T17:00:00Z,90,0,0,0,0,34,2,307530,1,2,0,2,20496,25368,4872,49,True,0,Norwich,Watford,GK,Foster
Ben Gibson,0,0,0,0,0.0,89,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,167523,1,0,0,0,-1017,629,1646,39,False,0,West Ham,Burnley,DEF,Gibson
Ben Godfrey,0,0,17,0,1.1,273,339,2,0,2.0,19.0,2020-07-07T17:00:00Z,90,0,0,0,0,34,0,12113,1,2,0,0,132,353,221,44,False,1,Watford,Norwich,DEF,Godfrey
Ben Johnson,0,0,0,0,0.0,384,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,171875,1,0,0,0,-1497,430,1927,40,True,0,Burnley,West Ham,DEF,Johnson
Ben Mee,0,0,0,0,0.0,83,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,111081,1,0,0,0,-23399,6385,29784,50,False,0,West Ham,Burnley,DEF,Mee
Ben Osborn,0,0,10,1,18.3,472,338,0,0,5.9,13.6,2020-07-08T17:00:00Z,90,0,0,0,0,34,0,2731,0,1,27,3,4,34,30,47,True,0,Wolves,Sheffield Utd,MID,Osborn
Beram Kayal,0,0,0,0,0.0,56,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,0,0,0,0,34,0,10709,3,1,0,0,-178,59,237,43,True,0,Liverpool,Brighton,MID,Kayal
Bernardo Mota Veiga de Carvalho e Silva,0,0,7,0,14.7,218,337,0,0,2.4,7.0,2020-07-08T17:00:00Z,29,0,0,0,0,34,0,623096,0,5,2,1,-8520,3949,12469,77,True,0,Newcastle,Man City,MID,Bernardo Silva
Bernardo Costa Da Rosa,0,0,0,0,0.0,595,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,655,1,0,0,0,-17,13,30,45,True,0,Burnley,West Ham,MID,Rosa
Bernardo Fernandes da Silva Junior,0,0,0,0,0.0,39,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,0,0,0,0,34,0,8088,3,1,0,0,-43,44,87,43,True,0,Liverpool,Brighton,DEF,Bernardo
Bernard Anício Caldeira Duarte,0,0,2,0,0.3,152,336,0,0,0.2,1.4,2020-07-09T17:00:00Z,16,0,0,0,0,34,0,48866,1,1,0,1,-41,386,427,64,True,0,Southampton,Everton,MID,Bernard
Bernard Ashley-Seal,0,0,0,0,0.0,559,338,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,3488,0,1,0,0,-17,31,48,45,False,0,Sheffield Utd,Wolves,FWD,Ashley-Seal
Bernd Leno,0,0,0,0,0.0,14,331,0,0,0.0,0.0,2020-07-07T19:15:00Z,0,0,0,0,0,34,0,345960,1,1,0,0,-11902,63,11965,48,True,0,Leicester,Arsenal,GK,Leno
Billy Gilmour,0,0,16,0,17.7,533,335,2,0,3.7,17.2,2020-07-07T17:00:00Z,79,0,0,0,0,34,0,21331,3,2,2,2,-1440,926,2366,43,False,0,Crystal Palace,Chelsea,MID,Gilmour
Billy Sharp,0,0,3,1,1.0,298,338,0,0,0.9,0.2,2020-07-08T17:00:00Z,70,0,0,0,0,34,0,36089,0,1,8,2,-1936,430,2366,54,True,0,Wolves,Sheffield Utd,FWD,Sharp
Birkir Bjarnason,0,0,0,0,0.0,33,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,0,0,0,0,34,0,2288,3,0,0,0,-6,6,12,45,True,0,Man Utd,Aston Villa,MID,Bjarnason
Bjorn Engels,0,0,0,0,0.0,455,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,0,0,0,0,34,0,30160,3,0,0,0,-486,12,498,43,True,0,Man Utd,Aston Villa,DEF,Engels
Bobby Thomas,0,0,0,0,0.0,639,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,849,1,0,0,0,124,185,61,40,False,0,West Ham,Burnley,DEF,Thomas
Borja González Tomás,0,0,0,0,0.0,623,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,0,0,0,0,34,0,538,3,0,0,0,-50,34,84,53,True,0,Man Utd,Aston Villa,FWD,Bastón
Brandon Austin,0,0,0,0,0.0,558,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,12969,0,0,0,0,-67,58,125,40,False,0,Bournemouth,Spurs,GK,Austin
Brandon Pierrick,0,0,0,0,0.0,580,335,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,0,0,0,0,34,0,529,3,2,0,0,-13,13,26,45,True,0,Chelsea,Crystal Palace,MID,Pierrick
Brandon Williams,0,0,3,0,0.9,549,332,0,0,0.7,6.2,2020-07-09T19:15:00Z,24,0,0,0,0,34,0,232246,3,0,0,1,-25745,5170,30915,40,False,0,Aston Villa,Man Utd,DEF,Williams
Bruno André Cavaco Jordao,0,0,0,0,0.0,609,338,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,1215,0,1,0,0,-9,63,72,45,False,0,Sheffield Utd,Wolves,MID,Jordao
Bruno Miguel Borges Fernandes,1,3,40,1,44.9,618,332,0,1,13.0,59.6,2020-07-09T19:15:00Z,70,0,0,0,0,34,0,2054665,3,0,25,14,218870,222742,3872,89,False,0,Aston Villa,Man Utd,MID,Fernandes
Bukayo Saka,1,0,19,1,36.8,541,331,0,0,9.0,25.8,2020-07-07T19:15:00Z,70,0,0,0,0,34,0,399301,1,1,27,6,23463,43032,19569,47,True,0,Leicester,Arsenal,MID,Saka
Callum Hudson-Odoi,0,0,0,0,0.0,116,335,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,0,0,0,0,34,0,31236,3,2,0,0,-417,172,589,51,False,0,Crystal Palace,Chelsea,MID,Hudson-Odoi
Callum Robinson,0,0,0,0,0.0,453,338,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,15412,0,1,0,0,-60,4,64,49,True,0,Wolves,Sheffield Utd,MID,Callum Robinson
Callum Slattery,0,0,0,0,0.0,327,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,19369,1,1,0,0,-137,11,148,44,False,0,Everton,Southampton,MID,Slattery
Callum Wilson,0,0,4,1,3.1,67,333,0,0,5.1,0.2,2020-07-09T17:00:00Z,90,0,0,0,0,34,0,320095,0,0,48,2,-1873,672,2545,74,True,0,Spurs,Bournemouth,FWD,Callum Wilson
Calum Chambers,0,0,0,0,0.0,467,331,0,0,0.0,0.0,2020-07-07T19:15:00Z,0,0,0,0,0,34,0,43417,1,1,0,0,-172,9,181,43,True,0,Leicester,Arsenal,DEF,Chambers
Caoimhin Kelleher,0,0,0,0,0.0,531,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,0,0,0,0,34,0,2414,3,1,0,0,-10,10,20,44,False,0,Brighton,Liverpool,GK,Kelleher
Carlos Sánchez,0,0,0,0,0.0,397,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,0,0,0,0,34,0,32075,1,0,0,0,-709,8,717,43,True,0,Burnley,West Ham,MID,Carlos Sánchez
Carl Jenkinson,0,0,0,0,0.0,9,331,0,0,0.0,0.0,2020-07-07T19:15:00Z,0,0,0,0,0,34,0,1577,1,1,0,0,1,3,2,45,True,0,Leicester,Arsenal,DEF,Jenkinson
Cenk Tosun,0,0,0,0,0.0,146,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,8968,1,1,0,0,-62,5,67,57,True,0,Southampton,Everton,FWD,Tosun
Charlie Austin,0,0,0,0,0.0,312,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,3453,1,1,0,0,3,16,13,60,False,0,Everton,Southampton,FWD,Austin
Charlie Daniels,0,0,0,0,0.0,60,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,5365,0,0,0,0,10,56,46,42,True,0,Spurs,Bournemouth,DEF,Daniels
Charlie Taylor,1,2,35,1,34.3,87,340,0,0,8.7,52.4,2020-07-08T17:00:00Z,90,0,0,0,0,34,0,204858,1,0,0,11,14707,19150,4443,43,False,0,West Ham,Burnley,DEF,Taylor
Cheikhou Kouyaté,0,0,10,0,1.6,139,335,3,0,2.5,21.6,2020-07-07T17:00:00Z,90,0,0,0,0,34,0,17270,3,2,2,2,-374,194,568,49,True,0,Chelsea,Crystal Palace,MID,Kouyaté
Che Adams,0,0,4,0,2.8,437,336,1,0,6.5,0.0,2020-07-09T17:00:00Z,69,0,0,0,0,34,0,25445,1,1,63,2,1419,1712,293,53,False,0,Everton,Southampton,FWD,Adams
Christian Atsu,0,0,2,0,0.0,267,337,1,0,0.0,0.4,2020-07-08T17:00:00Z,6,0,0,0,0,34,0,8160,0,5,0,1,-44,22,66,53,False,0,Man City,Newcastle,MID,Atsu
Christian Benteke,0,0,29,0,7.5,129,335,3,1,12.5,41.2,2020-07-07T17:00:00Z,90,0,0,0,0,34,0,39890,3,2,76,6,-107,244,351,57,True,0,Chelsea,Crystal Palace,FWD,Benteke
Christian Eriksen,0,0,0,0,0.0,343,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,0,0,0,0,34,0,177187,0,0,0,0,-368,20,388,86,False,0,Bournemouth,Spurs,MID,Eriksen
Christian Fuchs,0,0,8,0,2.6,163,331,0,0,0.7,2.0,2020-07-07T19:15:00Z,31,0,0,0,0,34,0,27502,1,1,2,1,246,578,332,42,False,0,Arsenal,Leicester,DEF,Fuchs
Christian Kabasele,0,0,7,0,0.1,354,339,1,0,0.9,8.6,2020-07-07T17:00:00Z,90,0,0,0,0,34,0,41566,1,2,0,2,6210,7398,1188,43,True,0,Norwich,Watford,DEF,Kabasele
