transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,team_a_score,influence,saves,assists,transfers_in,xP,creativity,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,fixture,transfers_out,round,name,threat,position,ict_index,penalties_saved,team_h_score
-3328,Wolves,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,14.4,0,0,580,0,0.3,45,62649,307,0,13,False,90,0,0,Southampton,90,3908,9,Jan Bednarek,0.0,DEF,1.5,0,1
-5502,Watford,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,12.4,0,0,3348,0,4.2,53,138208,330,0,14,True,90,0,0,Spurs,89,8850,9,Jan Vertonghen,2.0,DEF,1.9,0,1
-1375,Everton,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,22,0,0.0,60,29464,386,0,0,False,0,0,0,West Ham,85,1397,9,Javier Hernández,0.0,FWD,0.0,0,2
-376,Chelsea,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,79,0,0.0,44,9770,256,0,0,False,0,0,0,Newcastle,83,455,9,Javier Manquillo,0.0,DEF,0.0,0,1
-502,Leicester,0,0,0,2,2,2019-10-19T14:00:00Z,0,1,0.2,0,0,500,0,1.8,57,14740,451,0,3,False,82,0,0,Burnley,86,1002,9,Jay Rodriguez,5.0,FWD,0.7,0,2
-105,West Ham,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,8,0,0.0,48,2521,497,0,0,True,0,0,0,Everton,85,113,9,Jean-Philippe Gbamin,0.0,MID,0.0,0,2
-248,Brighton,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,44,0,0.0,44,8462,429,0,0,True,0,0,0,Aston Villa,81,292,9,Jed Steer,0.0,GK,0.0,0,2
-172,Norwich,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,407,0,0.0,48,10773,82,0,0,True,0,0,0,Bournemouth,82,579,9,Jefferson Lerma,0.0,MID,0.0,0,0
-752,Man City,0,0,0,2,1,2019-10-19T16:30:00Z,0,2,6.0,0,0,241,0,0.6,55,9109,137,0,2,True,54,0,0,Crystal Palace,84,993,9,Jeffrey Schlupp,0.0,MID,0.7,0,0
3227,Leicester,0,0,0,2,1,2019-10-19T14:00:00Z,0,1,6.8,0,0,4415,0,2.4,54,9839,100,0,6,False,90,0,1,Burnley,86,1188,9,Jeff Hendrick,36.0,MID,4.5,0,2
-5661,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,113,0,0.0,64,56481,241,0,0,True,0,0,0,Man Utd,87,5774,9,Jesse Lingard,0.0,MID,0.0,0,1
-480,Southampton,0,0,0,1,1,2019-10-19T14:00:00Z,0,1,15.2,0,0,240,0,1.3,48,19145,473,0,10,True,72,0,1,Wolves,90,720,9,Jesús Vallejo,0.0,DEF,1.7,0,1
21504,Chelsea,0,0,0,1,2,2019-10-19T14:00:00Z,0,0,8.2,0,0,25262,0,1.9,45,45212,498,0,9,False,90,0,0,Newcastle,83,3758,9,Jetro Willems,6.0,DEF,1.6,0,1
-8914,Chelsea,0,0,0,1,2,2019-10-19T14:00:00Z,0,0,0.8,0,0,1986,0,5.2,58,82774,466,0,0,False,82,0,0,Newcastle,83,10900,9,Joelinton,6.0,FWD,1.2,0,1
-33356,Man Utd,0,0,0,1,2,2019-10-20T15:30:00Z,0,1,24.6,0,0,11545,0,1.3,55,293610,185,0,16,False,90,0,0,Liverpool,87,44901,9,Joel Matip,0.0,DEF,2.6,0,1
-4388,Man City,0,0,0,2,1,2019-10-19T16:30:00Z,0,2,12.6,0,0,11875,0,1.5,46,238644,126,0,9,True,90,0,0,Crystal Palace,84,16263,9,Joel Ward,0.0,DEF,1.4,0,0
-3580,Leicester,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,826,0,0.0,44,95526,95,0,0,False,0,0,0,Burnley,86,4406,9,Joe Hart,0.0,GK,0.0,0,2
-2813,Leicester,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,122,0,0.0,59,41107,96,0,0,False,0,0,0,Burnley,86,2935,9,Johann Berg Gudmundsson,0.0,MID,0.0,0,2
645,Arsenal,2,0,1,0,8,2019-10-21T19:00:00Z,0,0,17.8,0,0,1276,0,0.2,45,15850,295,0,26,True,90,0,0,Sheffield Utd,88,631,9,John Egan,18.0,DEF,3.6,0,1
-259,Arsenal,0,0,1,0,2,2019-10-21T19:00:00Z,0,0,15.0,0,0,327,0,46.8,48,5665,301,0,9,True,90,0,1,Sheffield Utd,88,586,9,John Fleck,10.0,MID,7.2,0,1
114522,Arsenal,0,0,1,0,6,2019-10-21T19:00:00Z,0,0,9.2,0,0,135656,0,13.4,45,2234062,297,0,20,True,90,0,0,Sheffield Utd,88,21134,9,John Lundstram,2.0,DEF,2.5,0,1
104117,Brighton,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,18.0,0,0,148217,0,37.8,59,907102,31,0,13,True,90,0,0,Aston Villa,81,44100,9,John McGinn,69.0,MID,12.5,0,2
-594,Southampton,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,372,0,0.0,44,31509,412,0,0,True,0,0,0,Wolves,90,966,9,John Ruddy,0.0,GK,0.0,0,1
-1845,Crystal Palace,0,0,0,0,1,2019-10-19T16:30:00Z,0,2,0.8,0,0,973,0,0.0,53,70853,207,0,3,False,11,0,0,Man City,84,2818,9,John Stones,0.0,DEF,0.1,0,0
-1030,West Ham,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,87,0,0.0,44,25780,479,0,0,True,0,0,0,Everton,85,1117,9,Jonas Lössl,0.0,GK,0.0,0,2
59,Southampton,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,13.2,0,0,2392,0,2.9,54,59496,402,0,15,True,90,0,0,Wolves,90,2333,9,Jonny,2.0,DEF,1.8,0,1
-234,Brighton,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,105,0,0.0,54,6831,26,0,0,True,0,0,0,Aston Villa,81,339,9,Jonathan Kodjia,0.0,FWD,0.0,0,2
-1161,Chelsea,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,147,0,0.0,50,18689,269,0,0,False,0,0,0,Newcastle,83,1308,9,Jonjo Shelvey,0.0,MID,0.0,0,1
21328,Burnley,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,13.2,0,0,28387,0,0.8,50,152159,162,0,12,True,90,0,0,Leicester,86,7059,9,Jonny Evans,6.0,DEF,2.0,0,2
-6715,Man City,0,0,0,2,2,2019-10-19T16:30:00Z,0,2,0.0,0,0,40326,0,2.7,51,528846,468,0,0,True,90,0,0,Crystal Palace,84,47041,9,Jordan Ayew,11.0,FWD,1.2,0,0
-2046,Man Utd,0,0,0,1,2,2019-10-20T15:30:00Z,0,1,8.8,0,0,1235,0,7.6,54,51341,198,0,9,False,70,0,0,Liverpool,87,3281,9,Jordan Henderson,0.0,MID,1.6,0,1
-22267,West Ham,1,0,1,0,8,2019-10-19T11:30:00Z,0,0,31.4,4,0,13175,0,0.0,55,641581,148,0,28,True,90,0,0,Everton,85,35442,9,Jordan Pickford,0.0,GK,3.1,0,2
-410,Norwich,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,273,0,0.0,47,13314,78,0,0,True,0,0,0,Bournemouth,82,683,9,Jordon Ibe,0.0,MID,0.0,0,0
6234,Newcastle,0,0,1,0,3,2019-10-19T14:00:00Z,0,0,23.4,0,0,38696,0,20.2,51,377680,118,0,19,True,90,0,0,Chelsea,83,32462,9,Jorginho,0.0,MID,4.4,0,1
-72,Chelsea,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,42,0,0.0,50,2179,261,0,0,False,0,0,0,Newcastle,83,114,9,Jose Luis Mato Sanmartín,0.0,FWD,0.0,0,1
-3736,Man Utd,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,1081,0,0.0,52,59437,184,0,0,False,0,0,0,Liverpool,87,4817,9,Joseph Gomez,0.0,DEF,0.0,0,1
-874,Sheffield Utd,0,0,0,1,1,2019-10-21T19:00:00Z,0,0,2.2,0,0,528,0,1.1,50,16508,490,0,3,False,45,0,0,Arsenal,88,1402,9,Joe Willock,6.0,MID,0.9,0,1
62742,Norwich,0,0,0,0,1,2019-10-19T14:00:00Z,0,0,8.4,0,0,105949,0,20.8,63,698876,68,0,5,True,28,0,0,Bournemouth,82,43207,9,Joshua King,2.0,FWD,3.1,0,0
221,Bournemouth,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,626,0,0.0,54,6074,434,0,0,False,0,0,0,Norwich,82,405,9,Josip Drmic,0.0,FWD,0.0,0,0
-222,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,71,0,0.0,49,6577,229,0,0,True,0,0,0,Man Utd,87,293,9,Diogo Dalot,0.0,DEF,0.0,0,1
-3,Aston Villa,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,5,0,0.0,54,153,51,0,0,False,0,0,0,Brighton,81,8,9,José Heriberto Izquierdo Mena,0.0,MID,0.0,0,2
-1667,Brighton,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,201,0,0.0,58,13114,36,0,0,True,0,0,0,Aston Villa,81,1868,9,José Ignacio Peleteiro Romallo,0.0,MID,0.0,0,2
-289,Crystal Palace,0,0,0,0,0,2019-10-19T16:30:00Z,0,2,0.0,0,0,139,0,0.0,47,10077,440,0,0,False,0,0,0,Man City,84,428,9,Angeliño,0.0,DEF,0.0,0,0
-5374,Spurs,0,0,0,1,1,2019-10-19T14:00:00Z,0,1,13.4,0,0,613,0,4.3,47,91742,353,0,8,False,90,0,1,Watford,89,5987,9,José Holebas,2.0,DEF,2.0,0,1
-14180,Southampton,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,9.0,0,0,5334,0,4.6,53,280780,415,0,9,True,90,0,0,Wolves,90,19514,9,João Moutinho,1.0,MID,1.5,0,1
146,Crystal Palace,3,0,1,0,9,2019-10-19T16:30:00Z,0,2,30.2,0,0,3169,0,55.2,53,57049,518,0,35,False,90,0,0,Man City,84,3023,9,João Cancelo,29.0,DEF,11.4,0,0
181,Watford,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,300,0,0.0,49,2146,335,0,0,True,0,0,0,Spurs,89,119,9,Juan Foyth,0.0,DEF,0.0,0,1
-449,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,943,0,0.0,63,25936,242,0,0,True,0,0,0,Man Utd,87,1392,9,Juan Mata,0.0,MID,0.0,0,1
1,Norwich,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,17,0,0.0,59,273,77,0,0,True,0,0,0,Bournemouth,82,16,9,Junior Stanislas,0.0,MID,0.0,0,0
-374,Aston Villa,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,15,0,0.0,52,6631,45,0,0,False,0,0,0,Brighton,81,389,9,Jürgen Locadia,0.0,FWD,0.0,0,2
-183,Chelsea,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,82,0,0.0,44,9312,263,0,0,False,0,0,0,Newcastle,83,265,9,Karl Darlow,0.0,GK,0.0,0,1
94739,Burnley,0,0,0,1,3,2019-10-19T14:00:00Z,0,1,27.4,3,0,106899,0,0.0,51,586160,168,0,16,True,90,0,0,Leicester,86,12160,9,Kasper Schmeichel,0.0,GK,2.7,0,2
-1203,Wolves,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,1620,0,0.0,40,86757,311,0,0,False,0,0,0,Southampton,90,2823,9,Kayne Ramsay,0.0,DEF,0.0,0,1
-92,Brighton,0,0,0,0,1,2019-10-19T14:00:00Z,0,1,4.2,0,0,1179,0,0.5,44,22235,34,0,4,True,14,0,0,Aston Villa,81,1271,9,Keinan Davis,17.0,MID,2.2,0,2
-295,Burnley,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,302,0,0.0,57,14780,167,0,0,True,0,0,0,Leicester,86,597,9,Kelechi Iheanacho,0.0,FWD,0.0,0,2
-1239,Bournemouth,0,0,1,0,2,2019-10-19T14:00:00Z,0,0,7.4,0,0,286,0,12.9,49,13722,286,0,2,False,90,0,1,Norwich,82,1525,9,Kenny McLean,41.0,MID,6.1,0,0
-50,Spurs,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,19,0,0.0,48,1485,372,0,0,False,0,0,0,Watford,89,69,9,Ken Sema,0.0,MID,0.0,0,1
39774,Newcastle,0,0,1,0,6,2019-10-19T14:00:00Z,0,0,2.8,0,0,53192,0,0.0,55,388159,111,0,20,True,90,0,0,Chelsea,83,13418,9,Kepa Arrizabalaga,0.0,GK,0.3,0,1
-54,Wolves,0,0,0,0,1,2019-10-19T14:00:00Z,0,1,0.0,0,0,93,0,0.0,44,2124,532,0,1,False,8,0,0,Southampton,90,147,9,Kevin Danso,4.0,DEF,0.2,0,1
96039,Crystal Palace,0,0,1,0,3,2019-10-19T16:30:00Z,0,2,10.0,0,0,270262,0,34.8,100,2319067,215,0,8,False,90,0,0,Man City,84,174223,9,Kevin De Bruyne,19.0,MID,6.4,0,0
-171,Leicester,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,168,0,0.0,44,9188,88,0,0,False,0,0,0,Burnley,86,339,9,Kevin Long,0.0,DEF,0.0,0,2
15282,Sheffield Utd,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,17914,0,0.0,54,64586,515,0,0,False,0,0,0,Arsenal,88,2632,9,Kieran Tierney,0.0,DEF,0.0,0,1
-180,Watford,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,40,0,0.0,55,9945,334,0,0,True,0,0,0,Spurs,89,220,9,Kieran Trippier,0.0,DEF,0.0,0,1
-218,Arsenal,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,92,0,0.0,43,7001,292,0,0,True,0,0,0,Sheffield Utd,88,310,9,Kieron Freeman,0.0,DEF,0.0,0,1
-19,Sheffield Utd,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,59,0,0.0,44,2697,8,0,0,False,0,0,0,Arsenal,88,78,9,Konstantinos Mavropanos,0.0,DEF,0.0,0,1
-97,Brighton,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,57,0,0.0,45,4385,25,0,0,True,0,0,0,Aston Villa,81,154,9,Kortney Hause,0.0,DEF,0.0,0,2
-2979,Newcastle,1,0,1,0,7,2019-10-19T14:00:00Z,0,0,24.8,0,0,2224,0,1.7,47,105399,459,0,25,True,90,0,0,Chelsea,83,5203,9,Kurt Zouma,17.0,DEF,4.4,0,1
-11407,Watford,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,403,0,0.0,47,64102,337,0,0,True,0,0,0,Southampton,89,11810,9,Kyle Walker-Peters,0.0,DEF,0.0,0,1
-58234,Crystal Palace,0,0,0,0,0,2019-10-19T16:30:00Z,0,2,0.0,0,0,12281,0,0.0,60,1105774,203,0,0,False,0,0,0,Man City,84,70515,9,Kyle Walker,0.0,DEF,0.0,0,0
-112,Sheffield Utd,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,23,0,0.0,50,6000,7,0,0,False,0,0,0,Arsenal,88,135,9,Laurent Koscielny,0.0,DEF,0.0,0,1
-39571,Southampton,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,8.0,0,0,24897,0,2.8,44,658549,420,0,8,True,90,0,0,Wolves,90,64468,9,Leander Dendoncker,2.0,MID,1.3,0,1
-662,Aston Villa,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,360,0,0.0,58,12611,421,0,0,False,0,0,0,Brighton,81,1022,9,Leandro Trossard,0.0,MID,0.0,0,2
-82,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,91,0,0.0,49,7173,237,0,0,True,0,0,0,Man Utd,87,173,9,Lee Grant,0.0,GK,0.0,0,1
-156,West Ham,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,345,0,0.0,49,9799,145,0,0,True,0,0,0,Everton,85,501,9,Leighton Baines,0.0,DEF,0.0,0,2
-37,Aston Villa,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,57,0,0.0,44,3967,40,0,0,False,0,0,0,Brighton,81,94,9,Leon Balogun,0.0,DEF,0.0,0,2
753,Arsenal,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,1489,0,0.0,45,4506,547,0,0,True,0,0,0,Sheffield Utd,88,736,9,Leon Clarke,0.0,FWD,0.0,0,1
-259,Crystal Palace,0,0,0,0,0,2019-10-19T16:30:00Z,0,2,0.0,0,0,164,0,0.0,93,17176,216,0,0,False,0,0,0,Man City,84,423,9,Leroy Sané,0.0,MID,0.0,0,0
11,Norwich,0,0,1,0,3,2019-10-19T14:00:00Z,0,0,15.2,0,0,222,0,3.0,50,1687,79,0,11,True,90,0,0,Bournemouth,82,211,9,Lewis Cook,0.0,MID,1.8,0,0
113040,Aston Villa,0,0,0,2,1,2019-10-19T14:00:00Z,0,1,16.4,0,0,128766,0,10.7,46,826825,42,0,15,False,90,0,0,Brighton,81,15726,9,Lewis Dunk,2.0,DEF,2.9,0,2
-257,West Ham,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,113,0,0.0,44,10994,477,0,0,True,0,0,0,Everton,85,370,9,Lewis Gibson,0.0,DEF,0.0,0,2
467,Norwich,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,861,0,0.0,44,4541,64,0,0,True,0,0,0,Bournemouth,82,394,9,Lloyd Kelly,0.0,DEF,0.0,0,0
-134,Brighton,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,84,0,0.0,44,6672,474,0,0,True,0,0,0,Aston Villa,81,218,9,Lovre Kalinic,0.0,GK,0.0,0,2
-131540,West Ham,0,0,1,0,6,2019-10-19T11:30:00Z,0,0,17.0,0,0,14360,0,49.6,60,1439004,141,0,24,True,90,0,0,Everton,85,145900,9,Lucas Digne,3.0,DEF,7.0,0,2
-21166,Watford,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,3.8,0,0,4236,0,14.6,71,275711,345,0,7,True,62,0,0,Spurs,89,25402,9,Lucas Moura,24.0,MID,4.2,0,1
-4174,Sheffield Utd,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,1580,0,0.0,48,95462,19,0,0,False,0,0,0,Arsenal,88,5754,9,Lucas Torreira,0.0,MID,0.0,0,1
-81298,Everton,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,669,0,0.0,50,241911,388,0,0,False,0,0,0,West Ham,85,81967,9,Lukasz Fabianski,0.0,GK,0.0,0,2
-5721,Man City,0,0,0,2,1,2019-10-19T16:30:00Z,0,2,3.0,0,0,1989,0,1.6,67,184945,134,0,4,True,75,0,1,Crystal Palace,84,7710,9,Luka Milivojevic,8.0,MID,1.3,0,0
-5,Watford,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,32,0,0.0,45,966,351,0,0,True,0,0,0,Spurs,89,37,9,Luke Amos,0.0,MID,0.0,0,1
-177,Man City,0,0,0,0,0,2019-10-19T16:30:00Z,0,2,0.0,0,0,306,0,0.0,44,6640,140,0,0,True,0,0,0,Crystal Palace,84,483,9,Luke Dreher,0.0,MID,0.0,0,0
-322,Arsenal,0,0,0,0,1,2019-10-21T19:00:00Z,0,0,3.2,0,0,50,0,0.3,52,5435,441,0,4,True,12,0,0,Sheffield Utd,88,372,9,Luke Freeman,0.0,MID,0.4,0,1
-2345,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,87,0,0.0,54,45918,226,0,0,True,0,0,0,Man Utd,87,2432,9,Luke Shaw,0.0,DEF,0.0,0,1
-1528,Arsenal,1,0,0,0,6,2019-10-21T19:00:00Z,0,0,31.0,0,0,2406,0,2.8,49,34898,70,1,25,True,55,0,0,Sheffield Utd,88,3934,9,Lys Mousset,41.0,FWD,7.5,0,1
-10518,West Ham,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,3576,0,0.0,40,627480,149,0,0,True,0,0,0,Everton,85,14094,9,Maarten Stekelenburg,0.0,GK,0.0,0,2
-3919,Brighton,0,0,0,0,1,2019-10-19T14:00:00Z,0,1,7.6,0,0,1442,0,17.0,53,72630,465,0,8,True,27,0,0,Aston Villa,81,5361,9,Trézéguet,10.0,MID,3.5,0,2
-503,Man City,0,0,0,0,0,2019-10-19T16:30:00Z,0,2,0.0,0,0,23,0,0.0,50,5605,125,0,0,True,0,0,0,Crystal Palace,84,526,9,Mamadou Sakho,0.0,DEF,0.0,0,0
-11607,Everton,0,0,0,2,2,2019-10-19T11:30:00Z,0,0,9.8,0,0,4313,0,9.3,64,111784,391,0,12,False,90,0,0,West Ham,85,15920,9,Manuel Lanzini,1.0,MID,2.0,0,2
13812,Newcastle,3,0,1,0,14,2019-10-19T14:00:00Z,0,0,46.8,0,0,21770,0,17.9,62,204804,103,1,32,True,90,0,1,Chelsea,83,7958,9,Marcos Alonso,42.0,DEF,10.7,0,1
-195,Liverpool,0,0,0,1,2,2019-10-20T15:30:00Z,0,1,15.8,0,0,244,0,0.3,48,10096,227,0,8,True,90,0,0,Man Utd,87,439,9,Marcos Rojo,2.0,DEF,1.8,0,1
-481,Bournemouth,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,164,0,0.0,54,6820,285,0,0,False,0,0,0,Norwich,82,645,9,Marco Stiepermann,0.0,MID,0.0,0,0
-47360,Liverpool,3,0,1,0,9,2019-10-20T15:30:00Z,0,1,37.8,0,0,7878,0,12.0,84,678570,233,1,32,True,83,0,0,Man Utd,87,55238,9,Marcus Rashford,24.0,FWD,7.4,0,1
-116,Burnley,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,596,0,0.0,53,14064,174,0,0,True,0,0,0,Leicester,86,712,9,Marc Albrighton,0.0,MID,0.0,0,2
53,Spurs,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,457,0,0.0,40,6457,360,0,0,False,0,0,0,Watford,89,404,9,Marc Navarro,0.0,DEF,0.0,0,1
-230,Wolves,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,10,0,0.0,48,4512,324,0,0,False,0,0,0,Southampton,90,240,9,Mario Lemina,0.0,MID,0.0,0,1
-243,Bournemouth,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,19,0,0.0,62,4608,282,0,0,False,0,0,0,Norwich,82,262,9,Mario Vrancic,0.0,MID,0.0,0,0
-70,Everton,0,0,0,0,0,2019-10-19T11:30:00Z,0,0,0.0,0,0,47,0,0.0,70,5371,385,0,0,False,0,0,0,West Ham,85,117,9,Marko Arnautovic,0.0,FWD,0.0,0,2
-54,Arsenal,0,0,0,0,0,2019-10-21T19:00:00Z,0,0,0.0,0,0,9,0,0.0,53,1548,300,0,0,True,0,0,0,Sheffield Utd,88,63,9,Mark Duffy,0.0,MID,0.0,0,1
-4211,Everton,0,0,0,1,2,2019-10-19T11:30:00Z,0,0,6.6,0,0,2920,0,15.2,50,63922,396,0,12,False,73,0,0,West Ham,85,7131,9,Mark Noble,0.0,MID,2.2,0,2
-317,Norwich,0,0,0,0,0,2019-10-19T14:00:00Z,0,0,0.0,0,0,163,0,0.0,43,12460,74,0,0,True,0,0,0,Bournemouth,82,480,9,Mark Travers,0.0,GK,0.0,0,0
-377,Chelsea,0,0,0,1,4,2019-10-19T14:00:00Z,0,0,50.4,6,0,2302,0,0.0,50,63790,262,0,21,False,90,0,0,Newcastle,83,2679,9,Martin Dubravka,0.0,GK,5.0,0,1
49246,Man City,0,0,0,0,0,2019-10-19T16:30:00Z,0,2,0.0,0,0,80782,0,0.0,41,1800724,128,0,0,True,0,0,0,Crystal Palace,84,31536,9,Martin Kelly,0.0,DEF,0.0,0,0
405,Aston Villa,0,0,0,1,1,2019-10-19T14:00:00Z,0,1,11.0,0,0,2771,0,18.8,45,45708,38,0,10,False,69,0,1,Brighton,81,2366,9,Martín Montoya,20.0,DEF,5.0,0,2
5288,Brighton,0,0,0,1,2,2019-10-19T14:00:00Z,0,1,26.2,0,0,12626,0,12.9,44,87027,491,0,13,True,90,0,0,Aston Villa,81,7338,9,Marvelous Nakamba,0.0,MID,3.9,0,2
-92015,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,18650,0,0.0,44,787568,234,0,0,True,0,0,0,Man Utd,87,110665,9,Mason Greenwood,0.0,FWD,0.0,0,1
-236,West Ham,0,0,0,0,1,2019-10-19T11:30:00Z,0,0,0.2,0,0,95,0,0.0,44,10207,478,0,3,True,1,0,0,Everton,85,331,9,Mason Holgate,0.0,DEF,0.0,0,2
338113,Newcastle,0,0,1,0,3,2019-10-19T14:00:00Z,0,0,5.2,0,0,364097,0,19.4,68,2560578,463,0,4,True,63,0,0,Chelsea,83,25984,9,Mason Mount,19.0,MID,4.4,0,1
-118,Leicester,0,0,0,0,1,2019-10-19T14:00:00Z,0,1,0.0,0,0,154,0,0.1,53,4539,92,0,2,False,7,0,0,Burnley,86,272,9,Matej Vydra,2.0,FWD,0.2,0,2
-6907,Newcastle,0,0,0,0,1,2019-10-19T14:00:00Z,0,0,13.0,0,0,604,0,3.0,54,60874,432,0,17,True,47,0,0,Chelsea,83,7511,9,Mateo Kovacic,0.0,MID,1.6,0,1
142395,Aston Villa,0,0,0,2,3,2019-10-19T14:00:00Z,0,1,45.0,6,0,157047,0,0.0,46,1044848,47,0,23,False,90,0,0,Brighton,81,14652,9,Mat Ryan,0.0,GK,4.5,0,2
-96,Liverpool,0,0,0,0,0,2019-10-20T15:30:00Z,0,1,0.0,0,0,11,0,0.0,49,3657,230,0,0,True,0,0,0,Man Utd,87,107,9,Matteo Darmian,0.0,DEF,0.0,0,1
6887,Sheffield Utd,0,0,0,1,2,2019-10-21T19:00:00Z,0,0,18.0,0,0,48530,0,15.1,47,760314,21,0,17,False,90,0,0,Arsenal,88,41643,9,Matteo Guendouzi,6.0,MID,3.9,0,1
6,Aston Villa,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,35,0,0.0,44,910,43,0,0,False,0,0,0,Brighton,81,29,9,Matthew Clarke,0.0,DEF,0.0,0,2
10647,Chelsea,0,0,0,1,2,2019-10-19T14:00:00Z,0,0,0.0,0,0,12118,0,1.4,45,12880,540,0,3,False,90,0,0,Newcastle,83,1471,9,Matthew Longstaff,0.0,MID,0.1,0,1
6772,Leicester,0,0,0,2,0,2019-10-19T14:00:00Z,0,1,16.0,0,0,13027,0,17.3,45,78842,85,0,15,False,90,0,1,Burnley,86,6255,9,Matthew Lowton,2.0,DEF,3.5,0,2
-621,Burnley,0,0,0,0,0,2019-10-19T14:00:00Z,0,1,0.0,0,0,48,0,0.0,44,11502,177,0,0,True,0,0,0,Leicester,86,669,9,Matty James,0.0,MID,0.0,0,2
24406,Southampton,0,0,0,1,4,2019-10-19T14:00:00Z,0,1,3.6,0,1,32959,0,1.4,60,217522,401,0,13,True,45,0,0,Wolves,90,8553,9,Matt Doherty,4.0,DEF,0.9,0,1
