name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ahmed_El Mohamady_22,0,0,3,0,1.6,22,312,1,0,0.3,1.8,2020-06-27T11:30:00Z,30,0,0,0,0,32,0,75221,1,0,0,1,5532,6757,1225,41,TRUE,0,Wolves
Ainsley_Maitland-Niles_4,0,0,0,0,0,4,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,171302,0,4,0,0,-1331,652,1983,45,TRUE,0,Norwich
Akin_Famewo_552,0,0,0,0,0,552,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,4687,0,4,0,0,-44,93,137,39,FALSE,0,Arsenal
Albian_Ajeti_514,0,0,0,0,0,514,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,2751,2,3,0,0,-33,31,64,56,TRUE,0,Chelsea
Alexander_Tettey_289,0,0,18,0,0.4,289,311,4,0,2,19.8,2020-07-01T17:00:00Z,90,0,0,0,0,32,0,24505,0,4,0,2,-325,444,769,45,FALSE,0,Arsenal
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0,387,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,66356,2,3,0,0,56,908,852,43,TRUE,0,Chelsea
Alexandre_Jankewitz_649,0,0,0,0,0,649,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,0,3,1,0,0,0,0,0,45,FALSE,0,Watford
Alexandre_Lacazette_12,0,0,-5,1,4.5,12,311,0,0,3.5,5.6,2020-07-01T17:00:00Z,75,0,0,0,0,32,0,158792,0,4,25,2,-6625,3358,9983,93,TRUE,0,Norwich
Alexis_Mac Allister_627,0,0,8,0,47.3,627,314,3,0,8.1,9.6,2020-06-30T19:15:00Z,80,0,0,0,0,32,0,1069,3,0,24,2,22,84,62,55,TRUE,0,Man Utd
Alexis_Sánchez_240,0,0,0,0,0,240,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,28358,3,0,0,0,-9,20,29,68,FALSE,0,Brighton
Alex_Iwobi_17,0,0,10,0,16,17,316,1,0,2.3,7.4,2020-07-01T17:00:00Z,67,0,0,0,0,32,0,66911,1,2,0,2,238,614,376,56,TRUE,0,Leicester
Alex_McCarthy_318,0,0,7,0,0,318,319,1,0,0.2,2.2,2020-06-28T15:30:00Z,90,0,0,0,0,32,0,276547,3,1,0,2,-3919,5410,9329,45,FALSE,0,Watford
Alex_Oxlade-Chamberlain_193,0,0,-4,0,1.3,193,317,1,0,1.9,0,2020-07-02T19:15:00Z,45,1,0,0,0,32,0,44577,0,4,22,-1,-1578,599,2177,62,FALSE,0,Man City
Alfie_Lewis_651,0,0,0,0,0,651,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,0,2,3,0,0,0,0,0,45,TRUE,0,Chelsea
Alfie_Whiteman_543,0,0,0,0,0,543,318,0,0,0,0,2020-07-02T17:00:00Z,0,0,0,0,0,32,0,35860,1,3,0,0,-218,89,307,40,FALSE,0,Sheffield Utd
Alireza_Jahanbakhsh_50,0,0,0,0,0,50,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,7531,3,0,0,0,-126,24,150,58,TRUE,0,Man Utd
Alisson_Ramses Becker_189,0,0,12,0,0,189,317,4,0,1.2,12,2020-07-02T19:15:00Z,90,0,0,0,0,32,2,707320,0,4,0,0,-2380,6365,8745,62,FALSE,0,Man City
Allan_Saint-Maximin_500,3,3,42,1,33.4,500,313,0,0,10.5,54.6,2020-07-01T17:00:00Z,61,0,0,0,0,32,0,125586,4,1,17,15,18785,26083,7298,54,FALSE,0,Bournemouth
Andreas_Christensen_108,0,0,16,0,1.3,108,320,3,0,2.3,21.6,2020-07-01T19:15:00Z,90,0,0,0,0,32,0,49121,2,3,0,1,4413,4867,454,48,FALSE,0,West Ham
Andreas_Pereira_246,0,0,5,0,11.2,246,314,0,0,1.7,5.8,2020-06-30T19:15:00Z,26,0,0,0,0,32,0,29124,3,0,0,1,-439,120,559,48,FALSE,0,Brighton
Andrew_Robertson_181,0,0,11,0,7.6,181,317,4,0,1.7,9.6,2020-07-02T19:15:00Z,90,0,0,0,0,32,0,1341956,0,4,0,0,-13918,9379,23297,70,FALSE,0,Man City
Andrew_Surman_80,0,0,0,0,0,80,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,2739,4,1,0,0,-23,16,39,47,TRUE,0,Newcastle
Andre_Gray_364,0,0,0,0,0,364,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,27271,3,1,0,0,15,339,324,55,TRUE,0,Southampton
Andre_Green_32,0,0,0,0,0,32,312,0,0,0,0,2020-06-27T11:30:00Z,0,0,0,0,0,32,0,775,1,0,0,0,6,14,8,48,TRUE,0,Wolves
Andriy_Yarmolenko_392,0,0,22,0,1.3,392,320,0,1,5.5,34.4,2020-07-01T19:15:00Z,12,0,0,0,0,32,0,54063,2,3,19,6,-288,49,337,52,TRUE,0,Chelsea
Andros_Townsend_135,0,0,7,0,7.2,135,315,1,0,3.6,7.6,2020-06-29T19:00:00Z,76,0,0,0,0,32,0,71518,1,0,21,2,232,558,326,56,TRUE,0,Burnley
André Filipe_Tavares Gomes_422,0,0,12,0,1.8,422,316,1,0,1.3,11.4,2020-07-01T17:00:00Z,90,0,0,0,0,32,0,22970,1,2,0,2,286,515,229,52,TRUE,0,Leicester
Andy_Carroll_520,0,0,1,0,5.3,520,313,1,0,3.1,4.4,2020-07-01T17:00:00Z,28,0,0,0,0,32,0,7596,4,1,21,1,588,742,154,54,FALSE,0,Bournemouth
Andy_King_480,0,0,0,0,0,480,316,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,29797,1,2,0,0,115,1740,1625,42,FALSE,0,Everton
Andy_Lonergan_530,0,0,0,0,0,530,317,0,0,0,0,2020-07-02T19:15:00Z,0,0,0,0,0,32,0,2009,0,4,0,0,-11,6,17,42,FALSE,0,Man City
Angelo_Ogbonna_377,0,0,11,0,0,377,320,2,0,1.1,11,2020-07-01T19:15:00Z,90,0,0,0,0,32,0,66853,2,3,0,1,-1566,137,1703,45,TRUE,0,Chelsea
Angel_Gomes_245,0,0,0,0,0,245,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,6891,3,0,0,0,-55,33,88,47,FALSE,0,Brighton
Angus_Gunn_319,0,0,0,0,0,319,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,102068,3,1,0,0,-733,353,1086,42,FALSE,0,Watford
Anthony_Driscoll-Glennon_572,0,0,0,0,0,572,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,2813,1,0,0,0,37,126,89,39,FALSE,0,Crystal Palace
Anthony_Gordon_561,1,1,21,0,22.8,561,316,1,0,5.6,31,2020-07-01T17:00:00Z,78,0,0,0,0,32,0,4358,1,2,2,6,94,264,170,45,TRUE,0,Leicester
Anthony_Knockaert_52,0,0,0,0,0,52,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,663,3,0,0,0,1,9,8,53,TRUE,0,Man Utd
Anthony_Martial_239,0,0,2,1,3.7,239,314,0,0,1.5,1.2,2020-06-30T19:15:00Z,77,0,0,0,0,32,0,1237575,3,0,10,3,362434,370979,8545,81,FALSE,0,Brighton
Antonio_Rüdiger_104,0,0,16,0,5.2,104,320,3,0,3.5,29.8,2020-07-01T19:15:00Z,90,0,0,0,0,32,0,52732,2,3,0,1,865,2183,1318,60,FALSE,0,West Ham
Anwar_El Ghazi_30,0,0,1,0,0.8,30,312,0,0,0,0,2020-06-27T11:30:00Z,8,0,0,0,0,32,0,68758,1,0,0,1,-6100,781,6881,54,TRUE,0,Wolves
Archie_Mair_551,0,0,0,0,0,551,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,5634,0,4,0,0,-43,72,115,40,FALSE,0,Arsenal
Armando_Broja_631,0,0,0,0,0,631,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,992,2,3,0,0,16,120,104,45,FALSE,0,West Ham
Arnaut_Danjuma Groeneveld_492,0,0,3,0,12.8,492,313,3,0,2.3,1.6,2020-07-01T17:00:00Z,61,0,0,0,0,32,0,2156,4,1,9,2,-17,10,27,58,TRUE,0,Newcastle
Arthur_Masuaku_378,0,0,0,0,0,378,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,33949,2,3,0,0,-865,168,1033,41,TRUE,0,Chelsea
Artur_Boruc_73,0,0,0,0,0,73,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,18459,4,1,0,0,-78,75,153,42,TRUE,0,Newcastle
Ashley_Barnes_90,0,0,0,0,0,90,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,159766,1,0,0,0,-576,22,598,61,FALSE,0,Crystal Palace
Ashley_Westwood_101,1,0,23,1,24.7,101,315,0,0,5.1,26,2020-06-29T19:00:00Z,90,0,0,0,0,32,0,48820,1,0,0,6,-1030,1336,2366,55,FALSE,0,Crystal Palace
Ashley_Young_224,0,0,0,0,0,224,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,21898,3,0,0,0,-58,11,69,54,FALSE,0,Brighton
Asmir_Begovic_72,0,0,0,0,0,72,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,51606,4,1,0,0,-171,16,187,42,TRUE,0,Newcastle
Axel_Tuanzebe_481,0,0,0,0,0,481,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,7390,3,0,0,0,-51,5,56,44,FALSE,0,Brighton
Aymeric_Laporte_202,0,0,28,1,0.2,202,317,0,0,2.5,25,2020-07-02T19:15:00Z,78,0,0,0,0,32,0,237066,0,4,0,6,-9398,4427,13825,63,TRUE,0,Liverpool
Ayotomiwa_Dele-Bashiru_563,0,0,0,0,0,563,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,897,3,1,0,0,-5,27,32,45,TRUE,0,Southampton
Ayoze_Pérez_265,0,0,3,0,0.5,265,316,0,0,1.9,0,2020-07-01T17:00:00Z,9,0,0,0,0,32,0,420244,1,2,18,1,-19159,1919,21078,61,FALSE,0,Everton
Bailey_Peacock-Farrell_495,0,0,0,0,0,495,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,5814,1,0,0,0,4,39,35,43,FALSE,0,Crystal Palace
Bamidele_Alli_344,0,0,3,0,1.2,344,318,1,0,0.4,0.4,2020-07-02T17:00:00Z,19,0,0,0,0,32,0,254111,1,3,2,1,-8150,4578,12728,83,FALSE,0,Sheffield Utd
Beni_Baningime_557,0,0,0,0,0,557,316,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,961,1,2,0,0,-20,30,50,45,TRUE,0,Leicester
Benjamin_Chilwell_161,0,0,19,0,40.6,161,316,2,0,6.4,15.8,2020-07-01T17:00:00Z,90,0,0,0,0,32,0,748829,1,2,8,1,29671,39196,9525,56,FALSE,0,Everton
Benjamin_Mendy_204,0,0,25,1,19.9,204,317,0,0,3.4,14,2020-07-02T19:15:00Z,90,0,0,0,0,32,0,92812,0,4,0,5,-6547,1753,8300,55,TRUE,1,Liverpool
Ben_Davies_329,0,0,14,0,13.8,329,318,2,0,2.7,9.2,2020-07-02T17:00:00Z,80,0,0,0,0,32,0,13439,1,3,4,1,1736,2077,341,53,FALSE,0,Sheffield Utd
Ben_Foster_366,0,0,16,0,0,366,319,3,0,2.3,23.4,2020-06-28T15:30:00Z,90,0,0,0,0,32,4,288932,3,1,0,2,3184,9091,5907,49,TRUE,0,Southampton
Ben_Gibson_89,0,0,0,0,0,89,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,170063,1,0,0,0,-1163,517,1680,39,FALSE,0,Crystal Palace
Ben_Godfrey_273,0,0,12,0,11.7,273,311,4,0,2.4,9.8,2020-07-01T17:00:00Z,90,0,0,0,0,32,0,11584,0,4,2,0,-42,73,115,44,FALSE,0,Arsenal
Ben_Johnson_384,0,0,0,0,0,384,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,175039,2,3,0,0,-1701,373,2074,40,TRUE,0,Chelsea
Ben_Mee_83,0,3,38,1,0.2,83,315,0,1,7.2,54.4,2020-06-29T19:00:00Z,90,0,0,0,0,32,0,84828,1,0,17,15,1366,2988,1622,50,FALSE,0,Crystal Palace
Ben_Osborn_472,0,0,15,0,27.2,472,318,1,0,4.7,15.6,2020-07-02T17:00:00Z,90,0,0,0,0,32,0,2699,1,3,4,2,-36,9,45,47,TRUE,0,Spurs
Beram_Kayal_56,0,0,0,0,0,56,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,11079,3,0,0,0,-129,80,209,43,TRUE,0,Man Utd
Bernardo Mota_Veiga de Carvalho e Silva_218,0,0,1,0,0.3,218,317,0,0,0.1,0.2,2020-07-02T19:15:00Z,11,0,0,0,0,32,0,642711,0,4,0,1,-15484,4680,20164,77,TRUE,0,Liverpool
Bernardo_Costa Da Rosa_595,0,0,0,0,0,595,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,652,2,3,0,0,0,28,28,45,TRUE,0,Chelsea
Bernardo_Fernandes da Silva Junior_39,0,0,4,0,0.1,39,314,0,0,0.4,4.2,2020-06-30T19:15:00Z,9,0,0,0,0,32,0,8064,3,0,0,1,-44,35,79,43,TRUE,0,Man Utd
Bernard_Anício Caldeira Duarte_152,0,0,3,0,1.8,152,316,0,0,0.5,3.4,2020-07-01T17:00:00Z,11,0,0,0,0,32,0,49124,1,2,0,1,-72,433,505,64,TRUE,0,Leicester
Bernard_Ashley-Seal_559,0,0,0,0,0,559,312,0,0,0,0,2020-06-27T11:30:00Z,0,0,0,0,0,32,0,3476,1,0,0,0,-37,21,58,45,FALSE,0,Aston Villa
Bernd_Leno_14,0,0,0,0,0,14,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,385400,0,4,0,0,-51964,138,52102,49,TRUE,0,Norwich
Billy_Gilmour_533,0,0,0,0,0,533,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,25490,2,3,0,0,-2001,743,2744,44,FALSE,0,West Ham
Billy_Sharp_298,0,0,0,0,0,298,318,0,0,0,0,2020-07-02T17:00:00Z,0,0,0,0,0,32,0,40835,1,3,0,0,-3991,372,4363,55,TRUE,0,Spurs
Birkir_Bjarnason_33,0,0,0,0,0,33,312,0,0,0,0,2020-06-27T11:30:00Z,0,0,0,0,0,32,0,2305,1,0,0,0,4,12,8,45,TRUE,0,Wolves
Bjorn_Engels_455,0,0,0,0,0,455,312,0,0,0,0,2020-06-27T11:30:00Z,0,0,0,0,0,32,0,31514,1,0,0,0,-1177,7,1184,43,TRUE,0,Wolves
Bobby_Thomas_639,0,0,0,0,0,639,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,358,1,0,0,0,109,132,23,40,FALSE,0,Crystal Palace
Borja_González Tomás_623,0,0,0,0,0,623,312,0,0,0,0,2020-06-27T11:30:00Z,0,0,0,0,0,32,0,721,1,0,0,0,-95,44,139,53,TRUE,0,Wolves
Brandon_Austin_558,0,0,0,0,0,558,318,0,0,0,0,2020-07-02T17:00:00Z,0,0,0,0,0,32,0,13058,1,3,0,0,-114,68,182,40,FALSE,0,Sheffield Utd
Brandon_Pierrick_580,0,0,0,0,0,580,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,504,1,0,0,0,-8,15,23,45,TRUE,0,Burnley
Brandon_Williams_549,0,0,6,0,11.1,549,314,0,0,3.6,6.6,2020-06-30T19:15:00Z,26,0,0,0,0,32,0,280459,3,0,18,1,-24048,2142,26190,41,FALSE,0,Brighton
Bruno André_Cavaco Jordao_609,0,0,0,0,0,609,312,0,0,0,0,2020-06-27T11:30:00Z,0,0,0,0,0,32,0,1125,1,0,0,0,-1,53,54,45,FALSE,0,Aston Villa
Bruno Miguel_Borges Fernandes_618,0,2,49,1,23.1,618,314,0,2,12.1,71.6,2020-06-30T19:15:00Z,63,0,0,0,0,32,0,1580556,3,0,26,15,34625,75068,40443,87,FALSE,0,Brighton
Bukayo_Saka_541,0,0,0,0,0,541,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,422586,0,4,0,0,12763,31593,18830,47,TRUE,0,Norwich
Callum_Hudson-Odoi_116,0,0,0,0,0,116,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,32657,2,3,0,0,-1711,52,1763,52,FALSE,0,West Ham
Callum_Robinson_453,0,0,0,0,0,453,318,0,0,0,0,2020-07-02T17:00:00Z,0,0,0,0,0,32,0,15543,1,3,0,0,-60,7,67,49,TRUE,0,Spurs
Callum_Slattery_327,0,0,0,0,0,327,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,19678,3,1,0,0,-164,11,175,44,FALSE,0,Watford
Callum_Wilson_67,0,0,0,0,0,67,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,330022,4,1,0,0,-13542,370,13912,74,TRUE,0,Newcastle
Calum_Chambers_467,0,0,0,0,0,467,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,43809,0,4,0,0,-207,10,217,43,TRUE,0,Norwich
Caoimhin_Kelleher_531,0,0,0,0,0,531,317,0,0,0,0,2020-07-02T19:15:00Z,0,0,0,0,0,32,0,2381,0,4,0,0,-7,19,26,44,FALSE,0,Man City
Carlos_Sánchez_397,0,0,0,0,0,397,320,0,0,0,0,2020-07-01T19:15:00Z,0,0,0,0,0,32,0,33843,2,3,0,0,-773,147,920,43,TRUE,0,Chelsea
Carl_Jenkinson_9,0,0,0,0,0,9,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,1577,0,4,0,0,0,3,3,45,TRUE,0,Norwich
Cenk_Tosun_146,0,0,0,0,0,146,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,9092,1,0,0,0,-73,3,76,57,TRUE,0,Burnley
Charlie_Austin_312,0,0,0,0,0,312,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,3440,3,1,0,0,-3,15,18,60,FALSE,0,Watford
Charlie_Daniels_60,0,0,0,0,0,60,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,5301,4,1,0,0,-24,6,30,42,TRUE,0,Newcastle
Charlie_Taylor_87,0,1,26,1,2.5,87,315,0,0,2.5,22.4,2020-06-29T19:00:00Z,90,0,0,0,0,32,0,153445,1,0,0,7,2082,5241,3159,43,FALSE,0,Crystal Palace
Cheikhou_Kouyaté_139,0,0,3,0,0.9,139,315,0,0,0.3,1.8,2020-06-29T19:00:00Z,45,0,0,0,0,32,0,18151,1,0,0,1,125,627,502,49,TRUE,0,Burnley
Che_Adams_437,1,0,10,0,0.3,437,319,1,0,4,4.4,2020-06-28T15:30:00Z,15,0,0,0,0,32,0,23694,3,1,35,4,-69,155,224,53,FALSE,0,Watford
Christian_Atsu_267,0,0,0,0,0,267,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,8233,4,1,0,0,-61,49,110,53,FALSE,0,Bournemouth
Christian_Benteke_129,0,0,0,0,0,129,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,40588,1,0,0,0,-786,212,998,57,TRUE,0,Burnley
Christian_Eriksen_343,0,0,0,0,0,343,318,0,0,0,0,2020-07-02T17:00:00Z,0,0,0,0,0,32,0,177972,1,3,0,0,-443,22,465,86,FALSE,0,Sheffield Utd
Christian_Fuchs_163,0,0,0,0,0,163,316,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,27074,1,2,0,0,-144,279,423,42,FALSE,0,Everton
Christian_Kabasele_354,0,0,0,0,0,354,319,0,0,0,0,2020-06-28T15:30:00Z,0,0,0,0,0,32,0,35837,3,1,0,0,291,1294,1003,43,TRUE,0,Southampton
Christian_Pulisic_431,2,0,15,0,16.2,431,320,3,0,4.4,0.2,2020-07-01T19:15:00Z,90,0,0,0,0,32,0,477940,2,3,28,8,163557,167333,3776,70,FALSE,0,West Ham
Christian_Saydee_564,0,0,0,0,0,564,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,696,4,1,0,0,-12,22,34,45,TRUE,0,Newcastle
Christoph_Zimmermann_275,0,0,0,0,0,275,311,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,2616,0,4,0,0,-102,5,107,44,FALSE,0,Arsenal
Chris_Basham_423,1,0,22,0,11.1,423,318,1,0,4.5,31.8,2020-07-02T17:00:00Z,90,0,0,0,0,32,0,132389,1,3,2,5,-4750,3858,8608,46,TRUE,0,Spurs
Chris_Mepham_61,0,0,4,0,4.3,61,313,0,0,1.5,8.2,2020-07-01T17:00:00Z,10,0,0,0,0,32,0,46253,4,1,2,1,-113,21,134,43,TRUE,0,Newcastle
Chris_Smalling_223,0,0,0,0,0,223,314,0,0,0,0,2020-06-30T19:15:00Z,0,0,0,0,0,32,0,9087,3,0,0,0,-8,6,14,52,FALSE,0,Brighton
Chris_Wood_91,0,0,0,0,0,91,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,70318,1,0,0,0,-5577,47,5624,61,FALSE,0,Crystal Palace
Ciaran_Clark_259,0,0,0,0,0,259,313,0,0,0,0,2020-07-01T17:00:00Z,0,0,0,0,0,32,0,15940,4,1,0,0,-566,11,577,43,FALSE,0,Bournemouth
Claudio_Bravo_213,0,0,0,0,0,213,317,0,0,0,0,2020-07-02T19:15:00Z,0,0,0,0,0,32,0,23057,0,4,0,0,-78,69,147,47,TRUE,0,Liverpool
Cole_Palmer_643,0,0,0,0,0,643,317,0,0,0,0,2020-07-02T19:15:00Z,0,0,0,0,0,32,0,22,0,4,0,0,12,14,2,45,TRUE,0,Liverpool
Connor_Wickham_130,0,0,0,0,0,130,315,0,0,0,0,2020-06-29T19:00:00Z,0,0,0,0,0,32,0,139824,1,0,0,0,-589,78,667,43,TRUE,0,Burnley
Conor_Coady_403,0,1,24,1,0.3,403,312,0,0,1,9.4,2020-06-27T11:30:00Z,90,0,0,0,0,32,0,157913,1,0,0,7,5236,7589,2353,51,FALSE,0,Aston Villa
Conor_Hourihane_28,0,0,7,0,29.8,28,312,0,0,5.5,7.6,2020-06-27T11:30:00Z,59,0,0,0,0,32,0,11525,1,0,18,1,3,279,276,57,TRUE,0,Wolves
Craig_Cathcart_358,0,0,14,0,0.7,358,319,3,0,1.2,10.8,2020-06-28T15:30:00Z,90,0,0,0,0,32,0,255400,3,1,0,0,-4477,6538,11015,43,TRUE,1,Southampton
Craig_Dawson_439,0,0,5,0,10.4,439,319,3,0,4.3,10.8,2020-06-28T15:30:00Z,90,0,0,0,0,32,0,15778,3,1,22,0,599,1033,434,48,TRUE,1,Southampton
Curtis_Jones_569,0,0,0,0,0,569,317,0,0,0,0,2020-07-02T19:15:00Z,0,0,0,0,0,32,0,815,0,4,0,0,12,62,50,45,FALSE,0,Man City
