name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP,season
Ayoze Pérez,2,2,32,0,27.4,265,200,1,0,6.8,36.4,2019-12-28T17:30:00Z,63,0,0,0,0,20,0,306427,2,1,4,10,-14695,5401,20096,60,False,0,West Ham,Leicester,MID,0,2019-20
Nathan Aké,0,0,0,0,0.0,59,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,541101,0,2,0,0,-34238,184,34422,49,False,0,Brighton,Bournemouth,DEF,0,2019-20
Isaac Hayden,0,0,9,0,13.9,271,196,2,0,3.1,14.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,263880,2,1,3,1,-6006,1741,7747,44,True,1,Everton,Newcastle,MID,0,2019-20
Patrick van Aanholt,0,0,0,0,0.0,123,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,416940,1,1,0,0,-19785,887,20672,55,False,0,Southampton,Crystal Palace,DEF,0,2019-20
Ken Sema,0,0,0,0,0.0,372,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,1432,0,3,0,0,-1,14,15,48,True,0,Aston Villa,Watford,MID,0,2019-20
Jonny Evans,0,0,15,0,0.5,162,200,1,0,3.2,31.8,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,436215,2,1,0,2,12208,29398,17190,52,False,0,West Ham,Leicester,DEF,0,2019-20
Jorginho,0,0,24,0,3.7,118,191,0,1,7.9,42.6,2019-12-29T14:00:00Z,56,0,0,0,0,20,0,229394,2,1,33,5,-8456,2745,11201,49,False,1,Arsenal,Chelsea,MID,0,2019-20
Kortney Hause,0,0,13,0,1.1,25,199,3,0,2.4,22.4,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,4637,0,3,0,1,185,234,49,44,False,0,Watford,Aston Villa,DEF,0,2019-20
Trézéguet,0,0,0,0,0.0,465,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,102110,0,3,0,0,-2279,2867,5146,52,False,0,Watford,Aston Villa,MID,0,2019-20
Kyle Walker,0,0,21,1,7.1,203,195,0,0,1.8,3.8,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,846910,0,2,7,6,-6620,10100,16720,58,True,0,Sheffield Utd,Man City,DEF,0,2019-20
Diego Rico,0,0,12,0,11.8,65,192,2,0,3.1,18.8,2019-12-28T12:30:00Z,90,0,0,0,0,20,0,1041249,0,2,0,1,8675,30085,21410,44,False,0,Brighton,Bournemouth,DEF,0,2019-20
Ryan Bertrand,0,0,10,0,2.4,305,198,1,0,1.1,8.8,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,44330,1,1,0,2,3043,3783,740,48,True,0,Crystal Palace,Southampton,DEF,0,2019-20
Erik Lamela,0,0,2,0,2.2,346,197,0,0,1.3,3.8,2019-12-28T17:30:00Z,16,0,0,0,0,20,0,83188,2,2,7,1,6,522,516,57,False,0,Norwich,Spurs,MID,0,2019-20
Allan Saint-Maximin,0,0,0,0,0.0,500,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,19849,2,1,0,0,-1202,58,1260,54,True,0,Everton,Newcastle,MID,0,2019-20
Eddie Nketiah,0,0,0,0,0.0,13,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,42065,2,1,0,0,-693,355,1048,43,True,0,Chelsea,Arsenal,FWD,0,2019-20
Callum Wilson,0,0,4,0,0.0,67,192,1,0,1.9,1.0,2019-12-28T12:30:00Z,28,0,0,0,0,20,0,350199,0,2,18,1,6582,12617,6035,74,False,0,Brighton,Bournemouth,FWD,0,2019-20
Antonio Rüdiger,0,0,12,0,2.1,104,191,1,0,2.0,18.0,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,16985,2,1,0,1,-994,840,1834,60,False,1,Arsenal,Chelsea,DEF,0,2019-20
Sébastien Haller,0,0,2,0,12.7,457,200,1,0,6.7,0.0,2019-12-28T17:30:00Z,54,0,0,0,0,20,0,165948,2,1,55,1,-2816,1166,3982,70,True,0,Leicester,West Ham,FWD,0,2019-20
Glenn Murray,0,0,2,0,0.3,44,192,0,0,2.0,3.0,2019-12-28T12:30:00Z,1,0,0,0,0,20,0,54740,0,2,17,1,-570,301,871,55,True,0,Bournemouth,Brighton,FWD,0,2019-20
Arnaut Danjuma,0,0,0,0,0.0,492,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,2192,0,2,0,0,-42,6,48,58,False,0,Brighton,Bournemouth,MID,0,2019-20
José Holebas,0,0,0,0,0.0,353,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,52950,0,3,0,0,-1213,19,1232,46,True,0,Aston Villa,Watford,DEF,0,2019-20
Yves Bissouma,0,0,24,1,19.3,53,192,0,0,6.9,30.8,2019-12-28T12:30:00Z,88,0,0,0,0,20,0,1061,0,2,19,3,19,49,30,50,True,0,Bournemouth,Brighton,MID,0,2019-20
Connor Wickham,0,0,0,0,0.0,130,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,164340,1,1,0,0,-1043,1465,2508,44,False,0,Southampton,Crystal Palace,FWD,0,2019-20
Josip Drmic,0,0,0,0,0.0,434,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,4317,2,2,0,0,-42,7,49,54,True,0,Spurs,Norwich,FWD,0,2019-20
Romain Saïss,0,0,3,0,11.2,407,194,0,0,1.9,2.4,2019-12-29T16:30:00Z,32,0,0,0,0,20,0,35281,0,1,5,1,667,1934,1267,44,False,0,Liverpool,Wolves,DEF,0,2019-20
Andrew Surman,0,0,0,0,0.0,80,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,2509,0,2,0,0,-2,34,36,47,False,0,Brighton,Bournemouth,MID,0,2019-20
Onel Hernández,0,0,2,0,1.8,284,197,2,0,2.1,6.2,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,5361,2,2,13,2,-172,87,259,53,True,0,Spurs,Norwich,MID,0,2019-20
Sofiane Boufal,0,0,4,0,3.8,508,198,1,0,2.0,7.8,2019-12-28T15:00:00Z,67,0,0,0,0,20,0,7138,1,1,8,2,59,206,147,55,True,0,Crystal Palace,Southampton,MID,0,2019-20
Bernardo,0,0,0,0,0.0,39,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,6570,0,2,0,0,136,198,62,43,True,0,Bournemouth,Brighton,DEF,0,2019-20
Paulo Gazzaniga,0,0,10,0,0.0,341,197,2,0,1.0,9.6,2019-12-28T17:30:00Z,90,0,0,0,0,20,1,338435,2,2,0,1,8020,17482,9462,46,False,0,Norwich,Spurs,GK,0,2019-20
Danny Welbeck,0,0,0,0,0.0,512,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,8340,0,3,0,0,-65,12,77,58,True,0,Aston Villa,Watford,FWD,0,2019-20
Ben Foster,0,0,25,1,0.0,366,199,0,0,1.4,14.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,2,160263,0,3,0,6,14684,16991,2307,48,True,0,Aston Villa,Watford,GK,0,2019-20
Pierre-Emile Højbjerg,0,0,22,0,22.9,325,198,1,0,5.2,20.0,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,30165,1,1,9,2,3347,4075,728,48,True,0,Crystal Palace,Southampton,MID,0,2019-20
Lee Grant,0,0,0,0,0.0,237,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,7321,2,0,0,0,-48,5,53,48,False,0,Burnley,Man Utd,GK,0,2019-20
Mace Goodridge,0,0,0,0,0.0,571,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,173,2,0,0,0,2,21,19,45,True,0,Man Utd,Burnley,MID,0,2019-20
Angelo Ogbonna,0,0,0,0,0.0,377,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,92601,2,1,0,0,336,5246,4910,45,True,0,Leicester,West Ham,DEF,0,2019-20
Harvey Elliott,0,0,0,0,0.0,550,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,641,0,1,0,0,-12,28,40,45,True,0,Wolves,Liverpool,MID,0,2019-20
Eldin Jakupovic,0,0,0,0,0.0,169,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,6514,2,1,0,0,-35,32,67,43,False,0,West Ham,Leicester,GK,0,2019-20
Billy Sharp,0,0,-1,0,0.3,298,195,0,0,0.2,0.0,2019-12-29T18:00:00Z,7,0,0,0,0,20,0,21814,0,2,4,1,-190,68,258,56,False,0,Man City,Sheffield Utd,FWD,0,2019-20
Artur Boruc,0,0,0,0,0.0,73,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,18826,0,2,0,0,-88,137,225,43,False,0,Brighton,Bournemouth,GK,0,2019-20
Jan Vertonghen,0,0,3,0,0.9,330,197,1,0,1.0,9.4,2019-12-28T17:30:00Z,45,0,0,0,0,20,0,149373,2,2,0,1,1659,7071,5412,52,False,0,Norwich,Spurs,DEF,0,2019-20
Felipe Anderson,1,1,30,0,38.9,390,200,2,0,7.9,37.6,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,205384,2,1,2,6,-1669,599,2268,66,True,0,Leicester,West Ham,MID,0,2019-20
Nick Pope,0,0,13,0,0.0,93,193,2,0,1.4,14.4,2019-12-28T19:45:00Z,90,0,0,0,0,20,2,1030760,2,0,0,1,-17091,9081,26172,47,True,0,Man Utd,Burnley,GK,0,2019-20
Steven Defour,0,0,0,0,0.0,99,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,255,2,0,0,0,0,7,7,55,True,0,Man Utd,Burnley,MID,0,2019-20
Adam Masina,0,0,3,0,0.0,355,199,0,0,0.2,2.0,2019-12-28T15:00:00Z,5,0,0,0,0,20,0,4381,0,3,0,1,-35,39,74,43,True,0,Aston Villa,Watford,DEF,0,2019-20
Andriy Yarmolenko,0,0,0,0,0.0,392,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,91043,2,1,0,0,-7624,192,7816,54,True,0,Leicester,West Ham,MID,0,2019-20
Phil Foden,0,0,3,0,1.1,220,195,0,0,1.3,3.0,2019-12-29T18:00:00Z,9,0,0,0,0,20,0,22959,0,2,9,1,119,700,581,51,True,0,Sheffield Utd,Man City,MID,0,2019-20
Marcos Rojo,0,0,0,0,0.0,227,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,9565,2,0,0,0,-70,9,79,48,False,0,Burnley,Man Utd,DEF,0,2019-20
Moussa Djenepo,0,0,6,0,15.1,438,198,0,0,5.2,11.6,2019-12-28T15:00:00Z,27,0,0,0,0,20,0,6198,1,1,25,1,-660,5,665,52,True,0,Crystal Palace,Southampton,MID,0,2019-20
Adam Idah,0,0,0,0,0.0,538,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,7908,2,2,0,0,-27,285,312,44,True,0,Spurs,Norwich,FWD,0,2019-20
Ben Davies,0,0,0,0,0.0,329,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,9030,2,2,0,0,-100,8,108,54,False,0,Norwich,Spurs,DEF,0,2019-20
Kiko Femenía,0,0,24,1,2.0,357,199,0,0,0.7,5.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,48542,0,3,0,6,6996,8920,1924,42,True,0,Aston Villa,Watford,DEF,0,2019-20
Matthew Longstaff,0,0,0,0,0.0,540,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,17526,2,1,0,0,1990,2570,580,45,True,0,Everton,Newcastle,MID,0,2019-20
John Fleck,0,0,18,0,2.8,301,195,2,0,1.1,7.8,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,163040,0,2,0,2,5639,17961,12322,49,False,0,Man City,Sheffield Utd,MID,0,2019-20
Eric Dier,0,0,0,0,0.0,350,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,14953,2,2,0,0,161,598,437,49,False,0,Norwich,Spurs,MID,0,2019-20
Oleksandr Zinchenko,0,1,32,1,36.7,206,195,0,0,6.1,19.4,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,184664,0,2,5,7,-1713,467,2180,52,True,0,Sheffield Utd,Man City,DEF,0,2019-20
Daniel Amartey,0,0,0,0,0.0,178,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,24656,2,1,0,0,-67,772,839,43,False,0,West Ham,Leicester,MID,0,2019-20
Victor Wanyama,0,0,0,0,0.0,348,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,7213,2,2,0,0,1,109,108,48,False,0,Norwich,Spurs,MID,0,2019-20
Jairo Riedewald,0,0,12,0,2.3,539,198,1,0,1.5,11.0,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,960,1,1,2,2,18,41,23,45,False,0,Southampton,Crystal Palace,MID,0,2019-20
Gabriel Martinelli,0,0,0,0,0.0,504,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,127754,2,1,0,0,-10579,1650,12229,45,True,0,Chelsea,Arsenal,FWD,0,2019-20
Japhet Tanganga,0,0,0,0,0.0,583,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,264,2,2,0,0,129,150,21,40,False,0,Norwich,Spurs,DEF,0,2019-20
Manuel Lanzini,0,0,10,0,32.9,391,200,2,0,5.6,4.6,2019-12-28T17:30:00Z,69,0,0,0,0,20,0,51791,2,1,18,2,-158,193,351,62,True,0,Leicester,West Ham,MID,0,2019-20
Wilfried Zaha,0,0,2,0,12.1,133,198,1,0,3.8,14.0,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,927372,1,1,12,2,-40964,28229,69193,69,False,0,Southampton,Crystal Palace,MID,0,2019-20
Christoph Zimmermann,0,0,11,0,0.3,275,197,2,0,2.9,28.6,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,2646,2,2,0,1,-43,99,142,44,True,0,Spurs,Norwich,DEF,0,2019-20
Craig Cathcart,0,2,29,1,0.4,358,199,0,0,2.1,20.6,2019-12-28T15:00:00Z,84,0,0,0,0,20,0,112132,0,3,0,8,7075,9549,2474,43,True,0,Aston Villa,Watford,DEF,0,2019-20
Beram Kayal,0,0,0,0,0.0,56,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,18596,0,2,0,0,-657,351,1008,43,True,0,Bournemouth,Brighton,MID,0,2019-20
Brandon Pierrick,0,0,0,0,0.0,580,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,81,1,1,0,0,14,27,13,45,False,0,Southampton,Crystal Palace,MID,0,2019-20
Sam Surridge,0,0,0,0,0.0,71,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,33443,0,2,0,0,-322,339,661,43,False,0,Brighton,Bournemouth,FWD,0,2019-20
Dwight Gayle,0,0,2,0,1.6,554,196,0,0,0.4,0.0,2019-12-28T15:00:00Z,16,0,0,0,0,20,0,3541,2,1,2,1,-27,164,191,50,True,0,Everton,Newcastle,FWD,0,2019-20
Giovani Lo Celso,0,0,13,0,13.3,523,197,2,0,4.0,10.0,2019-12-28T17:30:00Z,73,0,0,0,0,20,0,18402,2,2,17,2,847,1098,251,73,False,0,Norwich,Spurs,MID,0,2019-20
Alfie Whiteman,0,0,0,0,0.0,543,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,35748,2,2,0,0,709,1343,634,40,False,0,Norwich,Spurs,GK,0,2019-20
Callum Hudson-Odoi,0,0,2,0,3.8,116,191,0,0,1.3,1.6,2019-12-29T14:00:00Z,20,0,0,0,0,20,0,36802,2,1,8,1,-1450,842,2292,54,False,0,Arsenal,Chelsea,MID,0,2019-20
Dan Gosling,0,0,9,0,4.8,81,192,2,0,1.7,12.2,2019-12-28T12:30:00Z,90,0,0,0,0,20,0,6982,0,2,0,2,4791,5114,323,49,False,0,Brighton,Bournemouth,MID,0,2019-20
Dennis Srbeny,0,0,0,0,0.0,279,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,3235,2,2,0,0,-56,23,79,52,True,0,Spurs,Norwich,FWD,0,2019-20
Ezequiel Schelotto,0,0,0,0,0.0,546,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,40853,0,2,0,0,1855,3559,1704,40,True,0,Bournemouth,Brighton,DEF,0,2019-20
Demarai Gray,0,0,25,0,22.0,175,200,1,1,10.3,43.0,2019-12-28T17:30:00Z,82,0,1,0,0,20,0,18080,2,1,38,5,-84,167,251,51,False,0,West Ham,Leicester,MID,0,2019-20
Will Hughes,0,0,7,0,6.1,370,199,0,0,1.8,2.8,2019-12-28T15:00:00Z,45,0,0,0,0,20,0,27270,0,3,9,1,154,657,503,54,True,0,Aston Villa,Watford,MID,0,2019-20
Mohamed Elneny,0,0,0,0,0.0,20,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,55881,2,1,0,0,-1308,479,1787,43,True,0,Chelsea,Arsenal,MID,0,2019-20
Sergio Agüero,0,2,33,1,5.1,210,195,0,1,5.9,31.2,2019-12-29T18:00:00Z,80,0,0,0,0,20,0,754514,0,2,23,8,26882,33222,6340,117,True,0,Sheffield Utd,Man City,FWD,0,2019-20
Martín Montoya,0,0,26,1,3.3,38,192,0,0,2.4,20.8,2019-12-28T12:30:00Z,90,0,0,0,0,20,0,44384,0,2,0,6,-1431,1144,2575,44,True,0,Bournemouth,Brighton,DEF,0,2019-20
Issa Diop,0,0,10,0,0.2,381,200,2,0,2.6,26.2,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,169471,2,1,0,0,-5292,314,5606,44,True,1,Leicester,West Ham,DEF,0,2019-20
Pierre-Emerick Aubameyang,0,3,35,0,12.8,11,191,2,1,11.0,46.2,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,1298352,2,1,51,9,-27729,13916,41645,108,True,0,Chelsea,Arsenal,FWD,0,2019-20
Alexandre Lacazette,0,0,2,0,2.8,12,191,2,0,1.1,3.8,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,116844,2,1,4,1,-2285,1932,4217,93,True,1,Chelsea,Arsenal,FWD,0,2019-20
Maya Yoshida,0,0,0,0,0.0,310,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,19736,1,1,0,0,-290,132,422,43,True,0,Crystal Palace,Southampton,DEF,0,2019-20
Leandro Trossard,1,1,28,1,45.6,421,192,0,0,10.1,31.6,2019-12-28T12:30:00Z,90,0,0,0,0,20,0,24599,0,2,24,7,408,1979,1571,58,True,0,Bournemouth,Brighton,MID,0,2019-20
Scott McTominay,0,0,0,0,0.0,248,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,145845,2,0,0,0,-31130,1090,32220,51,False,0,Burnley,Man Utd,MID,0,2019-20
Asmir Begovic,0,0,0,0,0.0,72,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,59073,0,2,0,0,-692,44,736,42,False,0,Brighton,Bournemouth,GK,0,2019-20
Chris Smalling,0,0,0,0,0.0,223,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,9169,2,0,0,0,-1,26,27,53,False,0,Burnley,Man Utd,DEF,0,2019-20
Alireza Jahanbakhsh,0,0,24,1,5.2,50,192,0,1,8.7,37.6,2019-12-28T12:30:00Z,83,0,0,0,0,20,0,4707,0,2,44,8,-20,25,45,58,True,0,Bournemouth,Brighton,MID,0,2019-20
Leon Balogun,0,0,0,0,0.0,40,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,3989,0,2,0,0,-16,31,47,44,True,0,Bournemouth,Brighton,DEF,0,2019-20
Danny Ings,0,3,29,0,2.5,313,198,1,1,14.8,35.4,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,1171576,1,1,110,9,124891,163408,38517,66,True,0,Crystal Palace,Southampton,FWD,0,2019-20
Reece James,0,0,0,0,0.0,506,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,24743,2,1,0,0,-6936,169,7105,50,False,0,Arsenal,Chelsea,DEF,0,2019-20
Nathaniel Chalobah,0,0,2,0,0.1,374,199,0,0,1.9,0.0,2019-12-28T15:00:00Z,14,0,0,0,0,20,0,16457,0,3,21,1,1325,1667,342,44,True,0,Aston Villa,Watford,MID,0,2019-20
Rui Patrício,0,0,11,0,0.0,411,194,1,0,1.5,15.0,2019-12-29T16:30:00Z,90,0,0,0,0,20,2,764454,0,1,0,2,-12243,6269,18512,52,False,0,Liverpool,Wolves,GK,0,2019-20
Sebastian Prödl,0,0,0,0,0.0,361,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,85815,0,3,0,0,-1518,47,1565,40,True,0,Aston Villa,Watford,DEF,0,2019-20
Marco Stiepermann,0,0,3,0,4.1,285,197,1,0,3.2,8.4,2019-12-28T17:30:00Z,69,0,0,0,0,20,0,5107,2,2,19,2,-66,22,88,51,True,0,Spurs,Norwich,MID,0,2019-20
Ben Johnson,0,0,0,0,0.0,384,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,93831,2,1,0,0,-971,251,1222,40,True,0,Leicester,West Ham,DEF,0,2019-20
Reiss Nelson,0,0,3,0,2.5,489,191,1,0,0.9,6.4,2019-12-29T14:00:00Z,85,0,0,0,0,20,0,7733,2,1,0,2,430,553,123,53,True,0,Chelsea,Arsenal,MID,0,2019-20
Nampalys Mendy,0,0,18,0,15.3,179,200,1,0,2.5,10.0,2019-12-28T17:30:00Z,69,0,0,0,0,20,0,76900,2,1,0,2,-414,2355,2769,43,False,0,West Ham,Leicester,MID,0,2019-20
Diogo Jota,0,0,6,0,0.9,410,194,1,0,2.5,7.2,2019-12-29T16:30:00Z,71,0,0,0,0,20,0,232837,0,1,17,2,-6759,2518,9277,61,False,0,Liverpool,Wolves,FWD,0,2019-20
Joshua King,0,0,3,0,12.8,68,192,1,0,3.7,3.2,2019-12-28T12:30:00Z,72,0,0,0,0,20,0,290114,0,2,21,2,3223,7214,3991,61,False,0,Brighton,Bournemouth,FWD,0,2019-20
James Ward-Prowse,0,0,14,0,55.8,321,198,1,0,9.5,24.4,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,166277,1,1,15,1,14914,24515,9601,59,True,1,Crystal Palace,Southampton,MID,0,2019-20
Scott Dann,0,0,0,0,0.0,127,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,12092,1,1,0,0,-509,6,515,43,False,0,Southampton,Crystal Palace,DEF,0,2019-20
Kepa Arrizabalaga,0,0,10,0,0.0,111,191,1,0,0.7,7.2,2019-12-29T14:00:00Z,90,0,0,0,0,20,1,384111,2,1,0,2,-11782,2119,13901,55,False,0,Arsenal,Chelsea,GK,0,2019-20
Roberto Jiménez,0,0,0,0,0.0,450,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,33838,2,1,0,0,-800,359,1159,44,True,0,Leicester,West Ham,GK,0,2019-20
Christian Eriksen,0,3,32,0,32.2,343,197,2,1,11.9,54.8,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,201411,2,2,32,9,219,3068,2849,86,False,1,Norwich,Spurs,MID,0,2019-20
Harry Kane,0,2,28,0,24.4,338,197,2,1,11.3,45.0,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,1520967,2,2,44,8,33370,63396,30026,110,False,0,Norwich,Spurs,FWD,0,2019-20
