name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Alexander Tettey,0,0,16,0,2.6,289,270,3,0,3.0,17.6,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,24852,0,3,10.0,2,-318,999,1317,45,False,0,Wolves,Norwich,MID
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,64089,2,3,0.0,0,34,1290,1256,43,False,0,Liverpool,West Ham,FWD
Alexandre Lacazette,0,0,0,0,0.0,12,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,164596,2,3,0.0,0,11689,19993,8304,93,True,0,Everton,Arsenal,FWD
Alexis Mac Allister,0,0,0,0,0.0,627,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,419,1,1,0.0,0,401,410,9,55,False,0,Sheffield Utd,Brighton,MID
Alexis Sánchez,0,0,0,0,0.0,240,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,28416,0,3,0.0,0,-59,18,77,68,True,0,Watford,Man Utd,MID
Alex Iwobi,0,0,6,0,12.6,17,261,3,0,2.5,2.4,2020-02-23T16:30:00Z,59,0,0,0,0,27,0,66094,2,3,10.0,1,-345,271,616,56,False,0,Arsenal,Everton,MID
Alex McCarthy,0,1,24,1,0.0,318,269,0,0,1.0,10.2,2020-02-22T15:00:00Z,90,0,0,0,0,27,1,296592,0,2,0.0,7,16731,23365,6634,44,True,0,Aston Villa,Southampton,GK
Alex Oxlade-Chamberlain,0,0,7,0,30.6,193,266,0,0,4.3,9.8,2020-02-24T20:00:00Z,33,0,0,0,0,27,0,58773,2,3,3.0,1,-3340,8142,11482,62,True,0,West Ham,Liverpool,MID
Alfie Whiteman,0,0,0,0,0.0,543,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,38980,1,2,0.0,0,-422,224,646,40,False,0,Chelsea,Spurs,GK
Alireza Jahanbakhsh,0,0,0,0,0.0,50,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,8712,1,1,0.0,0,-398,233,631,58,False,0,Sheffield Utd,Brighton,MID
Alisson Ramses Becker,0,0,13,0,0.0,189,266,2,0,1.8,18.0,2020-02-24T20:00:00Z,90,0,0,0,0,27,2,850136,2,3,0.0,1,10600,23067,12467,62,True,0,West Ham,Liverpool,GK
Allan Saint-Maximin,0,0,13,0,30.9,500,264,1,0,7.2,15.6,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,33787,0,1,25.0,2,7029,8704,1675,54,False,0,Crystal Palace,Newcastle,MID
Andreas Christensen,0,0,14,0,0.2,108,263,1,0,1.6,15.4,2020-02-22T12:30:00Z,90,0,0,0,0,27,0,42308,1,2,0.0,1,-533,238,771,49,True,1,Spurs,Chelsea,DEF
Andreas Pereira,0,0,0,0,0.0,246,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,33092,0,3,0.0,0,-1209,736,1945,49,True,0,Watford,Man Utd,MID
Andrew Robertson,1,0,32,0,80.7,181,266,2,0,13.6,46.6,2020-02-24T20:00:00Z,90,0,0,0,0,27,0,1548209,2,3,9.0,4,17022,40181,23159,70,True,0,West Ham,Liverpool,DEF
Andrew Surman,0,0,14,0,21.7,80,262,3,0,4.7,17.2,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,2628,0,3,8.0,2,-6,39,45,47,False,0,Burnley,Bournemouth,MID
Andre Gray,0,0,0,0,0.0,364,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,26214,0,3,0.0,0,-172,270,442,55,False,0,Man Utd,Watford,FWD
Andre Green,0,0,0,0,0.0,32,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,758,0,2,0.0,0,-7,5,12,48,False,0,Southampton,Aston Villa,MID
Andriy Yarmolenko,0,0,0,0,0.0,392,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,56688,2,3,0.0,0,-1424,13,1437,53,False,0,Liverpool,West Ham,MID
Andros Townsend,0,0,0,0,0.0,135,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,70731,0,1,0.0,0,-36,463,499,56,True,0,Newcastle,Crystal Palace,MID
André Filipe Tavares Gomes,0,0,0,0,4.3,422,261,0,0,1.0,1.2,2020-02-23T16:30:00Z,31,0,0,0,0,27,0,20590,2,3,4.0,0,-8,104,112,52,False,1,Arsenal,Everton,MID
Andy Carroll,0,0,0,0,0.0,520,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,6557,0,1,0.0,0,-280,21,301,54,False,0,Crystal Palace,Newcastle,FWD
Andy King,0,0,0,0,0.0,480,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,20865,1,0,0.0,0,-246,113,359,43,True,0,Man City,Leicester,MID
Andy Lonergan,0,0,0,0,0.0,530,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,1844,2,3,0.0,0,-10,8,18,42,True,0,West Ham,Liverpool,GK
Angelo Ogbonna,0,0,14,0,0.0,377,266,3,0,1.7,16.8,2020-02-24T20:00:00Z,90,0,0,0,0,27,0,89827,2,3,0.0,1,-8484,497,8981,45,False,0,Liverpool,West Ham,DEF
Angel Gomes,0,0,0,0,0.0,245,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,6671,0,3,0.0,0,-21,72,93,48,True,0,Watford,Man Utd,MID
Angus Gunn,0,0,0,0,0.0,319,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,107457,0,2,0.0,0,-1268,1137,2405,42,True,0,Aston Villa,Southampton,GK
Anthony Driscoll-Glennon,0,0,0,0,0.0,572,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,1343,0,3,0.0,0,-43,18,61,40,True,0,Bournemouth,Burnley,DEF
Anthony Gordon,0,0,0,0,0.0,561,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,3079,2,3,0.0,0,54,239,185,45,False,0,Arsenal,Everton,FWD
Anthony Knockaert,0,0,0,0,0.0,52,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,659,1,1,0.0,0,3,12,9,54,False,0,Sheffield Utd,Brighton,MID
Anthony Martial,0,0,20,1,13.1,239,267,0,1,9.6,41.8,2020-02-23T14:00:00Z,79,0,0,0,0,27,0,1023517,0,3,41.0,8,157594,198786,41192,79,True,0,Watford,Man Utd,MID
Antonio Rüdiger,0,0,6,0,14.1,104,263,1,0,1.8,1.6,2020-02-22T12:30:00Z,90,1,0,0,0,27,0,46040,1,2,2.0,0,1574,6705,5131,60,True,0,Spurs,Chelsea,DEF
Anwar El Ghazi,0,0,5,0,5.6,30,269,1,0,1.1,3.2,2020-02-22T15:00:00Z,27,0,0,0,0,27,0,66047,0,2,2.0,1,-709,2540,3249,55,False,0,Southampton,Aston Villa,MID
Archie Mair,0,0,0,0,0.0,551,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,5639,0,3,0.0,0,-27,117,144,40,False,0,Wolves,Norwich,GK
Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,2005,0,3,0.0,0,-14,10,24,58,False,0,Burnley,Bournemouth,MID
Arthur Masuaku,0,0,0,0,0.0,378,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,33116,2,3,0.0,0,-401,464,865,42,False,0,Liverpool,West Ham,DEF
Artur Boruc,0,0,0,0,0.0,73,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,18123,0,3,0.0,0,-86,115,201,43,False,0,Burnley,Bournemouth,GK
Ashley Barnes,0,0,0,0,0.0,90,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,166070,0,3,0.0,0,-2474,47,2521,61,True,0,Bournemouth,Burnley,FWD
Ashley Westwood,0,0,19,1,22.6,101,262,0,0,4.8,16.2,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,59479,0,3,9.0,3,24178,27138,2960,54,True,0,Bournemouth,Burnley,MID
Ashley Young,0,0,0,0,0.0,224,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,22426,0,3,0.0,0,-341,13,354,54,True,0,Watford,Man Utd,DEF
Asmir Begovic,0,0,0,0,0.0,72,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,54251,0,3,0.0,0,-452,25,477,42,False,0,Burnley,Bournemouth,GK
Axel Tuanzebe,0,0,0,0,0.0,481,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,7519,0,3,0.0,0,-130,7,137,44,True,0,Watford,Man Utd,DEF
Aymeric Laporte,0,0,13,0,0.6,202,265,0,0,2.3,20.4,2020-02-22T17:30:00Z,57,0,0,0,0,27,0,157655,1,0,2.0,1,2176,4991,2815,63,False,0,Leicester,Man City,DEF
Ayotomiwa Dele-Bashiru,0,0,0,0,0.0,563,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,659,0,3,0.0,0,0,52,52,45,False,0,Man Utd,Watford,MID
Ayoze Pérez,0,0,2,0,0.5,265,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,1,0,0,0,0,27,0,671687,1,0,0.0,1,-17558,49447,67005,62,True,0,Man City,Leicester,MID
Bailey Peacock-Farrell,0,0,0,0,0.0,495,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,5590,0,3,0.0,0,-6,40,46,43,True,0,Bournemouth,Burnley,GK
Bamidele Alli,0,0,3,0,0.7,344,263,0,0,0.1,0.2,2020-02-22T12:30:00Z,12,0,0,0,0,27,0,384701,1,2,0.0,1,-29399,35558,64957,84,False,0,Chelsea,Spurs,MID
Beni Baningime,0,0,0,0,0.0,557,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,527,2,3,0.0,0,25,48,23,45,False,0,Arsenal,Everton,MID
Benjamin Chilwell,0,0,3,0,1.7,161,265,1,0,1.1,7.6,2020-02-22T17:30:00Z,90,0,0,0,0,27,0,660382,1,0,2.0,2,-7322,13619,20941,56,True,0,Man City,Leicester,DEF
Benjamin Mendy,0,0,24,1,8.4,204,265,0,0,3.6,7.6,2020-02-22T17:30:00Z,90,0,0,0,0,27,0,58618,1,0,20.0,6,-1206,1757,2963,55,False,0,Leicester,Man City,DEF
Ben Davies,0,0,7,0,1.4,329,263,2,0,2.2,20.6,2020-02-22T12:30:00Z,90,0,0,0,0,27,0,8740,1,2,0.0,1,139,228,89,53,False,0,Chelsea,Spurs,DEF
Ben Foster,0,0,16,0,0.0,366,267,3,0,3.2,31.8,2020-02-23T14:00:00Z,90,0,0,0,0,27,5,336817,0,3,0.0,2,-21411,3201,24612,49,False,0,Man Utd,Watford,GK
Ben Gibson,0,0,0,0,0.0,89,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,192870,0,3,0.0,0,-3002,3223,6225,39,True,0,Bournemouth,Burnley,DEF
Ben Godfrey,0,0,9,0,2.0,273,270,3,0,3.2,12.6,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,10901,0,3,17.0,0,-12,92,104,44,False,1,Wolves,Norwich,DEF
Ben Johnson,0,0,0,0,0.0,384,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,155718,2,3,0.0,0,21400,26349,4949,39,False,0,Liverpool,West Ham,DEF
Ben Mee,0,0,18,1,0.3,83,262,0,0,1.2,11.4,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,84172,0,3,0.0,5,7387,11484,4097,50,True,1,Bournemouth,Burnley,DEF
Ben Osborn,0,0,6,0,3.1,472,268,0,0,1.5,8.0,2020-02-22T15:00:00Z,45,0,0,0,0,27,0,2552,1,1,4.0,1,19,72,53,47,True,0,Brighton,Sheffield Utd,MID
Beram Kayal,0,0,0,0,0.0,56,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,12400,1,1,0.0,0,-406,68,474,43,False,0,Sheffield Utd,Brighton,MID
Bernardo Mota Veiga de Carvalho e Silva,0,0,17,1,17.6,218,265,0,0,6.1,12.6,2020-02-22T17:30:00Z,90,0,0,0,0,27,0,613325,1,0,31.0,3,-5823,7487,13310,78,False,0,Leicester,Man City,MID
Bernardo Costa Da Rosa,0,0,0,0,0.0,595,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,309,2,3,0.0,0,4,37,33,45,False,0,Liverpool,West Ham,MID
Bernardo Fernandes da Silva Junior,0,0,3,0,0.0,39,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,1,0,0,0,0,27,0,9261,1,1,0.0,1,-595,112,707,43,False,0,Sheffield Utd,Brighton,DEF
Bernard Anício Caldeira Duarte,0,0,9,0,40.6,152,261,0,0,5.7,14.2,2020-02-23T16:30:00Z,30,0,0,0,0,27,0,52022,2,3,2.0,1,2874,4372,1498,64,False,0,Arsenal,Everton,MID
Bernard Ashley-Seal,0,0,0,0,0.0,559,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,3667,0,3,0.0,0,-200,63,263,45,True,0,Norwich,Wolves,FWD
Bernd Leno,0,0,14,0,0.0,14,261,2,0,2.9,28.6,2020-02-23T16:30:00Z,90,0,0,0,0,27,3,387625,2,3,0.0,2,-332,6738,7070,50,True,0,Everton,Arsenal,GK
Billy Gilmour,0,0,0,0,0.0,533,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,1935,1,2,0.0,0,33,87,54,45,True,0,Spurs,Chelsea,MID
Billy Sharp,0,0,2,0,3.3,298,268,1,0,1.5,0.0,2020-02-22T15:00:00Z,73,0,0,0,0,27,0,28407,1,1,14.0,2,6168,6978,810,56,True,0,Brighton,Sheffield Utd,FWD
Birkir Bjarnason,0,0,0,0,0.0,33,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,2375,0,2,0.0,0,-18,8,26,45,False,0,Southampton,Aston Villa,MID
Bjorn Engels,0,0,0,0,0.0,455,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,33688,0,2,0.0,0,719,1296,577,44,False,0,Southampton,Aston Villa,DEF
Borja González Tomás,0,0,3,0,1.4,623,269,1,0,0.4,0.2,2020-02-22T15:00:00Z,9,0,0,0,0,27,0,232,0,2,2.0,1,87,123,36,55,False,0,Southampton,Aston Villa,FWD
Brandon Austin,0,0,0,0,0.0,558,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,13844,1,2,0.0,0,-131,203,334,40,False,0,Chelsea,Spurs,GK
Brandon Pierrick,0,0,0,0,0.0,580,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,327,0,1,0.0,0,13,23,10,45,True,0,Newcastle,Crystal Palace,MID
Brandon Williams,0,0,0,0,0.0,549,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,433446,0,3,0.0,0,36791,49530,12739,41,True,0,Watford,Man Utd,DEF
Bruno André Cavaco Jordao,0,0,0,0,0.0,609,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,477,0,3,0.0,0,25,81,56,45,True,0,Norwich,Wolves,MID
Bruno Miguel Borges Fernandes,1,3,51,1,55.4,618,267,0,1,15.5,68.4,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,325748,0,3,31.0,14,145837,153618,7781,81,True,0,Watford,Man Utd,MID
Bukayo Saka,1,2,24,0,27.1,541,261,1,0,5.9,28.0,2020-02-23T16:30:00Z,72,0,0,0,0,27,0,82201,2,3,4.0,7,36127,39807,3680,45,True,0,Everton,Arsenal,MID
Callum Hudson-Odoi,0,0,0,0,0.0,116,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,51256,1,2,0.0,0,-13245,1739,14984,53,True,0,Spurs,Chelsea,MID
Callum Robinson,0,0,0,0,0.0,453,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,16645,1,1,0.0,0,-523,5,528,50,True,0,Brighton,Sheffield Utd,MID
Callum Slattery,0,0,0,0,0.0,327,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,21592,0,2,0.0,0,-648,22,670,44,True,0,Aston Villa,Southampton,MID
Callum Wilson,0,0,-3,0,1.6,67,262,3,0,4.8,1.2,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,363810,0,3,45.0,2,6044,16776,10732,74,False,0,Burnley,Bournemouth,FWD
Calum Chambers,0,0,0,0,0.0,467,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,47148,2,3,0.0,0,-1382,21,1403,44,True,0,Everton,Arsenal,DEF
Caoimhin Kelleher,0,0,0,0,0.0,531,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,2154,2,3,0.0,0,-2,11,13,44,True,0,West Ham,Liverpool,GK
Carlos Sánchez,0,0,0,0,0.0,397,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,35625,2,3,0.0,0,407,2010,1603,43,False,0,Liverpool,West Ham,MID
Carl Jenkinson,0,0,0,0,0.0,9,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,1583,2,3,0.0,0,-5,10,15,45,True,0,Everton,Arsenal,DEF
Cenk Tosun,0,0,4,0,0.3,146,264,0,0,0.2,2.0,2020-02-22T15:00:00Z,1,0,0,0,0,27,0,11701,0,1,0.0,1,-1101,436,1537,57,True,0,Newcastle,Everton,FWD
Charlie Austin,0,0,0,0,0.0,312,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,3454,0,2,0.0,0,-6,19,25,60,True,0,Aston Villa,Southampton,FWD
Charlie Daniels,0,0,0,0,0.0,60,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,5438,0,3,0.0,0,-27,16,43,42,False,0,Burnley,Bournemouth,DEF
Charlie Taylor,0,0,26,1,11.8,87,262,0,0,3.0,14.0,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,109327,0,3,4.0,6,33922,37669,3747,42,True,0,Bournemouth,Burnley,DEF
Cheikhou Kouyaté,0,0,7,1,11.3,139,264,0,0,2.7,10.0,2020-02-22T15:00:00Z,89,0,0,0,0,27,0,18411,0,1,6.0,3,-930,508,1438,49,True,0,Newcastle,Crystal Palace,MID
Che Adams,1,0,14,0,13.3,437,269,0,0,5.7,16.6,2020-02-22T15:00:00Z,17,0,0,0,0,27,0,23541,0,2,27.0,4,-44,346,390,53,True,0,Aston Villa,Southampton,FWD
Christian Atsu,0,0,0,0,0.0,267,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,8410,0,1,0.0,0,-184,62,246,53,False,0,Crystal Palace,Newcastle,MID
Christian Benteke,0,0,2,1,2.1,129,264,0,0,5.1,10.6,2020-02-22T15:00:00Z,88,0,0,0,0,27,0,40643,0,1,38.0,2,3802,4457,655,57,True,0,Newcastle,Crystal Palace,FWD
Christian Eriksen,0,0,0,0,0.0,343,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,183909,1,2,0.0,0,-3146,52,3198,86,False,0,Chelsea,Spurs,MID
Christian Fuchs,0,0,18,0,0.7,163,265,1,0,1.9,18.0,2020-02-22T17:30:00Z,90,0,0,0,0,27,0,25581,1,0,0.0,2,-272,277,549,42,True,0,Man City,Leicester,DEF
Christian Kabasele,0,0,12,0,0.1,354,267,3,0,4.6,12.0,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,33150,0,3,34.0,1,-761,1263,2024,43,False,0,Man Utd,Watford,DEF
Christian Pulisic,0,0,0,0,0.0,431,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,263538,1,2,0.0,0,-5625,379,6004,69,True,0,Spurs,Chelsea,MID
Christian Saydee,0,0,0,0,0.0,564,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,467,0,3,0.0,0,-5,38,43,45,False,0,Burnley,Bournemouth,MID
Christoph Zimmermann,0,0,0,0,0.0,275,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,3243,0,3,0.0,0,25,296,271,44,False,0,Wolves,Norwich,DEF
Chris Basham,0,0,18,0,14.8,423,268,1,0,3.3,15.8,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,94331,1,1,2.0,2,15953,20367,4414,45,True,0,Brighton,Sheffield Utd,DEF
Chris Mepham,0,0,0,0,0.0,61,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,48161,0,3,0.0,0,-1023,10,1033,43,False,0,Burnley,Bournemouth,DEF
Chris Smalling,0,0,0,0,0.0,223,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,9081,0,3,0.0,0,-36,8,44,52,True,0,Watford,Man Utd,DEF
Chris Wood,0,0,0,0,0.0,91,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,115092,0,3,0.0,0,-44584,7523,52107,62,True,0,Bournemouth,Burnley,FWD
Ciaran Clark,0,0,0,0,0.0,259,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,21044,0,1,0.0,0,-1605,863,2468,43,False,0,Crystal Palace,Newcastle,DEF
Claudio Bravo,0,0,0,0,0.0,213,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,22751,1,0,0.0,0,-234,72,306,47,False,0,Leicester,Man City,GK
