name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Anthony Martial,0,0,8,1,16.1,239,246,0,0,3.4,5.8,2020-02-01T17:30:00Z,90,0,0,0,0,25,0,1000413,0,0,12.0,3,-15639,102621,118260,79,True,0,Wolves,Man Utd,MID,Martial
Antonio Rüdiger,0,3,37,0,3.3,104,244,2,2,14.5,89.4,2020-02-01T12:30:00Z,90,0,0,0,0,25,0,23879,2,2,52.0,16,-756,959,1715,60,False,0,Leicester,Chelsea,DEF,Rüdiger
Anwar El Ghazi,0,0,3,0,24.7,30,241,2,0,3.3,3.8,2020-02-01T15:00:00Z,57,0,0,0,0,25,0,70268,1,2,4.0,1,-2775,3277,6052,55,False,0,Bournemouth,Aston Villa,MID,El Ghazi
Archie Mair,0,0,0,0,0.0,551,247,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,5562,0,0,0.0,0,-20,226,246,40,False,0,Newcastle,Norwich,GK,Mair
Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,2017,1,2,0.0,0,-32,6,38,58,True,0,Aston Villa,Bournemouth,MID,Danjuma
Arthur Masuaku,0,0,3,0,0.5,378,250,2,0,0.3,0.8,2020-02-01T15:00:00Z,16,0,0,0,0,25,0,34420,3,3,2.0,0,-904,755,1659,42,True,0,Brighton,West Ham,DEF,Masuaku
Artur Boruc,0,0,0,0,0.0,73,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,18232,1,2,0.0,0,-205,124,329,43,True,0,Aston Villa,Bournemouth,GK,Boruc
Ashley Barnes,0,0,0,0,0.0,90,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,0,0,0,0,25,0,171001,0,0,0.0,0,-5577,76,5653,62,True,0,Arsenal,Burnley,FWD,Barnes
Ashley Westwood,0,0,21,1,43.9,101,242,0,0,5.6,12.0,2020-02-02T14:00:00Z,90,0,0,0,0,25,0,31194,0,0,0.0,3,1288,3495,2207,54,True,0,Arsenal,Burnley,MID,Westwood
Ashley Young,0,0,0,0,0.0,224,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,0,0,0,0,25,0,23081,0,0,0.0,0,-1008,28,1036,54,True,0,Wolves,Man Utd,DEF,Young
Asmir Begovic,0,0,0,0,0.0,72,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,55114,1,2,0.0,0,-809,22,831,42,True,0,Aston Villa,Bournemouth,GK,Begovic
Axel Tuanzebe,0,0,0,0,0.0,481,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,0,0,0,0,25,0,7732,0,0,0.0,0,-184,14,198,44,True,0,Wolves,Man Utd,DEF,Tuanzebe
Aymeric Laporte,0,0,0,0,0.0,202,248,0,0,0.0,0.0,2020-02-02T16:30:00Z,0,0,0,0,0,25,0,156746,0,2,0.0,0,12977,18432,5455,63,False,0,Spurs,Man City,DEF,Laporte
Ayotomiwa Dele-Bashiru,0,0,0,0,0.0,563,249,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,606,3,2,0.0,0,0,55,55,45,True,0,Everton,Watford,MID,Dele-Bashiru
Ayoze Pérez,0,0,12,0,22.8,265,244,2,0,3.8,10.8,2020-02-01T12:30:00Z,90,0,0,0,0,25,0,658736,2,2,4.0,2,206045,239886,33841,62,True,0,Chelsea,Leicester,MID,Pérez
Bailey Peacock-Farrell,0,0,0,0,0.0,495,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,0,0,0,0,25,0,5533,0,0,0.0,0,-18,55,73,44,True,0,Arsenal,Burnley,GK,Peacock-Farrell
Bamidele Alli,0,0,5,1,0.6,344,248,0,0,0.8,3.4,2020-02-02T16:30:00Z,69,0,0,0,0,25,0,448692,0,2,4.0,3,-2987,50985,53972,85,True,0,Man City,Spurs,MID,Alli
Beni Baningime,0,0,0,0,0.0,557,249,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,418,3,2,0.0,0,19,42,23,45,False,0,Watford,Everton,MID,Baningime
Benjamin Chilwell,0,0,25,0,16.1,161,244,2,1,8.7,45.6,2020-02-01T12:30:00Z,90,0,0,0,0,25,0,657605,2,2,25.0,7,-41256,9235,50491,56,True,0,Chelsea,Leicester,DEF,Chilwell
Benjamin Mendy,0,0,0,0,0.0,204,248,0,0,0.0,0.0,2020-02-02T16:30:00Z,0,0,0,0,0,25,0,64267,0,2,0.0,0,-12581,1672,14253,55,False,0,Spurs,Man City,DEF,Mendy
Ben Davies,0,0,0,0,0.0,329,248,0,0,0.0,0.0,2020-02-02T16:30:00Z,0,0,0,0,0,25,0,8538,0,2,0.0,0,-97,26,123,53,True,0,Man City,Spurs,DEF,Davies
Ben Foster,0,0,12,0,0.0,366,249,3,0,1.9,18.8,2020-02-01T15:00:00Z,90,0,0,0,0,25,2,376313,3,2,0.0,1,1490,23575,22085,49,True,0,Everton,Watford,GK,Foster
Ben Gibson,0,0,0,0,0.0,89,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,0,0,0,0,25,0,195436,0,0,0.0,0,-886,7406,8292,39,True,0,Arsenal,Burnley,DEF,Gibson
Ben Godfrey,0,0,0,0,0.0,273,247,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,10870,0,0,0.0,0,-313,4,317,44,False,0,Newcastle,Norwich,DEF,Godfrey
Ben Johnson,0,0,0,0,0.0,384,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,116165,3,3,0.0,0,6863,10745,3882,39,True,0,Brighton,West Ham,DEF,Johnson
Ben Mee,0,0,21,1,10.8,83,242,0,0,5.6,15.8,2020-02-02T14:00:00Z,90,0,0,0,0,25,0,62693,0,0,29.0,6,4409,6693,2284,50,True,0,Arsenal,Burnley,DEF,Mee
Ben Osborn,0,0,3,0,0.0,472,243,0,0,0.0,0.0,2020-02-01T15:00:00Z,1,0,0,0,0,25,0,2476,1,0,0.0,1,-5,60,65,47,False,0,Crystal Palace,Sheffield Utd,MID,Osborn
Beram Kayal,0,0,0,0,0.0,56,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,13221,3,3,0.0,0,-826,93,919,43,False,0,West Ham,Brighton,MID,Kayal
Bernardo Mota Veiga de Carvalho e Silva,0,0,4,0,12.1,218,248,0,0,3.7,2.6,2020-02-02T16:30:00Z,6,0,0,0,0,25,0,620228,0,2,22.0,1,-10571,11334,21905,78,False,0,Spurs,Man City,MID,Bernardo Silva
Bernardo Costa Da Rosa,0,0,0,0,0.0,595,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,233,3,3,0.0,0,23,58,35,45,True,0,Brighton,West Ham,MID,Rosa
Bernardo Fernandes da Silva Junior,0,0,9,0,2.8,39,250,3,0,5.5,23.0,2020-02-01T15:00:00Z,90,0,0,0,0,25,0,9733,3,3,29.0,1,158,814,656,43,False,0,West Ham,Brighton,DEF,Bernardo
Bernard Anício Caldeira Duarte,0,0,0,0,0.0,152,249,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,49619,3,2,0.0,0,2090,3418,1328,64,False,0,Watford,Everton,MID,Bernard
Bernard Ashley-Seal,0,0,0,0,0.0,559,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,0,0,0,0,25,0,4077,0,0,0.0,0,-25,299,324,45,False,0,Man Utd,Wolves,FWD,Ashley-Seal
Bernd Leno,0,1,26,1,0.0,14,242,0,0,1.7,17.0,2020-02-02T14:00:00Z,90,0,0,0,0,25,2,384033,0,0,0.0,7,-1298,10989,12287,50,False,0,Burnley,Arsenal,GK,Leno
Billy Gilmour,0,0,0,0,0.0,533,244,0,0,0.0,0.0,2020-02-01T12:30:00Z,0,0,0,0,0,25,0,1837,2,2,0.0,0,-4,49,53,45,False,0,Leicester,Chelsea,MID,Gilmour
Billy Sharp,0,0,6,1,1.1,298,243,0,0,1.9,0.2,2020-02-01T15:00:00Z,63,0,0,0,0,25,0,21602,1,0,18.0,2,19,380,361,56,False,0,Crystal Palace,Sheffield Utd,FWD,Sharp
Birkir Bjarnason,0,0,0,0,0.0,33,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,2404,1,2,0.0,0,-30,12,42,45,False,0,Bournemouth,Aston Villa,MID,Bjarnason
Bjorn Engels,0,0,11,0,15.9,455,241,0,0,3.5,11.8,2020-02-01T15:00:00Z,45,0,0,0,0,25,0,33474,1,2,7.0,1,-1182,55,1237,44,False,0,Bournemouth,Aston Villa,DEF,Engels
Brandon Austin,0,0,0,0,0.0,558,248,0,0,0.0,0.0,2020-02-02T16:30:00Z,0,0,0,0,0,25,0,14019,0,2,0.0,0,-259,346,605,40,True,0,Man City,Spurs,GK,Austin
Brandon Pierrick,0,0,0,0,0.0,580,243,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,250,1,0,0.0,0,-1,19,20,45,True,0,Sheffield Utd,Crystal Palace,MID,Pierrick
Brandon Williams,0,0,0,0,0.0,549,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,0,0,0,0,25,0,398509,0,0,0.0,0,43218,66326,23108,41,True,0,Wolves,Man Utd,DEF,Williams
Bruno André Cavaco Jordao,0,0,0,0,0.0,609,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,0,0,0,0,25,0,285,0,0,0.0,0,68,132,64,45,False,0,Man Utd,Wolves,MID,Jordao
Bruno Miguel Borges Fernandes,0,0,2,1,10.9,618,246,0,0,6.4,23.4,2020-02-01T17:30:00Z,90,0,0,0,0,25,0,97885,0,0,30.0,2,94825,97066,2241,80,True,1,Wolves,Man Utd,MID,Fernandes
Bukayo Saka,0,0,4,0,1.1,541,242,0,0,0.2,0.6,2020-02-02T14:00:00Z,45,0,0,0,0,25,0,46908,0,0,0.0,1,5463,9740,4277,45,False,0,Burnley,Arsenal,MID,Saka
Callum Hudson-Odoi,0,0,13,0,8.0,116,244,2,0,2.9,8.8,2020-02-01T12:30:00Z,90,0,0,0,0,25,0,61785,2,2,12.0,2,8254,13424,5170,53,False,0,Leicester,Chelsea,MID,Hudson-Odoi
Callum Robinson,0,0,0,0,0.0,453,243,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,17878,1,0,0.0,0,-947,61,1008,50,False,0,Crystal Palace,Sheffield Utd,MID,Callum Robinson
Callum Slattery,0,0,0,0,0.0,327,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,22972,0,4,0.0,0,-600,112,712,44,False,0,Liverpool,Southampton,MID,Slattery
Callum Wilson,0,0,1,0,11.5,67,241,1,0,5.3,0.0,2020-02-01T15:00:00Z,90,0,0,0,0,25,0,379495,1,2,44.0,1,41584,50403,8819,74,True,1,Aston Villa,Bournemouth,FWD,Callum Wilson
Calum Chambers,0,0,0,0,0.0,467,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,0,0,0,0,25,0,49958,0,0,0.0,0,-2665,27,2692,44,False,0,Burnley,Arsenal,DEF,Chambers
Caoimhin Kelleher,0,0,0,0,0.0,531,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,2104,0,4,0.0,0,-27,15,42,44,True,0,Southampton,Liverpool,GK,Kelleher
Carlos Sánchez,0,0,0,0,0.0,397,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,34375,3,3,0.0,0,191,2598,2407,43,True,0,Brighton,West Ham,MID,Carlos Sánchez
Carl Jenkinson,0,0,0,0,0.0,9,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,0,0,0,0,25,0,1597,0,0,0.0,0,1,14,13,45,False,0,Burnley,Arsenal,DEF,Jenkinson
Cenk Tosun,0,0,0,0,0.0,146,243,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,17266,1,0,0.0,0,-6340,2748,9088,57,True,0,Sheffield Utd,Everton,FWD,Tosun
Charlie Austin,0,0,0,0,0.0,312,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,3456,0,4,0.0,0,-6,26,32,60,False,0,Liverpool,Southampton,FWD,Austin
Charlie Daniels,0,0,0,0,0.0,60,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,5480,1,2,0.0,0,-63,7,70,43,True,0,Aston Villa,Bournemouth,DEF,Daniels
Charlie Taylor,0,1,26,1,16.3,87,242,0,0,3.3,14.2,2020-02-02T14:00:00Z,90,0,0,0,0,25,0,59084,0,0,2.0,7,1583,4622,3039,42,True,0,Arsenal,Burnley,DEF,Taylor
Cheikhou Kouyaté,0,0,2,0,0.1,139,243,0,0,0.4,3.6,2020-02-01T15:00:00Z,5,0,0,0,0,25,0,19865,1,0,0.0,1,-712,1052,1764,49,True,0,Sheffield Utd,Crystal Palace,MID,Kouyaté
Che Adams,0,0,2,0,1.8,437,245,2,0,1.1,1.2,2020-02-01T15:00:00Z,20,0,0,0,0,25,0,23500,0,4,8.0,1,-185,440,625,53,False,0,Liverpool,Southampton,FWD,Adams
Christian Atsu,0,0,0,0,0.0,267,247,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,8674,0,0,0.0,0,-65,176,241,53,True,0,Norwich,Newcastle,MID,Atsu
Christian Benteke,0,0,7,0,22.5,129,243,1,0,5.4,6.0,2020-02-01T15:00:00Z,76,0,0,0,0,25,0,36275,1,0,25.0,2,-258,169,427,57,True,0,Sheffield Utd,Crystal Palace,FWD,Benteke
Christian Eriksen,0,0,0,0,0.0,343,248,0,0,0.0,0.0,2020-02-02T16:30:00Z,0,0,0,0,0,25,0,191542,0,2,0.0,0,-7282,528,7810,86,True,0,Man City,Spurs,MID,Eriksen
Christian Fuchs,0,0,0,0,0.0,163,244,0,0,0.0,0.0,2020-02-01T12:30:00Z,0,0,0,0,0,25,0,26139,2,2,0.0,0,-507,385,892,43,True,0,Chelsea,Leicester,DEF,Fuchs
Christian Kabasele,0,0,9,0,0.1,354,249,3,0,1.9,12.0,2020-02-01T15:00:00Z,90,0,0,0,0,25,0,34690,3,2,7.0,1,-1840,1545,3385,43,True,0,Everton,Watford,DEF,Kabasele
Christian Pulisic,0,0,0,0,0.0,431,244,0,0,0.0,0.0,2020-02-01T12:30:00Z,0,0,0,0,0,25,0,273955,2,2,0.0,0,-16552,174,16726,69,False,0,Leicester,Chelsea,MID,Pulisic
Christian Saydee,0,0,0,0,0.0,564,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,403,1,2,0.0,0,-10,33,43,45,True,0,Aston Villa,Bournemouth,MID,Saydee
Christoph Zimmermann,0,0,26,1,1.1,275,247,0,0,2.0,13.6,2020-02-01T15:00:00Z,90,0,0,0,0,25,0,3081,0,0,5.0,6,-46,149,195,44,False,0,Newcastle,Norwich,DEF,Zimmermann
Chris Basham,0,1,23,1,0.9,423,243,0,0,2.7,26.4,2020-02-01T15:00:00Z,90,0,0,0,0,25,0,59138,1,0,0.0,7,2447,5884,3437,45,False,0,Crystal Palace,Sheffield Utd,DEF,Basham
Chris Mepham,0,0,0,0,0.0,61,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,0,0,0,0,25,0,50187,1,2,0.0,0,-2026,8,2034,43,True,0,Aston Villa,Bournemouth,DEF,Mepham
