name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Ainsley Maitland-Niles,0,0,-12,0,12.6,4,51,2,0,1.6,0.0,2019-09-22T15:30:00Z,40,0,0,0,1,6,0,528279,2,3,8.0,-3,64791,88126,23335,51,True,0,Aston Villa,Arsenal,DEF,Maitland-Niles
Albian Ajeti,0,0,0,0,0.0,514,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,2612,0,2,0.0,0,-155,105,260,58,True,0,Man Utd,West Ham,FWD,Ajeti
Alexander Tettey,0,0,3,0,0.0,289,52,1,0,0.0,0.0,2019-09-21T14:00:00Z,12,0,0,0,0,6,0,15302,0,2,0.0,1,1228,2115,887,45,False,0,Burnley,Norwich,MID,Tettey
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,92408,0,2,0.0,0,-2602,7281,9883,44,True,0,Man Utd,West Ham,FWD,Xande Silva
Alexandre Lacazette,0,0,0,0,0.0,12,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,120755,2,3,0.0,0,-34912,686,35598,94,True,0,Aston Villa,Arsenal,FWD,Lacazette
Alexis Sánchez,0,0,0,0,0.0,240,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,32325,0,2,0.0,0,-1321,42,1363,69,False,0,West Ham,Man Utd,MID,Sánchez
Alex Iwobi,0,0,4,0,13.3,17,55,1,0,2.0,4.4,2019-09-21T14:00:00Z,35,0,0,0,0,6,0,157185,2,0,2.0,1,16117,28698,12581,59,True,0,Sheffield Utd,Everton,MID,Iwobi
Alex McCarthy,0,0,0,0,0.0,318,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,32489,3,1,0.0,0,-1404,375,1779,44,True,0,Bournemouth,Southampton,GK,McCarthy
Alex Oxlade-Chamberlain,0,0,0,0,0.0,193,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,24486,2,1,0.0,0,-361,1336,1697,63,False,0,Chelsea,Liverpool,MID,Chamberlain
Alfie Whiteman,0,0,0,0,0.0,543,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,0,1,2,0.0,0,0,0,0,40,False,0,Leicester,Spurs,GK,Whiteman
Alireza Jahanbakhsh,0,0,0,0,0.0,50,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,4723,0,0,0.0,0,-268,24,292,58,False,0,Newcastle,Brighton,MID,Jahanbakhsh
Alisson Ramses Becker,0,0,0,0,0.0,189,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,406264,2,1,0.0,0,-27239,1628,28867,58,False,0,Chelsea,Liverpool,GK,Alisson
Allan Saint-Maximin,0,0,6,0,10.2,500,58,0,0,3.0,8.4,2019-09-21T16:30:00Z,17,0,0,0,0,6,0,13869,0,0,11.0,1,-1315,254,1569,54,True,0,Brighton,Newcastle,MID,Saint-Maximin
Andreas Christensen,0,0,7,0,13.3,108,53,2,0,2.1,8.0,2019-09-22T15:30:00Z,41,0,0,0,0,6,0,71993,2,1,0.0,0,-7089,2354,9443,50,True,0,Liverpool,Chelsea,DEF,Christensen
Andreas Pereira,0,0,11,0,17.8,246,60,2,0,4.8,14.4,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,38109,0,2,16.0,2,-2186,2100,4286,50,False,0,West Ham,Man Utd,MID,Pereira
Andrew Robertson,1,3,30,0,16.7,181,53,1,0,5.6,37.6,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,1318624,2,1,2.0,8,-72129,21325,93454,69,False,0,Chelsea,Liverpool,DEF,Robertson
Andrew Surman,0,0,3,0,0.0,80,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,1,0,0,0,0,6,0,3186,3,1,0.0,1,-142,73,215,48,False,0,Southampton,Bournemouth,MID,Surman
Andre Gray,0,0,3,0,10.3,364,57,1,0,5.5,5.2,2019-09-21T14:00:00Z,13,0,0,0,0,6,0,40723,0,8,39.0,1,-6324,1647,7971,59,False,0,Man City,Watford,FWD,Gray
Andre Green,0,0,0,0,0.0,32,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,862,2,3,0.0,0,-34,13,47,49,False,0,Arsenal,Aston Villa,MID,Green
Andriy Yarmolenko,0,3,31,1,14.8,392,60,0,1,10.9,47.2,2019-09-22T13:00:00Z,88,0,0,0,0,6,0,20250,0,2,47.0,11,739,3223,2484,59,True,0,Man Utd,West Ham,MID,Yarmolenko
Andros Townsend,0,0,0,0,0.0,135,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,127827,1,1,0.0,0,-9504,2099,11603,58,True,0,Wolves,Crystal Palace,MID,Townsend
André Filipe Tavares Gomes,0,0,0,0,0.0,422,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,39182,2,0,0.0,0,-7314,341,7655,54,True,0,Sheffield Utd,Everton,MID,André Gomes
Andy Carroll,0,0,3,0,10.6,520,58,0,0,1.9,4.2,2019-09-21T16:30:00Z,8,0,0,0,0,6,0,5707,0,0,4.0,1,75,510,435,54,True,0,Brighton,Newcastle,FWD,Carroll
Andy King,0,0,0,0,0.0,480,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,23674,1,2,0.0,0,-1342,645,1987,44,True,0,Spurs,Leicester,MID,King
Andy Lonergan,0,0,0,0,0.0,530,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,1543,2,1,0.0,0,-85,39,124,45,False,0,Chelsea,Liverpool,GK,Lonergan
Angelo Ogbonna,0,0,25,1,0.4,377,60,0,0,2.8,27.4,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,24323,0,2,0.0,5,945,2046,1101,45,True,1,Man Utd,West Ham,DEF,Ogbonna
Angel Gomes,0,0,3,0,1.0,245,60,1,0,0.1,0.2,2019-09-22T13:00:00Z,9,0,0,0,0,6,0,7408,0,2,0.0,1,-345,357,702,49,False,0,West Ham,Man Utd,MID,Gomes
Angus Gunn,0,0,7,0,0.0,319,59,3,0,0.2,1.6,2019-09-20T19:00:00Z,90,0,0,0,0,6,0,234026,3,1,0.0,1,105938,115066,9128,45,True,0,Bournemouth,Southampton,GK,Gunn
Anthony Knockaert,0,0,0,0,0.0,52,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,700,0,0,0.0,0,-26,9,35,54,False,0,Newcastle,Brighton,MID,Knockaert
Anthony Martial,0,0,0,0,0.0,239,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,320989,0,2,0.0,0,-89991,5304,95295,76,False,0,West Ham,Man Utd,MID,Martial
Antonio Rüdiger,0,0,0,0,0.0,104,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,8346,2,1,0.0,0,3,783,780,60,True,0,Liverpool,Chelsea,DEF,Rüdiger
Anwar El Ghazi,1,0,21,0,30.1,30,51,3,0,7.5,35.6,2019-09-22T15:30:00Z,85,0,0,0,0,6,0,26249,2,3,9.0,5,-2494,1044,3538,55,False,0,Arsenal,Aston Villa,MID,El Ghazi
Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,1581,3,1,0.0,0,-97,11,108,58,False,0,Southampton,Bournemouth,MID,Danjuma
Arthur Masuaku,0,0,0,0,0.0,378,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,74037,0,2,0.0,0,-9535,10910,20445,45,True,0,Man Utd,West Ham,DEF,Masuaku
Artur Boruc,0,0,0,0,0.0,73,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,22162,3,1,0.0,0,-385,579,964,44,False,0,Southampton,Bournemouth,GK,Boruc
Ashley Barnes,0,0,5,1,3.0,90,52,0,0,5.6,0.0,2019-09-21T14:00:00Z,78,0,0,0,0,6,0,676909,0,2,54.0,2,-86193,57570,143763,67,True,0,Norwich,Burnley,FWD,Barnes
Ashley Westwood,1,2,28,1,50.3,101,52,0,0,9.4,33.8,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,33328,0,2,10.0,8,-2693,766,3459,54,True,0,Norwich,Burnley,MID,Westwood
Ashley Young,0,0,10,0,10.0,224,60,2,0,1.7,7.0,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,26820,0,2,0.0,0,446,1731,1285,54,False,1,West Ham,Man Utd,DEF,Young
Asmir Begovic,0,0,0,0,0.0,72,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,101796,3,1,0.0,0,-12438,91,12529,44,False,0,Southampton,Bournemouth,GK,Begovic
Axel Tuanzebe,0,0,0,0,0.0,481,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,8539,0,2,0.0,0,-149,314,463,44,False,0,West Ham,Man Utd,DEF,Tuanzebe
Aymeric Laporte,0,0,0,0,0.0,202,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,204024,0,8,0.0,0,-58822,329,59151,64,True,0,Watford,Man City,DEF,Laporte
Ayoze Pérez,0,0,2,0,12.4,265,56,1,0,4.1,7.2,2019-09-21T11:30:00Z,66,0,0,0,0,6,0,275641,1,2,21.0,2,-64704,1191,65895,61,True,0,Spurs,Leicester,MID,Pérez
Bailey Peacock-Farrell,0,0,0,0,0.0,495,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,5413,0,2,0.0,0,-101,98,199,45,True,0,Norwich,Burnley,GK,Peacock-Farrell
Bamidele Alli,0,0,0,0,0.0,344,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,28478,1,2,0.0,0,2,2329,2327,84,False,0,Leicester,Spurs,MID,Alli
Benjamin Chilwell,0,0,13,0,12.6,161,56,1,0,3.6,21.6,2019-09-21T11:30:00Z,90,0,0,0,0,6,0,252309,1,2,2.0,2,-468,9733,10201,54,True,0,Spurs,Leicester,DEF,Chilwell
Benjamin Mendy,0,0,6,0,4.3,204,57,0,0,0.6,1.2,2019-09-21T14:00:00Z,45,0,0,0,0,6,0,16819,0,8,0.0,1,2895,3966,1071,59,True,0,Watford,Man City,DEF,Mendy
Ben Davies,0,0,0,0,0.0,329,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,11061,1,2,0.0,0,-121,660,781,55,False,0,Leicester,Spurs,DEF,Davies
Ben Foster,0,0,10,0,0.0,366,57,8,0,1.1,11.2,2019-09-21T14:00:00Z,90,0,0,0,0,6,3,121030,0,8,0.0,-1,-7586,1040,8626,49,False,0,Man City,Watford,GK,Foster
Ben Gibson,0,0,0,0,0.0,89,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,199081,0,2,0.0,0,-1530,6426,7956,40,True,0,Norwich,Burnley,DEF,Gibson
Ben Godfrey,0,0,16,0,0.4,273,52,2,0,1.4,14.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,18076,0,2,0.0,1,1366,2446,1080,45,False,0,Burnley,Norwich,DEF,Godfrey
Ben Johnson,0,0,0,0,0.0,384,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,102530,0,2,0.0,0,1862,6094,4232,40,True,0,Man Utd,West Ham,DEF,Johnson
Ben Mee,0,0,22,1,0.3,83,52,0,0,1.8,17.2,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,60526,0,2,0.0,6,-310,2860,3170,50,True,0,Norwich,Burnley,DEF,Mee
Ben Osborn,0,0,3,0,0.0,472,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,7,0,0,0,0,6,0,2380,2,0,0.0,1,-110,35,145,48,False,0,Everton,Sheffield Utd,MID,Osborn
Beram Kayal,0,0,0,0,0.0,56,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,4316,0,0,0.0,0,-129,247,376,44,False,0,Newcastle,Brighton,MID,Kayal
Bernardo Mota Veiga de Carvalho e Silva,0,2,65,1,33.0,218,57,0,3,25.3,118.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,784842,0,8,102.0,19,-33268,24454,57722,78,True,1,Watford,Man City,MID,Bernardo Silva
Bernardo Fernandes da Silva Junior,0,0,0,0,0.0,39,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,9285,0,0,0.0,0,-1014,42,1056,44,False,0,Newcastle,Brighton,DEF,Bernardo
Bernard Anício Caldeira Duarte,0,0,0,0,12.6,152,55,1,0,2.4,5.8,2019-09-21T14:00:00Z,54,0,0,0,0,6,0,114519,2,0,6.0,0,-18406,5559,23965,65,True,1,Sheffield Utd,Everton,MID,Bernard
Bernd Leno,0,0,20,0,0.0,14,51,2,0,3.7,37.4,2019-09-22T15:30:00Z,90,0,0,0,0,6,7,423237,2,3,0.0,2,1093,20277,19184,50,True,1,Aston Villa,Arsenal,GK,Leno
Billy Gilmour,0,0,0,0,0.0,533,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,1124,2,1,0.0,0,148,380,232,45,True,0,Liverpool,Chelsea,MID,Gilmour
Billy Sharp,0,0,0,0,0.0,298,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,32461,2,0,0.0,0,-11162,77,11239,58,False,0,Everton,Sheffield Utd,FWD,Sharp
Birkir Bjarnason,0,0,0,0,0.0,33,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,3895,2,3,0.0,0,-347,23,370,45,False,0,Arsenal,Aston Villa,MID,Bjarnason
Bjorn Engels,0,0,3,0,0.3,455,51,3,0,1.2,12.0,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,65772,2,3,0.0,0,26811,33309,6498,45,False,1,Arsenal,Aston Villa,DEF,Engels
Bukayo Saka,0,0,8,0,15.3,541,51,1,0,2.9,8.4,2019-09-22T15:30:00Z,45,0,0,0,0,6,0,3718,2,3,5.0,1,3050,3407,357,45,True,0,Aston Villa,Arsenal,MID,Saka
Callum Hudson-Odoi,0,0,0,0,0.0,116,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,9564,2,1,0.0,0,1047,1763,716,59,True,0,Liverpool,Chelsea,MID,Hudson-Odoi
Callum Robinson,0,0,5,1,0.3,453,55,0,0,0.1,1.0,2019-09-21T14:00:00Z,61,0,0,0,0,6,0,43485,2,0,0.0,3,-5108,3332,8440,53,False,0,Everton,Sheffield Utd,MID,Callum Robinson
Callum Slattery,0,0,0,0,0.0,327,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,16834,3,1,0.0,0,3533,4739,1206,44,True,0,Bournemouth,Southampton,MID,Slattery
Callum Wilson,0,1,30,0,0.8,67,59,1,1,6.0,37.8,2019-09-20T19:00:00Z,90,0,0,0,0,6,0,672896,3,1,21.0,7,32689,77092,44403,78,False,0,Southampton,Bournemouth,FWD,Callum Wilson
Calum Chambers,0,0,17,0,11.0,467,51,1,1,8.7,44.8,2019-09-22T15:30:00Z,45,0,0,0,0,6,0,55531,2,3,31.0,7,-3112,1066,4178,44,True,0,Aston Villa,Arsenal,DEF,Chambers
Caoimhin Kelleher,0,0,0,0,0.0,531,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,1301,2,1,0.0,0,-14,48,62,45,False,0,Chelsea,Liverpool,GK,Kelleher
Carlos Sánchez,0,0,0,0,0.0,397,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,25762,0,2,0.0,0,-954,529,1483,45,True,0,Man Utd,West Ham,MID,Carlos Sánchez
Carl Jenkinson,0,0,0,0,0.0,9,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,1824,2,3,0.0,0,-76,11,87,45,True,0,Aston Villa,Arsenal,DEF,Jenkinson
Cenk Tosun,0,0,2,0,10.0,146,55,1,0,3.2,2.0,2019-09-21T14:00:00Z,35,0,0,0,0,6,0,8139,2,0,20.0,1,-455,262,717,58,True,0,Sheffield Utd,Everton,FWD,Tosun
Charlie Austin,0,0,0,0,0.0,312,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,4050,3,1,0.0,0,-232,24,256,60,True,0,Bournemouth,Southampton,FWD,Austin
Charlie Daniels,0,0,0,0,0.0,60,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,9710,3,1,0.0,0,-1140,22,1162,44,False,0,Southampton,Bournemouth,DEF,Daniels
Charlie Taylor,0,0,0,0,0.0,87,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,46791,0,2,0.0,0,-3200,773,3973,43,True,0,Norwich,Burnley,DEF,Taylor
Cheikhou Kouyaté,0,0,8,0,3.0,139,54,1,0,3.7,14.4,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,9491,1,1,20.0,2,-1276,126,1402,49,True,0,Wolves,Crystal Palace,MID,Kouyaté
Che Adams,1,0,17,0,23.5,437,59,2,0,4.0,4.2,2019-09-20T19:00:00Z,76,0,0,0,0,6,0,42416,3,1,12.0,5,-3725,2915,6640,57,True,0,Bournemouth,Southampton,FWD,Adams
Christian Atsu,0,0,5,1,4.5,267,58,0,0,1.3,2.2,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,19434,0,0,6.0,2,9869,11551,1682,54,True,1,Brighton,Newcastle,MID,Atsu
Christian Benteke,0,0,5,0,11.3,129,54,1,0,3.6,5.8,2019-09-22T13:00:00Z,21,0,0,0,0,6,0,49011,1,1,19.0,1,-4047,1043,5090,58,True,0,Wolves,Crystal Palace,FWD,Benteke
Christian Eriksen,0,0,1,0,5.4,343,56,1,0,0.5,0.0,2019-09-21T11:30:00Z,11,0,0,0,0,6,0,285994,1,2,0.0,1,-11447,11555,23002,88,False,0,Leicester,Spurs,MID,Eriksen
Christian Fuchs,0,0,0,0,0.0,163,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,32514,1,2,0.0,0,-1692,835,2527,45,True,0,Spurs,Leicester,DEF,Fuchs
Christian Kabasele,0,0,0,0,0.0,354,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,12018,0,8,0.0,0,-116,416,532,44,False,0,Man City,Watford,DEF,Kabasele
Christian Pulisic,0,0,0,0,0.0,431,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,350454,2,1,0.0,0,-104528,4618,109146,74,True,0,Liverpool,Chelsea,MID,Pulisic
Christoph Zimmermann,0,0,0,0,0.0,275,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,1155,0,2,0.0,0,-100,23,123,45,False,0,Burnley,Norwich,DEF,Zimmermann
Chris Basham,0,0,20,1,1.0,423,55,0,0,2.4,18.8,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,13114,2,0,4.0,6,-354,205,559,45,False,0,Everton,Sheffield Utd,DEF,Basham
Chris Mepham,0,0,0,0,0.0,61,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,93348,3,1,0.0,0,-4402,1911,6313,45,False,0,Southampton,Bournemouth,DEF,Mepham
Chris Smalling,0,0,0,0,0.0,223,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,10801,0,2,0.0,0,-861,30,891,53,False,0,West Ham,Man Utd,DEF,Smalling
Chris Wood,0,3,53,1,14.4,91,52,0,2,19.8,72.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,39978,0,2,111.0,13,-5171,2415,7586,63,True,0,Norwich,Burnley,FWD,Wood
Ciaran Clark,0,0,0,0,0.0,259,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,10430,0,0,0.0,0,-340,159,499,44,True,0,Brighton,Newcastle,DEF,Clark
Claudio Bravo,0,0,0,0,0.0,213,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,19146,0,8,0.0,0,-639,166,805,48,True,0,Watford,Man City,GK,Bravo
Connor Wickham,0,0,0,0,0.0,130,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,318543,1,1,0.0,0,-61774,607,62381,45,True,0,Wolves,Crystal Palace,FWD,Wickham
Conor Coady,0,0,15,0,0.2,403,54,1,0,1.5,14.8,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,105455,1,1,0.0,1,-6316,1670,7986,50,False,1,Crystal Palace,Wolves,DEF,Coady
Conor Hourihane,0,0,5,0,1.0,28,51,0,0,2.2,2.8,2019-09-22T15:30:00Z,5,0,0,0,0,6,0,8334,2,3,18.0,1,-673,79,752,57,False,0,Arsenal,Aston Villa,MID,Hourihane
Craig Cathcart,0,0,0,0,0.0,358,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,131271,0,8,0.0,0,-25445,84,25529,44,False,0,Man City,Watford,DEF,Cathcart
Craig Dawson,0,0,14,0,0.1,439,57,8,0,3.2,32.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,14774,0,8,0.0,-2,-630,399,1029,49,False,0,Man City,Watford,DEF,Dawson
Cédric Soares,0,0,16,0,47.1,486,59,3,0,8.3,27.6,2019-09-20T19:00:00Z,90,0,0,0,0,6,0,18941,3,1,8.0,1,1224,2034,810,49,True,0,Bournemouth,Arsenal,DEF,Cédric
César Azpilicueta,1,0,27,0,54.9,105,53,2,0,10.0,38.8,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,393077,2,1,6.0,4,-25615,3269,28884,59,True,0,Liverpool,Chelsea,DEF,Azpilicueta
Dale Stephens,0,0,16,1,25.6,57,58,0,0,5.5,20.0,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,197695,0,0,9.0,3,-4268,9440,13708,45,False,0,Newcastle,Brighton,MID,Stephens
Daniel Amartey,0,0,0,0,0.0,178,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,18842,1,2,0.0,0,-724,403,1127,45,True,0,Spurs,Leicester,MID,Amartey
Daniel Ceballos Fernández,0,0,10,0,15.8,469,51,2,0,3.0,10.4,2019-09-22T15:30:00Z,71,0,0,0,0,6,0,875308,2,3,4.0,2,-49746,58062,107808,57,True,0,Aston Villa,Arsenal,MID,Ceballos
Daniel Drinkwater,0,0,0,0,0.0,120,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,73625,0,2,0.0,0,-9948,119,10067,45,True,0,Norwich,Aston Villa,MID,Drinkwater
Daniel James,0,0,7,0,16.5,243,60,2,0,2.7,2.8,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,909015,0,2,8.0,2,-41449,106361,147810,62,False,0,West Ham,Man Utd,MID,James
